Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;2.85715;-0.0747136;-1112.05;-17.8972;20.0082;-0.000424969;-2.91853e-006;-1168.36;-14.3972;-1042.25;-14.3972;
0.0100014;4.76434;-0.0651128;-1112.02;-17.8972;20.1143;-0.00176726;-0.000107342;-1168.36;-14.3972;-1042.25;-14.3972;
0.0200028;5.54775;-0.0668783;-1111.96;-17.8972;20.3075;-0.00396922;-0.000428236;-1168.36;-14.3972;-1042.25;-14.3972;
0.0300041;5.57691;-0.0696384;-1111.91;-17.8972;20.5092;-0.00628861;-0.000917832;-1168.36;-14.3972;-1042.25;-14.3972;
0.0400055;5.55225;-0.0669323;-1111.85;-17.8972;20.7099;-0.00856177;-0.00148117;-1168.36;-14.3972;-1042.25;-14.3972;
0.0500069;5.50206;-0.0601812;-1111.79;-17.8972;20.9096;-0.0106672;-0.00207303;-1168.36;-14.3972;-1042.25;-14.3972;
0.0600083;5.12511;-0.0574302;-1111.73;-17.8973;21.1048;-0.0125252;-0.00267097;-1168.36;-14.3972;-1042.25;-14.3972;
0.0700096;2.13005;-0.0500878;-1111.67;-17.8973;21.2356;-0.0143027;-0.0033943;-1168.36;-14.3972;-1042.25;-14.3972;
0.080011;0.187614;-0.0162736;-1111.61;-17.8974;21.2656;-0.0151253;-0.0043088;-1168.36;-14.3972;-1042.25;-14.3972;
0.0900124;-0.289312;0.0114001;-1111.55;-17.8974;21.2608;-0.0148146;-0.00528688;-1168.36;-14.3972;-1042.25;-14.3972;
0.100014;-0.406413;0.0305933;-1111.5;-17.8975;21.2474;-0.0136833;-0.00631131;-1168.36;-14.3972;-1042.25;-14.3972;
0.110015;-0.423068;0.0416213;-1111.44;-17.8975;21.2319;-0.0119384;-0.00736983;-1168.36;-14.3972;-1042.25;-14.3972;
0.120017;-0.414695;0.0453778;-1111.38;-17.8975;21.2164;-0.00991781;-0.00844702;-1168.36;-14.3972;-1042.25;-14.3972;
0.130018;-0.407142;0.0444566;-1111.32;-17.8976;21.2013;-0.00786048;-0.00953829;-1168.36;-14.3972;-1042.25;-14.3972;
0.140019;-0.409559;0.0414682;-1111.26;-17.8976;21.1863;-0.00585355;-0.0106515;-1168.36;-14.3972;-1042.25;-14.3972;
0.150021;-0.416176;0.0362402;-1111.2;-17.8976;21.172;-0.00411077;-0.0117222;-1168.36;-14.3972;-1042.25;-14.3972;
0.160022;-0.424773;0.0299055;-1111.14;-17.8976;21.1566;-0.00245719;-0.0128724;-1168.36;-14.3972;-1042.25;-14.3972;
