Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;2.85588;0.24203;-1112.05;-17.8972;20.0082;0.00139468;9.065e-006;-1168.36;-14.3972;-1042.25;-14.3972;
0.010001;4.48136;0.16423;-1112.03;-17.8972;20.0932;0.00418231;0.000238532;-1168.36;-14.3972;-1042.25;-14.3972;
0.020002;5.52301;0.0814987;-1111.97;-17.8971;20.2808;0.00790929;0.00109297;-1168.36;-14.3972;-1042.25;-14.3972;
0.030003;5.57568;0.0482052;-1111.91;-17.8971;20.4816;0.00960113;0.00262084;-1168.36;-14.3972;-1042.25;-14.3972;
0.0400041;5.55664;0.0333662;-1111.86;-17.8971;20.6822;0.0102355;0.00470405;-1168.36;-14.3972;-1042.25;-14.3972;
0.0500051;5.50776;0.0298364;-1111.8;-17.897;20.882;0.0103989;0.00725425;-1168.36;-14.3972;-1042.25;-14.3972;
0.0600061;5.30391;0.0331881;-1111.74;-17.897;21.079;0.0104072;0.010206;-1168.36;-14.3972;-1042.25;-14.3972;
0.0700071;2.62531;0.04029;-1111.68;-17.897;21.2236;0.010501;0.0133336;-1168.36;-14.3972;-1042.25;-14.3972;
0.0800081;0.347547;0.0600008;-1111.62;-17.8969;21.264;0.0111639;0.0163938;-1168.36;-14.3972;-1042.25;-14.3972;
0.0900091;-0.254998;0.0812036;-1111.56;-17.8969;21.262;0.0124937;0.0195673;-1168.36;-14.3972;-1042.25;-14.3972;
0.10001;-0.399026;0.0998089;-1111.5;-17.8968;21.2493;0.0144899;0.0228609;-1168.36;-14.3972;-1042.25;-14.3972;
0.110011;-0.423007;0.112938;-1111.44;-17.8967;21.2339;0.0170779;0.0262593;-1168.36;-14.3972;-1042.25;-14.3972;
0.120012;-0.416698;0.121079;-1111.39;-17.8967;21.2184;0.0200139;0.0297027;-1168.36;-14.3972;-1042.25;-14.3972;
0.130013;-0.407861;0.124053;-1111.33;-17.8966;21.2035;0.023105;0.0331633;-1168.36;-14.3972;-1042.25;-14.3972;
0.140014;-0.409294;0.122415;-1111.27;-17.8965;21.1881;0.0263447;0.0367983;-1168.36;-14.3972;-1042.25;-14.3972;
0.150015;-0.414812;0.117746;-1111.21;-17.8963;21.1746;0.0290531;0.0399811;-1168.36;-14.3972;-1042.25;-14.3972;
0.160016;-0.42443;0.109435;-1111.15;-17.8962;21.1578;0.0321295;0.0439238;-1168.31;-14.3971;-1042.2;-14.3971;
0.170017;-0.431253;0.101253;-1111.09;-17.8961;21.1424;0.0346181;0.0474839;-1168.25;-14.3971;-1042.14;-14.3971;
0.180018;-0.434566;0.0937233;-1111.04;-17.8959;21.1282;0.0366353;0.0507434;-1168.19;-14.3971;-1042.08;-14.3971;
0.190019;-0.439908;0.0860193;-1110.98;-17.8958;21.1126;0.0385559;0.0542958;-1168.13;-14.3971;-1042.02;-14.3971;
0.20002;-0.447012;0.0789489;-1110.92;-17.8956;21.0961;0.0402769;0.0580378;-1168.07;-14.3971;-1041.96;-14.3971;
0.210021;-0.4536;0.0722927;-1110.86;-17.8954;21.0797;0.041726;0.0616907;-1168.01;-14.3971;-1041.91;-14.3971;
0.220022;-0.458672;0.063828;-1110.8;-17.8952;21.0623;0.0429618;0.0655651;-1167.96;-14.3971;-1041.85;-14.397;
0.230023;-0.462111;0.0553559;-1110.74;-17.895;21.0459;0.0438018;0.0692286;-1167.9;-14.397;-1041.79;-14.397;
0.240024;-0.466134;0.0472249;-1110.68;-17.8948;21.0301;0.0443003;0.0727091;-1167.84;-14.397;-1041.73;-14.397;
0.250025;-0.4721;0.0383543;-1110.62;-17.8946;21.0129;0.0445211;0.0765049;-1167.78;-14.397;-1041.67;-14.397;
0.260026;-0.479061;0.0299537;-1110.56;-17.8944;20.9955;0.0444237;0.0802995;-1167.72;-14.397;-1041.61;-14.397;
0.270027;-0.484768;0.0223323;-1110.51;-17.8942;20.9787;0.04403;0.0838994;-1167.67;-14.397;-1041.56;-14.3969;
0.280028;-0.490452;0.0150493;-1110.45;-17.894;20.962;0.0433752;0.0874621;-1167.61;-14.3969;-1041.5;-14.3969;
0.290029;-0.49677;0.00803293;-1110.39;-17.8938;20.9432;0.0423721;0.0914171;-1167.55;-14.3969;-1041.44;-14.3969;
