Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;1.77377;0.461301;-1112.06;-17.8972;20.003;0.00169734;5.41137e-006;-1168.36;-14.3972;-1042.25;-14.3972;
0.0100006;4.79685;0.267118;-1112.02;-17.8971;20.1176;0.00892993;0.000549687;-1168.36;-14.3972;-1042.25;-14.3972;
0.0200012;5.54464;0.15728;-1111.96;-17.8971;20.3121;0.0155961;0.00229718;-1168.36;-14.3972;-1042.25;-14.3972;
0.0300019;5.57323;0.112664;-1111.9;-17.8971;20.5132;0.0192393;0.00519407;-1168.36;-14.3972;-1042.25;-14.3972;
0.0400025;5.54817;0.0907574;-1111.85;-17.897;20.7133;0.0214345;0.00895066;-1168.36;-14.3972;-1042.25;-14.3972;
0.0500031;5.49546;0.0831553;-1111.79;-17.8969;20.9124;0.0228677;0.0134525;-1168.36;-14.3972;-1042.25;-14.3972;
0.0600037;5.15024;0.08871;-1111.73;-17.8968;21.1073;0.0239938;0.0185701;-1168.36;-14.3972;-1042.25;-14.3972;
0.0700043;2.14022;0.0997733;-1111.67;-17.8967;21.2339;0.0253479;0.0239692;-1168.36;-14.3972;-1042.25;-14.3972;
0.0800049;0.200454;0.111413;-1111.61;-17.8966;21.2647;0.0270852;0.0293974;-1168.36;-14.3972;-1042.25;-14.3972;
0.0900056;-0.292522;0.128221;-1111.55;-17.8965;21.2602;0.0292212;0.0350941;-1168.36;-14.3972;-1042.25;-14.3972;
0.100006;-0.408315;0.145354;-1111.49;-17.8964;21.2467;0.0318949;0.0410008;-1168.36;-14.3972;-1042.25;-14.3972;
0.110007;-0.423308;0.158429;-1111.44;-17.8963;21.2312;0.0351203;0.0470748;-1168.36;-14.3972;-1042.25;-14.3972;
0.120007;-0.415264;0.167065;-1111.38;-17.8961;21.2157;0.0386979;0.0532744;-1168.36;-14.3972;-1042.25;-14.3972;
0.130008;-0.407877;0.170565;-1111.32;-17.8959;21.2006;0.0424776;0.0595714;-1168.36;-14.3972;-1042.25;-14.3972;
