Time(s),Value(bpm)
1314.0064631,73
1314.1314631,73
1314.2564631,73
1314.3814631,73
1314.5064631,73
1314.6314631,73
1314.7564631,73
1314.8814631,74
1315.0064631,74
1315.1314631,74
1315.2564631,74
1315.3814631,74
1315.5064631,74
1315.6314631,74
1315.7564631,74
1315.8814631,74
1316.0064631,74
1316.1314631,74
1316.2564631,74
1316.3814631,74
1316.5064631,74
1316.6314631,74
1316.7564631,74
1316.8814631,74
1317.0064631,74
1317.1314631,74
1317.2564631,74
1317.3814631,74
1317.5064631,74
1317.6314631,74
1317.7564631,74
1317.8814631,74
1318.0064631,73
1318.1314631,73
1318.2564631,73
1318.3814631,73
1318.5064631,73
1318.6314631,73
1318.7564631,73
1318.8814631,73
1319.0064631,73
1319.1314631,73
1319.2564631,73
1319.3814631,73
1319.5064631,73
1319.6314631,73
1319.7564631,73
1319.8814631,73
1320.0064631,73
1320.1314631,73
1320.2564631,73
1320.3814631,73
1320.5064631,73
1320.6314631,73
1320.7564631,73
1320.8814631,73
1321.0064631,73
1321.1314631,73
1321.2564631,73
1321.3814631,73
1321.5064631,73
1321.6314631,73
1321.7564631,73
1321.8814631,74
1322.0064631,74
1322.1314631,74
1322.2564631,74
1322.3814631,74
1322.5064631,74
1322.6314631,74
1322.7564631,74
1322.8814631,74
1323.0064631,74
1323.1314631,74
1323.2564631,74
1323.3814631,74
1323.5064631,74
1323.6314631,74
1323.7564631,74
1323.8814631,74
1324.0064631,74
1324.1314631,74
1324.2564631,74
1324.3814631,74
1324.5064631,74
1324.6314631,74
1324.7564631,74
1324.8814631,74
1325.0064631,74
1325.1314631,74
1325.2564631,74
1325.3814631,74
1325.5064631,74
1325.6314631,74
1325.7564631,75
1325.8814631,75
1326.0064631,75
1326.1314631,75
1326.2564631,75
1326.3814631,75
1326.5064631,75
1326.6314631,75
1326.7564631,75
1326.8814631,75
1327.0064631,76
1327.1314631,76
1327.2564631,76
1327.3814631,76
1327.5064631,76
1327.6314631,76
1327.7564631,76
1327.8814631,76
1328.0064631,76
1328.1314631,76
1328.2564631,76
1328.3814631,76
1328.5064631,76
1328.6314631,76
1328.7564631,76
1328.8814631,76
1329.0064631,76
1329.1314631,76
1329.2564631,76
1329.3814631,76
1329.5064631,76
1329.6314631,76
1329.7564631,76
1329.8814631,76
1330.0064631,76
1330.1314631,76
1330.2564631,76
1330.3814631,76
1330.5064631,76
1330.6314631,76
1330.7564631,76
1330.8814631,76
1331.0064631,76
1331.1314631,76
1331.2564631,76
1331.3814631,76
1331.5064631,76
1331.6314631,76
1331.7564631,76
1331.8814631,76
1332.0064631,76
1332.1314631,76
1332.2564631,76
1332.3814631,76
1332.5064631,76
1332.6314631,76
1332.7564631,76
1332.8814631,76
