Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;3.44381;-0.49473;1;70.8382;15.0102;-0.00291918;90;-2.99975;128.408;-6.99975;153.408;
0.0100018;4.91746;-0.351697;1.00002;70.8622;15.1159;-0.0100265;89.9994;-2.99975;128.408;-6.99975;153.408;
0.0200037;5.60421;-0.247364;1.00006;70.9046;15.3133;-0.0198175;89.9975;-2.99975;128.408;-6.99975;153.408;
0.0300055;5.61382;-0.211693;1.00013;70.9473;15.5149;-0.0270823;89.9943;-2.99975;128.408;-6.99975;153.408;
0.0400073;5.58341;-0.18725;1.00022;70.991;15.7174;-0.0331573;89.9904;-2.99975;128.408;-6.99975;153.408;
0.0500092;3.28416;-0.182508;1.00033;71.035;15.892;-0.0386485;89.9859;-2.99975;128.408;-6.99975;153.408;
0.060011;0.168086;-0.120555;1.00046;71.0792;15.9507;-0.0429342;89.9809;-2.99975;128.408;-6.99975;153.408;
0.0700129;-0.336277;-0.0711369;1.0006;71.1238;15.9437;-0.0446737;89.9755;-2.99975;128.408;-6.99975;153.408;
0.0800147;-0.420917;-0.0459344;1.00074;71.168;15.9293;-0.0451144;89.9699;-2.99975;128.408;-6.99975;153.408;
0.0900165;-0.440026;-0.0331285;1.0009;71.2125;15.9134;-0.044883;89.9642;-2.99975;128.408;-6.99975;153.408;
0.100018;-0.436916;-0.031962;1.00105;71.2568;15.8972;-0.0443476;89.9583;-2.99975;128.408;-6.99975;153.408;
0.11002;-0.428863;-0.0323075;1.0012;71.2996;15.882;-0.0438373;89.9526;-2.99975;128.408;-6.99975;153.408;
0.120022;-0.424895;-0.0363317;1.00137;71.3449;15.866;-0.0433721;89.9464;-2.99975;128.408;-6.99975;153.408;
0.130024;-0.425755;-0.0412922;1.00153;71.3888;15.8506;-0.0430803;89.9405;-2.99975;128.408;-6.99975;153.408;
0.140026;-0.431222;-0.0470879;1.0017;71.4328;15.835;-0.0429657;89.9345;-2.99975;128.408;-6.99975;153.408;
0.150028;-0.43825;-0.0492709;1.00187;71.4765;15.8194;-0.0430093;89.9285;-2.99975;128.408;-6.99975;153.408;
0.160029;-0.444676;-0.0512038;1.00205;71.5209;15.8032;-0.0431249;89.9224;-2.99975;128.408;-6.99975;153.408;
0.170031;-0.449323;-0.0533313;1.00223;71.5645;15.7872;-0.0433143;89.9164;-2.99975;128.408;-6.99975;153.408;
0.180033;-0.453895;-0.0559453;1.00242;71.6083;15.7709;-0.0435915;89.9104;-2.99975;128.38;-6.99976;153.38;
0.190035;-0.458134;-0.0593932;1.00262;71.6521;15.7545;-0.0440035;89.9044;-2.99973;128.282;-6.99977;153.282;
0.200037;-0.461737;-0.0642306;1.00281;71.6937;15.7388;-0.0445492;89.8987;-2.99971;128.185;-6.99979;153.185;
0.210039;-0.465379;-0.0685796;1.00302;71.7391;15.7215;-0.0453416;89.8925;-2.99969;128.087;-6.9998;153.087;
0.22004;-0.468594;-0.0684718;1.00322;71.7801;15.7057;-0.0460691;89.8869;-2.99968;127.99;-6.99982;152.99;
0.230042;-0.470889;-0.0716202;1.00345;71.8271;15.6876;-0.0470258;89.8805;-2.99966;127.892;-6.99984;152.892;
0.240044;-0.474489;-0.0741977;1.00368;71.8708;15.6706;-0.0480361;89.8746;-2.99963;127.795;-6.99988;152.795;
0.250046;-0.478303;-0.0762452;1.00392;71.9148;15.6533;-0.0491416;89.8686;-2.99961;127.698;-6.99991;152.698;
0.260048;-0.48271;-0.0777868;1.00416;71.9582;15.6362;-0.0503062;89.8627;-2.99959;127.601;-6.99995;152.601;
0.27005;-0.487163;-0.078721;1.00439;71.9993;15.6197;-0.0514614;89.8571;-2.99956;127.504;-6.99999;152.504;
0.280051;-0.491301;-0.0791548;1.00464;72.0412;15.6028;-0.0526654;89.8514;-2.99954;127.406;-7.00004;152.406;
0.290053;-0.495348;-0.0791475;1.00492;72.0869;15.5841;-0.0539933;89.8452;-2.9995;127.309;-7.00012;152.309;
