Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;3.4498;0.00525139;1;70.8382;15.0103;3.77834e-005;90;-2.99975;128.408;-6.99975;153.408;
0.0100055;5.12031;-0.0173085;1;70.8655;15.1304;-0.000209182;90;-2.99975;128.408;-6.99975;153.408;
0.0200111;5.6102;-0.039788;1;70.908;15.3299;-0.00128503;90;-2.99975;128.408;-6.99975;153.408;
0.0300166;5.61338;-0.0477165;1.00001;70.951;15.5324;-0.00294067;90.0001;-2.99975;128.408;-6.99975;153.408;
0.0400222;5.57977;-0.0462947;1.00002;70.9947;15.7349;-0.00471753;90.0002;-2.99975;128.408;-6.99975;153.408;
0.0500277;3.18489;-0.0491966;1.00003;71.0369;15.9018;-0.00646411;90.0004;-2.99975;128.408;-6.99975;153.408;
0.0600333;0.125476;-0.0161093;1.00005;71.081;15.9512;-0.00774721;90.0006;-2.99975;128.408;-6.99975;153.408;
0.0700388;-0.336492;0.0172892;1.00007;71.1254;15.9436;-0.00764289;90.0007;-2.99975;128.408;-6.99975;153.408;
0.0800443;-0.421587;0.0380768;1.00009;71.1699;15.9291;-0.00662335;90.0008;-2.99975;128.408;-6.99975;153.408;
0.0900499;-0.439887;0.0504902;1.00011;71.2142;15.9132;-0.00504093;90.0009;-2.99975;128.408;-6.99975;153.408;
0.100055;-0.435747;0.0560243;1.00012;71.2585;15.8972;-0.00312408;90.001;-2.99975;128.408;-6.99975;153.408;
0.110061;-0.427691;0.0560482;1.00012;71.3028;15.8814;-0.00110882;90.0011;-2.99975;128.408;-6.99975;153.408;
0.120067;-0.424254;0.0532047;1.00012;71.3456;15.8663;0.000793682;90.0011;-2.99975;128.408;-6.99975;153.408;
0.130072;-0.425039;0.048296;1.00012;71.3916;15.8502;0.00269759;90.0012;-2.99975;128.408;-6.99975;153.408;
0.140078;-0.431172;0.0422437;1.0001;71.4344;15.8351;0.00427865;90.0013;-2.99975;128.408;-6.99975;153.408;
0.150083;-0.438193;0.0342174;1.00009;71.4795;15.8189;0.00567544;90.0013;-2.99975;128.368;-6.99976;153.368;
0.160089;-0.444376;0.0299535;1.00007;71.5234;15.803;0.00683513;90.0014;-2.99974;128.271;-6.99976;153.271;
0.170094;-0.448887;0.0255223;1.00005;71.5665;15.7871;0.00783799;90.0014;-2.99974;128.175;-6.99976;153.175;
0.1801;-0.453552;0.0210871;1.00002;71.6099;15.771;0.00867767;90.0015;-2.99973;128.078;-6.99976;153.078;
0.190105;-0.457982;0.0162542;0.999997;71.6552;15.754;0.00938237;90.0015;-2.99972;127.981;-6.99977;152.981;
0.200111;-0.461587;0.0114687;0.999969;71.6978;15.7379;0.00987855;90.0016;-2.99971;127.885;-6.99977;152.885;
0.210116;-0.465215;0.00634351;0.999939;71.7431;15.7206;0.0102241;90.0016;-2.9997;127.789;-6.99978;152.789;
0.220122;-0.468195;0.00170905;0.99991;71.7859;15.7042;0.0103675;90.0017;-2.99968;127.694;-6.99979;152.694;
0.230127;-0.470453;-0.00317334;0.999882;71.8266;15.6885;0.010337;90.0018;-2.99967;127.599;-6.9998;152.599;
0.240133;-0.473945;-0.00825996;0.999852;71.8711;15.6713;0.0101146;90.0018;-2.99965;127.503;-6.99981;152.503;
0.250139;-0.478139;-0.0134886;0.999822;71.9169;15.6533;0.00969969;90.0019;-2.99964;127.407;-6.99983;152.407;
0.260144;-0.482616;-0.0182093;0.999794;71.9609;15.6358;0.00910312;90.002;-2.99961;127.307;-6.99987;152.307;
0.27015;-0.487314;-0.0223609;0.999769;72.0049;15.6182;0.00833701;90.0021;-2.99959;127.208;-6.9999;152.208;
0.280155;-0.491604;-0.0258886;0.999746;72.0484;15.6006;0.00744127;90.0022;-2.99956;127.109;-6.99994;152.109;
0.290161;-0.495202;-0.0286404;0.999726;72.0898;15.5837;0.00648281;90.0023;-2.99953;127.009;-6.99998;152.009;
0.300166;-0.497818;-0.0311861;0.999708;72.1326;15.5661;0.00538676;90.0024;-2.9995;126.911;-7.00003;151.911;
0.310172;-0.50129;-0.0330978;0.999693;72.1768;15.5478;0.00417167;90.0024;-2.99947;126.814;-7.00011;151.814;
0.320177;-0.50472;-0.0342499;0.999682;72.2215;15.529;0.00288295;90.0025;-2.99943;126.716;-7.00019;151.716;
0.330183;-0.5073;-0.0345504;0.999674;72.2647;15.5108;0.00161262;90.0026;-2.9994;126.619;-7.00027;151.619;
0.340188;-0.509124;-0.0339711;0.999669;72.306;15.4933;0.000405413;90.0027;-2.99936;126.522;-7.00035;151.522;
0.350194;-0.510344;-0.0324045;0.999668;72.351;15.4741;-0.000871786;90.0028;-2.99932;126.424;-7.00046;151.424;
0.3602;-0.510851;-0.0301953;0.99967;72.3924;15.4564;-0.0019826;90.0028;-2.99928;126.327;-7.00061;151.327;
0.370205;-0.511232;-0.027326;0.999675;72.4349;15.4383;-0.00302738;90.0029;-2.99923;126.23;-7.00076;151.23;
0.380211;-0.511302;-0.0239166;0.999683;72.4787;15.4195;-0.0039935;90.003;-2.99918;126.133;-7.00091;151.133;
0.390216;-0.510646;-0.0201473;0.999693;72.5213;15.4011;-0.004789;90.003;-2.99914;126.035;-7.00105;151.035;
0.400222;-0.509104;-0.0158142;0.999706;72.5647;15.3825;-0.00545758;90.0031;-2.99909;125.939;-7.00124;150.939;
0.410227;-0.50741;-0.0115405;0.999719;72.6073;15.3642;-0.00596424;90.0031;-2.99903;125.843;-7.00147;150.843;
0.420233;-0.505828;-0.00730583;0.999734;72.6501;15.346;-0.00630628;90.0031;-2.99898;125.748;-7.0017;150.748;
0.430238;-0.504288;-0.00330204;0.999749;72.6918;15.3281;-0.0064931;90.0032;-2.99892;125.652;-7.00193;150.652;
0.440244;-0.502611;0.0004998;0.999765;72.7343;15.31;-0.00654397;90.0032;-2.99886;125.557;-7.00216;150.557;
0.450249;-0.500906;0.00373655;0.99978;72.774;15.2932;-0.00647601;90.0032;-2.9988;125.46;-7.00244;150.46;
0.460255;-0.498615;0.00733923;0.999796;72.8192;15.274;-0.00626894;90.0032;-2.99874;125.361;-7.00279;150.361;
0.470261;-0.496811;0.0100762;0.99981;72.8581;15.2576;-0.00597714;90.0032;-2.99867;125.262;-7.00315;150.262;
0.480266;-0.494743;0.0127175;0.999824;72.9047;15.238;-0.00552279;90.0033;-2.9986;125.163;-7.0035;150.163;
0.490272;-0.493167;0.0147269;0.999837;72.9472;15.2201;-0.00502797;90.0033;-2.99853;125.064;-7.00386;150.064;
0.500277;-0.491718;0.0162021;0.999847;72.9895;15.2024;-0.00447227;90.0033;-2.99846;124.967;-7.00425;149.967;
