Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;3.44966;-0.183109;1;70.8382;15.0103;-0.00107764;90;-2.99975;128.408;-6.99975;153.408;
0.0100014;5.2174;-0.133109;1.00001;70.8671;15.1373;-0.00445287;89.9997;-2.99975;128.408;-6.99975;153.408;
0.0200027;5.61042;-0.11623;1.00003;70.9095;15.3367;-0.00862934;89.9989;-2.99975;128.408;-6.99975;153.408;
0.0300041;5.61287;-0.108072;1.00006;70.9524;15.5388;-0.0123364;89.9978;-2.99975;128.408;-6.99975;153.408;
0.0400055;5.57878;-0.0976443;1.0001;70.996;15.7409;-0.0156701;89.9964;-2.99975;128.408;-6.99975;153.408;
0.0500069;2.8245;-0.0986061;1.00015;71.0402;15.9105;-0.0188578;89.9948;-2.99975;128.408;-6.99975;153.408;
0.0600082;0.0932025;-0.051911;1.00021;71.0833;15.9508;-0.0210034;89.993;-2.99975;128.408;-6.99975;153.408;
0.0700096;-0.343955;-0.0138111;1.00028;71.1279;15.9428;-0.0215031;89.9911;-2.99975;128.408;-6.99975;153.408;
0.080011;-0.423772;0.00787477;1.00034;71.1723;15.9282;-0.020988;89.989;-2.99975;128.408;-6.99975;153.408;
0.0900123;-0.440397;0.0199677;1.00041;71.2166;15.9123;-0.0198849;89.9869;-2.99975;128.408;-6.99975;153.408;
0.100014;-0.435359;0.0243507;1.00047;71.261;15.8962;-0.0184526;89.9848;-2.99975;128.408;-6.99975;153.408;
0.110015;-0.427548;0.0234925;1.00053;71.3049;15.8806;-0.0169772;89.9826;-2.99975;128.408;-6.99975;153.408;
0.120016;-0.424248;0.0197903;1.00059;71.3486;15.8652;-0.0155848;89.9805;-2.99975;128.408;-6.99975;153.408;
0.130018;-0.425202;0.0147957;1.00065;71.3929;15.8497;-0.014326;89.9783;-2.99975;128.408;-6.99975;153.408;
0.140019;-0.431561;0.00956865;1.00071;71.4372;15.834;-0.0132588;89.9761;-2.99975;128.408;-6.99975;153.408;
0.150021;-0.438518;0.00492121;1.00076;71.4811;15.8182;-0.0123765;89.9739;-2.99975;128.408;-6.99975;153.408;
0.160022;-0.444703;0.000667575;1.00082;71.5252;15.8022;-0.0116428;89.9717;-2.99975;128.408;-6.99975;153.408;
0.170023;-0.449275;-0.00332917;1.00087;71.569;15.7861;-0.0110617;89.9695;-2.99974;128.326;-6.99977;153.326;
0.180025;-0.453953;-0.00736867;1.00093;71.6131;15.7697;-0.0106177;89.9673;-2.99972;128.229;-6.99978;153.229;
0.190026;-0.458161;-0.0117025;1.00098;71.6569;15.7533;-0.0103475;89.9651;-2.9997;128.132;-6.9998;153.132;
0.200027;-0.461877;-0.0162445;1.00104;71.7009;15.7366;-0.010237;89.9629;-2.99968;128.035;-6.99981;153.035;
0.210029;-0.465246;-0.0205069;1.00109;71.7431;15.7206;-0.0102808;89.9608;-2.99967;127.937;-6.99983;152.938;
0.22003;-0.468424;-0.0245089;1.00115;71.7866;15.7038;-0.0104911;89.9587;-2.99964;127.84;-6.99986;152.84;
0.230032;-0.470739;-0.0287784;1.00122;71.8304;15.687;-0.0108622;89.9566;-2.99962;127.742;-6.9999;152.743;
0.240033;-0.474343;-0.0327005;1.00128;71.874;15.67;-0.0113808;89.9544;-2.9996;127.645;-6.99994;152.645;
0.250034;-0.478189;-0.0365145;1.00135;71.9176;15.6529;-0.0120379;89.9523;-2.99957;127.547;-6.99997;152.547;
0.260036;-0.482666;-0.0399614;1.00142;71.9611;15.6357;-0.012837;89.9502;-2.99955;127.45;-7.00001;152.45;
