Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;3.44882;0.239216;1;70.8382;15.0103;0.00142293;90;-2.99975;128.408;-6.99975;153.408;
0.0100016;4.71046;0.1586;0.999994;70.8576;15.0956;0.00390763;90.0002;-2.99975;128.408;-6.99975;153.408;
0.0200032;5.5907;0.0659807;0.999978;70.8991;15.2874;0.00725696;90.0011;-2.99975;128.408;-6.99975;153.408;
0.0300047;5.61632;0.0311396;0.999954;70.9418;15.4894;0.00850871;90.0025;-2.99975;128.408;-6.99975;153.408;
0.0400063;5.58847;0.0186782;0.999927;70.9853;15.6918;0.00877137;90.0045;-2.99975;128.408;-6.99975;153.408;
0.0500079;3.7751;0.014469;0.999898;71.0293;15.8734;0.00867407;90.0069;-2.99975;128.408;-6.99975;153.408;
0.0600095;0.466126;0.0273663;0.999867;71.0737;15.9479;0.00861369;90.0095;-2.99975;128.408;-6.99975;153.408;
0.070011;-0.315396;0.0541056;0.999834;71.118;15.9457;0.0093458;90.0121;-2.99975;128.408;-6.99975;153.408;
0.0800126;-0.415447;0.0741685;0.999794;71.1625;15.9316;0.0109452;90.0149;-2.99975;128.408;-6.99975;153.408;
0.0900142;-0.438649;0.0871796;0.999747;71.2069;15.9158;0.0130899;90.0176;-2.99975;128.408;-6.99975;153.408;
0.100016;-0.437239;0.0946227;0.999692;71.2511;15.8997;0.0155736;90.0205;-2.99975;128.408;-6.99975;153.408;
0.110017;-0.428699;0.0965082;0.999627;71.2954;15.8839;0.0182309;90.0233;-2.99975;128.408;-6.99975;153.408;
0.120019;-0.424601;0.094823;0.999552;71.3391;15.8685;0.0208533;90.0262;-2.99975;128.408;-6.99975;153.408;
0.13002;-0.424849;0.0908115;0.99947;71.3824;15.8533;0.0233628;90.029;-2.99975;128.408;-6.99975;153.408;
0.140022;-0.430241;0.0846558;0.999376;71.4269;15.8376;0.0257627;90.0319;-2.99975;128.408;-6.99975;153.408;
0.150024;-0.436988;0.0774493;0.999272;71.4718;15.8216;0.0279334;90.0349;-2.99975;128.408;-6.99975;153.408;
0.160025;-0.443767;0.0704328;0.999161;71.5164;15.8054;0.0298375;90.0378;-2.99975;128.408;-6.99975;153.408;
0.170027;-0.448314;0.0640437;0.999046;71.5599;15.7894;0.0314726;90.0406;-2.99974;128.351;-6.99976;153.351;
0.180028;-0.453151;0.0582321;0.998922;71.6042;15.773;0.0329324;90.0435;-2.99973;128.254;-6.99978;153.254;
0.19003;-0.457533;0.0528468;0.998794;71.6479;15.7566;0.0341548;90.0464;-2.99971;128.157;-6.99979;153.157;
0.200032;-0.461266;0.0473632;0.998661;71.6913;15.7402;0.0351818;90.0492;-2.99969;128.06;-6.99981;153.06;
