Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;3.44993;0.0547684;1;70.8382;15.0103;0.000331071;90;-2.99975;128.408;-6.99975;153.408;
0.0100035;5.39109;0.00721978;0.999998;70.8699;15.1498;0.000942786;90.0001;-2.99975;128.408;-6.99975;153.408;
0.0200071;5.6112;-0.0210645;0.999996;70.9122;15.3495;0.000511407;90.0003;-2.99975;128.408;-6.99975;153.408;
0.0300106;5.61128;-0.03222;0.999996;70.9552;15.552;-0.000630228;90.0007;-2.99975;128.408;-6.99975;153.408;
0.0400142;5.5747;-0.0324005;0.999999;70.9989;15.7544;-0.00199851;90.0013;-2.99975;128.408;-6.99975;153.408;
0.0500177;2.57879;-0.0355224;1.00001;71.043;15.9202;-0.00347404;90.002;-2.99975;128.408;-6.99975;153.408;
0.0600213;0.0281316;-0.000901513;1.00001;71.0876;15.9505;-0.00427262;90.0027;-2.99975;128.408;-6.99975;153.408;
0.0700248;-0.359568;0.029553;1.00002;71.1319;15.9417;-0.00387799;90.0033;-2.99975;128.408;-6.99975;153.408;
0.0800284;-0.426067;0.0481315;1.00003;71.1751;15.9273;-0.00266284;90.004;-2.99975;128.408;-6.99975;153.408;
0.0900319;-0.440216;0.0596843;1.00003;71.2201;15.9111;-0.000861492;90.0046;-2.99975;128.408;-6.99975;153.408;
0.100035;-0.434392;0.0646597;1.00003;71.2647;15.8949;0.00122265;90.0053;-2.99975;128.408;-6.99975;153.408;
0.110039;-0.426891;0.06434;1.00001;71.309;15.8792;0.00337966;90.006;-2.99975;128.408;-6.99975;153.408;
0.120043;-0.424047;0.0614;0.999996;71.3515;15.8642;0.00539369;90.0066;-2.99975;128.408;-6.99975;153.408;
0.130046;-0.425364;0.0565555;0.999972;71.3958;15.8487;0.00735993;90.0073;-2.99975;128.408;-6.99975;153.408;
0.14005;-0.432093;0.0504286;0.999942;71.4407;15.8328;0.00914365;90.008;-2.99975;128.408;-6.99975;153.408;
0.150053;-0.438957;0.0444397;0.999907;71.4847;15.817;0.0106747;90.0086;-2.99975;128.408;-6.99975;153.408;
0.160057;-0.444976;0.0387814;0.999869;71.5283;15.8011;0.0120087;90.0093;-2.99975;128.371;-6.99976;153.371;
0.17006;-0.449448;0.0335837;0.999826;71.5716;15.7852;0.0131417;90.0099;-2.99973;128.275;-6.99977;153.275;
0.180064;-0.454163;0.0286713;0.99978;71.6156;15.7689;0.0141015;90.0106;-2.99971;128.178;-6.99979;153.178;
0.190067;-0.458393;0.0237087;0.999731;71.6595;15.7524;0.0148838;90.0113;-2.99969;128.081;-6.9998;153.081;
0.200071;-0.462046;0.0185878;0.99968;71.7034;15.7358;0.0154886;90.0119;-2.99967;127.984;-6.99982;152.984;
0.210075;-0.465492;0.013559;0.999628;71.7464;15.7194;0.015905;90.0126;-2.99965;127.887;-6.99984;152.887;
0.220078;-0.468394;0.00857934;0.999573;71.7901;15.7026;0.0161327;90.0133;-2.99963;127.789;-6.99988;152.789;
0.230082;-0.47099;0.00311255;0.999518;71.8338;15.6857;0.0161647;90.014;-2.99961;127.691;-6.99992;152.691;
0.240085;-0.474582;-0.000249785;0.999462;71.878;15.6685;0.0160499;90.0147;-2.99959;127.594;-6.99996;152.594;
0.250089;-0.478637;-0.00581111;0.999406;71.9219;15.6513;0.0157785;90.0154;-2.99956;127.496;-6.99999;152.496;
0.260092;-0.483115;-0.0113989;0.999351;71.9653;15.6341;0.0152681;90.0161;-2.99953;127.399;-7.00005;152.399;
0.270096;-0.487702;-0.0160558;0.999298;72.0085;15.6168;0.0145757;90.0168;-2.9995;127.301;-7.00013;152.301;
0.280099;-0.491955;-0.0199849;0.999245;72.052;15.5991;0.0137238;90.0176;-2.99947;127.204;-7.00021;152.204;
0.290103;-0.495438;-0.0231616;0.999195;72.0952;15.5815;0.0127527;90.0183;-2.99943;127.106;-7.0003;152.106;
0.300106;-0.498265;-0.0260209;0.999148;72.1387;15.5636;0.0116522;90.0191;-2.9994;127.009;-7.00038;152.009;
0.31011;-0.501773;-0.0281113;0.999102;72.1825;15.5454;0.0104532;90.0198;-2.99936;126.911;-7.00049;151.911;
0.320114;-0.504966;-0.0293846;0.99906;72.2256;15.5273;0.00921354;90.0206;-2.99931;126.815;-7.00064;151.815;
0.330117;-0.507433;-0.0298942;0.999022;72.2674;15.5097;0.00797829;90.0213;-2.99927;126.718;-7.00078;151.718;
0.340121;-0.509298;-0.0294357;0.998985;72.3106;15.4914;0.00670486;90.022;-2.99923;126.621;-7.00093;151.621;
0.350124;-0.510396;-0.0280625;0.998952;72.3539;15.4729;0.00545964;90.0227;-2.99918;126.525;-7.00108;151.525;
0.360128;-0.510898;-0.0258838;0.998921;72.3973;15.4543;0.00427585;90.0235;-2.99913;126.428;-7.00126;151.428;
0.370131;-0.511275;-0.0231369;0.998893;72.4399;15.4361;0.00320109;90.0242;-2.99908;126.331;-7.0015;151.331;
0.380135;-0.51125;-0.0198111;0.998867;72.4834;15.4174;0.00222578;90.0249;-2.99902;126.234;-7.00173;151.234;
0.390138;-0.510516;-0.0160785;0.998843;72.5263;15.399;0.00139149;90.0256;-2.99896;126.136;-7.00197;151.136;
0.400142;-0.508933;-0.0119101;0.998821;72.5686;15.3808;0.000706804;90.0263;-2.99891;126.039;-7.00221;151.039;
0.410146;-0.507261;-0.00772372;0.9988;72.611;15.3626;0.000166559;90.027;-2.99885;125.942;-7.00248;150.942;
0.420149;-0.505709;-0.00356221;0.99878;72.6534;15.3445;-0.000207948;90.0277;-2.99878;125.844;-7.00283;150.844;
0.430153;-0.504111;0.000547851;0.99876;72.6965;15.3261;-0.000437982;90.0283;-2.99872;125.746;-7.00318;150.746;
0.440156;-0.502416;0.00435545;0.99874;72.7392;15.3079;-0.000527189;90.029;-2.99865;125.649;-7.00353;150.649;
0.45016;-0.500589;0.00779204;0.99872;72.7813;15.2901;-0.000489719;90.0297;-2.99858;125.551;-7.00388;150.551;
0.460163;-0.498384;0.011262;0.998699;72.8243;15.2718;-0.00031597;90.0304;-2.99851;125.453;-7.00428;150.453;
0.470167;-0.496399;0.0141871;0.998676;72.8666;15.254;-2.35651e-005;90.031;-2.99844;125.356;-7.00476;150.356;
0.48017;-0.494596;0.0166021;0.998653;72.9086;15.2363;0.000354872;90.0317;-2.99836;125.259;-7.00524;150.259;
0.490174;-0.49306;0.0186297;0.998628;72.9504;15.2187;0.000809199;90.0323;-2.99829;125.162;-7.00572;150.162;
0.500177;-0.491617;0.0201301;0.998601;72.9929;15.2009;0.00134007;90.033;-2.99821;125.065;-7.0062;150.065;
0.510181;-0.490292;0.0210679;0.998571;73.0353;15.1831;0.00191525;90.0337;-2.99813;124.968;-7.00674;149.968;
0.520185;-0.489118;0.0214809;0.99854;73.078;15.1653;0.00251561;90.0343;-2.99804;124.871;-7.00737;149.871;
0.530188;-0.488111;0.0214313;0.998506;73.1202;15.1477;0.00311598;90.035;-2.99796;124.774;-7.008;149.774;
0.540192;-0.487302;0.0209624;0.998472;73.161;15.1306;0.00368743;90.0356;-2.99787;124.677;-7.00863;149.677;
0.550195;-0.486623;0.0201661;0.998434;73.2034;15.1129;0.00425641;90.0363;-2.99779;124.58;-7.00927;149.58;
0.560199;-0.486087;0.0191293;0.998394;73.2459;15.0952;0.00479478;90.037;-2.9977;124.482;-7.00996;149.482;
0.570202;-0.485684;0.0179314;0.998353;73.2879;15.0777;0.00528823;90.0376;-2.99761;124.384;-7.01078;149.384;
0.580206;-0.485405;0.0166043;0.998309;73.3299;15.0601;0.0057317;90.0383;-2.99753;124.287;-7.01159;149.287;
