Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;2.32608;0.157513;1;70.8361;15.0041;0.000589498;90;-2.99975;128.408;-6.99975;153.408;
0.0100037;5.21023;0.0634995;0.999995;70.8667;15.1354;0.0028456;90.0002;-2.99975;128.408;-6.99975;153.408;
0.0200075;5.60892;0.0153886;0.999985;70.9089;15.3341;0.00390457;90.0008;-2.99975;128.408;-6.99975;153.408;
0.0300112;5.6125;-0.00409546;0.999973;70.9519;15.5366;0.00374321;90.0018;-2.99975;128.408;-6.99975;153.408;
0.0400149;5.58013;-0.00916209;0.999962;70.994;15.7318;0.00312721;90.003;-2.99975;128.408;-6.99975;153.408;
0.0500187;3.47501;-0.0131254;0.999953;71.0337;15.8918;0.00237279;90.0043;-2.99975;128.408;-6.99975;153.408;
0.0600224;0.135818;0.0120789;0.999942;71.0821;15.9506;0.00180883;90.006;-2.99975;128.408;-6.99975;153.408;
0.0700262;-0.33417;0.0410592;0.999931;71.1263;15.9432;0.00240317;90.0076;-2.99975;128.408;-6.99975;153.408;
0.0800299;-0.422325;0.0608003;0.999915;71.1707;15.9288;0.00380066;90.0093;-2.99975;128.408;-6.99975;153.408;
0.0900336;-0.439922;0.0729277;0.999893;71.2149;15.9129;0.00574875;90.0109;-2.99975;128.408;-6.99975;153.408;
0.100037;-0.435624;0.0789446;0.999864;71.2593;15.8968;0.00803217;90.0126;-2.99975;128.408;-6.99975;153.408;
0.110041;-0.427593;0.0794332;0.999827;71.3035;15.8811;0.0104242;90.0143;-2.99975;128.408;-6.99975;153.408;
0.120045;-0.424246;0.0770047;0.999782;71.3474;15.8657;0.0127626;90.016;-2.99975;128.408;-6.99975;153.408;
0.130049;-0.425299;0.0722884;0.999729;71.392;15.85;0.015014;90.0177;-2.99975;128.408;-6.99975;153.408;
0.140052;-0.431516;0.0683622;0.999669;71.4362;15.8344;0.0171434;90.0194;-2.99975;128.408;-6.99975;153.408;
0.150056;-0.438314;0.060875;0.999602;71.4802;15.8186;0.018994;90.0212;-2.99975;128.408;-6.99975;153.408;
0.16006;-0.444554;0.0541586;0.999529;71.5243;15.8026;0.0206073;90.0229;-2.99975;128.408;-6.99975;153.408;
0.170064;-0.449143;0.0481217;0.99945;71.5684;15.7864;0.0220058;90.0246;-2.99975;128.362;-6.99976;153.362;
0.180067;-0.453906;0.0427343;0.999367;71.6124;15.77;0.0231974;90.0263;-2.99973;128.265;-6.99978;153.265;
0.190071;-0.458173;0.0375279;0.99928;71.6561;15.7536;0.0241843;90.0281;-2.99971;128.167;-6.99979;153.167;
0.200075;-0.461802;0.0322389;0.99919;71.6994;15.7372;0.0249797;90.0298;-2.99969;128.07;-6.99981;153.07;
0.210078;-0.465287;0.0268617;0.999097;71.743;15.7206;0.0255969;90.0315;-2.99967;127.973;-6.99982;152.973;
0.220082;-0.468213;0.0216465;0.999001;71.7862;15.704;0.0260095;90.0332;-2.99965;127.875;-6.99985;152.875;
0.230086;-0.470858;0.0157018;0.998901;71.8304;15.687;0.0262167;90.035;-2.99963;127.778;-6.99988;152.778;
0.24009;-0.474274;0.0099835;0.9988;71.8741;15.67;0.0262162;90.0368;-2.99961;127.681;-6.99992;152.681;
0.250093;-0.478344;0.00420333;0.998699;71.9177;15.6529;0.026015;90.0385;-2.99958;127.584;-6.99996;152.584;
0.260097;-0.482712;-0.0012802;0.998598;71.961;15.6357;0.025595;90.0403;-2.99956;127.486;-7;152.486;
0.270101;-0.487399;-0.00629476;0.998496;72.005;15.6181;0.024969;90.0421;-2.99953;127.389;-7.00006;152.389;
0.280105;-0.491675;-0.0106598;0.998395;72.0485;15.6005;0.0241845;90.0438;-2.9995;127.292;-7.00014;152.292;
0.290108;-0.495119;-0.01431;0.998297;72.0912;15.5831;0.023275;90.0456;-2.99946;127.195;-7.00022;152.195;
0.300112;-0.49814;-0.0177374;0.998199;72.1344;15.5653;0.0222159;90.0473;-2.99943;127.098;-7.0003;152.098;
0.310116;-0.501427;-0.02041;0.998102;72.1778;15.5473;0.0210381;90.0491;-2.9994;127.001;-7.00038;152.002;
0.32012;-0.504671;-0.0222846;0.998009;72.2205;15.5294;0.0197987;90.0509;-2.99936;126.904;-7.0005;151.904;
0.330123;-0.507255;-0.0233478;0.997917;72.2639;15.5111;0.0184891;90.0526;-2.99931;126.807;-7.00065;151.807;
0.340127;-0.50918;-0.0234121;0.997828;72.3066;15.493;0.0171756;90.0544;-2.99927;126.709;-7.0008;151.709;
0.350131;-0.510369;-0.0224971;0.997739;72.3504;15.4743;0.0158501;90.0562;-2.99922;126.611;-7.00095;151.611;
0.360135;-0.510866;-0.0207477;0.997655;72.3932;15.456;0.0145985;90.0579;-2.99918;126.514;-7.00109;151.514;
0.370138;-0.51126;-0.0183131;0.997572;72.436;15.4377;0.0134226;90.0596;-2.99913;126.416;-7.00129;151.417;
0.380142;-0.511293;-0.0153299;0.997492;72.4784;15.4195;0.0123631;90.0613;-2.99907;126.319;-7.00152;151.319;
0.390146;-0.510665;-0.0117468;0.997411;72.522;15.4007;0.0113949;90.0631;-2.99902;126.222;-7.00176;151.222;
0.400149;-0.509146;-0.00779245;0.997336;72.5633;15.383;0.0106106;90.0648;-2.99896;126.125;-7.002;151.125;
0.410153;-0.50743;-0.003567;0.997258;72.6065;15.3645;0.00993697;90.0665;-2.9989;126.028;-7.00223;151.028;
0.420157;-0.50588;0.000618754;0.997181;72.6489;15.3464;0.00943374;90.0682;-2.99884;125.931;-7.00253;150.931;
0.430161;-0.504296;0.00480794;0.997103;72.692;15.328;0.00908301;90.0699;-2.99878;125.833;-7.00288;150.833;
0.440164;-0.502612;0.00874565;0.997025;72.7347;15.3098;0.00887841;90.0716;-2.99871;125.735;-7.00322;150.735;
0.450168;-0.500808;0.0123683;0.996947;72.7771;15.2918;0.00880728;90.0733;-2.99864;125.637;-7.00357;150.637;
0.460172;-0.498635;0.0159381;0.996868;72.8191;15.274;0.00887302;90.075;-2.99858;125.539;-7.00392;150.54;
0.470176;-0.496623;0.0191782;0.996786;72.8621;15.2558;0.00907141;90.0767;-2.99851;125.442;-7.00434;150.442;
0.480179;-0.494758;0.0218639;0.996703;72.9048;15.2378;0.0093711;90.0783;-2.99843;125.345;-7.00482;150.345;
0.490183;-0.49322;0.0241224;0.996619;72.9465;15.2203;0.00975015;90.08;-2.99836;125.248;-7.00529;150.249;
0.500187;-0.491762;0.0258984;0.996531;72.9891;15.2024;0.0102159;90.0817;-2.99828;125.152;-7.00577;150.152;
0.510191;-0.490433;0.0270799;0.99644;73.0314;15.1847;0.0107345;90.0834;-2.9982;125.055;-7.00624;150.055;
0.520194;-0.489255;0.0277252;0.996347;73.0737;15.167;0.011284;90.085;-2.99812;124.958;-7.0068;149.958;
0.530198;-0.488231;0.027897;0.996251;73.1161;15.1493;0.0118498;90.0867;-2.99804;124.86;-7.00744;149.86;
0.540202;-0.487391;0.027624;0.996154;73.1578;15.1319;0.0124043;90.0884;-2.99795;124.763;-7.00807;149.763;
0.550205;-0.486699;0.0269952;0.996052;73.2004;15.1141;0.0129546;90.09;-2.99787;124.666;-7.0087;149.666;
0.560209;-0.486159;0.0261203;0.995949;73.2424;15.0966;0.0134715;90.0917;-2.99778;124.569;-7.00933;149.569;
0.570213;-0.485757;0.0250803;0.995845;73.2833;15.0795;0.0139436;90.0933;-2.99769;124.471;-7.01006;149.471;
0.580217;-0.48546;0.0238513;0.995735;73.326;15.0617;0.0143911;90.0951;-2.9976;124.374;-7.01087;149.374;
0.59022;-0.485269;0.022584;0.995626;73.367;15.0445;0.014778;90.0967;-2.9975;124.277;-7.01167;149.277;
0.600224;-0.485152;0.0212431;0.995512;73.4093;15.0269;0.0151305;90.0984;-2.99741;124.18;-7.01248;149.18;
0.610228;-0.485096;0.0198887;0.995394;73.4521;15.0089;0.0154416;90.1001;-2.99731;124.082;-7.01329;149.083;
0.620232;-0.485087;0.0186683;0.995283;73.492;14.9922;0.0156846;90.1017;-2.99722;123.985;-7.01419;148.985;
0.630235;-0.485115;0.0174087;0.995161;73.5348;14.9742;0.0159;90.1034;-2.99712;123.888;-7.0152;148.888;
0.640239;-0.485172;0.0162373;0.99504;73.5766;14.9567;0.0160673;90.1051;-2.99703;123.79;-7.0162;148.79;
0.650243;-0.485243;0.0151619;0.994922;73.6169;14.9397;0.0161932;90.1067;-2.99693;123.693;-7.0172;148.693;
0.660247;-0.485329;0.0141508;0.9948;73.6579;14.9225;0.0162824;90.1084;-2.99683;123.595;-7.01821;148.595;
0.67025;-0.485429;0.0132097;0.994674;73.6999;14.9047;0.0163381;90.1101;-2.99674;123.498;-7.01932;148.498;
0.680254;-0.485531;0.0123714;0.994548;73.7415;14.8872;0.0163633;90.1118;-2.99666;123.4;-7.02054;148.4;
0.690258;-0.485635;0.0116307;0.994421;73.783;14.8696;0.0163621;90.1134;-2.99657;123.303;-7.02176;148.303;
0.700262;-0.485738;0.0109965;0.994292;73.8244;14.8521;0.0163357;90.1151;-2.99648;123.206;-7.02298;148.206;
0.710265;-0.485839;0.0104658;0.994164;73.8657;14.8346;0.0162887;90.1168;-2.9964;123.108;-7.02419;148.109;
0.720269;-0.485935;0.0100221;0.994034;73.9069;14.8171;0.0162259;90.1184;-2.99632;123.011;-7.02552;148.011;
0.730273;-0.486027;0.00966295;0.993904;73.9477;14.7997;0.0161509;90.1201;-2.99627;122.914;-7.02696;147.914;
0.740276;-0.486117;0.00937577;0.993771;73.9894;14.782;0.0160631;90.1218;-2.99621;122.817;-7.0284;147.817;
0.75028;-0.486199;0.0091655;0.993638;74.0306;14.7644;0.015968;90.1234;-2.99615;122.72;-7.02984;147.721;
0.760284;-0.486277;0.00901483;0.993504;74.0716;14.7469;0.015868;90.1251;-2.99609;122.623;-7.03128;147.624;
0.770288;-0.486349;0.00891683;0.99337;74.1126;14.7294;0.0157649;90.1268;-2.99606;122.526;-7.03285;147.527;
0.780291;-0.486417;0.00886824;0.993235;74.1537;14.7118;0.0156597;90.1284;-2.99605;122.429;-7.03453;147.43;
0.790295;-0.48648;0.00886245;0.993096;74.1955;14.6938;0.0155527;90.1301;-2.99604;122.332;-7.03622;147.333;
0.800299;-0.486534;0.00888765;0.992965;74.2347;14.677;0.0154537;90.1317;-2.99603;122.235;-7.0379;147.236;
0.810303;-0.486585;0.00894186;0.992829;74.2752;14.6596;0.0153538;90.1333;-2.99602;122.138;-7.03958;147.139;
0.820306;-0.486633;0.00902315;0.992688;74.3168;14.6417;0.0152546;90.135;-2.99605;122.041;-7.04142;147.041;
0.83031;-0.486674;0.00912088;0.992549;74.3575;14.6241;0.0151621;90.1366;-2.99612;121.943;-7.04338;146.944;
0.840314;-0.486711;0.00922929;0.992414;74.397;14.6071;0.0150766;90.1382;-2.99618;121.846;-7.04534;146.846;
0.850318;-0.486744;0.00935053;0.992273;74.4377;14.5895;0.0149936;90.1399;-2.99624;121.748;-7.0473;146.748;
0.860321;-0.486773;0.00947735;0.992133;74.4779;14.5721;0.0149172;90.1415;-2.9963;121.65;-7.04926;146.651;
0.870325;-0.486799;0.00961037;0.991989;74.519;14.5543;0.014845;90.1432;-2.99642;121.553;-7.05137;146.553;
0.880329;-0.486821;0.00974128;0.991846;74.5593;14.5368;0.0147797;90.1448;-2.99657;121.455;-7.0536;146.456;
0.890333;-0.48684;0.0098712;0.991702;74.5998;14.5192;0.0147195;90.1464;-2.99673;121.358;-7.05583;146.358;
0.900336;-0.486856;0.0099954;0.991559;74.6399;14.5018;0.0146659;90.148;-2.99688;121.26;-7.05807;146.261;
0.91034;-0.486869;0.0101156;0.991412;74.6806;14.4841;0.014617;90.1497;-2.99704;121.163;-7.0603;146.163;
0.920344;-0.486881;0.0102292;0.991263;74.7215;14.4662;0.014573;90.1513;-2.99726;121.066;-7.06268;146.066;
0.930347;-0.48689;0.010333;0.991116;74.7617;14.4487;0.0145344;90.153;-2.99753;120.969;-7.06517;145.97;
0.940351;-0.486897;0.0104221;0.990976;74.7997;14.4321;0.0145024;90.1545;-2.9978;120.873;-7.06767;145.873;
0.950355;-0.486903;0.0105078;0.990824;74.8404;14.4143;0.0144723;90.1561;-2.99807;120.776;-7.07016;145.777;
0.960359;-0.486907;0.0105826;0.990674;74.8806;14.3967;0.0144464;90.1578;-2.99834;120.679;-7.07266;145.68;
0.970362;-0.486911;0.0106474;0.990522;74.9207;14.3791;0.0144239;90.1594;-2.99868;120.583;-7.07532;145.583;
0.980366;-0.486913;0.0107006;0.990372;74.9603;14.3617;0.0144049;90.161;-2.99909;120.485;-7.07812;145.486;
0.99037;-0.486914;0.0107446;0.990217;75.0007;14.3439;0.0143884;90.1626;-2.99949;120.388;-7.08093;145.389;
1.00037;-0.486915;0.0107783;0.990065;75.0401;14.3266;0.0143745;90.1642;-2.9999;120.291;-7.08374;145.292;
1.01038;-0.486915;0.0108038;0.989908;75.0805;14.3088;0.0143623;90.1658;-3.00031;120.194;-7.08655;145.195;
1.02038;-0.486914;0.0108193;0.989754;75.12;14.2914;0.0143522;90.1674;-3.0008;120.096;-7.08953;145.097;
1.03038;-0.486912;0.0108266;0.989595;75.1603;14.2735;0.0143432;90.169;-3.00137;119.999;-7.09266;145;
1.04039;-0.486899;0.00895661;0.989437;75.2001;14.2559;0.0142911;90.1706;-3.00194;119.901;-7.09579;144.902;
1.05039;-0.486892;0.00925492;0.989279;75.2397;14.2384;0.014213;90.1722;-3.00251;119.803;-7.09892;144.804;
1.0604;-0.486897;0.00993763;0.989125;75.2781;14.2214;0.014172;90.1737;-3.00308;119.706;-7.10205;144.707;
1.0704;-0.486898;0.0102092;0.988963;75.3182;14.2036;0.0141471;90.1753;-3.00375;119.608;-7.10535;144.609;
1.0804;-0.486896;0.0102878;0.988803;75.3573;14.1862;0.0141297;90.1769;-3.0045;119.511;-7.10879;144.512;
1.09041;-0.486893;0.0102832;0.988642;75.3966;14.1687;0.0141145;90.1784;-3.00525;119.413;-7.11223;144.414;
1.10041;-0.486888;0.0102451;0.988479;75.4362;14.151;0.0140994;90.18;-3.006;119.316;-7.11567;144.317;
1.11041;-0.486883;0.0102004;0.988314;75.4758;14.1333;0.0140839;90.1816;-3.00675;119.218;-7.1191;144.22;
