Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;2.32915;-0.0302025;1;70.8361;15.0041;-0.000111881;90;-2.99975;128.408;-6.99975;153.408;
0.0100044;5.03539;-0.0385866;1;70.8648;15.1274;-0.000912812;90;-2.99975;128.408;-6.99975;153.408;
0.0200087;5.60873;-0.0533227;1.00001;70.9073;15.3266;-0.00255768;89.9998;-2.99975;128.408;-6.99975;153.408;
0.0300131;5.61381;-0.0585938;1.00002;70.9503;15.5288;-0.00457766;89.9997;-2.99975;128.408;-6.99975;153.408;
0.0400174;5.58093;-0.0557377;1.00003;70.9938;15.7311;-0.00663741;89.9996;-2.99975;128.408;-6.99975;153.408;
0.0500218;3.08255;-0.0585846;1.00005;71.0378;15.9048;-0.00869906;89.9994;-2.99975;128.408;-6.99975;153.408;
0.0600261;0.109252;-0.0218504;1.00008;71.0823;15.951;-0.0101324;89.9992;-2.99975;128.408;-6.99975;153.408;
0.0700305;-0.342371;0.012206;1.00011;71.1266;15.9433;-0.0101311;89.999;-2.99975;128.408;-6.99975;153.408;
0.0800348;-0.422557;0.032881;1.00014;71.171;15.9287;-0.00918511;89.9987;-2.99975;128.408;-6.99975;153.408;
0.0900392;-0.43984;0.0450661;1.00016;71.2153;15.9128;-0.00768232;89.9984;-2.99975;128.408;-6.99975;153.408;
0.100044;-0.435474;0.0504162;1.00018;71.2596;15.8967;-0.00585173;89.9981;-2.99975;128.408;-6.99975;153.408;
0.110048;-0.427538;0.0501764;1.0002;71.3039;15.881;-0.00393122;89.9977;-2.99975;128.408;-6.99975;153.408;
0.120052;-0.424157;0.0470141;1.00021;71.3481;15.8654;-0.00207279;89.9974;-2.99975;128.408;-6.99975;153.408;
0.130057;-0.425201;0.0421813;1.00021;71.3924;15.8499;-0.000346798;89.9971;-2.99975;128.408;-6.99975;153.408;
0.140061;-0.431464;0.0364689;1.00021;71.4366;15.8343;0.001189;89.9967;-2.99975;128.408;-6.99975;153.408;
0.150065;-0.438322;0.03092;1.00021;71.4807;15.8185;0.00250546;89.9964;-2.99975;128.362;-6.99976;153.362;
0.16007;-0.444373;0.0259417;1.0002;71.5229;15.8031;0.00359672;89.9961;-2.99974;128.265;-6.99976;153.265;
0.170074;-0.448957;0.0210346;1.00019;71.567;15.7869;0.00457158;89.9957;-2.99974;128.168;-6.99976;153.168;
0.180078;-0.453702;0.0163941;1.00018;71.6113;15.7705;0.00537026;89.9954;-2.99973;128.071;-6.99976;153.071;
0.190083;-0.457945;0.0117045;1.00017;71.6549;15.7541;0.00598258;89.9951;-2.99972;127.974;-6.99977;152.974;
0.200087;-0.461699;0.00673995;1.00016;71.6993;15.7373;0.00643123;89.9947;-2.99971;127.877;-6.99977;152.877;
0.210091;-0.465261;0.00178398;1.00014;71.7438;15.7204;0.00670403;89.9944;-2.99969;127.78;-6.99978;152.78;
0.220096;-0.468203;-0.00262767;1.00013;71.7856;15.7043;0.00678869;89.9941;-2.99968;127.682;-6.99979;152.682;
0.2301;-0.470768;-0.00790574;1.00012;71.8313;15.6867;0.00668457;89.9938;-2.99967;127.585;-6.9998;152.585;
0.240104;-0.474305;-0.0126814;1.0001;71.875;15.6697;0.00640458;89.9935;-2.99965;127.488;-6.99981;152.488;
0.250109;-0.478113;-0.0172474;1.00009;71.9168;15.6533;0.00597954;89.9932;-2.99963;127.39;-6.99984;152.39;
