Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;
0;3.44986;0.109983;1;70.8382;15.0103;0.000658039;90;-2.99975;128.408;-6.99975;153.408;
0.0100008;5.28341;0.0426068;0.999996;70.8681;15.1421;0.00218265;90.0002;-2.99975;128.408;-6.99975;153.408;
0.0200016;5.61064;0.00137339;0.999989;70.9106;15.342;0.00269925;90.0006;-2.99975;128.408;-6.99975;153.408;
0.0300024;5.61183;-0.0161243;0.999981;70.9536;15.5443;0.00212966;90.0014;-2.99975;128.408;-6.99975;153.408;
0.0400032;5.57631;-0.0177243;0.999975;70.9972;15.7464;0.00120178;90.0024;-2.99975;128.408;-6.99975;153.408;
0.050004;2.73198;-0.0200852;0.999971;71.0413;15.9142;0.000143791;90.0036;-2.99975;128.408;-6.99975;153.408;
0.0600048;0.0930078;0.00858041;0.999968;71.0835;15.9508;-0.000391445;90.0048;-2.99975;128.408;-6.99975;153.408;
0.0700056;-0.343721;0.0385518;0.999964;71.1279;15.9428;0.000195657;90.0061;-2.99975;128.408;-6.99975;153.408;
0.0800065;-0.423628;0.0593628;0.999956;71.1722;15.9283;0.0016479;90.0074;-2.99975;128.408;-6.99975;153.408;
0.0900073;-0.440482;0.073197;0.999942;71.2166;15.9123;0.00365834;90.0087;-2.99975;128.408;-6.99975;153.408;
0.100008;-0.43538;0.079981;0.99992;71.2608;15.8963;0.00602111;90.0101;-2.99975;128.408;-6.99975;153.408;
0.110009;-0.427454;0.0784074;0.99989;71.3056;15.8804;0.00852376;90.0115;-2.99975;128.408;-6.99975;153.408;
0.12001;-0.42416;0.074928;0.999852;71.3505;15.8646;0.0109546;90.013;-2.99975;128.408;-6.99975;153.408;
0.13001;-0.425156;0.0717092;0.999809;71.3929;15.8497;0.013152;90.0144;-2.99975;128.367;-6.99976;153.367;
0.140011;-0.43159;0.0644824;0.999757;71.4367;15.8342;0.0151877;90.0158;-2.99974;128.27;-6.99976;153.27;
0.150012;-0.438461;0.0573824;0.999698;71.4808;15.8184;0.0169761;90.0173;-2.99974;128.173;-6.99976;153.173;
0.160013;-0.444588;0.0509226;0.999634;71.5248;15.8024;0.0185309;90.0188;-2.99973;128.076;-6.99976;153.076;
0.170014;-0.449149;0.0450882;0.999565;71.5687;15.7862;0.0198744;90.0203;-2.99972;127.978;-6.99977;152.978;
0.180015;-0.453902;0.0376224;0.999491;71.6128;15.7698;0.0209261;90.0218;-2.99971;127.881;-6.99977;152.881;
0.190015;-0.458188;0.033463;0.999414;71.6568;15.7534;0.0218223;90.0233;-2.99969;127.784;-6.99978;152.784;
0.200016;-0.46187;0.0286939;0.999333;71.7007;15.7368;0.0225608;90.0248;-2.99968;127.687;-6.99979;152.687;
0.210017;-0.465371;0.0236594;0.99925;71.7444;15.7201;0.0231269;90.0263;-2.99967;127.59;-6.9998;152.59;
0.220018;-0.468305;0.0186434;0.999165;71.7879;15.7034;0.0234952;90.0278;-2.99965;127.492;-6.99981;152.492;
0.230019;-0.4709;0.0129936;0.999077;71.8316;15.6865;0.0236671;90.0293;-2.99963;127.395;-6.99983;152.395;
0.240019;-0.474341;0.00642675;0.998989;71.8751;15.6696;0.0236272;90.0308;-2.99961;127.298;-6.99987;152.298;
0.25002;-0.478412;0.000887409;0.998899;71.9188;15.6525;0.0233686;90.0323;-2.99958;127.201;-6.9999;152.201;
0.260021;-0.482825;-0.00694149;0.99881;71.9624;15.6352;0.0228498;90.0338;-2.99956;127.104;-6.99994;152.104;
0.270022;-0.487461;-0.0101798;0.998721;72.0059;15.6178;0.0221417;90.0353;-2.99953;127.007;-6.99997;152.007;
0.280023;-0.49169;-0.0136227;0.998635;72.0489;15.6004;0.0213246;90.0368;-2.9995;126.909;-7.00003;151.909;
0.290023;-0.495241;-0.0192474;0.998547;72.093;15.5823;0.0202847;90.0383;-2.99947;126.812;-7.00011;151.812;
0.300024;-0.498233;-0.0214408;0.998463;72.1363;15.5645;0.0191534;90.0397;-2.99943;126.715;-7.00019;151.715;
0.310025;-0.501555;-0.0233939;0.998381;72.1796;15.5465;0.0179464;90.0412;-2.9994;126.617;-7.00027;151.617;
0.320026;-0.504857;-0.0249502;0.998301;72.2231;15.5283;0.0166757;90.0426;-2.99936;126.52;-7.00035;151.52;
0.330027;-0.507343;-0.0234969;0.998226;72.2651;15.5106;0.0154823;90.044;-2.99932;126.424;-7.00046;151.424;
0.340027;-0.509291;-0.0243942;0.99815;72.3093;15.4919;0.0141926;90.0455;-2.99928;126.329;-7.0006;151.329;
0.350028;-0.510401;-0.0228883;0.998079;72.3514;15.4739;0.0129781;90.0469;-2.99923;126.233;-7.00075;151.233;
