Time(s),Value(bpm)
0.1306241,0
0.2556241,0
0.3806241,0
0.5056241,0
0.6306241,0
0.7556241,0
0.8806241,0
1.0056241,0
1.1306241,0
1.2556241,0
1.3806241,0
1.5056241,0
1.6306241,95
1.7556241,95
1.8806241,95
2.0056241,95
2.1306241,95
2.2556241,95
2.3806241,95
2.5056241,95
2.6306241,95
2.7556241,95
2.8806241,95
3.0056241,92
3.1306241,92
3.2556241,92
3.3806241,92
3.5056241,92
3.6306241,92
3.7556241,92
3.8806241,92
4.0056241,92
4.1306241,92
4.2556241,92
4.3806241,92
4.5056241,92
4.6306241,92
4.7556241,92
4.8806241,92
5.0056241,92
5.1306241,92
5.2556241,92
5.3806241,92
5.5056241,92
5.6306241,92
5.7556241,92
5.8806241,92
6.0056241,92
6.1306241,92
6.2556241,92
6.3806241,92
6.5056241,92
6.6306241,92
6.7556241,92
6.8806241,92
7.0056241,92
7.1306241,94
7.2556241,94
7.3806241,94
7.5056241,94
7.6306241,94
7.7556241,94
7.8806241,94
8.0056241,94
8.1306241,94
8.2556241,94
8.3806241,94
8.5056241,94
8.6306241,94
8.7556241,94
8.8806241,94
9.0056241,94
9.1306241,94
9.2556241,94
9.3806241,94
9.5056241,94
9.6306241,94
9.7556241,94
9.8806241,94
10.0056241,94
10.1306241,93
10.2556241,93
10.3806241,93
10.5056241,93
10.6306241,93
10.7556241,93
10.8806241,93
11.0056241,93
11.1306241,93
11.2556241,93
11.3806241,93
11.5056241,93
11.6306241,93
11.7556241,93
11.8806241,93
12.0056241,93
12.1306241,92
12.2556241,92
12.3806241,92
12.5056241,92
12.6306241,92
12.7556241,92
12.8806241,92
13.0056241,92
13.1306241,90
13.2556241,90
13.3806241,90
13.5056241,90
13.6306241,90
13.7556241,90
13.8806241,90
14.0056241,90
14.1306241,90
14.2556241,90
14.3806241,90
14.5056241,90
14.6306241,90
14.7556241,90
14.8806241,90
15.0056241,90
15.1306241,90
15.2556241,90
15.3806241,90
15.5056241,90
15.6306241,90
15.7556241,90
15.8806241,90
16.0056241,90
16.1306241,90
16.2556241,90
16.3806241,90
16.5056241,90
16.6306241,90
16.7556241,90
16.8806241,90
17.0056241,90
17.1306241,90
17.2556241,90
17.3806241,90
17.5056241,90
17.6306241,90
17.7556241,90
17.8806241,90
18.0056241,90
18.1306241,91
18.2556241,91
18.3806241,91
18.5056241,91
18.6306241,91
18.7556241,91
18.8806241,91
19.0056241,91
19.1306241,91
19.2556241,91
19.3806241,91
19.5056241,91
19.6306241,91
19.7556241,91
19.8806241,91
20.0056241,91
20.1306241,91
20.2556241,92
20.3806241,92
20.5056241,92
20.6306241,92
20.7556241,92
20.8806241,92
21.0056241,92
21.1306241,92
21.2556241,94
21.3806241,94
21.5056241,94
21.6306241,94
21.7556241,94
21.8806241,94
22.0056241,94
22.1306241,94
22.2556241,95
22.3806241,95
22.5056241,95
22.6306241,95
22.7556241,95
22.8806241,95
23.0056241,95
23.1306241,95
23.2556241,96
23.3806241,96
23.5056241,96
23.6306241,96
23.7556241,96
23.8806241,96
24.0056241,96
24.1306241,96
24.2556241,96
24.3806241,96
24.5056241,96
24.6306241,96
24.7556241,96
24.8806241,96
25.0056241,96
25.1306241,96
25.2556241,96
25.3806241,96
25.5056241,96
25.6306241,96
25.7556241,96
25.8806241,96
26.0056241,96
26.1306241,96
26.2556241,97
26.3806241,97
26.5056241,97
26.6306241,97
26.7556241,97
26.8806241,97
27.0056241,97
27.1306241,97
27.2556241,97
27.3806241,97
27.5056241,97
27.6306241,97
27.7556241,97
27.8806241,97
28.0056241,97
28.1306241,97
28.2556241,97
28.3806241,97
28.5056241,97
28.6306241,97
28.7556241,97
28.8806241,97
29.0056241,97
29.1306241,97
29.2556241,97
29.3806241,97
29.5056241,97
29.6306241,97
29.7556241,97
29.8806241,97
30.0056241,97
30.1306241,97
30.2556241,95
30.3806241,95
30.5056241,95
30.6306241,95
30.7556241,95
30.8806241,95
31.0056241,95
31.1306241,95
31.2556241,95
31.3806241,95
31.5056241,95
31.6306241,95
31.7556241,95
31.8806241,95
32.0056241,95
32.1306241,95
32.2556241,93
32.3806241,93
32.5056241,93
32.6306241,93
32.7556241,93
32.8806241,93
33.0056241,93
33.1306241,93
33.2556241,93
33.3806241,94
33.5056241,94
33.6306241,94
33.7556241,94
33.8806241,94
34.0056241,94
34.1306241,94
34.2556241,94
34.3806241,94
34.5056241,94
34.6306241,94
34.7556241,94
34.8806241,94
35.0056241,94
35.1306241,94
35.2556241,94
35.3806241,95
35.5056241,95
35.6306241,95
35.7556241,95
35.8806241,95
36.0056241,95
36.1306241,95
36.2556241,95
36.3806241,97
36.5056241,97
36.6306241,97
36.7556241,97
36.8806241,97
37.0056241,97
37.1306241,97
37.2556241,97
37.3806241,97
37.5056241,97
37.6306241,97
37.7556241,97
37.8806241,97
38.0056241,97
38.1306241,97
38.2556241,97
38.3806241,98
38.5056241,98
38.6306241,98
38.7556241,98
38.8806241,98
39.0056241,98
39.1306241,98
39.2556241,98
39.3806241,99
39.5056241,99
39.6306241,99
39.7556241,99
39.8806241,99
40.0056241,99
40.1306241,99
40.2556241,99
40.3806241,99
40.5056241,99
40.6306241,99
40.7556241,99
40.8806241,99
41.0056241,99
41.1306241,99
41.2556241,99
41.3806241,100
41.5056241,100
41.6306241,100
41.7556241,100
41.8806241,100
42.0056241,100
42.1306241,100
42.2556241,100
42.3806241,100
42.5056241,100
42.6306241,100
42.7556241,100
42.8806241,100
43.0056241,100
43.1306241,100
43.2556241,100
43.3806241,101
43.5056241,101
43.6306241,101
43.7556241,101
43.8806241,101
44.0056241,101
44.1306241,101
44.2556241,101
44.3806241,100
44.5056241,100
44.6306241,100
44.7556241,100
44.8806241,100
45.0056241,100
45.1306241,0
45.2556241,0
45.3806241,0
45.5056241,0
45.6306241,0
45.7556241,0
45.8806241,0
46.0056241,0
46.1306241,0
46.2556241,0
46.3806241,0
46.5056241,101
46.6306241,101
46.7556241,101
46.8806241,101
47.0056241,101
47.1306241,101
47.2556241,101
47.3806241,101
47.5056241,101
47.6306241,101
47.7556241,101
47.8806241,101
48.0056241,101
48.1306241,101
48.2556241,101
48.3806241,101
48.5056241,101
48.6306241,101
48.7556241,101
48.8806241,101
49.0056241,101
49.1306241,101
49.2556241,101
49.3806241,101
49.5056241,100
49.6306241,100
49.7556241,100
49.8806241,100
50.0056241,100
50.1306241,100
50.2556241,100
50.3806241,100
50.5056241,100
50.6306241,100
50.7556241,100
50.8806241,100
51.0056241,100
51.1306241,100
51.2556241,100
51.3806241,100
51.5056241,98
51.6306241,98
51.7556241,98
51.8806241,98
52.0056241,98
52.1306241,98
52.2556241,98
52.3806241,98
52.5056241,97
52.6306241,97
52.7556241,97
52.8806241,97
53.0056241,97
53.1306241,97
53.2556241,97
53.3806241,97
53.5056241,97
53.6306241,97
53.7556241,97
53.8806241,97
54.0056241,97
54.1306241,97
54.2556241,97
54.3806241,97
54.5056241,97
54.6306241,97
54.7556241,97
54.8806241,97
55.0056241,97
55.1306241,97
55.2556241,97
55.3806241,97
55.5056241,98
55.6306241,98
55.7556241,98
55.8806241,98
56.0056241,98
56.1306241,98
56.2556241,98
56.3806241,98
56.5056241,98
56.6306241,98
56.7556241,98
56.8806241,98
57.0056241,98
57.1306241,98
57.2556241,98
57.3806241,98
57.5056241,100
57.6306241,100
57.7556241,100
57.8806241,100
58.0056241,100
58.1306241,0
58.2556241,0
58.3806241,0
58.5056241,0
58.6306241,0
58.7556241,0
58.8806241,0
59.0056241,0
59.1306241,0
59.2556241,0
59.3806241,0
59.5056241,100
59.6306241,100
59.7556241,100
59.8806241,0
60.0056241,0
