Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.434798;0.24441;-20.9343;-1.75;79.9973;0.00132601;6.73303e-006;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0100025;-0.726976;0.214759;-20.7879;-1.74999;79.9812;0.00613654;0.00032536;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0200051;-1.07239;0.181647;-20.5659;-1.74996;79.9486;0.0119264;0.00128774;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0300076;-1.17495;0.162377;-20.3429;-1.74991;79.9073;0.0157308;0.00297857;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0400101;-1.16691;0.150867;-20.121;-1.74985;79.8649;0.0182272;0.0052108;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0500127;-1.13011;0.144396;-19.8987;-1.74977;79.8233;0.0197941;0.00790924;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0600152;-1.09242;0.141287;-19.677;-1.74968;79.7832;0.0206425;0.0110001;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0700177;-1.06696;0.140529;-19.4542;-1.74957;79.744;0.0208761;0.0145078;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0800203;-1.1061;0.141397;-19.2317;-1.74945;79.7046;0.0206805;0.0183244;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0900228;-1.16388;0.143679;-19.0097;-1.74931;79.6628;0.0201669;0.0224064;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.100025;-1.17078;0.141394;-18.7884;-1.74916;79.6204;0.0192523;0.0267151;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.110028;-1.17209;0.145833;-18.5772;-1.749;79.5796;0.0181936;0.0310502;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.12003;-1.17371;0.150178;-18.35;-1.74882;79.5356;0.016947;0.0359076;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.130033;-1.17552;0.154326;-18.1236;-1.74862;79.4917;0.0156062;0.0409237;47.2532;-1.74996;-52.3283;1.75006;62.2527;-5.24996;
0.140035;-1.17692;0.158482;-17.9021;-1.74841;79.4486;0.0142095;0.0460062;47.4757;-1.74991;-52.0224;1.75013;62.4752;-5.24991;
0.150038;-1.1775;0.16282;-17.6818;-1.74819;79.4056;0.0127623;0.0512238;47.6981;-1.74986;-51.7166;1.75019;62.6976;-5.24986;
0.160041;-1.17726;0.16734;-17.4605;-1.74795;79.3623;0.0112823;0.056601;47.9205;-1.74982;-51.4107;1.75025;62.92;-5.24982;
0.170043;-1.22229;0.176232;-17.2418;-1.74769;79.3193;0.00994279;0.0620393;48.143;-1.74977;-51.1049;1.75031;63.1425;-5.24977;
0.180046;-1.29027;0.180884;-17.0321;-1.74743;79.2755;0.00869903;0.0673709;48.3658;-1.74973;-50.7984;1.75036;63.3653;-5.24973;
0.190048;-1.30724;0.185018;-16.8078;-1.74713;79.227;0.00735216;0.0732061;48.5887;-1.74969;-50.492;1.75041;63.5882;-5.24969;
