Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.292003;0.44811;-20.9343;-1.75;79.9975;0.00242981;1.23389e-005;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0100028;0.445212;0.377819;-20.763;-1.74998;80.0033;0.0128559;0.000640566;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0200057;0.665393;0.317306;-20.5434;-1.74992;80.0245;0.022237;0.00264307;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0300085;0.699705;0.279586;-20.3289;-1.74984;80.0484;0.0282794;0.00566812;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0400114;0.709227;0.255656;-20.1061;-1.74972;80.0738;0.0322859;0.00970123;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0500142;0.722675;0.24353;-19.8827;-1.74958;80.0996;0.0346166;0.0145215;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0600171;0.72632;0.239631;-19.6601;-1.74941;80.1258;0.0356274;0.0200547;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0700199;0.662896;0.239772;-19.4363;-1.74922;80.1511;0.0358461;0.0261549;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0800228;0.627205;0.238633;-19.213;-1.74901;80.174;0.0353934;0.0326787;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.0900256;0.627039;0.243006;-18.99;-1.74877;80.1964;0.0345183;0.0395481;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.100028;0.824179;0.250029;-18.7662;-1.74851;80.2218;0.0334256;0.0467854;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.110031;1.28004;0.255912;-18.5419;-1.74822;80.2629;0.0321971;0.0542869;47.0342;-1.75;-52.6294;1.75;62.0337;-5.25;
0.120034;1.36764;0.263249;-18.319;-1.74791;80.3107;0.0309203;0.0619389;47.0344;-1.75;-52.6293;1.75;62.0338;-5.25;
0.130037;1.38684;0.271032;-18.0966;-1.74757;80.3599;0.0296873;0.069728;47.0345;-1.75;-52.6291;1.75;62.034;-5.25;
0.14004;1.39083;0.27809;-17.8752;-1.74721;80.4092;0.0285553;0.0776124;47.0347;-1.75;-52.629;1.75;62.0342;-5.25;
0.150043;1.15199;0.285294;-17.6495;-1.74681;80.4571;0.0274986;0.0857404;47.0349;-1.75;-52.6288;1.75;62.0344;-5.25;
0.160046;0.675553;0.293594;-17.4242;-1.74638;80.49;0.0265951;0.0939271;47.0351;-1.75;-52.6286;1.75;62.0346;-5.25;
0.170048;0.514926;0.301094;-17.1996;-1.74593;80.5106;0.0258686;0.10215;47.1923;-1.74995;-52.4126;1.75007;62.1917;-5.24995;
0.180051;0.460875;0.306907;-16.977;-1.74545;80.5278;0.0252691;0.110385;47.4151;-1.74988;-52.1062;1.75016;62.4145;-5.24988;
0.190054;0.339998;0.312146;-16.7586;-1.74495;80.5415;0.0247358;0.118544;47.6379;-1.74982;-51.7999;1.75026;62.6373;-5.24982;
0.200057;0.290089;0.317144;-16.5318;-1.74439;80.5523;0.0242194;0.127103;47.8607;-1.74975;-51.4935;1.75035;62.8601;-5.24975;
0.21006;0.281132;0.321397;-16.3119;-1.74383;80.562;0.023721;0.135503;48.0835;-1.74968;-51.1872;1.75045;63.0829;-5.24968;
0.220063;0.280497;0.325386;-16.0851;-1.74321;80.5718;0.023175;0.144288;48.3057;-1.74962;-50.8816;1.75052;63.3052;-5.24962;
0.230066;0.280851;0.328951;-15.8665;-1.74258;80.5812;0.0226023;0.152876;48.5278;-1.74957;-50.5763;1.75058;63.5272;-5.24957;
0.240068;0.281159;0.331969;-15.6317;-1.74188;80.5913;0.0219117;0.16223;48.7498;-1.74951;-50.271;1.75065;63.7492;-5.24951;
0.250071;0.153352;0.33423;-15.415;-1.74119;80.5989;0.0211785;0.170983;48.9718;-1.74946;-49.9657;1.75071;63.9713;-5.24946;
0.260074;0.0941064;0.336036;-15.1865;-1.74043;80.6026;0.0202649;0.180372;49.1939;-1.74941;-49.6604;1.75078;64.1933;-5.24941;
0.270077;0.0792205;0.337436;-14.9601;-1.73965;80.6051;0.0192283;0.1898;49.4163;-1.74934;-49.3545;1.75085;64.4157;-5.24934;
0.28008;0.0754804;0.338827;-14.7421;-1.73886;80.6074;0.0180999;0.199003;49.6388;-1.74928;-49.0486;1.75093;64.6382;-5.24928;
0.290083;0.0742143;0.34062;-14.5196;-1.73803;80.6096;0.0168274;0.208524;49.8613;-1.74921;-48.7426;1.751;64.8608;-5.24921;
0.300085;0.0735703;0.34299;-14.2963;-1.73715;80.6117;0.0154516;0.218212;50.0838;-1.74915;-48.4366;1.75108;65.0833;-5.24915;
0.310088;0.019584;0.34609;-14.0702;-1.73623;80.6131;0.0140065;0.228132;50.3064;-1.74908;-48.1307;1.75115;65.3058;-5.24908;
0.320091;-0.0528589;0.349909;-13.8446;-1.73528;80.6119;0.0125568;0.238123;50.5282;-1.74901;-47.8256;1.75123;65.5277;-5.24901;
