Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.472818;-0.391934;-22.5145;-1.75;79.9972;-0.0021264;-1.07994e-005;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0100025;-0.936607;-0.345484;-22.3888;-1.75001;79.9793;-0.00879212;-0.0004129;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0200049;-1.37728;-0.284125;-22.166;-1.75006;79.9363;-0.018126;-0.00185835;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0300074;-1.47553;-0.248605;-21.9435;-1.75013;79.8841;-0.0240347;-0.00444128;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0400099;-1.4641;-0.227781;-21.7204;-1.75023;79.8307;-0.0278005;-0.00788952;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0500123;-1.42353;-0.216768;-21.4984;-1.75035;79.7785;-0.0301202;-0.0119935;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0600148;-1.38172;-0.21263;-21.2755;-1.75049;79.7275;-0.0313759;-0.0167156;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0700173;-1.34992;-0.212866;-21.0547;-1.75065;79.6783;-0.031855;-0.0219131;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0800197;-1.32932;-0.210895;-20.8327;-1.75084;79.6297;-0.0317153;-0.0275675;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.0900222;-1.31791;-0.210757;-20.6106;-1.75104;79.5815;-0.0310451;-0.0335494;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.100025;-1.31318;-0.219156;-20.3901;-1.75127;79.5338;-0.0302531;-0.0397507;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.110027;-1.31251;-0.227027;-20.168;-1.75152;79.4858;-0.0294275;-0.0462513;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.12003;-1.31349;-0.228791;-19.9513;-1.75178;79.4388;-0.0284769;-0.0527853;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.130032;-1.31496;-0.230115;-19.7287;-1.75208;79.3905;-0.0272803;-0.0596459;47.0342;-1.75;-47.9998;1.75;62.0337;-5.25;
0.140035;-1.31614;-0.237176;-19.5146;-1.75238;79.3438;-0.0262305;-0.066356;47.1783;-1.74997;-47.8016;1.75004;62.1778;-5.24997;
0.150037;-1.31654;-0.243071;-19.2855;-1.75273;79.2938;-0.0251809;-0.0736728;47.401;-1.74993;-47.4954;1.7501;62.4005;-5.24993;
0.160039;-1.31606;-0.247844;-19.0729;-1.75309;79.2474;-0.0242411;-0.0805716;47.6238;-1.74988;-47.1891;1.75017;62.6233;-5.24988;
0.170042;-1.31482;-0.252496;-18.8461;-1.75348;79.1978;-0.0232635;-0.0880388;47.8465;-1.74984;-46.8829;1.75023;62.846;-5.24983;
0.180044;-1.31307;-0.256882;-18.6224;-1.7539;79.1489;-0.0223231;-0.0954995;48.0692;-1.74979;-46.5766;1.75029;63.0687;-5.24979;
0.190047;-1.31124;-0.260783;-18.4119;-1.75432;79.103;-0.0214707;-0.102612;48.2919;-1.74975;-46.2705;1.75035;63.2914;-5.24975;
