Time(s),Value(℃)
545.0062101,33.8800010681152
545.0218351,33.8800010681152
545.0374601,33.8800010681152
545.0530851,33.8800010681152
545.0687101,33.8800010681152
545.0843351,33.8800010681152
545.0999601,33.8800010681152
545.1155851,33.8800010681152
545.1312101,33.8800010681152
545.1468351,33.8800010681152
545.1624601,33.8899993896484
545.1780851,33.8899993896484
545.1937101,33.8899993896484
545.2093351,33.9000015258789
545.2249601,33.9000015258789
545.2405851,33.9000015258789
545.2562101,33.9000015258789
545.2718351,33.9000015258789
545.2874601,33.9000015258789
545.3030851,33.9000015258789
545.3187101,33.9000015258789
545.3343351,33.9000015258789
545.3499601,33.8899993896484
545.3655851,33.8899993896484
545.3812101,33.8899993896484
545.3968351,33.8899993896484
545.4124601,33.8899993896484
545.4280851,33.8899993896484
545.4437101,33.8899993896484
545.4593351,33.9000015258789
545.4749601,33.9000015258789
545.4905851,33.9000015258789
545.5062101,33.9000015258789
545.5218351,33.9000015258789
545.5374601,33.9000015258789
545.5530851,33.9000015258789
545.5687101,33.9000015258789
545.5843351,33.9000015258789
545.5999601,33.9000015258789
545.6155851,33.8899993896484
545.6312101,33.8899993896484
545.6468351,33.8899993896484
545.6624601,33.8899993896484
545.6780851,33.8899993896484
545.6937101,33.9000015258789
545.7093351,33.9000015258789
545.7249601,33.9000015258789
545.7405851,33.9000015258789
545.7562101,33.9000015258789
545.7718351,33.9099998474121
545.7874601,33.9099998474121
545.8030851,33.9099998474121
545.8187101,33.9099998474121
545.8343351,33.9099998474121
545.8499601,33.9099998474121
545.8655851,33.9099998474121
545.8812101,33.9099998474121
545.8968351,33.9099998474121
545.9124601,33.9099998474121
545.9280851,33.9099998474121
545.9437101,33.9099998474121
545.9593351,33.9099998474121
545.9749601,33.9099998474121
545.9905851,33.9099998474121
546.0062101,33.9099998474121
546.0218351,33.9099998474121
546.0374601,33.9099998474121
546.0530851,33.9099998474121
546.0687101,33.9099998474121
546.0843351,33.9099998474121
546.0999601,33.9099998474121
546.1155851,33.9099998474121
546.1312101,33.9199981689453
546.1468351,33.9199981689453
546.1624601,33.9199981689453
546.1780851,33.9199981689453
546.1937101,33.9199981689453
546.2093351,33.9300003051758
546.2249601,33.9300003051758
546.2405851,33.9300003051758
546.2562101,33.9300003051758
546.2718351,33.939998626709
546.2874601,33.939998626709
546.3030851,33.939998626709
546.3187101,33.939998626709
546.3343351,33.939998626709
546.3499601,33.939998626709
546.3655851,33.939998626709
546.3812101,33.939998626709
546.3968351,33.939998626709
546.4124601,33.939998626709
546.4280851,33.939998626709
546.4437101,33.939998626709
546.4593351,33.939998626709
546.4749601,33.9500007629395
546.4905851,33.9500007629395
546.5062101,33.9500007629395
546.5218351,33.9500007629395
546.5374601,33.9500007629395
546.5530851,33.9500007629395
546.5687101,33.9500007629395
546.5843351,33.9500007629395
546.5999601,33.9500007629395
546.6155851,33.9500007629395
546.6312101,33.9500007629395
546.6468351,33.9500007629395
546.6624601,33.9500007629395
546.6780851,33.9500007629395
546.6937101,33.9500007629395
546.7093351,33.9500007629395
546.7249601,33.9500007629395
546.7405851,33.9500007629395
546.7562101,33.9500007629395
546.7718351,33.9500007629395
546.7874601,33.9500007629395
546.8030851,33.9500007629395
546.8187101,33.9500007629395
546.8343351,33.9500007629395
546.8499601,33.9500007629395
546.8655851,33.9500007629395
546.8812101,33.9500007629395
546.8968351,33.9500007629395
546.9124601,33.9500007629395
546.9280851,33.9500007629395
546.9437101,33.9500007629395
546.9593351,33.9500007629395
546.9749601,33.9500007629395
546.9905851,33.9500007629395
547.0062101,33.9599990844727
547.0218351,33.9599990844727
547.0374601,33.9500007629395
547.0530851,33.9500007629395
547.0687101,33.9500007629395
547.0843351,33.9500007629395
547.0999601,33.939998626709
547.1155851,33.939998626709
547.1312101,33.939998626709
547.1468351,33.9300003051758
547.1624601,33.9300003051758
547.1780851,33.9300003051758
547.1937101,33.9300003051758
547.2093351,33.9199981689453
547.2249601,33.9199981689453
547.2405851,33.9199981689453
547.2562101,33.9199981689453
547.2718351,33.9199981689453
547.2874601,33.9199981689453
547.3030851,33.9300003051758
547.3187101,33.9199981689453
547.3343351,33.9199981689453
547.3499601,33.9199981689453
547.3655851,33.9199981689453
547.3812101,33.9199981689453
547.3968351,33.9199981689453
547.4124601,33.9199981689453
547.4280851,33.9199981689453
547.4437101,33.9199981689453
547.4593351,33.9199981689453
547.4749601,33.9199981689453
547.4905851,33.9300003051758
547.5062101,33.9300003051758
547.5218351,33.9300003051758
547.5374601,33.9300003051758
547.5530851,33.9300003051758
547.5687101,33.9300003051758
547.5843351,33.9300003051758
547.5999601,33.9300003051758
547.6155851,33.9300003051758
547.6312101,33.9300003051758
547.6468351,33.9300003051758
547.6624601,33.9300003051758
547.6780851,33.9300003051758
547.6937101,33.9199981689453
547.7093351,33.9199981689453
547.7249601,33.9199981689453
547.7405851,33.9199981689453
547.7562101,33.9199981689453
547.7718351,33.9199981689453
547.7874601,33.9300003051758
547.8030851,33.9300003051758
547.8187101,33.9300003051758
547.8343351,33.9300003051758
547.8499601,33.9300003051758
547.8655851,33.9199981689453
547.8812101,33.9199981689453
547.8968351,33.9199981689453
547.9124601,33.9099998474121
547.9280851,33.9099998474121
547.9437101,33.9099998474121
547.9593351,33.9000015258789
547.9749601,33.9000015258789
547.9905851,33.9000015258789
548.0062101,33.9000015258789
548.0218351,33.9000015258789
548.0374601,33.9000015258789
548.0530851,33.9000015258789
548.0687101,33.9099998474121
548.0843351,33.9099998474121
548.0999601,33.9099998474121
548.1155851,33.9099998474121
548.1312101,33.9099998474121
548.1468351,33.9099998474121
548.1624601,33.9099998474121
548.1780851,33.9000015258789
548.1937101,33.9000015258789
548.2093351,33.9000015258789
548.2249601,33.9000015258789
548.2405851,33.9000015258789
548.2562101,33.9000015258789
548.2718351,33.9000015258789
548.2874601,33.9000015258789
548.3030851,33.9000015258789
548.3187101,33.9000015258789
548.3343351,33.9000015258789
548.3499601,33.9000015258789
548.3655851,33.9000015258789
548.3812101,33.9000015258789
548.3968351,33.8899993896484
548.4124601,33.8899993896484
548.4280851,33.8899993896484
548.4437101,33.8800010681152
548.4593351,33.8800010681152
548.4749601,33.8800010681152
548.4905851,33.8699989318848
548.5062101,33.8699989318848
548.5218351,33.8699989318848
548.5374601,33.8699989318848
548.5530851,33.8699989318848
548.5687101,33.8699989318848
548.5843351,33.8699989318848
548.5999601,33.8699989318848
548.6155851,33.8699989318848
548.6312101,33.8699989318848
548.6468351,33.8699989318848
548.6624601,33.8699989318848
548.6780851,33.8699989318848
548.6937101,33.8699989318848
548.7093351,33.8600006103516
548.7249601,33.8600006103516
548.7405851,33.8600006103516
548.7562101,33.8499984741211
548.7718351,33.8499984741211
548.7874601,33.8400001525879
548.8030851,33.8400001525879
548.8187101,33.8400001525879
548.8343351,33.8400001525879
548.8499601,33.8400001525879
548.8655851,33.8400001525879
548.8812101,33.8400001525879
548.8968351,33.8499984741211
548.9124601,33.8499984741211
548.9280851,33.8499984741211
548.9437101,33.8499984741211
548.9593351,33.8499984741211
548.9749601,33.8499984741211
548.9905851,33.8499984741211
549.0062101,33.8499984741211
549.0218351,33.8499984741211
549.0374601,33.8499984741211
549.0530851,33.8600006103516
549.0687101,33.8600006103516
549.0843351,33.8600006103516
549.0999601,33.8600006103516
549.1155851,33.8699989318848
549.1312101,33.8699989318848
549.1468351,33.8699989318848
549.1624601,33.8800010681152
549.1780851,33.8800010681152
549.1937101,33.8800010681152
549.2093351,33.8800010681152
549.2249601,33.8800010681152
549.2405851,33.8800010681152
549.2562101,33.8800010681152
549.2718351,33.8800010681152
549.2874601,33.8800010681152
549.3030851,33.8800010681152
549.3187101,33.8800010681152
549.3343351,33.8800010681152
549.3499601,33.8800010681152
549.3655851,33.8800010681152
549.3812101,33.8899993896484
549.3968351,33.8899993896484
549.4124601,33.8899993896484
549.4280851,33.8899993896484
549.4437101,33.9000015258789
549.4593351,33.9000015258789
549.4749601,33.9000015258789
549.4905851,33.8899993896484
549.5062101,33.8899993896484
549.5218351,33.8899993896484
549.5374601,33.8899993896484
549.5530851,33.8800010681152
549.5687101,33.8800010681152
549.5843351,33.8800010681152
549.5999601,33.8800010681152
549.6155851,33.8699989318848
549.6312101,33.8699989318848
549.6468351,33.8800010681152
549.6624601,33.8800010681152
549.6780851,33.8800010681152
549.6937101,33.8800010681152
549.7093351,33.8800010681152
549.7249601,33.8899993896484
549.7405851,33.8899993896484
549.7562101,33.8899993896484
549.7718351,33.8899993896484
549.7874601,33.8899993896484
549.8030851,33.8800010681152
549.8187101,33.8800010681152
549.8343351,33.8800010681152
549.8499601,33.8699989318848
549.8655851,33.8699989318848
549.8812101,33.8600006103516
549.8968351,33.8600006103516
549.9124601,33.8600006103516
549.9280851,33.8600006103516
549.9437101,33.8600006103516
549.9593351,33.8600006103516
549.9749601,33.8600006103516
549.9905851,33.8600006103516
550.0062101,33.8499984741211
550.0218351,33.8499984741211
550.0374601,33.8499984741211
550.0530851,33.8400001525879
550.0687101,33.8400001525879
550.0843351,33.8300018310547
550.0999601,33.8300018310547
550.1155851,33.8300018310547
550.1312101,33.8199996948242
550.1468351,33.8199996948242
550.1624601,33.8199996948242
550.1780851,33.8199996948242
550.1937101,33.8199996948242
550.2093351,33.8199996948242
550.2249601,33.810001373291
550.2405851,33.810001373291
550.2562101,33.810001373291
550.2718351,33.810001373291
550.2874601,33.810001373291
550.3030851,33.7999992370605
550.3187101,33.7999992370605
550.3343351,33.7999992370605
550.3499601,33.7999992370605
550.3655851,33.7900009155273
550.3812101,33.7900009155273
550.3968351,33.7900009155273
550.4124601,33.7900009155273
550.4280851,33.7900009155273
550.4437101,33.7900009155273
550.4593351,33.7900009155273
550.4749601,33.7900009155273
550.4905851,33.7900009155273
550.5062101,33.7900009155273
550.5218351,33.7999992370605
550.5374601,33.7999992370605
550.5530851,33.7999992370605
550.5687101,33.810001373291
550.5843351,33.810001373291
550.5999601,33.810001373291
550.6155851,33.810001373291
550.6312101,33.810001373291
550.6468351,33.810001373291
550.6624601,33.810001373291
550.6780851,33.810001373291
550.6937101,33.8199996948242
550.7093351,33.8199996948242
550.7249601,33.8199996948242
550.7405851,33.8300018310547
550.7562101,33.8300018310547
550.7718351,33.8400001525879
550.7874601,33.8400001525879
550.8030851,33.8499984741211
550.8187101,33.8499984741211
550.8343351,33.8499984741211
550.8499601,33.8499984741211
550.8655851,33.8499984741211
550.8812101,33.8499984741211
550.8968351,33.8400001525879
550.9124601,33.8400001525879
550.9280851,33.8400001525879
550.9437101,33.8400001525879
550.9593351,33.8400001525879
550.9749601,33.8400001525879
550.9905851,33.8499984741211
551.0062101,33.8499984741211
551.0218351,33.8499984741211
551.0374601,33.8600006103516
551.0530851,33.8600006103516
551.0687101,33.8699989318848
551.0843351,33.8699989318848
551.0999601,33.8699989318848
551.1155851,33.8699989318848
551.1312101,33.8699989318848
551.1468351,33.8699989318848
551.1624601,33.8699989318848
551.1780851,33.8800010681152
551.1937101,33.8800010681152
551.2093351,33.8800010681152
551.2249601,33.8800010681152
551.2405851,33.8800010681152
551.2562101,33.8899993896484
551.2718351,33.8899993896484
551.2874601,33.8899993896484
551.3030851,33.9000015258789
551.3187101,33.9000015258789
551.3343351,33.9099998474121
551.3499601,33.9099998474121
551.3655851,33.9099998474121
551.3812101,33.9099998474121
551.3968351,33.9099998474121
551.4124601,33.9099998474121
551.4280851,33.9099998474121
551.4437101,33.9099998474121
551.4593351,33.9099998474121
551.4749601,33.9099998474121
551.4905851,33.9099998474121
551.5062101,33.9199981689453
551.5218351,33.9199981689453
551.5374601,33.9199981689453
551.5530851,33.9199981689453
551.5687101,33.9199981689453
551.5843351,33.9199981689453
551.5999601,33.9199981689453
551.6155851,33.9199981689453
551.6312101,33.9199981689453
551.6468351,33.9199981689453
551.6624601,33.9199981689453
551.6780851,33.9199981689453
551.6937101,33.9199981689453
551.7093351,33.9199981689453
551.7249601,33.9199981689453
551.7405851,33.9199981689453
551.7562101,33.9199981689453
551.7718351,33.9300003051758
551.7874601,33.9300003051758
551.8030851,33.9300003051758
551.8187101,33.939998626709
551.8343351,33.939998626709
551.8499601,33.9500007629395
551.8655851,33.9500007629395
551.8812101,33.9500007629395
551.8968351,33.9500007629395
551.9124601,33.9500007629395
551.9280851,33.9500007629395
551.9437101,33.9500007629395
551.9593351,33.9500007629395
551.9749601,33.939998626709
551.9905851,33.939998626709
552.0062101,33.939998626709
552.0218351,33.939998626709
552.0374601,33.939998626709
552.0530851,33.939998626709
552.0687101,33.939998626709
552.0843351,33.939998626709
552.0999601,33.939998626709
552.1155851,33.939998626709
552.1312101,33.939998626709
552.1468351,33.9500007629395
552.1624601,33.9500007629395
552.1780851,33.9500007629395
552.1937101,33.9500007629395
552.2093351,33.939998626709
552.2249601,33.939998626709
552.2405851,33.939998626709
552.2562101,33.939998626709
552.2718351,33.939998626709
552.2874601,33.939998626709
552.3030851,33.939998626709
552.3187101,33.9500007629395
552.3343351,33.9500007629395
552.3499601,33.9500007629395
552.3655851,33.9500007629395
552.3812101,33.9500007629395
552.3968351,33.9500007629395
552.4124601,33.9500007629395
552.4280851,33.9500007629395
552.4437101,33.939998626709
552.4593351,33.939998626709
552.4749601,33.939998626709
552.4905851,33.9300003051758
552.5062101,33.9300003051758
552.5218351,33.9199981689453
552.5374601,33.9199981689453
552.5530851,33.9099998474121
552.5687101,33.9099998474121
552.5843351,33.9099998474121
552.5999601,33.9099998474121
552.6155851,33.9099998474121
552.6312101,33.9099998474121
552.6468351,33.9099998474121
552.6624601,33.9099998474121
552.6780851,33.9099998474121
552.6937101,33.9000015258789
552.7093351,33.9000015258789
552.7249601,33.9000015258789
552.7405851,33.9000015258789
552.7562101,33.9000015258789
552.7718351,33.9000015258789
552.7874601,33.9000015258789
552.8030851,33.9000015258789
