Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.0947191;0.133439;-107.989;-5.25;19.9998;0.000726042;5.02382e-006;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0100021;-0.489602;0.0999107;-107.958;-5.25;19.9907;0.00277305;0.000179621;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0200042;-0.80703;0.0593366;-107.902;-5.24998;19.9659;0.00538493;0.000784983;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0300063;-0.85673;0.0417814;-107.847;-5.24996;19.9356;0.00677953;0.00179371;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0400084;-0.864286;0.0343827;-107.792;-5.24994;19.9045;0.00767104;0.00305451;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0500105;-0.867697;0.0316824;-107.736;-5.24992;19.8733;0.00834354;0.00449446;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0600126;-0.883139;0.0317149;-107.681;-5.24989;19.8418;0.00893228;0.00605643;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0700148;-0.903474;0.0330316;-107.626;-5.24985;19.8095;0.00952132;0.00771032;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0800169;-0.916428;0.0349418;-107.571;-5.24982;19.7767;0.0101509;0.00942331;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.090019;-0.923633;0.0364094;-107.516;-5.24978;19.7436;0.0108248;0.0111738;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.100021;-0.928427;0.0371569;-107.461;-5.24974;19.7099;0.0115384;0.0129821;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.110023;-0.932386;0.0370107;-107.407;-5.24969;19.6765;0.0122447;0.0147808;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.120025;-0.936268;0.0361728;-107.353;-5.24964;19.6432;0.0129268;0.016583;-1.74997;120.678;-5.24997;88.3193;-7.74887;16.8445;-15.8129;-9.655;
0.130027;-0.940004;0.0348027;-107.298;-5.24959;19.6092;0.0135797;0.0184211;-1.74996;120.623;-5.24996;88.2635;-7.74865;16.8027;-15.8129;-9.655;
0.14003;-0.943008;0.0330857;-107.243;-5.24953;19.5751;0.0141784;0.0202629;-1.74995;120.567;-5.24995;88.2077;-7.74842;16.761;-15.8129;-9.655;
0.150032;-0.944472;0.0311512;-107.189;-5.24947;19.541;0.0147038;0.022102;-1.74994;120.511;-5.24994;88.1519;-7.7482;16.7192;-15.8072;-9.655;
0.160034;-0.944477;0.0291208;-107.134;-5.2494;19.5069;0.0151603;0.0239464;-1.74993;120.455;-5.24992;88.0961;-7.74797;16.6775;-15.7947;-9.655;
0.170036;-0.944739;0.0270149;-107.08;-5.24934;19.4726;0.0155469;0.0257952;-1.74991;120.399;-5.24991;88.0401;-7.74773;16.6358;-15.7822;-9.655;
0.180038;-0.945304;0.0249585;-107.026;-5.24927;19.4383;0.0158628;0.0276442;-1.7499;120.343;-5.24989;87.984;-7.74749;16.5941;-15.7698;-9.655;
