Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.0992391;0.525992;-107.989;-5.25;19.9997;0.00285803;1.97067e-005;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.01;-0.597606;0.359307;-107.95;-5.24998;19.9881;0.0130692;0.000889209;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.02;-0.822784;0.221442;-107.894;-5.24993;19.9614;0.0222004;0.0036086;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.03;-0.859882;0.159812;-107.839;-5.24985;19.9307;0.0273332;0.00777457;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.0400001;-0.865871;0.133411;-107.783;-5.24976;19.8996;0.0307201;0.0128489;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.0500001;-0.87191;0.124609;-107.728;-5.24965;19.8683;0.0333149;0.0186048;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.0600001;-0.888295;0.126143;-107.673;-5.24953;19.8364;0.0356355;0.0248684;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.0700001;-0.90591;0.132087;-107.618;-5.2494;19.804;0.0379992;0.0314464;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.0800001;-0.918279;0.13897;-107.562;-5.24926;19.771;0.0405267;0.0382582;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.0900001;-0.925385;0.14434;-107.508;-5.2491;19.7378;0.0432147;0.0452155;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.1;-0.93021;0.146665;-107.453;-5.24893;19.7043;0.0460152;0.0523128;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.11;-0.934245;0.145561;-107.398;-5.24874;19.6705;0.0488196;0.0594994;-1.74998;120.73;-5.24998;88.371;-7.74908;16.8832;-15.8129;-9.655;
0.12;-0.93795;0.14199;-107.345;-5.24855;19.6376;0.0514538;0.0665231;-1.74997;120.693;-5.24997;88.3335;-7.74893;16.8551;-15.8129;-9.655;
0.13;-0.941361;0.1365;-107.291;-5.24834;19.6044;0.0539392;0.0736059;-1.74996;120.637;-5.24996;88.2777;-7.74871;16.8134;-15.8129;-9.655;
0.14;-0.94391;0.129586;-107.237;-5.24811;19.5702;0.0562598;0.0808919;-1.74995;120.581;-5.24995;88.2218;-7.74848;16.7716;-15.8129;-9.655;
0.15;-0.945036;0.121874;-107.182;-5.24787;19.536;0.058302;0.0881849;-1.74994;120.525;-5.24994;88.166;-7.74825;16.7298;-15.8093;-9.655;
0.16;-0.945663;0.113765;-107.128;-5.24761;19.5018;0.060067;0.0954611;-1.74993;120.469;-5.24993;88.1102;-7.74803;16.688;-15.7968;-9.655;
0.17;-0.94569;0.105571;-107.073;-5.24735;19.4676;0.0615547;0.102738;-1.74992;120.413;-5.24991;88.0542;-7.74779;16.6463;-15.7843;-9.655;
