Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.0943934;0.0483187;-107.989;-5.25;19.9998;0.000262975;1.81969e-006;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0100031;-0.576907;0.0334841;-107.951;-5.25;19.9886;0.00116839;7.90597e-005;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0200062;-0.81878;0.0204308;-107.896;-5.24999;19.9623;0.00202577;0.000323669;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0300093;-0.858125;0.0147166;-107.84;-5.24999;19.9317;0.00249839;0.000703269;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0400124;-0.864167;0.0122461;-107.784;-5.24998;19.9005;0.00281237;0.00117073;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0500155;-0.868421;0.0114016;-107.729;-5.24997;19.8693;0.00304951;0.00169669;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0600186;-0.885667;0.0115282;-107.674;-5.24996;19.8377;0.00326109;0.00226891;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0700217;-0.905404;0.0120497;-107.619;-5.24995;19.8053;0.00347576;0.0028711;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0800248;-0.917402;0.0127221;-107.565;-5.24993;19.7733;0.00369929;0.00347666;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.0900279;-0.92414;0.0132266;-107.511;-5.24992;19.7406;0.00394146;0.00410361;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.100031;-0.928723;0.0134531;-107.456;-5.2499;19.7069;0.00420032;0.00475883;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.110034;-0.9328;0.013373;-107.4;-5.24989;19.6724;0.00446428;0.00543264;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8129;-9.655;
0.120037;-0.936595;0.0130569;-107.347;-5.24987;19.6399;0.00470419;0.00606959;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.8103;-9.655;
0.13004;-0.94035;0.0125448;-107.292;-5.24985;19.6056;0.00494139;0.00674093;-1.74998;120.727;-5.24998;88.3676;-7.74907;16.8807;-15.7978;-9.655;
0.140043;-0.943174;0.0119073;-107.238;-5.24983;19.5716;0.0051538;0.00740603;-1.74997;120.692;-5.24997;88.3333;-7.74893;16.8551;-15.7853;-9.655;
0.150046;-0.944431;0.0111976;-107.183;-5.2498;19.5374;0.00534212;0.00807452;-1.74996;120.637;-5.24996;88.2775;-7.74871;16.8134;-15.7728;-9.655;
0.16005;-0.944392;0.0104624;-107.129;-5.24978;19.5032;0.00550552;0.00874273;-1.74995;120.581;-5.24995;88.2217;-7.74848;16.7717;-15.7603;-9.655;
0.170053;-0.944741;0.00969816;-107.074;-5.24976;19.4689;0.00564368;0.00941304;-1.74994;120.525;-5.24994;88.1659;-7.74826;16.7301;-15.7478;-9.655;
0.180056;-0.945339;0.0089644;-107.02;-5.24973;19.4348;0.00575262;0.0100787;-1.74993;120.469;-5.24993;88.1101;-7.74803;16.6884;-15.7353;-9.655;
0.190059;-0.945944;0.00828302;-106.966;-5.24971;19.4005;0.00583727;0.0107474;-1.74992;120.413;-5.24991;88.0542;-7.7478;16.6468;-15.7227;-9.655;
0.200062;-0.946823;0.00765592;-106.912;-5.24968;19.3664;0.00589839;0.0114118;-1.7499;120.357;-5.2499;87.9983;-7.74755;16.6052;-15.7102;-9.655;
0.210065;-0.948341;0.00708778;-106.858;-5.24965;19.3322;0.00593936;0.0120773;-1.74988;120.301;-5.24988;87.9425;-7.74731;16.5636;-15.6976;-9.655;
0.220068;-0.950914;0.00658466;-106.804;-5.24962;19.2976;0.00596194;0.0127494;-1.74987;120.245;-5.24987;87.8866;-7.74707;16.522;-15.6851;-9.655;
0.230071;-0.954689;0.00618455;-106.752;-5.24959;19.2641;0.00596673;0.0133958;-1.74985;120.189;-5.24985;87.8307;-7.74683;16.4804;-15.6726;-9.655;
0.240074;-0.95968;0.00584531;-106.698;-5.24957;19.2291;0.00595991;0.0140697;-1.74983;120.133;-5.24983;87.7747;-7.74658;16.4389;-15.6601;-9.655;
0.250077;-0.965331;0.00558944;-106.644;-5.24953;19.1941;0.00594324;0.01474;-1.74981;120.077;-5.24981;87.7186;-7.74633;16.3973;-15.6477;-9.655;
0.26008;-0.970848;0.00541441;-106.591;-5.2495;19.1594;0.00591957;0.0153996;-1.74979;120.021;-5.24978;87.6625;-7.74607;16.3557;-15.6352;-9.655;
0.270084;-0.975184;0.00529826;-106.538;-5.24947;19.1245;0.00589126;0.0160585;-1.74977;119.965;-5.24976;87.6064;-7.74582;16.3142;-15.6227;-9.655;
0.280087;-0.979663;0.00519823;-106.484;-5.24944;19.089;0.00585964;0.0167251;-1.74974;119.909;-5.24974;87.5503;-7.74557;16.2726;-15.6102;-9.655;
0.29009;-0.984088;0.00510001;-106.432;-5.24941;19.0539;0.00582587;0.0173809;-1.74972;119.852;-5.24971;87.4939;-7.74532;16.2309;-15.5977;-9.655;
0.300093;-0.988982;0.00500613;-106.379;-5.24938;19.0183;0.00578909;0.0180407;-1.74969;119.795;-5.24969;87.4372;-7.74506;16.1892;-15.5852;-9.655;
0.310096;-0.995545;0.00492932;-106.326;-5.24934;18.9825;0.0057499;0.0187;-1.74966;119.739;-5.24966;87.3805;-7.7448;16.1474;-15.5727;-9.655;
0.320099;-1.00328;0.00487578;-106.273;-5.24931;18.9463;0.00570925;0.0193592;-1.74963;119.682;-5.24963;87.3238;-7.74455;16.1056;-15.5603;-9.655;
0.330102;-1.01099;0.00484794;-106.222;-5.24928;18.9112;0.00566956;0.0199927;-1.74961;119.625;-5.2496;87.2671;-7.74429;16.0638;-15.5483;-9.655;
0.340105;-1.01883;0.00484343;-106.17;-5.24924;18.8747;0.00562898;0.020644;-1.74957;119.568;-5.24957;87.2104;-7.74404;16.0222;-15.5362;-9.655;
0.350108;-1.026;0.0048593;-106.117;-5.24921;18.838;0.00558958;0.0212943;-1.74954;119.511;-5.24953;87.1537;-7.74379;15.9807;-15.5241;-9.655;
0.360111;-1.03176;0.00488223;-106.064;-5.24917;18.8005;0.00555129;0.0219511;-1.7495;119.454;-5.2495;87.097;-7.74353;15.9391;-15.5121;-9.655;
0.370115;-1.03898;0.0049129;-106.012;-5.24914;18.763;0.00551487;0.0226048;-1.74947;119.397;-5.24946;87.0403;-7.74328;15.8976;-15.5001;-9.65415;
0.380118;-1.04584;0.00492376;-105.961;-5.2491;18.726;0.00548092;0.0232424;-1.74944;119.341;-5.24943;86.9836;-7.74303;15.8561;-15.4889;-9.64919;
0.390121;-1.05203;0.00495767;-105.911;-5.24907;18.69;0.00544985;0.0238563;-1.7494;119.283;-5.24939;86.9265;-7.74278;15.8145;-15.4777;-9.64423;
0.400124;-1.05786;0.00501025;-105.86;-5.24903;18.6524;0.00541997;0.0244943;-1.74935;119.226;-5.24934;86.8691;-7.74253;15.7728;-15.4664;-9.63928;
0.410127;-1.06294;0.00506772;-105.81;-5.24899;18.6157;0.00539368;0.0251111;-1.74931;119.168;-5.2493;86.8118;-7.74228;15.7311;-15.4552;-9.63432;
0.42013;-1.06823;0.00513335;-105.753;-5.24895;18.5732;0.00536681;0.0258215;-1.74927;119.111;-5.24926;86.7544;-7.74204;15.6895;-15.4446;-9.62853;
0.430133;-1.07255;0.00518516;-105.702;-5.24891;18.5351;0.00534612;0.0264537;-1.74923;119.053;-5.24922;86.6971;-7.74179;15.6478;-15.4366;-9.61892;
0.440136;-1.0768;0.00522928;-105.65;-5.24887;18.496;0.00532757;0.0270979;-1.74918;118.996;-5.24917;86.6402;-7.74155;15.6067;-15.4287;-9.6093;
0.450139;-1.08092;0.00526319;-105.599;-5.24884;18.4573;0.00531154;0.0277307;-1.74914;118.939;-5.24912;86.5836;-7.74132;15.5659;-15.4208;-9.59969;
0.460142;-1.08509;0.00528703;-105.548;-5.2488;18.4186;0.00529753;0.0283605;-1.74909;118.882;-5.24908;86.5271;-7.74109;15.5251;-15.4128;-9.59007;
0.470145;-1.0892;0.00530034;-105.5;-5.24876;18.3818;0.00528577;0.0289557;-1.74904;118.825;-5.24903;86.4705;-7.74085;15.4843;-15.4054;-9.5801;
0.480149;-1.09358;0.00530725;-105.45;-5.24872;18.3432;0.00527471;0.0295758;-1.749;118.768;-5.24898;86.4139;-7.74062;15.4436;-15.4008;-9.56822;
0.490152;-1.0981;0.00530776;-105.4;-5.24868;18.3047;0.00526471;0.0301898;-1.74894;118.71;-5.24893;86.3558;-7.74039;15.4019;-15.3961;-9.55634;
0.500155;-1.10342;0.00530169;-105.344;-5.24863;18.2611;0.00525432;0.0308821;-1.74889;118.65;-5.24887;86.2966;-7.74016;15.3596;-15.3915;-9.54446;
0.510158;-1.10848;0.00529047;-105.293;-5.24859;18.2211;0.00524555;0.0315115;-1.74883;118.591;-5.24881;86.2373;-7.73993;15.3173;-15.3868;-9.53258;
0.520161;-1.11346;0.00527595;-105.245;-5.24855;18.1828;0.00523759;0.0321091;-1.74877;118.531;-5.24875;86.178;-7.7397;15.275;-15.3825;-9.52063;
0.530164;-1.1186;0.00525811;-105.196;-5.24851;18.1443;0.00522987;0.0327071;-1.74872;118.471;-5.2487;86.1188;-7.73947;15.2327;-15.3801;-9.50837;
0.540167;-1.12454;0.00557413;-105.142;-5.24846;18.1007;0.00522617;0.0333786;-1.74866;118.412;-5.24864;86.0597;-7.73926;15.1907;-15.3776;-9.49611;
0.55017;-1.1299;0.00922989;-105.094;-5.24842;18.0622;0.00529536;0.0339716;-1.74859;118.352;-5.24857;86.0007;-7.73904;15.1491;-15.3751;-9.48385;
0.560173;-1.13567;0.00727761;-105.043;-5.24837;18.0206;0.00538341;0.034622;-1.74853;118.293;-5.24851;85.9418;-7.73883;15.1074;-15.3727;-9.4716;
0.570176;-1.14172;0.00639643;-104.991;-5.24832;17.9775;0.00542459;0.0353072;-1.74847;118.234;-5.24844;85.8828;-7.73862;15.0658;-15.3705;-9.45929;
0.58018;-1.14747;0.00610163;-104.941;-5.24828;17.9363;0.00544206;0.0359649;-1.7484;118.174;-5.24838;85.8238;-7.73841;15.0241;-15.3692;-9.44686;
0.590183;-1.15324;0.00484869;-104.891;-5.24823;17.8948;0.00541198;0.0366274;-1.74834;118.114;-5.24831;85.7645;-7.73821;14.9824;-15.3679;-9.43443;
0.600186;-1.15901;0.00358742;-104.841;-5.24818;17.8529;0.00530868;0.0372803;-1.74827;118.054;-5.24824;85.7048;-7.73801;14.9407;-15.3666;-9.42199;
0.610189;-1.1647;0.0047265;-104.792;-5.24814;17.8111;0.00526399;0.037913;-1.7482;117.994;-5.24817;85.6452;-7.73781;14.8991;-15.3652;-9.40956;
0.620192;-1.1703;0.00513097;-104.743;-5.24809;17.7696;0.00524958;0.0385296;-1.74813;117.934;-5.2481;85.5855;-7.73761;14.8574;-15.364;-9.39711;
0.630195;-1.17599;0.00519376;-104.693;-5.24804;17.7269;0.00524542;0.0391525;-1.74806;117.874;-5.24803;85.5259;-7.73742;14.8157;-15.3633;-9.38457;
0.640198;-1.18107;0.0051136;-104.648;-5.248;17.6884;0.0052423;0.0397081;-1.74798;117.813;-5.24795;85.4657;-7.73723;14.774;-15.3626;-9.37203;
0.650201;-1.187;0.00495665;-104.596;-5.24795;17.6431;0.00523549;0.0403553;-1.7479;117.752;-5.24787;85.4053;-7.73705;14.7323;-15.3619;-9.35949;
0.660204;-1.1927;0.00479825;-104.546;-5.2479;17.5993;0.00522421;0.0409761;-1.74782;117.691;-5.2478;85.3449;-7.73687;14.6906;-15.3611;-9.34695;
0.670207;-1.19811;0.00466738;-104.499;-5.24785;17.5574;0.00520923;0.0415637;-1.74775;117.63;-5.24772;85.2845;-7.73669;14.649;-15.3605;-9.33443;
0.68021;-1.20362;0.00456418;-104.45;-5.2478;17.5146;0.00519085;0.0421612;-1.74767;117.569;-5.24764;85.2242;-7.7365;14.6073;-15.3601;-9.32198;
0.690214;-1.20913;0.00683729;-104.402;-5.24775;17.4717;0.00525935;0.0427594;-1.74759;117.507;-5.24756;85.1635;-7.73633;14.5657;-15.3597;-9.30953;
0.700217;-1.21434;0.0064284;-104.357;-5.2477;17.431;0.00532676;0.0433358;-1.7475;117.446;-5.24747;85.1026;-7.73617;14.5242;-15.3593;-9.29708;
0.71022;-1.22053;0.00560558;-104.304;-5.24764;17.3828;0.00534909;0.0440315;-1.74742;117.384;-5.24738;85.0418;-7.736;14.4827;-15.3589;-9.28463;
0.720223;-1.22624;0.00535491;-104.255;-5.24759;17.3381;0.00535177;0.044678;-1.74733;117.323;-5.2473;84.9809;-7.73584;14.4412;-15.3585;-9.27217;
0.730226;-1.23188;0.00533508;-104.207;-5.24754;17.294;0.0053501;0.0453173;-1.74725;117.261;-5.24721;84.92;-7.73567;14.3997;-15.3582;-9.25967;
0.740229;-1.23761;0.0054078;-104.159;-5.24748;17.2491;0.00535002;0.0459653;-1.74716;117.199;-5.24712;84.8585;-7.73552;14.358;-15.358;-9.24717;
0.750232;-1.24315;0.00548767;-104.112;-5.24743;17.2056;0.00535351;0.04659;-1.74706;117.136;-5.24703;84.7966;-7.73537;14.3163;-15.3578;-9.23467;
0.760235;-1.24883;0.0055456;-104.064;-5.24738;17.1609;0.00536015;0.0472282;-1.74697;117.073;-5.24694;84.7347;-7.73522;14.2745;-15.3575;-9.22217;
0.770238;-1.2546;0.00556736;-104.016;-5.24732;17.1153;0.00536917;0.047875;-1.74688;117.01;-5.24684;84.6727;-7.73507;14.2328;-15.3573;-9.20968;
0.780241;-1.26029;0.00555074;-103.969;-5.24727;17.0701;0.00537904;0.0485123;-1.74678;116.948;-5.24675;84.6108;-7.73492;14.191;-15.3571;-9.19722;
0.790245;-1.26602;0.00550019;-103.921;-5.24721;17.0243;0.00538861;0.0491523;-1.74669;116.884;-5.24665;84.5485;-7.73477;14.1493;-15.357;-9.18475;
