Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.096086;-0.30582;-107.989;-5.25;19.9997;-0.001663;-1.15061e-005;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0100011;-0.608803;-0.206096;-107.949;-5.25001;19.9879;-0.00776039;-0.000531352;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0200021;-0.82188;-0.12764;-107.893;-5.25004;19.9609;-0.0129686;-0.00214579;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0300032;-0.859104;-0.0923341;-107.838;-5.25009;19.9303;-0.0159191;-0.0045709;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0400042;-0.864706;-0.0771997;-107.782;-5.25014;19.8991;-0.0178784;-0.00753524;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0500053;-0.869573;-0.0721345;-107.727;-5.2502;19.8679;-0.019375;-0.0108857;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0600064;-0.887268;-0.0731943;-107.672;-5.25027;19.8361;-0.0207155;-0.0145307;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0700074;-0.906177;-0.0766276;-107.616;-5.25035;19.8036;-0.0220879;-0.0183684;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
0.0800085;-0.918153;-0.080821;-107.561;-5.25043;19.7707;-0.0235503;-0.0223137;-1.74998;120.722;-5.24997;88.3624;-7.74905;16.8768;-15.8129;-9.655;
