Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.0947937;0.147239;-107.989;-5.25;19.9998;0.000801092;5.5431e-006;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.01;-0.503969;0.108905;-107.957;-5.25;19.9903;0.0031417;0.000205177;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.02;-0.81091;0.064713;-107.901;-5.24998;19.9653;0.00599252;0.000881815;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.03;-0.856898;0.0459827;-107.846;-5.24996;19.9352;0.00749384;0.00199519;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.0400001;-0.864299;0.0378471;-107.791;-5.24994;19.9039;0.00848075;0.00340031;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.0500001;-0.867866;0.0349251;-107.735;-5.24991;19.8726;0.00922203;0.00499631;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.0600001;-0.883565;0.0350086;-107.68;-5.24987;19.8411;0.00987011;0.00672032;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.0700001;-0.903905;0.0365141;-107.624;-5.24984;19.8086;0.0105256;0.00856093;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.0800001;-0.91668;0.0386092;-107.57;-5.2498;19.7758;0.0112208;0.0104498;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.0900001;-0.923837;0.0402206;-107.514;-5.24975;19.7425;0.0119703;0.012395;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.1;-0.928562;0.041018;-107.459;-5.24971;19.709;0.0127533;0.0143781;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.11;-0.932351;0.0408398;-107.407;-5.24966;19.677;0.0135009;0.0162829;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
0.12;-0.936256;0.0399222;-107.353;-5.2496;19.6435;0.0142588;0.0182837;-1.74998;120.732;-5.24998;88.3724;-7.74909;16.8843;-15.8129;-9.655;
