Time(s),Value(bpm)
0.137673,87
0.262673,87
0.387673,87
0.512673,87
0.637673,87
0.762673,87
0.887673,87
1.012673,87
1.137673,87
1.262673,88
1.387673,88
1.512673,88
1.637673,88
1.762673,88
1.887673,88
2.012673,88
2.137673,88
2.262673,88
2.387673,88
2.512673,88
2.637673,88
2.762673,88
2.887673,88
3.012673,88
3.137673,88
3.262673,88
3.387673,88
3.512673,89
3.637673,89
3.762673,89
3.887673,89
4.012673,89
4.137673,89
4.262673,89
4.387673,89
4.512673,89
4.637673,89
4.762673,89
4.887673,89
5.012673,89
5.137673,89
5.262673,89
5.387673,89
5.512673,89
5.637673,89
5.762673,89
5.887673,89
6.012673,89
6.137673,89
6.262673,89
6.387673,89
6.512673,89
6.637673,89
6.762673,89
6.887673,89
7.012673,89
7.137673,89
7.262673,89
7.387673,89
7.512673,89
7.637673,89
7.762673,89
7.887673,89
8.012673,89
8.137673,89
8.262673,89
8.387673,88
8.512673,88
8.637673,88
8.762673,88
8.887673,88
9.012673,88
9.137673,88
9.262673,88
9.387673,88
9.512673,88
9.637673,88
9.762673,88
9.887673,88
10.012673,88
10.137673,88
10.262673,88
10.387673,88
10.512673,88
10.637673,88
10.762673,88
10.887673,88
11.012673,88
11.137673,88
11.262673,88
11.387673,88
11.512673,88
11.637673,88
11.762673,88
11.887673,88
12.012673,88
12.137673,88
12.262673,88
12.387673,88
12.512673,88
12.637673,88
12.762673,88
12.887673,88
13.012673,88
13.137673,88
13.262673,88
13.387673,88
13.512673,88
13.637673,88
13.762673,88
13.887673,88
14.012673,88
14.137673,87
14.262673,87
14.387673,87
14.512673,87
14.637673,87
14.762673,87
14.887673,87
15.012673,87
15.137673,87
15.262673,87
15.387673,87
15.512673,87
15.637673,87
15.762673,87
15.887673,87
16.012673,87
16.137673,87
16.262673,87
16.387673,87
16.512673,87
16.637673,86
16.762673,86
16.887673,86
17.012673,86
17.137673,86
17.262673,86
17.387673,86
17.512673,86
17.637673,86
17.762673,86
17.887673,86
18.012673,86
18.137673,86
18.262673,86
18.387673,86
18.512673,86
18.637673,86
18.762673,86
18.887673,86
19.012673,86
19.137673,86
19.262673,86
19.387673,86
19.512673,86
19.637673,86
19.762673,86
19.887673,86
20.012673,86
20.137673,86
20.262673,86
20.387673,86
20.512673,86
20.637673,86
20.762673,86
20.887673,86
21.012673,86
21.137673,86
21.262673,86
21.387673,86
21.512673,86
21.637673,86
21.762673,86
21.887673,86
22.012673,86
22.137673,85
22.262673,85
22.387673,85
22.512673,85
22.637673,85
22.762673,85
22.887673,85
23.012673,85
23.137673,85
23.262673,85
23.387673,85
23.512673,85
23.637673,85
23.762673,85
23.887673,85
24.012673,85
24.137673,85
24.262673,85
24.387673,85
24.512673,85
24.637673,85
24.762673,84
24.887673,84
25.012673,84
25.137673,84
25.262673,84
25.387673,84
25.512673,84
25.637673,84
25.762673,84
25.887673,84
26.012673,84
26.137673,84
26.262673,84
26.387673,83
26.512673,83
26.637673,83
26.762673,83
26.887673,83
27.012673,83
27.137673,83
27.262673,83
27.387673,83
27.512673,83
27.637673,83
27.762673,83
27.887673,83
28.012673,83
28.137673,83
28.262673,82
28.387673,82
28.512673,82
28.637673,82
28.762673,82
28.887673,82
29.012673,82
29.137673,82
29.262673,82
29.387673,82
29.512673,82
29.637673,81
29.762673,81
29.887673,81
30.012673,81
30.137673,81
30.262673,81
30.387673,81
30.512673,81
30.637673,81
30.762673,80
30.887673,80
31.012673,80
31.137673,80
31.262673,80
31.387673,80
31.512673,80
31.637673,79
31.762673,79
31.887673,79
32.012673,79
32.137673,79
32.262673,79
32.387673,79
32.512673,79
32.637673,78
32.762673,78
32.887673,78
33.012673,78
33.137673,78
33.262673,78
33.387673,77
33.512673,77
33.637673,77
33.762673,77
33.887673,77
34.012673,77
34.137673,77
34.262673,77
34.387673,77
34.512673,77
34.637673,77
34.762673,76
34.887673,76
35.012673,76
35.137673,76
35.262673,76
35.387673,76
35.512673,76
35.637673,76
35.762673,76
35.887673,76
36.012673,76
36.137673,76
36.262673,76
36.387673,76
36.512673,76
36.637673,76
36.762673,76
36.887673,76
37.012673,76
37.137673,75
37.262673,75
37.387673,75
37.512673,75
37.637673,75
37.762673,75
37.887673,75
38.012673,75
38.137673,75
38.262673,75
38.387673,75
38.512673,75
38.637673,75
38.762673,75
38.887673,75
39.012673,75
39.137673,75
39.262673,74
39.387673,74
39.512673,74
39.637673,74
39.762673,74
39.887673,74
40.012673,74
40.137673,74
40.262673,75
40.387673,75
40.512673,75
40.637673,75
40.762673,75
40.887673,75
41.012673,75
41.137673,75
41.262673,75
41.387673,75
41.512673,75
41.637673,75
41.762673,75
41.887673,75
42.012673,75
42.137673,75
42.262673,75
42.387673,75
42.512673,75
42.637673,75
42.762673,75
42.887673,75
43.012673,75
43.137673,75
43.262673,75
43.387673,75
43.512673,75
43.637673,76
43.762673,76
43.887673,76
44.012673,76
44.137673,76
44.262673,76
44.387673,76
44.512673,76
44.637673,76
44.762673,76
44.887673,76
45.012673,76
45.137673,76
45.262673,76
45.387673,76
45.512673,76
45.637673,76
45.762673,76
45.887673,76
46.012673,76
46.137673,76
46.262673,77
46.387673,77
46.512673,77
46.637673,77
46.762673,77
46.887673,77
47.012673,77
47.137673,77
47.262673,77
47.387673,77
47.512673,77
47.637673,77
47.762673,77
47.887673,77
48.012673,77
48.137673,77
48.262673,77
48.387673,77
48.512673,77
48.637673,77
48.762673,77
48.887673,77
49.012673,77
49.137673,77
49.262673,77
49.387673,77
49.512673,77
49.637673,77
49.762673,77
49.887673,77
50.012673,77
50.137673,77
50.262673,77
50.387673,77
50.512673,77
50.637673,77
50.762673,77
50.887673,77
51.012673,77
51.137673,77
51.262673,77
51.387673,76
51.512673,76
51.637673,76
51.762673,76
51.887673,76
52.012673,76
52.137673,76
52.262673,76
52.387673,76
52.512673,76
52.637673,75
52.762673,75
52.887673,75
53.012673,75
53.137673,75
53.262673,75
53.387673,75
53.512673,75
53.637673,75
53.762673,75
53.887673,75
54.012673,75
54.137673,75
54.262673,75
54.387673,75
54.512673,75
54.637673,75
54.762673,75
54.887673,75
55.012673,75
55.137673,75
55.262673,75
55.387673,75
55.512673,75
55.637673,75
55.762673,75
55.887673,75
56.012673,75
56.137673,75
56.262673,75
56.387673,75
56.512673,75
56.637673,75
56.762673,75
56.887673,75
57.012673,75
57.137673,75
57.262673,75
57.387673,75
57.512673,76
57.637673,76
57.762673,76
57.887673,76
58.012673,76
58.137673,76
58.262673,76
58.387673,76
58.512673,76
58.637673,76
58.762673,76
58.887673,76
59.012673,76
59.137673,76
59.262673,76
