Time(s),Value(bpm)
0.1743069,91
0.2993069,91
0.4243069,91
0.5493069,91
0.6743069,91
0.7993069,91
0.9243069,91
1.0493069,91
1.1743069,91
1.2993069,91
1.4243069,91
1.5493069,91
1.6743069,91
1.7993069,91
1.9243069,91
2.0493069,91
2.1743069,91
2.2993069,91
2.4243069,0
2.5493069,0
2.6743069,0
2.7993069,0
2.9243069,0
3.0493069,91
3.1743069,91
3.2993069,91
3.4243069,91
3.5493069,91
3.6743069,91
3.7993069,91
3.9243069,91
4.0493069,0
4.1743069,0
4.2993069,0
4.4243069,0
4.5493069,0
4.6743069,0
4.7993069,0
4.9243069,0
5.0493069,0
5.1743069,0
5.2993069,0
5.4243069,0
5.5493069,0
5.6743069,91
5.7993069,0
5.9243069,0
6.0493069,0
6.1743069,0
6.2993069,0
6.4243069,0
6.5493069,0
6.6743069,0
6.7993069,0
6.9243069,0
7.0493069,0
7.1743069,0
7.2993069,0
7.4243069,0
7.5493069,0
7.6743069,91
7.7993069,91
7.9243069,91
8.0493069,91
8.1743069,91
8.2993069,91
8.4243069,91
8.5493069,91
8.6743069,91
8.7993069,91
8.9243069,91
9.0493069,91
9.1743069,91
9.2993069,91
9.4243069,91
9.5493069,91
9.6743069,89
9.7993069,89
9.9243069,89
10.0493069,89
10.1743069,89
10.2993069,89
10.4243069,89
10.5493069,89
10.6743069,89
10.7993069,89
10.9243069,89
11.0493069,89
11.1743069,89
11.2993069,89
11.4243069,89
11.5493069,89
11.6743069,89
11.7993069,89
11.9243069,89
12.0493069,89
12.1743069,0
12.2993069,0
12.4243069,0
12.5493069,0
12.6743069,0
12.7993069,0
12.9243069,0
13.0493069,89
13.1743069,89
13.2993069,0
13.4243069,0
13.5493069,89
13.6743069,89
13.7993069,0
13.9243069,0
14.0493069,0
14.1743069,0
14.2993069,0
14.4243069,0
14.5493069,0
14.6743069,0
14.7993069,0
14.9243069,0
15.0493069,0
15.1743069,0
15.2993069,0
15.4243069,0
15.5493069,0
15.6743069,0
15.7993069,0
15.9243069,0
16.0493069,0
16.1743069,0
16.2993069,0
16.4243069,0
16.5493069,0
16.6743069,0
16.7993069,0
16.9243069,0
17.0493069,0
17.1743069,0
17.2993069,0
17.4243069,0
17.5493069,0
17.6743069,0
17.7993069,0
17.9243069,0
18.0493069,0
18.1743069,0
18.2993069,0
18.4243069,89
18.5493069,89
18.6743069,89
18.7993069,89
18.9243069,89
19.0493069,89
19.1743069,89
19.2993069,89
19.4243069,89
19.5493069,89
19.6743069,89
19.7993069,89
19.9243069,89
20.0493069,89
20.1743069,89
20.2993069,89
20.4243069,89
20.5493069,0
20.6743069,0
20.7993069,0
20.9243069,0
21.0493069,0
21.1743069,0
21.2993069,0
21.4243069,0
21.5493069,0
21.6743069,0
21.7993069,0
21.9243069,0
22.0493069,0
22.1743069,0
22.2993069,0
22.4243069,0
22.5493069,0
22.6743069,0
22.7993069,0
22.9243069,0
23.0493069,89
23.1743069,89
23.2993069,89
23.4243069,89
23.5493069,89
23.6743069,0
23.7993069,90
23.9243069,90
24.0493069,90
24.1743069,90
24.2993069,90
24.4243069,90
24.5493069,90
24.6743069,90
