Time(s),Value(bpm)
0.1608769,46
0.2858769,46
0.4108769,46
0.5358769,46
0.6608769,46
0.7858769,46
0.9108769,103
1.0358769,103
1.1608769,103
1.2858769,103
1.4108769,103
1.5358769,103
1.6608769,103
1.7858769,103
1.9108769,103
2.0358769,103
2.1608769,103
2.2858769,103
2.4108769,103
2.5358769,103
2.6608769,103
2.7858769,96
2.9108769,96
3.0358769,96
3.1608769,96
3.2858769,96
3.4108769,96
3.5358769,96
3.6608769,96
3.7858769,96
3.9108769,96
4.0358769,96
4.1608769,96
4.2858769,96
4.4108769,96
4.5358769,96
4.6608769,93
4.7858769,93
4.9108769,93
5.0358769,93
5.1608769,93
5.2858769,93
5.4108769,93
5.5358769,93
5.6608769,93
5.7858769,93
5.9108769,93
6.0358769,91
6.1608769,91
6.2858769,91
6.4108769,91
6.5358769,91
6.6608769,91
6.7858769,91
6.9108769,91
7.0358769,91
7.1608769,91
7.2858769,91
7.4108769,91
7.5358769,91
7.6608769,91
7.7858769,91
7.9108769,91
8.0358769,91
8.1608769,91
8.2858769,91
8.4108769,91
8.5358769,91
8.6608769,91
8.7858769,91
8.9108769,91
9.0358769,91
9.1608769,91
9.2858769,91
9.4108769,91
9.5358769,91
9.6608769,91
9.7858769,91
9.9108769,91
10.0358769,91
10.1608769,91
10.2858769,91
10.4108769,91
10.5358769,91
10.6608769,91
10.7858769,91
10.9108769,91
11.0358769,91
11.1608769,91
11.2858769,91
11.4108769,91
11.5358769,91
11.6608769,91
11.7858769,91
11.9108769,91
12.0358769,91
12.1608769,91
12.2858769,91
12.4108769,91
12.5358769,91
12.6608769,91
12.7858769,91
12.9108769,91
13.0358769,91
13.1608769,91
13.2858769,91
13.4108769,91
13.5358769,91
13.6608769,91
13.7858769,91
13.9108769,91
14.0358769,91
14.1608769,91
14.2858769,91
14.4108769,91
14.5358769,91
14.6608769,91
14.7858769,91
14.9108769,91
15.0358769,91
15.1608769,91
15.2858769,91
15.4108769,91
15.5358769,91
15.6608769,91
15.7858769,91
15.9108769,91
16.0358769,91
16.1608769,91
16.2858769,91
16.4108769,91
16.5358769,91
16.6608769,91
16.7858769,91
16.9108769,91
17.0358769,91
17.1608769,91
17.2858769,91
17.4108769,91
17.5358769,91
17.6608769,91
17.7858769,91
17.9108769,91
18.0358769,91
18.1608769,91
18.2858769,91
18.4108769,91
18.5358769,91
18.6608769,91
18.7858769,91
18.9108769,91
19.0358769,91
19.1608769,64
19.2858769,64
19.4108769,64
19.5358769,64
19.6608769,64
19.7858769,64
19.9108769,64
20.0358769,64
20.1608769,64
20.2858769,64
20.4108769,64
20.5358769,64
20.6608769,64
20.7858769,64
20.9108769,64
21.0358769,64
21.1608769,64
21.2858769,64
21.4108769,64
21.5358769,64
21.6608769,64
21.7858769,64
21.9108769,44
22.0358769,44
22.1608769,44
22.2858769,44
22.4108769,44
22.5358769,44
22.6608769,44
22.7858769,44
22.9108769,44
23.0358769,81
23.1608769,81
23.2858769,81
23.4108769,81
23.5358769,81
23.6608769,81
23.7858769,81
23.9108769,81
24.0358769,81
24.1608769,81
24.2858769,81
