Time(s),Value(bpm)
1181.0282347,72
1181.1532347,72
1181.2782347,72
1181.4032347,72
1181.5282347,72
1181.6532347,72
1181.7782347,72
1181.9032347,72
1182.0282347,72
1182.1532347,72
1182.2782347,72
1182.4032347,72
1182.5282347,72
1182.6532347,72
1182.7782347,72
1182.9032347,72
1183.0282347,72
1183.1532347,72
1183.2782347,72
1183.4032347,72
1183.5282347,72
1183.6532347,72
1183.7782347,72
1183.9032347,72
1184.0282347,72
1184.1532347,72
1184.2782347,72
1184.4032347,72
1184.5282347,72
1184.6532347,72
1184.7782347,72
1184.9032347,72
1185.0282347,72
1185.1532347,72
1185.2782347,72
1185.4032347,72
1185.5282347,72
1185.6532347,72
1185.7782347,72
1185.9032347,72
1186.0282347,72
1186.1532347,72
1186.2782347,72
1186.4032347,72
1186.5282347,72
1186.6532347,72
1186.7782347,72
1186.9032347,72
1187.0282347,72
1187.1532347,71
1187.2782347,71
1187.4032347,71
1187.5282347,71
1187.6532347,71
1187.7782347,71
1187.9032347,71
1188.0282347,71
1188.1532347,71
1188.2782347,71
1188.4032347,71
1188.5282347,71
1188.6532347,71
1188.7782347,71
1188.9032347,71
1189.0282347,71
1189.1532347,71
1189.2782347,71
1189.4032347,71
1189.5282347,71
1189.6532347,71
1189.7782347,69
1189.9032347,69
1190.0282347,69
1190.1532347,69
1190.2782347,69
1190.4032347,69
1190.5282347,69
1190.6532347,68
1190.7782347,68
1190.9032347,68
1191.0282347,68
1191.1532347,68
1191.2782347,68
1191.4032347,68
1191.5282347,69
1191.6532347,69
1191.7782347,69
1191.9032347,69
1192.0282347,69
1192.1532347,69
1192.2782347,69
1192.4032347,69
1192.5282347,69
1192.6532347,69
1192.7782347,69
1192.9032347,69
1193.0282347,69
1193.1532347,69
1193.2782347,69
1193.4032347,69
1193.5282347,69
1193.6532347,69
1193.7782347,69
1193.9032347,69
1194.0282347,69
1194.1532347,69
1194.2782347,69
1194.4032347,69
1194.5282347,69
1194.6532347,69
1194.7782347,69
1194.9032347,69
1195.0282347,69
1195.1532347,69
1195.2782347,69
1195.4032347,69
1195.5282347,69
1195.6532347,69
1195.7782347,69
1195.9032347,69
1196.0282347,69
1196.1532347,69
1196.2782347,69
1196.4032347,69
1196.5282347,69
1196.6532347,68
1196.7782347,68
1196.9032347,68
1197.0282347,68
1197.1532347,68
1197.2782347,68
1197.4032347,68
1197.5282347,68
1197.6532347,68
1197.7782347,68
1197.9032347,68
1198.0282347,68
1198.1532347,68
1198.2782347,68
1198.4032347,68
1198.5282347,68
1198.6532347,68
1198.7782347,68
1198.9032347,68
1199.0282347,68
1199.1532347,68
1199.2782347,68
1199.4032347,67
1199.5282347,67
1199.6532347,67
1199.7782347,67
1199.9032347,67
1200.0282347,67
1200.1532347,67
1200.2782347,66
1200.4032347,66
1200.5282347,66
1200.6532347,66
1200.7782347,66
1200.9032347,66
1201.0282347,66
1201.1532347,66
1201.2782347,66
1201.4032347,66
1201.5282347,66
1201.6532347,66
1201.7782347,66
1201.9032347,66
1202.0282347,66
1202.1532347,66
1202.2782347,66
1202.4032347,66
1202.5282347,66
1202.6532347,66
1202.7782347,66
1202.9032347,66
1203.0282347,66
1203.1532347,66
1203.2782347,66
1203.4032347,66
1203.5282347,66
1203.6532347,69
1203.7782347,69
1203.9032347,69
1204.0282347,69
1204.1532347,69
1204.2782347,69
1204.4032347,71
1204.5282347,71
1204.6532347,71
1204.7782347,71
1204.9032347,71
