Time(s),Value(bpm)
0.1335057,92
0.2585057,92
0.3835057,92
0.5085057,92
0.6335057,92
0.7585057,92
0.8835057,92
1.0085057,92
1.1335057,92
1.2585057,92
1.3835057,93
1.5085057,93
1.6335057,93
1.7585057,93
1.8835057,93
2.0085057,93
2.1335057,93
2.2585057,93
2.3835057,93
2.5085057,93
2.6335057,94
2.7585057,94
2.8835057,94
3.0085057,94
3.1335057,94
3.2585057,95
3.3835057,95
3.5085057,95
3.6335057,96
3.7585057,96
3.8835057,96
4.0085057,96
4.1335057,96
4.2585057,96
4.3835057,96
4.5085057,97
4.6335057,97
4.7585057,97
4.8835057,97
5.0085057,97
5.1335057,97
5.2585057,98
5.3835057,98
5.5085057,98
5.6335057,98
5.7585057,98
5.8835057,98
6.0085057,98
6.1335057,98
6.2585057,98
6.3835057,98
6.5085057,98
6.6335057,98
6.7585057,98
6.8835057,98
7.0085057,98
7.1335057,98
7.2585057,98
7.3835057,98
7.5085057,98
7.6335057,98
7.7585057,98
7.8835057,98
8.0085057,98
8.1335057,98
8.2585057,98
8.3835057,98
8.5085057,98
8.6335057,98
8.7585057,98
8.8835057,98
9.0085057,98
9.1335057,98
9.2585057,98
9.3835057,98
9.5085057,97
9.6335057,97
9.7585057,97
9.8835057,97
10.0085057,97
10.1335057,97
10.2585057,97
10.3835057,97
10.5085057,97
10.6335057,97
10.7585057,97
10.8835057,97
11.0085057,97
11.1335057,97
11.2585057,97
11.3835057,98
11.5085057,98
11.6335057,98
11.7585057,98
11.8835057,98
12.0085057,98
12.1335057,98
12.2585057,98
12.3835057,98
12.5085057,98
12.6335057,98
12.7585057,98
12.8835057,98
13.0085057,98
13.1335057,98
13.2585057,98
13.3835057,98
13.5085057,98
13.6335057,98
13.7585057,98
13.8835057,98
14.0085057,98
14.1335057,98
14.2585057,98
14.3835057,98
14.5085057,98
14.6335057,98
14.7585057,98
14.8835057,98
15.0085057,98
15.1335057,98
15.2585057,98
15.3835057,98
15.5085057,98
15.6335057,98
15.7585057,98
15.8835057,98
16.0085057,98
16.1335057,98
16.2585057,98
16.3835057,98
16.5085057,98
16.6335057,98
16.7585057,98
16.8835057,98
17.0085057,98
17.1335057,98
17.2585057,98
17.3835057,98
17.5085057,98
17.6335057,98
17.7585057,98
17.8835057,98
18.0085057,98
18.1335057,98
18.2585057,98
18.3835057,98
18.5085057,98
18.6335057,98
18.7585057,98
18.8835057,98
19.0085057,98
19.1335057,98
19.2585057,99
19.3835057,99
19.5085057,99
19.6335057,99
19.7585057,99
19.8835057,99
20.0085057,99
20.1335057,99
20.2585057,99
20.3835057,99
20.5085057,99
20.6335057,99
20.7585057,99
20.8835057,99
21.0085057,100
21.1335057,100
21.2585057,100
21.3835057,100
21.5085057,100
21.6335057,100
21.7585057,100
21.8835057,101
22.0085057,101
22.1335057,101
22.2585057,101
22.3835057,101
22.5085057,101
22.6335057,101
22.7585057,101
22.8835057,101
23.0085057,101
23.1335057,101
23.2585057,101
23.3835057,101
23.5085057,102
23.6335057,102
23.7585057,102
23.8835057,102
24.0085057,102
24.1335057,102
24.2585057,102
24.3835057,102
24.5085057,102
24.6335057,102
24.7585057,101
24.8835057,101
25.0085057,101
25.1335057,101
25.2585057,101
25.3835057,101
25.5085057,101
25.6335057,101
25.7585057,101
25.8835057,101
26.0085057,101
26.1335057,101
26.2585057,101
26.3835057,100
26.5085057,100
26.6335057,100
26.7585057,100
26.8835057,100
27.0085057,100
27.1335057,100
27.2585057,100
27.3835057,100
27.5085057,100
27.6335057,100
27.7585057,100
27.8835057,99
28.0085057,99
28.1335057,99
28.2585057,99
28.3835057,99
28.5085057,99
28.6335057,99
28.7585057,99
28.8835057,99
29.0085057,99
29.1335057,99
29.2585057,99
29.3835057,99
29.5085057,99
29.6335057,99
29.7585057,99
29.8835057,98
30.0085057,98
30.1335057,98
30.2585057,98
30.3835057,98
