Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;0.683372;-0.197644;-1371.22;-15.9432;30.001;-0.000713233;-2.48368e-006;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0100001;2.45931;-0.144473;-1371.15;-15.9432;30.0622;-0.00513883;-0.000333059;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0200002;2.45597;-0.114217;-1371.07;-15.9432;30.1513;-0.00907546;-0.00142422;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0300004;2.35281;-0.0972289;-1370.99;-15.9433;30.2377;-0.0119358;-0.00310363;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0400005;2.25057;-0.088136;-1370.9;-15.9433;30.3207;-0.0141149;-0.00525652;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0500006;2.14964;-0.082406;-1370.82;-15.9434;30.4006;-0.0158333;-0.00778386;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0600007;2.05096;-0.0795419;-1370.73;-15.9434;30.4757;-0.0172361;-0.010587;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0700008;1.97504;-0.0780907;-1370.65;-15.9435;30.5482;-0.0184573;-0.0136224;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.080001;2.0108;-0.0775132;-1370.56;-15.9436;30.6194;-0.0195441;-0.0168092;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0900011;2.18578;-0.0770852;-1370.48;-15.9437;30.6944;-0.0205363;-0.0201498;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.100001;2.49571;-0.0768204;-1370.39;-15.9437;30.7796;-0.0214375;-0.0236356;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4931;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.110001;2.89173;-0.0746391;-1370.3;-15.9438;30.8771;-0.0222247;-0.0272098;-1321.09;-12.4432;-1420.88;-15.9432;-1271.08;-20.4432;-1240.2;-19.4978;-1320.63;-15.9432;-1220.8;-12.4432;-1335.24;-19.4432;-1295.44;-22.3432;-1173.17;-22.3482;-1164.75;-22.3482;-1210.32;-19.4431;-1152.39;-15.9432;-1115.33;-8.94321;
0.120001;3.34241;-0.0735108;-1370.22;-15.944;30.9892;-0.0228899;-0.0308502;-1320.98;-12.4432;-1420.8;-15.9432;-1271.08;-20.4432;-1240.15;-19.5096;-1320.53;-15.9431;-1220.71;-12.4432;-1335.19;-19.4431;-1295.42;-22.3432;-1173.16;-22.3482;-1164.74;-22.3482;-1210.26;-19.4431;-1152.28;-15.9432;-1115.33;-8.94321;
0.130002;3.81701;-0.0740561;-1370.13;-15.9441;31.1181;-0.0235408;-0.034568;-1320.87;-12.4431;-1420.72;-15.9431;-1271.08;-20.4432;-1240.11;-19.5214;-1320.44;-15.9431;-1220.63;-12.4431;-1335.13;-19.4431;-1295.41;-22.3432;-1173.15;-22.3482;-1164.73;-22.3482;-1210.21;-19.4431;-1152.16;-15.9432;-1115.33;-8.94321;
0.140002;4.26905;-0.0735547;-1370.04;-15.9442;31.265;-0.0241449;-0.0383213;-1320.76;-12.4431;-1420.63;-15.9431;-1271.08;-20.4432;-1240.07;-19.5332;-1320.34;-15.9431;-1220.55;-12.4431;-1335.07;-19.4431;-1295.4;-22.3432;-1173.14;-22.3482;-1164.72;-22.3482;-1210.15;-19.443;-1152.05;-15.9432;-1115.33;-8.94321;
0.150002;4.66038;-0.072682;-1369.96;-15.9443;31.4225;-0.0246752;-0.0420348;-1320.65;-12.4431;-1420.55;-15.9431;-1271.08;-20.4432;-1240.02;-19.5449;-1320.24;-15.9431;-1220.46;-12.4431;-1335.02;-19.4431;-1295.39;-22.3432;-1173.12;-22.3482;-1164.71;-22.3482;-1210.1;-19.443;-1151.94;-15.9431;-1115.33;-8.94321;
0.160002;4.97585;-0.0753533;-1369.87;-15.9444;31.5932;-0.0251795;-0.0458218;-1320.54;-12.4431;-1420.47;-15.9431;-1271.08;-20.4432;-1239.98;-19.557;-1320.14;-15.9431;-1220.38;-12.4431;-1334.96;-19.443;-1295.37;-22.3432;-1173.11;-22.3482;-1164.7;-22.3482;-1210.04;-19.443;-1151.83;-15.9431;-1115.33;-8.94321;
0.170002;5.19225;-0.0746932;-1369.79;-15.9446;31.7775;-0.0257111;-0.0497665;-1320.43;-12.4431;-1420.38;-15.9431;-1271.08;-20.4432;-1239.94;-19.5695;-1320.05;-15.943;-1220.3;-12.4431;-1334.91;-19.443;-1295.36;-22.3432;-1173.1;-22.3482;-1164.69;-22.3482;-1209.99;-19.443;-1151.72;-15.9431;-1115.33;-8.94321;
0.180002;5.25503;-0.0739168;-1369.7;-15.9447;31.9644;-0.0261491;-0.0537278;-1320.31;-12.443;-1420.3;-15.9431;-1271.08;-20.4432;-1239.89;-19.582;-1319.95;-15.943;-1220.21;-12.4431;-1334.85;-19.443;-1295.35;-22.3432;-1173.09;-22.3482;-1164.68;-22.3482;-1209.93;-19.4429;-1151.61;-15.9431;-1115.33;-8.94321;
0.190002;5.17176;-0.073825;-1369.61;-15.9449;32.1526;-0.0265375;-0.0577803;-1320.2;-12.443;-1420.22;-15.943;-1271.08;-20.4432;-1239.85;-19.5945;-1319.85;-15.943;-1220.13;-12.443;-1334.8;-19.4429;-1295.34;-22.3433;-1173.07;-22.3482;-1164.67;-22.3482;-1209.87;-19.4429;-1151.5;-15.9431;-1115.33;-8.94321;
0.200002;4.95058;-0.0740457;-1369.52;-15.9451;32.3337;-0.0268926;-0.0618335;-1320.09;-12.443;-1420.13;-15.943;-1271.08;-20.4432;-1239.81;-19.607;-1319.76;-15.943;-1220.05;-12.443;-1334.74;-19.4429;-1295.32;-22.3433;-1173.06;-22.3482;-1164.66;-22.3482;-1209.82;-19.4428;-1151.39;-15.9431;-1115.33;-8.94321;
0.210003;4.59861;-0.0742836;-1369.43;-15.9453;32.5085;-0.0272368;-0.0660055;-1319.98;-12.443;-1420.05;-15.943;-1271.08;-20.4432;-1239.76;-19.6197;-1319.66;-15.9429;-1219.96;-12.443;-1334.69;-19.4429;-1295.31;-22.3433;-1173.05;-22.3482;-1164.65;-22.3482;-1209.76;-19.4428;-1151.28;-15.9431;-1115.33;-8.94321;
0.220003;4.14893;-0.074353;-1369.34;-15.9454;32.6609;-0.0275517;-0.0700364;-1319.87;-12.4429;-1419.97;-15.943;-1271.08;-20.4432;-1239.72;-19.6325;-1319.56;-15.9429;-1219.88;-12.443;-1334.63;-19.4428;-1295.3;-22.3433;-1173.04;-22.3482;-1164.64;-22.3482;-1209.71;-19.4427;-1151.16;-15.943;-1115.33;-8.94321;
0.230003;3.63505;-0.0742182;-1369.25;-15.9456;32.7955;-0.027849;-0.0740383;-1319.76;-12.4429;-1419.88;-15.9429;-1271.08;-20.4432;-1239.68;-19.6454;-1319.46;-15.9429;-1219.8;-12.4429;-1334.57;-19.4428;-1295.29;-22.3433;-1173.02;-22.3482;-1164.63;-22.3482;-1209.65;-19.4427;-1151.05;-15.943;-1115.33;-8.94321;
0.240003;3.03221;-0.073852;-1369.15;-15.9458;32.9218;-0.0281531;-0.078404;-1319.65;-12.4429;-1419.8;-15.9429;-1271.08;-20.4432;-1239.64;-19.6583;-1319.37;-15.9428;-1219.71;-12.4429;-1334.52;-19.4427;-1295.27;-22.3434;-1173.01;-22.3482;-1164.62;-22.3482;-1209.6;-19.4426;-1150.94;-15.943;-1115.34;-8.94321;
0.250003;2.44926;-0.0732713;-1369.06;-15.946;33.0218;-0.0284214;-0.08259;-1319.54;-12.4428;-1419.72;-15.9429;-1271.08;-20.4432;-1239.59;-19.6712;-1319.27;-15.9428;-1219.63;-12.4429;-1334.46;-19.4427;-1295.26;-22.3434;-1173;-22.3482;-1164.61;-22.3482;-1209.54;-19.4426;-1150.83;-15.943;-1115.34;-8.94321;
0.260003;1.96096;-0.0725637;-1368.98;-15.9462;33.0915;-0.0286328;-0.0862905;-1319.43;-12.4428;-1419.63;-15.9428;-1271.08;-20.4432;-1239.55;-19.6841;-1319.17;-15.9427;-1219.55;-12.4428;-1334.41;-19.4427;-1295.25;-22.3434;-1172.99;-22.3482;-1164.6;-22.3482;-1209.49;-19.4425;-1150.72;-15.943;-1115.34;-8.94321;
0.270003;1.46595;-0.0717298;-1368.89;-15.9465;33.1522;-0.0288401;-0.0904472;-1319.31;-12.4428;-1419.55;-15.9428;-1271.08;-20.4432;-1239.51;-19.6971;-1319.08;-15.9427;-1219.46;-12.4428;-1334.35;-19.4426;-1295.24;-22.3434;-1172.97;-22.3482;-1164.59;-22.3482;-1209.43;-19.4425;-1150.61;-15.943;-1115.34;-8.94321;
0.280003;1.01475;-0.0684657;-1368.79;-15.9467;33.1991;-0.0289428;-0.0948731;-1319.2;-12.4427;-1419.47;-15.9428;-1271.08;-20.4432;-1239.47;-19.7101;-1318.98;-15.9427;-1219.38;-12.4427;-1334.3;-19.4425;-1295.22;-22.3435;-1172.96;-22.3482;-1164.58;-22.3482;-1209.38;-19.4424;-1150.5;-15.9429;-1115.34;-8.94321;
