Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;1.17029;0.661377;-1371.21;-15.9432;30.0031;0.00363419;2.5837e-005;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0100016;2.27389;0.523777;-1371.16;-15.9432;30.053;0.0156365;0.00097988;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0200031;2.58721;0.399531;-1371.07;-15.9431;30.1471;0.0307153;0.00453991;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0300047;2.7737;0.339966;-1370.99;-15.943;30.2426;0.040677;0.0101918;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0400062;3.07685;0.306444;-1370.91;-15.9429;30.3446;0.0480569;0.017297;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0500078;3.48026;0.289194;-1370.83;-15.9427;30.4624;0.0541665;0.0259331;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0600093;3.93701;0.276678;-1370.74;-15.9425;30.5962;0.0591773;0.0356368;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0700109;4.39851;0.265335;-1370.66;-15.9422;30.7467;0.0631747;0.0461677;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0800124;4.83156;0.258141;-1370.57;-15.942;30.9138;0.0664771;0.0574632;-1321.13;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4934;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
