Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;1.17542;0.249573;-1371.21;-15.9432;30.0031;0.00137342;9.76359e-006;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0100018;2.42973;0.187858;-1371.15;-15.9432;30.064;0.00676022;0.000462039;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0200037;2.60747;0.147908;-1371.07;-15.9432;30.1562;0.0119267;0.00189309;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0300055;2.80735;0.125953;-1370.98;-15.9431;30.2537;0.015617;0.00410231;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0400073;3.13208;0.113541;-1370.9;-15.9431;30.3608;0.0184144;0.00692808;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0500091;3.54525;0.108039;-1370.81;-15.943;30.4808;0.0206481;0.0102343;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.060011;4.0051;0.103513;-1370.73;-15.9429;30.6175;0.0224625;0.0139375;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0700128;4.46803;0.0995541;-1370.64;-15.9428;30.7718;0.0239504;0.0179697;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0800146;4.89699;0.096784;-1370.56;-15.9427;30.9415;0.0251714;0.0222641;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0900164;5.26082;0.0943792;-1370.47;-15.9426;31.1241;0.0261618;0.026759;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.100018;5.52961;0.0933184;-1370.38;-15.9425;31.3169;0.0269403;0.0314132;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.11002;5.70711;0.0940696;-1370.3;-15.9424;31.517;0.0276068;0.0362159;-1321.06;-12.4432;-1420.86;-15.9432;-1271.08;-20.4432;-1240.18;-19.5011;-1320.6;-15.9432;-1220.77;-12.4432;-1335.23;-19.4431;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.31;-19.4431;-1152.36;-15.9432;-1115.33;-8.94321;
0.120022;5.79438;0.0964519;-1370.21;-15.9422;31.7304;0.0282644;0.041373;-1320.95;-12.4431;-1420.78;-15.9432;-1271.08;-20.4432;-1240.14;-19.5128;-1320.51;-15.9431;-1220.69;-12.4431;-1335.17;-19.4431;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.25;-19.4431;-1152.25;-15.9432;-1115.33;-8.94321;
0.130024;5.7624;0.0997157;-1370.12;-15.9421;31.9294;0.0288946;0.0462675;-1320.84;-12.4431;-1420.7;-15.9431;-1271.08;-20.4432;-1240.1;-19.5245;-1320.41;-15.9431;-1220.61;-12.4431;-1335.12;-19.4431;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.19;-19.4431;-1152.13;-15.9432;-1115.33;-8.94321;
0.140026;5.56201;0.103185;-1370.03;-15.9419;32.133;0.0296289;0.0514767;-1320.73;-12.4431;-1420.61;-15.9431;-1271.08;-20.4432;-1240.05;-19.5362;-1320.31;-15.9431;-1220.52;-12.4431;-1335.06;-19.4431;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.14;-19.443;-1152.02;-15.9432;-1115.33;-8.94321;
0.150027;5.19447;0.105523;-1369.94;-15.9418;32.3313;0.0304422;0.0568665;-1320.62;-12.4431;-1420.53;-15.9431;-1271.08;-20.4432;-1240.01;-19.548;-1320.22;-15.9431;-1220.44;-12.4431;-1335;-19.4431;-1295.43;-22.3432;-1173.17;-22.3482;-1164.74;-22.3482;-1210.08;-19.443;-1151.91;-15.9431;-1115.33;-8.94321;
0.160029;4.70931;0.10721;-1369.85;-15.9416;32.5084;0.0312637;0.0621052;-1320.51;-12.4431;-1420.45;-15.9431;-1271.08;-20.4432;-1239.97;-19.5602;-1320.12;-15.9431;-1220.36;-12.4431;-1334.95;-19.443;-1295.42;-22.3432;-1173.15;-22.3482;-1164.73;-22.3482;-1210.03;-19.443;-1151.8;-15.9431;-1115.33;-8.94321;
0.170031;4.1228;0.108316;-1369.76;-15.9414;32.6662;0.0321095;0.067346;-1320.4;-12.4431;-1420.36;-15.9431;-1271.08;-20.4432;-1239.92;-19.5728;-1320.02;-15.943;-1220.27;-12.4431;-1334.89;-19.443;-1295.4;-22.3432;-1173.14;-22.3482;-1164.72;-22.3482;-1209.97;-19.4429;-1151.69;-15.9431;-1115.33;-8.94321;
0.180033;3.46325;0.108692;-1369.67;-15.9412;32.8008;0.0329791;0.0726651;-1320.29;-12.443;-1420.28;-15.943;-1271.08;-20.4432;-1239.88;-19.5854;-1319.92;-15.943;-1220.19;-12.443;-1334.84;-19.443;-1295.39;-22.3432;-1173.13;-22.3482;-1164.71;-22.3482;-1209.92;-19.4429;-1151.58;-15.9431;-1115.33;-8.94321;
0.190035;2.7945;0.108285;-1369.58;-15.941;32.9121;0.0338391;0.077999;-1320.17;-12.443;-1420.19;-15.943;-1271.08;-20.4432;-1239.84;-19.5979;-1319.83;-15.943;-1220.11;-12.443;-1334.78;-19.4429;-1295.38;-22.3432;-1173.12;-22.3482;-1164.7;-22.3482;-1209.86;-19.4429;-1151.47;-15.9431;-1115.33;-8.94321;
0.200037;2.16173;0.107451;-1369.49;-15.9407;33.0009;0.034669;0.0833068;-1320.06;-12.443;-1420.11;-15.943;-1271.08;-20.4432;-1239.79;-19.6105;-1319.73;-15.943;-1220.02;-12.443;-1334.73;-19.4429;-1295.37;-22.3432;-1173.1;-22.3482;-1164.69;-22.3482;-1209.8;-19.4428;-1151.36;-15.9431;-1115.33;-8.94321;
0.210038;1.59057;0.106154;-1369.4;-15.9405;33.0686;0.0354599;0.0886365;-1319.95;-12.443;-1420.03;-15.943;-1271.08;-20.4432;-1239.75;-19.6233;-1319.63;-15.9429;-1219.94;-12.443;-1334.67;-19.4429;-1295.35;-22.3432;-1173.09;-22.3482;-1164.68;-22.3482;-1209.75;-19.4428;-1151.24;-15.9431;-1115.33;-8.94321;
0.22004;1.10787;0.104614;-1369.3;-15.9403;33.1166;0.0361905;0.0939747;-1319.84;-12.4429;-1419.94;-15.9429;-1271.08;-20.4432;-1239.71;-19.6361;-1319.53;-15.9429;-1219.86;-12.4429;-1334.61;-19.4428;-1295.34;-22.3432;-1173.08;-22.3482;-1164.67;-22.3482;-1209.69;-19.4427;-1151.13;-15.943;-1115.33;-8.94321;
0.230042;0.718907;0.10319;-1369.21;-15.94;33.1482;0.0368557;0.0992894;-1319.73;-12.4429;-1419.86;-15.9429;-1271.08;-20.4432;-1239.67;-19.649;-1319.44;-15.9429;-1219.77;-12.4429;-1334.56;-19.4428;-1295.33;-22.3433;-1173.07;-22.3482;-1164.66;-22.3482;-1209.64;-19.4427;-1151.02;-15.943;-1115.34;-8.94321;
0.240044;0.410999;0.101353;-1369.12;-15.9397;33.1681;0.0374555;0.104624;-1319.62;-12.4429;-1419.78;-15.9429;-1271.08;-20.4432;-1239.62;-19.6619;-1319.34;-15.9428;-1219.69;-12.4429;-1334.5;-19.4427;-1295.32;-22.3433;-1173.05;-22.3482;-1164.65;-22.3482;-1209.58;-19.4426;-1150.91;-15.943;-1115.34;-8.94321;
0.250046;0.173419;0.0999029;-1369.03;-15.9395;33.1787;0.0379864;0.110001;-1319.51;-12.4428;-1419.69;-15.9429;-1271.08;-20.4432;-1239.58;-19.6747;-1319.24;-15.9428;-1219.61;-12.4429;-1334.45;-19.4427;-1295.3;-22.3433;-1173.04;-22.3482;-1164.64;-22.3482;-1209.53;-19.4426;-1150.8;-15.943;-1115.34;-8.94321;
0.260047;-0.00145564;0.0995402;-1368.94;-15.9392;33.1817;0.038466;0.11536;-1319.4;-12.4428;-1419.61;-15.9428;-1271.08;-20.4432;-1239.54;-19.6877;-1319.15;-15.9427;-1219.52;-12.4428;-1334.39;-19.4426;-1295.29;-22.3433;-1173.03;-22.3482;-1164.63;-22.3482;-1209.47;-19.4425;-1150.69;-15.943;-1115.34;-8.94321;
