Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;1.17439;0.404025;-1371.21;-15.9432;30.0031;0.00222221;1.57963e-005;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0100007;2.1181;0.329058;-1371.17;-15.9432;30.0489;0.00879086;0.000567076;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0200014;2.5816;0.249494;-1371.08;-15.9432;30.1386;0.0179411;0.00254985;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.030002;2.75157;0.208638;-1371;-15.9431;30.2344;0.0244103;0.00584635;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0400027;3.0617;0.186831;-1370.91;-15.943;30.3397;0.0290918;0.0103019;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0500034;3.46368;0.176328;-1370.83;-15.9429;30.4576;0.0328043;0.0155516;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0600041;3.91694;0.168996;-1370.74;-15.9428;30.5902;0.035893;0.0214156;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0700047;4.3863;0.162065;-1370.66;-15.9426;30.7412;0.0384274;0.0278698;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0800054;4.83184;0.157378;-1370.57;-15.9425;30.9073;0.0404284;0.0346964;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.0900061;5.21783;0.153551;-1370.49;-15.9423;31.0801;0.0420009;0.0415807;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.100007;5.55562;0.1506;-1370.4;-15.9421;31.2814;0.0433802;0.0494069;-1321.14;-12.4432;-1420.92;-15.9432;-1271.08;-20.4432;-1240.21;-19.4932;-1320.67;-15.9432;-1220.83;-12.4432;-1335.26;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.34;-19.4431;-1152.43;-15.9432;-1115.33;-8.94321;
0.110007;5.78877;0.150676;-1370.31;-15.9419;31.4885;0.0444752;0.0573623;-1321.08;-12.4432;-1420.88;-15.9432;-1271.08;-20.4432;-1240.19;-19.4989;-1320.62;-15.9432;-1220.79;-12.4432;-1335.24;-19.4432;-1295.44;-22.3432;-1173.18;-22.3482;-1164.75;-22.3482;-1210.32;-19.4431;-1152.38;-15.9432;-1115.33;-8.94321;
0.120008;5.91396;0.153827;-1370.23;-15.9417;31.6911;0.0454012;0.0651625;-1320.97;-12.4432;-1420.79;-15.9432;-1271.08;-20.4432;-1240.15;-19.5107;-1320.52;-15.9431;-1220.7;-12.4432;-1335.18;-19.4431;-1295.43;-22.3432;-1173.17;-22.3482;-1164.75;-22.3482;-1210.26;-19.4431;-1152.27;-15.9432;-1115.33;-8.94321;
0.130009;5.95089;0.159501;-1370.14;-15.9415;31.9052;0.0463855;0.0735027;-1320.86;-12.4431;-1420.71;-15.9431;-1271.08;-20.4432;-1240.1;-19.5225;-1320.43;-15.9431;-1220.62;-12.4431;-1335.12;-19.4431;-1295.42;-22.3432;-1173.16;-22.3482;-1164.74;-22.3482;-1210.2;-19.4431;-1152.15;-15.9432;-1115.33;-8.94321;
0.140009;5.86932;0.165692;-1370.05;-15.9412;32.1188;0.0474762;0.0819979;-1320.75;-12.4431;-1420.63;-15.9431;-1271.08;-20.4432;-1240.06;-19.5343;-1320.33;-15.9431;-1220.54;-12.4431;-1335.07;-19.4431;-1295.41;-22.3432;-1173.15;-22.3482;-1164.73;-22.3482;-1210.15;-19.443;-1152.04;-15.9432;-1115.33;-8.94321;
0.15001;5.62988;0.169442;-1369.96;-15.9409;32.3274;0.0486846;0.0906271;-1320.64;-12.4431;-1420.54;-15.9431;-1271.08;-20.4432;-1240.02;-19.5462;-1320.23;-15.9431;-1220.45;-12.4431;-1335.01;-19.4431;-1295.4;-22.3432;-1173.13;-22.3482;-1164.72;-22.3482;-1210.09;-19.443;-1151.93;-15.9431;-1115.33;-8.94321;
0.160011;5.23273;0.171416;-1369.87;-15.9406;32.5218;0.0499307;0.0992093;-1320.53;-12.4431;-1420.46;-15.9431;-1271.08;-20.4432;-1239.97;-19.5582;-1320.14;-15.9431;-1220.37;-12.4431;-1334.96;-19.443;-1295.38;-22.3432;-1173.12;-22.3482;-1164.71;-22.3482;-1210.04;-19.443;-1151.82;-15.9431;-1115.33;-8.94321;
0.170011;4.71117;0.173118;-1369.78;-15.9403;32.7004;0.0512048;0.107836;-1320.42;-12.4431;-1420.38;-15.9431;-1271.08;-20.4432;-1239.93;-19.5704;-1320.04;-15.943;-1220.29;-12.4431;-1334.9;-19.443;-1295.37;-22.3432;-1173.11;-22.3482;-1164.7;-22.3482;-1209.98;-19.4429;-1151.71;-15.9431;-1115.33;-8.94321;
0.180012;4.09536;0.174414;-1369.69;-15.94;32.8591;0.0525017;0.11647;-1320.31;-12.443;-1420.3;-15.9431;-1271.08;-20.4432;-1239.89;-19.5827;-1319.95;-15.943;-1220.21;-12.443;-1334.85;-19.443;-1295.36;-22.3432;-1173.1;-22.3482;-1164.69;-22.3482;-1209.93;-19.4429;-1151.6;-15.9431;-1115.33;-8.94321;
0.190013;3.42577;0.174766;-1369.6;-15.9397;32.9948;0.0538234;0.125193;-1320.2;-12.443;-1420.22;-15.943;-1271.08;-20.4432;-1239.85;-19.595;-1319.85;-15.943;-1220.13;-12.443;-1334.8;-19.4429;-1295.35;-22.3432;-1173.08;-22.3482;-1164.68;-22.3482;-1209.87;-19.4429;-1151.49;-15.9431;-1115.33;-8.94321;
0.200014;2.77621;0.174391;-1369.5;-15.9393;33.1045;0.0551185;0.133821;-1320.09;-12.443;-1420.13;-15.943;-1271.08;-20.4432;-1239.81;-19.6072;-1319.76;-15.943;-1220.04;-12.443;-1334.74;-19.4429;-1295.33;-22.3433;-1173.07;-22.3482;-1164.67;-22.3482;-1209.82;-19.4428;-1151.39;-15.9431;-1115.33;-8.94321;
0.210014;2.17695;0.173299;-1369.41;-15.9389;33.1928;0.0563842;0.142464;-1319.98;-12.443;-1420.05;-15.943;-1271.08;-20.4432;-1239.76;-19.6198;-1319.66;-15.9429;-1219.96;-12.443;-1334.69;-19.4429;-1295.32;-22.3433;-1173.06;-22.3482;-1164.66;-22.3482;-1209.76;-19.4428;-1151.27;-15.9431;-1115.33;-8.94321;
0.220015;1.65247;0.171425;-1369.32;-15.9385;33.2617;0.0575898;0.151102;-1319.87;-12.4429;-1419.97;-15.943;-1271.08;-20.4432;-1239.72;-19.6329;-1319.56;-15.9429;-1219.88;-12.4429;-1334.63;-19.4428;-1295.31;-22.3433;-1173.05;-22.3482;-1164.65;-22.3482;-1209.71;-19.4427;-1151.16;-15.943;-1115.33;-8.94321;
0.230016;1.22161;0.169337;-1369.23;-15.9381;33.3125;0.0587059;0.159736;-1319.75;-12.4429;-1419.88;-15.9429;-1271.08;-20.4432;-1239.68;-19.6461;-1319.46;-15.9429;-1219.79;-12.4429;-1334.57;-19.4428;-1295.3;-22.3433;-1173.03;-22.3482;-1164.64;-22.3482;-1209.65;-19.4427;-1151.05;-15.943;-1115.33;-8.94321;
0.240016;0.88037;0.167289;-1369.14;-15.9377;33.3492;0.0597303;0.168346;-1319.64;-12.4429;-1419.8;-15.9429;-1271.08;-20.4432;-1239.63;-19.6592;-1319.36;-15.9428;-1219.71;-12.4429;-1334.52;-19.4427;-1295.28;-22.3433;-1173.02;-22.3482;-1164.63;-22.3482;-1209.59;-19.4426;-1150.94;-15.943;-1115.34;-8.94321;
