Time(s),Value(bpm)
0.0311039,85
0.1561039,85
0.2811039,85
0.4061039,85
0.5311039,85
0.6561039,85
0.7811039,128
0.9061039,128
1.0311039,128
1.1561039,128
1.2811039,128
1.4061039,128
1.5311039,128
1.6561039,128
1.7811039,128
1.9061039,128
2.0311039,128
2.1561039,128
2.2811039,128
2.4061039,128
2.5311039,128
2.6561039,128
2.7811039,128
2.9061039,128
3.0311039,128
3.1561039,128
3.2811039,128
3.4061039,128
3.5311039,128
3.6561039,128
3.7811039,128
3.9061039,128
4.0311039,128
4.1561039,128
4.2811039,128
4.4061039,128
4.5311039,128
4.6561039,128
4.7811039,128
4.9061039,128
5.0311039,128
5.1561039,128
5.2811039,128
5.4061039,128
5.5311039,128
5.6561039,128
5.7811039,128
5.9061039,128
6.0311039,128
6.1561039,112
6.2811039,112
6.4061039,112
6.5311039,112
6.6561039,112
6.7811039,112
6.9061039,112
7.0311039,112
7.1561039,112
7.2811039,112
7.4061039,112
7.5311039,112
7.6561039,112
7.7811039,112
7.9061039,112
8.0311039,35
8.1561039,35
8.2811039,35
8.4061039,35
8.5311039,35
8.6561039,35
8.7811039,35
8.9061039,35
9.0311039,35
9.1561039,35
9.2811039,35
9.4061039,35
9.5311039,35
9.6561039,35
9.7811039,35
9.9061039,35
10.0311039,35
10.1561039,35
10.2811039,35
10.4061039,35
10.5311039,33
10.6561039,33
10.7811039,33
10.9061039,33
11.0311039,33
11.1561039,33
11.2811039,33
11.4061039,33
11.5311039,33
11.6561039,33
11.7811039,33
11.9061039,33
12.0311039,33
12.1561039,33
12.2811039,33
12.4061039,33
12.5311039,33
12.6561039,33
12.7811039,33
12.9061039,33
13.0311039,33
13.1561039,33
13.2811039,33
13.4061039,33
13.5311039,33
13.6561039,33
13.7811039,33
13.9061039,33
14.0311039,33
14.1561039,33
14.2811039,33
14.4061039,33
14.5311039,33
14.6561039,33
14.7811039,33
14.9061039,23
15.0311039,23
15.1561039,23
15.2811039,23
15.4061039,23
15.5311039,23
15.6561039,23
15.7811039,23
15.9061039,23
16.0311039,23
16.1561039,23
16.2811039,23
16.4061039,23
16.5311039,23
16.6561039,23
16.7811039,23
16.9061039,23
17.0311039,23
17.1561039,23
17.2811039,23
17.4061039,23
17.5311039,23
17.6561039,23
17.7811039,23
17.9061039,23
18.0311039,23
18.1561039,23
18.2811039,23
18.4061039,23
18.5311039,23
18.6561039,23
18.7811039,23
18.9061039,23
19.0311039,23
19.1561039,23
19.2811039,23
19.4061039,23
19.5311039,23
19.6561039,23
19.7811039,23
19.9061039,23
20.0311039,23
20.1561039,23
20.2811039,23
20.4061039,23
20.5311039,23
20.6561039,23
20.7811039,23
20.9061039,23
21.0311039,182
21.1561039,182
21.2811039,182
21.4061039,182
21.5311039,182
21.6561039,182
21.7811039,182
21.9061039,182
22.0311039,182
22.1561039,182
22.2811039,182
22.4061039,182
22.5311039,182
22.6561039,182
22.7811039,182
22.9061039,182
23.0311039,182
23.1561039,182
23.2811039,182
23.4061039,76
23.5311039,76
23.6561039,76
23.7811039,76
23.9061039,76
24.0311039,76
24.1561039,76
24.2811039,76
24.4061039,76
24.5311039,76
24.6561039,76
24.7811039,76
24.9061039,76
25.0311039,76
25.1561039,76
25.2811039,76
25.4061039,76
25.5311039,76
25.6561039,76
25.7811039,76
25.9061039,76
26.0311039,76
26.1561039,72
26.2811039,72
26.4061039,72
26.5311039,72
26.6561039,72
26.7811039,72
26.9061039,72
27.0311039,72
27.1561039,72
27.2811039,72
27.4061039,72
27.5311039,72
27.6561039,72
27.7811039,72
27.9061039,72
28.0311039,46
28.1561039,46
28.2811039,46
28.4061039,46
28.5311039,72
28.6561039,72
28.7811039,72
28.9061039,72
29.0311039,72
29.1561039,72
29.2811039,72
29.4061039,72
29.5311039,72
29.6561039,72
29.7811039,72
29.9061039,72
30.0311039,72
30.1561039,72
30.2811039,72
30.4061039,72
30.5311039,72
30.6561039,72
30.7811039,72
30.9061039,72
31.0311039,91
