Time(s),Value(μS)
0.0311039,0.0230000000447035
0.0467289,0.0230000000447035
0.0623539,0.0230000000447035
0.0779789,0.0230000000447035
0.0936039,0.0230000000447035
0.1092289,0.0240000002086163
0.1248539,0.0240000002086163
0.1404789,0.0230000000447035
0.1561039,0.0230000000447035
0.1717289,0.0230000000447035
0.1873539,0.0230000000447035
0.2029789,0.0230000000447035
0.2186039,0.0230000000447035
0.2342289,0.0230000000447035
0.2498539,0.0240000002086163
0.2654789,0.0240000002086163
0.2811039,0.0240000002086163
0.2967289,0.0240000002086163
0.3123539,0.0230000000447035
0.3279789,0.0230000000447035
0.3436039,0.0230000000447035
0.3592289,0.0240000002086163
0.3748539,0.0230000000447035
0.3904789,0.0240000002086163
0.4061039,0.0230000000447035
0.4217289,0.0230000000447035
0.4373539,0.0230000000447035
0.4529789,0.0230000000447035
0.4686039,0.0230000000447035
0.4842289,0.0230000000447035
0.4998539,0.0240000002086163
0.5154789,0.0230000000447035
0.5311039,0.0240000002086163
0.5467289,0.0240000002086163
0.5623539,0.0240000002086163
0.5779789,0.0240000002086163
0.5936039,0.0230000000447035
0.6092289,0.0230000000447035
0.6248539,0.0230000000447035
0.6404789,0.0240000002086163
0.6561039,0.0230000000447035
0.6717289,0.0240000002086163
0.6873539,0.0230000000447035
0.7029789,0.0230000000447035
0.7186039,0.0230000000447035
0.7342289,0.0230000000447035
0.7498539,0.0230000000447035
0.7654789,0.0230000000447035
0.7811039,0.0240000002086163
0.7967289,0.0240000002086163
0.8123539,0.0240000002086163
0.8279789,0.0240000002086163
0.8436039,0.0240000002086163
0.8592289,0.0240000002086163
0.8748539,0.0230000000447035
0.8904789,0.0240000002086163
0.9061039,0.0230000000447035
0.9217289,0.0240000002086163
0.9373539,0.0240000002086163
0.9529789,0.0240000002086163
0.9686039,0.0230000000447035
0.9842289,0.0230000000447035
0.9998539,0.0230000000447035
1.0154789,0.0230000000447035
1.0311039,0.0240000002086163
1.0467289,0.0240000002086163
1.0623539,0.0240000002086163
1.0779789,0.0240000002086163
1.0936039,0.0240000002086163
1.1092289,0.0240000002086163
1.1248539,0.0240000002086163
1.1404789,0.0240000002086163
1.1561039,0.0230000000447035
1.1717289,0.0240000002086163
1.1873539,0.0240000002086163
1.2029789,0.0240000002086163
1.2186039,0.0240000002086163
1.2342289,0.0240000002086163
1.2498539,0.0230000000447035
1.2654789,0.0230000000447035
1.2811039,0.0230000000447035
1.2967289,0.0230000000447035
1.3123539,0.0240000002086163
1.3279789,0.0240000002086163
1.3436039,0.0240000002086163
1.3592289,0.0240000002086163
1.3748539,0.0240000002086163
1.3904789,0.0240000002086163
1.4061039,0.0230000000447035
1.4217289,0.0240000002086163
1.4373539,0.0230000000447035
1.4529789,0.0240000002086163
1.4686039,0.0240000002086163
1.4842289,0.0240000002086163
1.4998539,0.0230000000447035
1.5154789,0.0230000000447035
1.5311039,0.0230000000447035
1.5467289,0.0230000000447035
1.5623539,0.0240000002086163
1.5779789,0.0240000002086163
1.5936039,0.0240000002086163
1.6092289,0.0240000002086163
1.6248539,0.0240000002086163
1.6404789,0.0240000002086163
1.6561039,0.0240000002086163
1.6717289,0.0240000002086163
1.6873539,0.0230000000447035
1.7029789,0.0240000002086163
1.7186039,0.0240000002086163
1.7342289,0.0240000002086163
1.7498539,0.0240000002086163
1.7654789,0.0240000002086163
1.7811039,0.0230000000447035
1.7967289,0.0230000000447035
1.8123539,0.0240000002086163
1.8279789,0.0230000000447035
1.8436039,0.0240000002086163
1.8592289,0.0240000002086163
1.8748539,0.0240000002086163
1.8904789,0.0240000002086163
1.9061039,0.0240000002086163
1.9217289,0.0240000002086163
1.9373539,0.0240000002086163
1.9529789,0.0240000002086163
1.9686039,0.0230000000447035
1.9842289,0.0240000002086163
1.9998539,0.0240000002086163
2.0154789,0.0240000002086163
2.0311039,0.0230000000447035
2.0467289,0.0230000000447035
2.0623539,0.0230000000447035
2.0779789,0.0230000000447035
2.0936039,0.0230000000447035
2.1092289,0.0230000000447035
2.1248539,0.0240000002086163
2.1404789,0.0240000002086163
2.1561039,0.0240000002086163
2.1717289,0.0240000002086163
2.1873539,0.0240000002086163
2.2029789,0.0230000000447035
2.2186039,0.0230000000447035
2.2342289,0.0240000002086163
2.2498539,0.0230000000447035
2.2654789,0.0240000002086163
2.2811039,0.0240000002086163
2.2967289,0.0240000002086163
2.3123539,0.0230000000447035
2.3279789,0.0230000000447035
2.3436039,0.0230000000447035
2.3592289,0.0230000000447035
2.3748539,0.0240000002086163
2.3904789,0.0240000002086163
2.4061039,0.0240000002086163
2.4217289,0.0240000002086163
2.4373539,0.0240000002086163
2.4529789,0.0240000002086163
2.4686039,0.0240000002086163
2.4842289,0.0240000002086163
2.4998539,0.0230000000447035
2.5154789,0.0240000002086163
2.5311039,0.0240000002086163
2.5467289,0.0240000002086163
2.5623539,0.0240000002086163
2.5779789,0.0230000000447035
2.5936039,0.0230000000447035
2.6092289,0.0230000000447035
2.6248539,0.0230000000447035
2.6404789,0.0230000000447035
2.6561039,0.0240000002086163
2.6717289,0.0240000002086163
2.6873539,0.0240000002086163
2.7029789,0.0240000002086163
2.7186039,0.0240000002086163
2.7342289,0.0240000002086163
2.7498539,0.0230000000447035
2.7654789,0.0240000002086163
2.7811039,0.0230000000447035
2.7967289,0.0240000002086163
2.8123539,0.0240000002086163
2.8279789,0.0240000002086163
2.8436039,0.0240000002086163
2.8592289,0.0240000002086163
2.8748539,0.0230000000447035
2.8904789,0.0230000000447035
2.9061039,0.0240000002086163
2.9217289,0.0240000002086163
2.9373539,0.0240000002086163
2.9529789,0.0240000002086163
2.9686039,0.0240000002086163
2.9842289,0.0240000002086163
2.9998539,0.0240000002086163
3.0154789,0.0240000002086163
3.0311039,0.0240000002086163
3.0467289,0.0240000002086163
3.0623539,0.0240000002086163
3.0779789,0.0240000002086163
3.0936039,0.0240000002086163
3.1092289,0.0240000002086163
3.1248539,0.0240000002086163
3.1404789,0.0240000002086163
3.1561039,0.0240000002086163
3.1717289,0.0230000000447035
3.1873539,0.0240000002086163
3.2029789,0.0240000002086163
3.2186039,0.0240000002086163
3.2342289,0.0240000002086163
3.2498539,0.0240000002086163
3.2654789,0.0240000002086163
3.2811039,0.0240000002086163
3.2967289,0.0240000002086163
3.3123539,0.0230000000447035
3.3279789,0.0240000002086163
3.3436039,0.0240000002086163
3.3592289,0.0240000002086163
3.3748539,0.0240000002086163
3.3904789,0.0240000002086163
3.4061039,0.0240000002086163
3.4217289,0.0230000000447035
3.4373539,0.0240000002086163
3.4529789,0.0240000002086163
3.4686039,0.0240000002086163
3.4842289,0.0240000002086163
3.4998539,0.0240000002086163
3.5154789,0.0240000002086163
3.5311039,0.0240000002086163
3.5467289,0.0240000002086163
3.5623539,0.0240000002086163
3.5779789,0.0240000002086163
3.5936039,0.0240000002086163
3.6092289,0.0240000002086163
