Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;0.175975;-0.0350307;318.715;-5.31;59.9998;-0.000126555;-4.42782e-007;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0100029;1.11012;-0.0311593;318.815;-5.31;60.0227;-0.000767851;-4.79191e-005;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0200057;1.65862;-0.0269277;318.982;-5.31;60.0755;-0.00162966;-0.000224152;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0300086;1.98068;-0.0247266;319.149;-5.31001;60.1416;-0.00220641;-0.000552943;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0400115;2.44041;-0.0234583;319.317;-5.31002;60.2217;-0.00260424;-0.000998442;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0500143;3.00136;-0.0227593;319.484;-5.31003;60.3196;-0.00285857;-0.00154656;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0600172;3.6052;-0.0224914;319.653;-5.31005;60.4382;-0.00299934;-0.0021875;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0700201;4.16102;-0.0222647;319.817;-5.31006;60.577;-0.00303183;-0.00290161;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0800229;4.62438;-0.0222108;319.98;-5.31008;60.731;-0.00298312;-0.00367304;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0900258;5.01251;-0.0223928;320.16;-5.3101;60.9162;-0.00285244;-0.00459611;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.100029;5.22595;-0.0226967;320.33;-5.31012;61.1018;-0.00266272;-0.00553426;369.225;-5.30354;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
