Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;0.175627;0.0511906;318.715;-5.31;59.9998;0.000184947;6.47114e-007;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0100005;1.37663;0.0415045;318.844;-5.31;60.0294;0.00135041;8.90893e-005;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.020001;1.67998;0.0366545;319.01;-5.30999;60.0855;0.00241771;0.000390848;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0300015;1.99846;0.0338534;319.178;-5.30998;60.1521;0.00317469;0.000874403;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.040002;2.44641;0.0322797;319.345;-5.30997;60.232;0.0036907;0.00151512;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0500025;2.98792;0.0314395;319.514;-5.30995;60.3295;0.00401788;0.00229956;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.060003;3.55305;0.0311914;319.681;-5.30993;60.4488;0.00417372;0.00321919;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0700035;4.0538;0.0309586;319.843;-5.30991;60.581;0.00420611;0.00420021;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.080004;4.4893;0.0309991;320.012;-5.30988;60.737;0.0041269;0.00533026;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0900045;4.81322;0.0314782;320.188;-5.30985;60.9115;0.00394986;0.00659252;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.100005;4.94432;0.0321753;320.358;-5.30982;61.0882;0.00369695;0.00790231;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.110006;4.87557;0.0332206;320.529;-5.30979;61.2663;0.00338854;0.0092912;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.120006;4.62777;0.0346945;320.7;-5.30975;61.4378;0.00306122;0.0107292;368.376;-5.31;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.130007;4.21506;0.0364951;320.871;-5.3097;61.5973;0.0027397;0.0122081;368.462;-5.30934;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.140007;3.66022;0.0385025;321.042;-5.30966;61.7384;0.00244647;0.013723;368.634;-5.30801;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.150008;3.02966;0.0404958;321.212;-5.30961;61.8559;0.00219932;0.0152469;368.806;-5.30668;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.160008;2.39173;0.0422938;321.379;-5.30956;61.9496;0.00200133;0.0167632;368.977;-5.30535;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.170009;1.74048;0.0439448;321.56;-5.30949;62.0273;0.00183642;0.0184099;369.149;-5.30403;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.180009;1.22345;0.0452019;321.725;-5.30943;62.0774;0.00172914;0.0199224;369.321;-5.30291;745.42;-5.25;296.785;-1.4368;317.808;-1.74997;338.614;-1.54948;357.395;-1.60959;376.144;-1.74996;398.45;-1.74996;
0.19001;0.776581;0.0463665;321.901;-5.30936;62.1123;0.00165471;0.021538;369.494;-5.30198;745.42;-5.25;296.956;-1.43717;317.979;-1.74991;338.785;-1.54983;357.566;-1.61299;376.315;-1.74989;398.621;-1.74989;
0.20001;0.433088;0.0472781;322.073;-5.30929;62.1335;0.00161109;0.0231247;369.666;-5.30106;745.42;-5.25;297.128;-1.43753;318.15;-1.74984;338.957;-1.55017;357.737;-1.61639;376.487;-1.74982;398.793;-1.74982;
0.210011;0.179172;0.0479879;322.244;-5.30922;62.1441;0.00158848;0.0247015;369.838;-5.30014;745.42;-5.25;297.299;-1.4379;318.322;-1.74978;339.128;-1.55052;357.909;-1.61979;376.658;-1.74974;398.964;-1.74976;
0.220011;-0.0013241;0.0487883;322.417;-5.30913;62.1469;0.00158596;0.0263119;370.011;-5.29921;745.42;-5.25;297.47;-1.43826;318.493;-1.74972;339.299;-1.55087;358.08;-1.62318;376.829;-1.74967;399.135;-1.74969;
0.230012;-0.138179;0.0495207;322.59;-5.30905;62.1441;0.00160058;0.0279364;370.183;-5.29828;745.42;-5.25;297.642;-1.43865;318.665;-1.74966;339.471;-1.55128;358.252;-1.626;377.001;-1.7496;399.307;-1.74962;
0.240012;-0.236698;0.0501985;322.762;-5.30896;62.1372;0.00162776;0.0295572;370.356;-5.29733;745.42;-5.25;297.815;-1.43907;318.837;-1.74961;339.643;-1.55175;358.424;-1.62827;377.173;-1.74954;399.48;-1.74956;
0.250013;-0.28456;0.0508885;322.936;-5.30886;62.1279;0.00166615;0.0312192;370.528;-5.29638;745.42;-5.25;297.987;-1.43948;319.01;-1.74956;339.816;-1.55221;358.597;-1.63055;377.346;-1.74949;399.652;-1.74951;
0.260013;-0.304428;0.0512975;323.109;-5.30876;62.1174;0.00170991;0.0328854;370.701;-5.29543;745.42;-5.25;298.159;-1.4399;319.182;-1.74951;339.988;-1.55268;358.769;-1.63282;377.518;-1.74943;399.824;-1.74945;
0.270014;-0.314408;0.0510245;323.283;-5.30865;62.1064;0.00173767;0.0345743;370.873;-5.29448;745.42;-5.25;298.332;-1.44032;319.354;-1.74945;340.161;-1.55314;358.941;-1.6351;377.691;-1.74937;399.997;-1.74939;
0.280014;-0.321199;0.0507222;323.455;-5.30854;62.0952;0.00173809;0.0362697;371.044;-5.29353;745.42;-5.25;298.503;-1.44085;319.525;-1.7494;340.331;-1.55373;359.112;-1.63734;377.862;-1.7493;400.168;-1.74933;
0.290015;-0.32718;0.0507654;323.628;-5.30842;62.0838;0.00172165;0.037984;371.213;-5.2926;745.42;-5.25;298.672;-1.44148;319.695;-1.74933;340.501;-1.55443;359.282;-1.63956;378.031;-1.74923;400.337;-1.74926;
0.300015;-0.333096;0.0509467;323.801;-5.3083;62.0721;0.00169628;0.0397038;371.383;-5.29167;745.42;-5.25;298.842;-1.44212;319.864;-1.74927;340.67;-1.55512;359.451;-1.64178;378.201;-1.74916;400.507;-1.74919;
0.310016;-0.339479;0.0511512;323.974;-5.30817;62.0601;0.00166522;0.0414477;371.552;-5.29073;745.42;-5.25;299.011;-1.44275;320.034;-1.7492;340.84;-1.55581;359.621;-1.644;378.37;-1.74909;400.676;-1.74913;
0.320016;-0.346526;0.0513453;324.147;-5.30804;62.0479;0.00162944;0.0431965;371.721;-5.2898;745.42;-5.25;299.181;-1.44338;320.203;-1.74914;341.009;-1.55651;359.79;-1.64622;378.54;-1.74902;400.846;-1.74906;
0.330017;-0.353735;0.0515203;324.311;-5.3079;62.036;0.00159096;0.0448695;371.893;-5.28886;745.42;-5.25;299.353;-1.44416;320.376;-1.74907;341.182;-1.55734;359.962;-1.64844;378.712;-1.74894;401.018;-1.74898;
0.340017;-0.361717;0.0506343;324.492;-5.30776;62.0226;0.00152939;0.0467233;372.069;-5.28791;745.42;-5.25;299.529;-1.44509;320.551;-1.74899;341.357;-1.55833;360.138;-1.65065;378.887;-1.74886;401.194;-1.7489;
0.350018;-0.368878;0.0467172;324.663;-5.30761;62.0096;0.00136661;0.0484768;372.244;-5.28696;745.42;-5.25;299.704;-1.44603;320.727;-1.74891;341.533;-1.55932;360.314;-1.65286;379.063;-1.74878;401.369;-1.74882;
0.360018;-0.375419;0.0475953;324.833;-5.30746;61.9964;0.0011754;0.0502145;372.42;-5.28601;745.42;-5.25;299.88;-1.44697;320.903;-1.74884;341.709;-1.56032;360.489;-1.65508;379.239;-1.74869;401.545;-1.74873;
0.370019;-0.381168;0.0480295;325.006;-5.3073;61.9828;0.00101754;0.0519653;372.595;-5.28506;745.42;-5.25;300.055;-1.4479;321.078;-1.74876;341.884;-1.56131;360.665;-1.65729;379.414;-1.74861;401.72;-1.74865;
0.380019;-0.385707;0.0483865;325.177;-5.30714;61.969;0.000889475;0.053691;372.767;-5.28414;745.42;-5.25;300.227;-1.44899;321.25;-1.74868;342.056;-1.56243;360.837;-1.65939;379.586;-1.74852;401.892;-1.74857;
0.39002;-0.38921;0.0487658;325.351;-5.30697;61.955;0.000786222;0.0554196;372.936;-5.28326;745.42;-5.25;300.396;-1.45019;321.419;-1.74859;342.225;-1.56365;361.006;-1.66139;379.755;-1.74843;402.061;-1.74847;
0.40002;-0.391515;0.0490515;325.523;-5.3068;61.9408;0.000704405;0.0571364;373.105;-5.28238;745.42;-5.25;300.565;-1.4514;321.588;-1.7485;342.394;-1.56487;361.175;-1.6634;379.924;-1.74833;402.23;-1.74838;
0.410021;-0.392608;0.0492203;325.695;-5.30662;61.9267;0.000638516;0.0588395;373.273;-5.2815;745.42;-5.25;300.734;-1.4526;321.757;-1.74842;342.563;-1.56609;361.344;-1.6654;380.093;-1.74824;402.399;-1.74829;
0.420021;-0.392779;0.0493036;325.868;-5.30644;61.9125;0.00058501;0.0605382;373.442;-5.28061;745.42;-5.25;300.903;-1.4538;321.926;-1.74833;342.732;-1.56731;361.512;-1.6674;380.262;-1.74815;402.568;-1.7482;
0.430022;-0.392363;0.0493328;326.039;-5.30626;61.8984;0.000540076;0.0622212;373.614;-5.27973;745.42;-5.25;301.075;-1.45518;322.098;-1.74824;342.904;-1.56866;361.684;-1.66937;380.434;-1.74805;402.74;-1.74811;
0.440022;-0.391583;0.0493323;326.213;-5.30606;61.8841;0.000500683;0.0639224;373.79;-5.27886;745.42;-5.25;301.251;-1.45677;322.274;-1.74814;343.08;-1.5702;361.86;-1.6713;380.61;-1.74795;402.916;-1.748;
0.450023;-0.390535;0.0493178;326.385;-5.30587;61.8699;0.000466754;0.0656034;373.965;-5.27798;745.42;-5.25;301.427;-1.45836;322.45;-1.74804;343.256;-1.57173;362.036;-1.67323;380.786;-1.74784;403.092;-1.7479;
0.460023;-0.38923;0.0492944;326.548;-5.30568;61.8566;0.000439266;0.0671886;374.141;-5.2771;745.42;-5.25;301.603;-1.45996;322.626;-1.74794;343.432;-1.57326;362.212;-1.67516;380.962;-1.74774;403.268;-1.74779;
0.470024;-0.387485;0.0492575;326.727;-5.30546;61.842;0.000413002;0.068927;374.317;-5.27623;745.42;-5.25;301.779;-1.46155;322.802;-1.74784;343.608;-1.57479;362.388;-1.67709;381.138;-1.74763;403.444;-1.74769;
0.480024;-0.385579;0.0492114;326.899;-5.30525;61.8281;0.000390982;0.0705951;374.491;-5.27539;745.42;-5.25;301.953;-1.46331;322.976;-1.74774;343.782;-1.57641;362.562;-1.6789;381.312;-1.74752;403.618;-1.74758;
0.490025;-0.38355;0.0491591;327.071;-5.30504;61.8142;0.000371653;0.0722598;374.662;-5.27458;745.42;-5.25;302.125;-1.4652;323.148;-1.74763;343.954;-1.57812;362.734;-1.68061;381.484;-1.74741;403.79;-1.74747;
0.500025;-0.316204;0.0491272;327.242;-5.30482;61.801;0.000355467;0.0739024;374.834;-5.27377;745.42;-5.25;302.297;-1.46709;323.319;-1.74752;344.125;-1.57983;362.906;-1.68233;381.656;-1.7473;403.962;-1.74736;
0.510026;0.18331;0.0490947;327.416;-5.30459;61.7977;0.000341812;0.0755771;375.006;-5.27296;745.42;-5.25;302.468;-1.46898;323.491;-1.74741;344.297;-1.58153;363.078;-1.68404;381.827;-1.74718;404.134;-1.74725;
0.520026;0.60406;0.048877;327.582;-5.30437;61.8125;0.000324905;0.0771807;375.177;-5.27215;745.42;-5.25;302.64;-1.47087;323.663;-1.74731;344.469;-1.58324;363.25;-1.68575;381.999;-1.74707;404.305;-1.74714;
0.530027;0.805367;0.0487586;327.749;-5.30414;61.8375;0.000302559;0.0787828;375.349;-5.27137;745.42;-5.25;302.812;-1.47295;323.835;-1.7472;344.641;-1.58504;363.421;-1.68737;382.171;-1.74696;404.477;-1.74702;
0.540027;0.890525;0.0487261;327.925;-5.3039;61.8691;0.000277763;0.0804672;375.521;-5.27061;745.42;-5.25;302.984;-1.47517;324.007;-1.74708;344.813;-1.5869;363.593;-1.6889;382.343;-1.74683;404.649;-1.7469;
