Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;0.0309221;0.19154;-107.989;-5.25;20;0.00103975;7.1868e-006;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0100041;0.315552;0.142635;-107.956;-5.24999;20.0061;0.00426933;0.000280235;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0200083;0.509818;0.0869397;-107.9;-5.24998;20.0217;0.00804146;0.00118672;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0300124;0.555889;0.0620195;-107.845;-5.24995;20.041;0.0100581;0.00270131;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0400165;0.58591;0.0509973;-107.789;-5.24991;20.0616;0.0113727;0.00458155;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0500206;0.585071;0.0481779;-107.733;-5.24987;20.083;0.0123839;0.00673844;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0600248;0.538618;0.0491079;-107.677;-5.24983;20.1035;0.0133067;0.00906363;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0700289;0.493171;0.0510973;-107.621;-5.24978;20.1216;0.0142362;0.0115247;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.080033;0.484748;0.0529154;-107.567;-5.24973;20.1385;0.0151761;0.0140051;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.0900372;0.481718;0.0541173;-107.511;-5.24967;20.1558;0.0161763;0.0166299;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.100041;0.479154;0.0545518;-107.455;-5.24961;20.1729;0.0171857;0.0192972;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.110045;0.478788;0.0543679;-107.398;-5.24954;20.1901;0.0181945;0.0220248;-1.74998;120.725;-5.24998;88.366;-7.74906;16.8795;-15.8129;-9.655;
0.12005;0.476106;0.0533388;-107.342;-5.24946;20.2072;0.0191662;0.0247652;-1.74997;120.693;-5.24997;88.3335;-7.74893;16.8551;-15.8129;-9.655;
0.130054;0.444683;0.0518042;-107.286;-5.24938;20.2234;0.0200759;0.0274934;-1.74996;120.637;-5.24996;88.2779;-7.74871;16.8135;-15.8129;-9.655;
0.140058;0.425675;0.0500749;-107.229;-5.24929;20.2389;0.0209423;0.0302895;-1.74995;120.581;-5.24995;88.2222;-7.74848;16.7719;-15.8129;-9.655;
0.150062;0.416869;0.0481376;-107.173;-5.2492;20.2537;0.0217156;0.0330418;-1.74994;120.526;-5.24994;88.1666;-7.74826;16.7302;-15.8068;-9.655;
0.160066;0.388642;0.045883;-107.117;-5.24911;20.2679;0.022421;0.0358341;-1.74993;120.47;-5.24993;88.111;-7.74803;16.6886;-15.7943;-9.655;
0.17007;0.383597;0.0435376;-107.061;-5.24901;20.2814;0.0230365;0.0385972;-1.74991;120.414;-5.24991;88.0552;-7.7478;16.647;-15.7817;-9.655;
0.180074;0.384014;0.0410027;-107.003;-5.2489;20.2955;0.0235908;0.0414941;-1.7499;120.358;-5.2499;87.9992;-7.74755;16.6053;-15.7692;-9.655;
0.190078;0.385282;0.0386434;-106.947;-5.24879;20.309;0.0240219;0.0442752;-1.74988;120.302;-5.24988;87.9432;-7.74731;16.5637;-15.7567;-9.655;
0.200083;0.3866;0.0364152;-106.89;-5.24868;20.3228;0.0243755;0.0470878;-1.74987;120.246;-5.24987;87.8872;-7.74707;16.522;-15.7442;-9.655;
0.210087;0.387921;0.0343985;-106.834;-5.24856;20.3364;0.024651;0.0498797;-1.74985;120.19;-5.24985;87.8313;-7.74683;16.4804;-15.7317;-9.655;
0.220091;0.376652;0.0325445;-106.779;-5.24844;20.3499;0.0248563;0.0526539;-1.74983;120.134;-5.24983;87.7752;-7.74658;16.4387;-15.7192;-9.655;
0.230095;0.370962;0.0309112;-106.721;-5.24832;20.3633;0.0249939;0.0555052;-1.74981;120.078;-5.24981;87.719;-7.74633;16.3971;-15.7067;-9.655;
0.240099;0.371361;0.0294908;-106.665;-5.24819;20.3766;0.0250758;0.0583434;-1.74979;120.021;-5.24978;87.6629;-7.74607;16.3555;-15.6941;-9.655;
0.250103;0.362484;0.0281966;-106.608;-5.24806;20.3898;0.0251092;0.0611904;-1.74977;119.965;-5.24976;87.6068;-7.74582;16.314;-15.6816;-9.655;
0.260107;0.352278;0.0271182;-106.553;-5.24793;20.4022;0.0250991;0.0639425;-1.74974;119.909;-5.24974;87.5506;-7.74557;16.2724;-15.6691;-9.655;
0.270111;0.347836;0.0263174;-106.495;-5.2478;20.4149;0.0250493;0.0668075;-1.74972;119.853;-5.24971;87.4942;-7.74532;16.2307;-15.6566;-9.655;
0.280116;0.344334;0.0258269;-106.442;-5.24767;20.4266;0.0249805;0.0694755;-1.74969;119.796;-5.24969;87.4376;-7.74506;16.1889;-15.6441;-9.655;
0.29012;0.34312;0.025546;-106.385;-5.24753;20.439;0.024892;0.0723404;-1.74966;119.739;-5.24966;87.3809;-7.7448;16.1472;-15.6316;-9.655;
0.300124;0.345188;0.0253717;-106.326;-5.24738;20.4517;0.0247927;0.0752682;-1.74963;119.682;-5.24963;87.3243;-7.74455;16.1054;-15.6191;-9.655;
0.310128;0.34515;0.0251212;-106.269;-5.24723;20.4643;0.0246845;0.078158;-1.74961;119.625;-5.2496;87.2676;-7.74429;16.0637;-15.6066;-9.655;
0.320132;0.331307;0.0248635;-106.212;-5.24709;20.4765;0.0245671;0.0810115;-1.74957;119.569;-5.24957;87.2109;-7.74404;16.022;-15.5941;-9.655;
0.330136;0.326101;0.0247335;-106.155;-5.24694;20.4882;0.0244442;0.0838272;-1.74954;119.512;-5.24953;87.154;-7.74378;15.9804;-15.5816;-9.655;
0.34014;0.321979;0.0246926;-106.098;-5.24679;20.4998;0.0243163;0.0866711;-1.7495;119.454;-5.2495;87.0972;-7.74353;15.9388;-15.569;-9.655;
0.350145;0.320258;0.0247276;-106.044;-5.24664;20.5109;0.0241923;0.0894059;-1.74947;119.397;-5.24946;87.0403;-7.74328;15.8971;-15.5569;-9.655;
0.360149;0.3173;0.0248346;-105.983;-5.24647;20.5233;0.0240552;0.0924549;-1.74943;119.34;-5.24943;86.9835;-7.74302;15.8555;-15.5451;-9.655;
0.370153;0.311911;0.0250442;-105.924;-5.2463;20.5349;0.0239282;0.0953833;-1.7494;119.283;-5.24939;86.9265;-7.74278;15.8139;-15.5333;-9.655;
0.380157;0.307851;0.0253277;-105.868;-5.24614;20.5458;0.0238148;0.0981696;-1.74935;119.226;-5.24934;86.8693;-7.74253;15.7724;-15.5215;-9.655;
0.390161;0.305515;0.0256882;-105.811;-5.24598;20.5569;0.0237099;0.101037;-1.74931;119.169;-5.2493;86.8122;-7.74228;15.7309;-15.5098;-9.655;
0.400165;0.300848;0.026053;-105.755;-5.24581;20.5677;0.023619;0.103835;-1.74927;119.111;-5.24926;86.7551;-7.74204;15.6894;-15.4982;-9.65234;
0.410169;0.288352;0.026419;-105.697;-5.24564;20.5786;0.0235357;0.106764;-1.74923;119.054;-5.24922;86.698;-7.74179;15.6479;-15.4867;-9.64722;
0.420173;0.284368;0.0268054;-105.64;-5.24547;20.5888;0.0234668;0.109601;-1.74918;118.996;-5.24917;86.6404;-7.74155;15.6063;-15.4753;-9.64211;
0.430178;0.284989;0.0271169;-105.582;-5.24529;20.5991;0.0234104;0.112477;-1.74914;118.938;-5.24912;86.5825;-7.74131;15.5645;-15.4639;-9.63699;
0.440182;0.286096;0.0273246;-105.526;-5.24511;20.6093;0.0233625;0.115307;-1.74909;118.88;-5.24907;86.5245;-7.74107;15.5228;-15.4525;-9.63187;
0.450186;0.287348;0.0275503;-105.468;-5.24493;20.6198;0.0233199;0.1182;-1.74904;118.821;-5.24902;86.4666;-7.74084;15.481;-15.4428;-9.62443;
0.46019;0.288449;0.0278164;-105.41;-5.24474;20.6302;0.0232853;0.121073;-1.74899;118.763;-5.24897;86.4087;-7.7406;15.4392;-15.4349;-9.61477;
0.470194;0.289554;0.0281007;-105.353;-5.24456;20.6406;0.023261;0.123937;-1.74894;118.705;-5.24892;86.3505;-7.74037;15.3976;-15.427;-9.60511;
0.480198;0.290522;0.0283768;-105.296;-5.24436;20.6511;0.0232455;0.126815;-1.74888;118.646;-5.24886;86.2922;-7.74014;15.3559;-15.419;-9.59545;
0.490202;0.291307;0.0286298;-105.238;-5.24417;20.6617;0.0232383;0.129696;-1.74883;118.587;-5.24881;86.2338;-7.73992;15.3143;-15.4111;-9.58579;
0.500206;0.285418;0.0288185;-105.181;-5.24398;20.6721;0.0232383;0.132551;-1.74877;118.528;-5.24875;86.1755;-7.73969;15.2726;-15.4049;-9.5751;
0.510211;0.282228;0.028994;-105.124;-5.24378;20.6822;0.0232442;0.135406;-1.74871;118.47;-5.2487;86.1172;-7.73947;15.231;-15.4003;-9.56346;
0.520215;0.28184;0.0291532;-105.066;-5.24357;20.6924;0.0232553;0.138276;-1.74865;118.411;-5.24863;86.0585;-7.73925;15.1893;-15.3958;-9.55183;
