Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;0.37119;0.233089;318.723;-5.31;60.0005;0.00125889;8.92192e-006;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0100009;1.37197;0.200249;318.849;-5.30999;60.0309;0.0065515;0.000448285;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0200018;1.68682;0.17685;319.016;-5.30996;60.0874;0.0117429;0.00190725;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0300026;2.00917;0.164725;319.183;-5.30991;60.1542;0.015381;0.00425101;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0400035;2.46321;0.15825;319.351;-5.30985;60.2349;0.0179225;0.00737436;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0500044;3.00431;0.154161;319.519;-5.30977;60.3327;0.0195487;0.0111716;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0600053;3.57042;0.152515;319.687;-5.30967;60.4527;0.0203489;0.0156525;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0700061;4.09113;0.150153;319.856;-5.30956;60.5924;0.0204921;0.0206747;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.080007;4.52097;0.149246;320.025;-5.30943;60.7485;0.0200449;0.0261617;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.0900079;4.82395;0.15174;320.194;-5.30929;60.9168;0.0191537;0.0320681;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.100009;4.94089;0.155348;320.362;-5.30914;61.092;0.017889;0.0383766;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.11001;4.87657;0.161402;320.526;-5.30897;61.2626;0.0164617;0.0448225;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.120011;4.63831;0.169459;320.695;-5.30878;61.4328;0.01494;0.0517164;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.130011;4.2267;0.178054;320.868;-5.30858;61.595;0.0134008;0.058977;369.227;-5.30352;745.42;-5.25;296.697;-1.43661;317.719;-1.75;338.526;-1.5493;357.306;-1.60783;376.056;-1.75;398.362;-1.75;
0.140012;3.66501;0.187758;321.04;-5.30835;61.736;0.0120078;0.0663741;369.276;-5.30328;745.42;-5.25;296.745;-1.43665;317.768;-1.74999;338.574;-1.54934;357.355;-1.6088;376.104;-1.74999;398.41;-1.74999;
0.150013;3.03468;0.197396;321.21;-5.30811;61.8542;0.0108222;0.0737995;369.449;-5.30244;745.42;-5.25;296.916;-1.4368;317.939;-1.74995;338.745;-1.54949;357.526;-1.61221;376.275;-1.74994;398.581;-1.74994;
0.160014;2.38213;0.206317;321.382;-5.30784;61.9506;0.00984872;0.0813447;369.621;-5.30159;745.42;-5.25;297.087;-1.43696;318.11;-1.74991;338.916;-1.54964;357.696;-1.61562;376.446;-1.74989;398.752;-1.74989;
0.170015;1.72981;0.21433;321.562;-5.30755;62.0283;0.00905727;0.0893679;369.794;-5.30075;745.42;-5.25;297.258;-1.43711;318.28;-1.74987;339.086;-1.54979;357.867;-1.61903;376.617;-1.74984;398.923;-1.74985;
0.180016;1.22025;0.224646;321.727;-5.30725;62.077;0.00868719;0.096698;369.966;-5.2999;745.42;-5.25;297.429;-1.43726;318.451;-1.74982;339.257;-1.54994;358.038;-1.62244;376.787;-1.74979;399.094;-1.7498;
0.190017;0.770079;0.229979;321.904;-5.30691;62.1122;0.00844064;0.104661;370.138;-5.29905;745.42;-5.25;297.6;-1.43743;318.622;-1.74978;339.429;-1.55012;358.209;-1.62554;376.959;-1.74975;399.265;-1.74976;
0.200018;0.432156;0.234183;322.073;-5.30657;62.1331;0.00831282;0.11231;370.31;-5.29818;745.42;-5.25;297.771;-1.43765;318.794;-1.74975;339.6;-1.55038;358.381;-1.62783;377.13;-1.7497;399.437;-1.74972;
0.210018;0.16763;0.237763;322.252;-5.30618;62.144;0.00825806;0.12043;370.483;-5.29732;745.42;-5.25;297.943;-1.43787;318.966;-1.74971;339.772;-1.55064;358.553;-1.63012;377.302;-1.74966;399.608;-1.74967;
0.220019;-0.00746304;0.244055;322.424;-5.30578;62.1464;0.00836337;0.128331;370.655;-5.29645;745.42;-5.25;298.115;-1.43809;319.138;-1.74967;339.944;-1.5509;358.725;-1.6324;377.474;-1.74962;399.78;-1.74963;
0.23002;-0.144079;0.247553;322.597;-5.30535;62.1433;0.00852339;0.136376;370.827;-5.29559;745.42;-5.25;298.287;-1.43831;319.31;-1.74963;340.116;-1.55116;358.897;-1.63469;377.646;-1.74957;399.952;-1.74959;
0.240021;-0.240407;0.25071;322.768;-5.3049;62.1363;0.00871341;0.144417;370.999;-5.29472;745.42;-5.25;298.459;-1.43858;319.482;-1.74959;340.288;-1.55147;359.069;-1.63698;377.818;-1.74952;400.124;-1.74954;
0.250022;-0.286934;0.254399;322.943;-5.30442;62.1269;0.008937;0.152704;371.172;-5.29385;745.42;-5.25;298.632;-1.43899;319.655;-1.74954;340.461;-1.55193;359.242;-1.63926;377.991;-1.74947;400.297;-1.74949;
0.260023;-0.305341;0.256478;323.112;-5.30393;62.1166;0.00916667;0.160814;371.345;-5.29297;745.42;-5.25;298.805;-1.43939;319.828;-1.74949;340.634;-1.55239;359.415;-1.64154;378.164;-1.74941;400.47;-1.74943;
0.270024;-0.314992;0.255152;323.285;-5.3034;62.1056;0.00930584;0.169239;371.518;-5.2921;745.42;-5.25;298.978;-1.43979;320.001;-1.74944;340.807;-1.55285;359.588;-1.64382;378.337;-1.74936;400.643;-1.74938;
0.280025;-0.322075;0.253914;323.458;-5.30285;62.0944;0.00930066;0.17776;371.691;-5.29123;745.42;-5.25;299.151;-1.4402;320.174;-1.74938;340.98;-1.55331;359.761;-1.6461;378.51;-1.7493;400.816;-1.74932;
0.290025;-0.328114;0.254242;323.631;-5.30228;62.0829;0.00920362;0.186332;371.863;-5.29037;745.42;-5.25;299.324;-1.44066;320.346;-1.74933;341.152;-1.55383;359.933;-1.64835;378.683;-1.74924;400.989;-1.74927;
0.300026;-0.334053;0.255359;323.804;-5.30167;62.0712;0.00905679;0.194978;372.032;-5.28953;745.42;-5.25;299.493;-1.44128;320.516;-1.74927;341.322;-1.55452;360.103;-1.6505;378.852;-1.74917;401.158;-1.7492;
0.310027;-0.340414;0.256582;323.976;-5.30104;62.0592;0.00888126;0.203699;372.202;-5.28868;745.42;-5.25;299.663;-1.44191;320.685;-1.74921;341.492;-1.55521;360.272;-1.65265;379.022;-1.7491;401.328;-1.74914;
0.320028;-0.347461;0.257733;324.149;-5.30039;62.047;0.00868057;0.212483;372.371;-5.28784;745.42;-5.25;299.832;-1.44253;320.855;-1.74914;341.661;-1.5559;360.442;-1.6548;379.191;-1.74904;401.497;-1.74907;
0.330029;-0.355072;0.258814;324.322;-5.29971;62.0344;0.00845378;0.221369;372.541;-5.287;745.42;-5.25;300.002;-1.44316;321.025;-1.74908;341.831;-1.55659;360.611;-1.65695;379.361;-1.74897;401.667;-1.749;
0.34003;-0.362654;0.259895;324.494;-5.29901;62.0216;0.00820219;0.230263;372.711;-5.28616;745.42;-5.25;300.172;-1.44383;321.195;-1.74902;342.001;-1.55733;360.782;-1.65909;379.531;-1.7489;401.837;-1.74893;
0.350031;-0.369918;0.263459;324.667;-5.29827;62.0084;0.00797968;0.239265;372.886;-5.28532;745.42;-5.25;300.348;-1.44476;321.37;-1.74894;342.176;-1.55831;360.957;-1.66118;379.707;-1.74882;402.013;-1.74885;
0.360032;-0.376329;0.266816;324.834;-5.29754;61.9955;0.00784133;0.24797;373.061;-5.28447;745.42;-5.25;300.523;-1.44569;321.546;-1.74887;342.352;-1.5593;361.132;-1.66327;379.882;-1.74874;402.188;-1.74877;
0.370032;-0.382001;0.267409;325.004;-5.29677;61.982;0.00766647;0.256956;373.236;-5.28363;745.42;-5.25;300.698;-1.44661;321.721;-1.74879;342.527;-1.56028;361.308;-1.66536;380.057;-1.74865;402.363;-1.74869;
0.380033;-0.38658;0.269707;325.178;-5.29595;61.968;0.00746334;0.266214;373.412;-5.28278;745.42;-5.25;300.874;-1.44754;321.896;-1.74871;342.702;-1.56127;361.483;-1.66745;380.232;-1.74857;402.539;-1.74861;
0.390034;-0.390069;0.274763;325.347;-5.29513;61.9542;0.0073416;0.275284;373.586;-5.28195;745.42;-5.25;301.048;-1.44855;322.071;-1.74863;342.877;-1.56232;361.658;-1.66949;380.407;-1.74849;402.713;-1.74853;
0.400035;-0.392406;0.275077;325.521;-5.29426;61.94;0.00722216;0.284669;373.759;-5.28115;745.42;-5.25;301.221;-1.44977;322.244;-1.74855;343.05;-1.56356;361.83;-1.6714;380.58;-1.74839;402.886;-1.74844;
0.410036;-0.393544;0.275651;325.699;-5.29334;61.9253;0.00704248;0.294347;373.931;-5.28035;745.42;-5.25;301.394;-1.451;322.417;-1.74846;343.223;-1.56481;362.003;-1.6733;380.753;-1.7483;403.059;-1.74835;
0.420037;-0.393703;0.279006;325.872;-5.29242;61.911;0.00687096;0.303822;374.104;-5.27955;745.42;-5.25;301.567;-1.45223;322.589;-1.74837;343.396;-1.56605;362.176;-1.67521;380.926;-1.74821;403.232;-1.74826;
0.430038;-0.393284;0.279359;326.044;-5.29147;61.8968;0.00669768;0.313315;374.276;-5.27875;745.42;-5.25;301.74;-1.45345;322.762;-1.74829;343.568;-1.56729;362.349;-1.67711;381.099;-1.74812;403.405;-1.74817;
0.440039;-0.392547;0.279877;326.209;-5.29054;61.8833;0.00649495;0.322443;374.449;-5.27796;745.42;-5.25;301.912;-1.45477;322.935;-1.7482;343.741;-1.5686;362.521;-1.67897;381.271;-1.74802;403.577;-1.74807;
0.450039;-0.39151;0.285354;326.386;-5.28951;61.8687;0.0063913;0.332318;374.62;-5.27721;745.42;-5.25;302.084;-1.45632;323.107;-1.7481;343.913;-1.57009;362.693;-1.68069;381.443;-1.74792;403.749;-1.74797;
0.46004;-0.390137;0.286114;326.557;-5.28848;61.8546;0.00628272;0.34195;374.792;-5.27645;745.42;-5.25;302.255;-1.45787;323.278;-1.74801;344.084;-1.57158;362.865;-1.68241;381.614;-1.74782;403.921;-1.74787;
0.470041;-0.388453;0.288294;326.73;-5.28741;61.8405;0.00619115;0.351729;374.963;-5.2757;745.42;-5.25;302.427;-1.45942;323.45;-1.74791;344.256;-1.57307;363.037;-1.68413;381.786;-1.74772;404.092;-1.74777;
0.480042;-0.386611;0.292531;326.903;-5.28632;61.8265;0.00606959;0.361509;375.135;-5.27494;745.42;-5.25;302.599;-1.46097;323.622;-1.74781;344.428;-1.57456;363.208;-1.68585;381.958;-1.74762;404.264;-1.74767;
0.490043;-0.384564;0.293779;327.075;-5.28521;61.8126;0.00603273;0.371339;375.306;-5.2742;745.42;-5.25;302.77;-1.4626;323.793;-1.74772;344.599;-1.5761;363.379;-1.68752;382.129;-1.74751;404.435;-1.74757;
0.500044;-0.304769;0.299134;327.246;-5.28406;61.7994;0.00605252;0.38124;375.474;-5.2735;745.42;-5.25;302.938;-1.46445;323.961;-1.74761;344.767;-1.57777;363.548;-1.68903;382.297;-1.74741;404.603;-1.74746;
0.510045;0.182858;0.299842;327.415;-5.28291;61.7961;0.00610447;0.391013;375.642;-5.27279;745.42;-5.25;303.107;-1.46631;324.129;-1.74751;344.935;-1.57943;363.716;-1.69055;382.466;-1.7473;404.772;-1.74736;
0.520046;0.60116;0.299951;327.582;-5.28173;61.8111;0.00608838;0.400819;375.811;-5.27209;745.42;-5.25;303.275;-1.46816;324.298;-1.7474;345.104;-1.5811;363.884;-1.69206;382.634;-1.74719;404.94;-1.74725;
0.530046;0.809118;0.304673;327.754;-5.2805;61.8368;0.00604852;0.410955;375.979;-5.27139;745.42;-5.25;303.443;-1.47001;324.466;-1.7473;345.272;-1.58277;364.053;-1.69358;382.803;-1.74708;405.109;-1.74714;
0.540047;0.889658;0.306993;327.928;-5.27922;61.8681;0.00606005;0.421269;376.149;-5.27069;745.42;-5.25;303.613;-1.47194;324.636;-1.74719;345.442;-1.58448;364.222;-1.69507;382.972;-1.74697;405.278;-1.74703;
0.550048;0.915518;0.309402;328.105;-5.27788;61.9017;0.00602138;0.431876;376.324;-5.27001;745.42;-5.25;303.788;-1.4742;324.811;-1.74708;345.617;-1.58637;364.397;-1.69646;383.147;-1.74685;405.453;-1.74691;
0.560049;0.911619;0.312208;328.277;-5.27655;61.9348;0.00601198;0.442263;376.499;-5.26932;745.42;-5.25;303.963;-1.47646;324.986;-1.74696;345.792;-1.58826;364.572;-1.69786;383.322;-1.74673;405.628;-1.74679;
0.57005;0.893102;0.317324;328.45;-5.27519;61.9675;0.00604494;0.452766;376.675;-5.26863;745.42;-5.25;304.137;-1.47872;325.16;-1.74685;345.966;-1.59016;364.747;-1.69925;383.497;-1.7466;405.803;-1.74667;
0.580051;0.868057;0.320006;328.615;-5.27384;61.998;0.00610765;0.462911;376.85;-5.26795;745.42;-5.25;304.312;-1.48098;325.335;-1.74673;346.141;-1.59205;364.922;-1.70064;383.671;-1.74648;405.977;-1.74655;
0.590052;0.838361;0.322231;328.793;-5.27237;62.0297;0.00620094;0.473866;377.023;-5.26728;745.42;-5.25;304.486;-1.48331;325.509;-1.74661;346.314;-1.59394;365.095;-1.70198;383.845;-1.74636;406.151;-1.74643;
0.600053;0.808709;0.326601;328.964;-5.27092;62.0591;0.00632586;0.48446;377.193;-5.26666;745.42;-5.25;304.655;-1.48581;325.678;-1.74649;346.484;-1.59586;365.264;-1.70316;384.014;-1.74624;406.32;-1.74631;
0.610053;0.778537;0.326938;329.138;-5.26943;62.0879;0.00642703;0.495253;377.363;-5.26604;745.42;-5.25;304.824;-1.48831;325.847;-1.74637;346.653;-1.59777;365.433;-1.70434;384.183;-1.74611;406.489;-1.74618;
0.620054;0.748555;0.331887;329.31;-5.26789;62.1154;0.00657812;0.506104;377.533;-5.26541;745.42;-5.25;304.993;-1.49081;326.016;-1.74625;346.822;-1.59969;365.603;-1.70553;384.353;-1.74599;406.659;-1.74606;
0.630055;0.719218;0.333959;329.483;-5.26633;62.1418;0.00674099;0.517035;377.702;-5.26479;745.42;-5.25;305.163;-1.49331;326.186;-1.74613;346.992;-1.6016;365.772;-1.70671;384.522;-1.74586;406.828;-1.74594;
0.640056;0.690943;0.336512;329.655;-5.26474;62.1671;0.00691492;0.527986;377.873;-5.26418;745.42;-5.25;305.333;-1.49588;326.356;-1.74601;347.162;-1.60353;365.943;-1.70787;384.692;-1.74574;406.998;-1.74581;
0.650057;0.663053;0.339163;329.83;-5.2631;62.1918;0.00704796;0.53921;378.049;-5.26358;745.42;-5.25;305.509;-1.49876;326.532;-1.74587;347.338;-1.60551;366.118;-1.70893;384.868;-1.7456;407.174;-1.74568;
0.660058;0.636495;0.340844;330.003;-5.26143;62.2151;0.0071309;0.550369;378.226;-5.26298;745.42;-5.25;305.685;-1.50164;326.708;-1.74574;347.514;-1.6075;366.294;-1.70999;385.044;-1.74547;407.35;-1.74554;
0.670059;0.61215;0.345519;330.165;-5.25983;62.2362;0.0072214;0.560963;378.402;-5.26238;745.42;-5.25;305.861;-1.50452;326.884;-1.74561;347.69;-1.60948;366.47;-1.71106;385.22;-1.74533;407.526;-1.74541;
0.68006;0.586971;0.345827;330.339;-5.25809;62.2579;0.00733909;0.572378;378.578;-5.26178;745.42;-5.25;306.036;-1.50739;327.06;-1.74548;347.865;-1.61147;366.646;-1.71212;385.396;-1.74519;407.702;-1.74527;
0.690061;0.561611;0.346618;330.52;-5.25625;62.2795;0.00738303;0.584314;378.752;-5.26119;745.42;-5.25;306.21;-1.51031;327.234;-1.74535;348.039;-1.61342;366.82;-1.71313;385.57;-1.74506;407.876;-1.74514;
0.700061;0.538106;0.348159;330.694;-5.25444;62.2993;0.00737378;0.595868;378.922;-5.26066;745.42;-5.25;306.38;-1.5133;327.403;-1.74521;348.209;-1.61527;366.989;-1.714;385.739;-1.74492;408.045;-1.745;
0.710062;0.515362;0.351219;330.867;-5.25259;62.3183;0.00738219;0.607501;379.092;-5.26012;745.42;-5.25;306.549;-1.5163;327.572;-1.74508;348.378;-1.61712;367.159;-1.71488;385.909;-1.74479;408.215;-1.74487;
0.720063;0.494082;0.352233;331.035;-5.25077;62.336;0.00736268;0.618819;379.261;-5.25958;745.42;-5.25;306.719;-1.5193;327.742;-1.74495;348.548;-1.61897;367.328;-1.71575;386.078;-1.74465;408.384;-1.74473;
