Time(s),Value(bpm)
1149.0073503,89
1149.1323503,89
1149.2573503,89
1149.3823503,89
1149.5073503,89
1149.6323503,89
1149.7573503,89
1149.8823503,85
1150.0073503,85
1150.1323503,85
1150.2573503,85
1150.3823503,85
1150.5073503,85
1150.6323503,85
1150.7573503,85
1150.8823503,85
1151.0073503,85
1151.1323503,85
1151.2573503,85
1151.3823503,85
1151.5073503,85
1151.6323503,85
1151.7573503,85
1151.8823503,85
1152.0073503,85
1152.1323503,85
1152.2573503,78
1152.3823503,78
1152.5073503,78
1152.6323503,78
1152.7573503,78
1152.8823503,78
1153.0073503,78
1153.1323503,78
1153.2573503,78
1153.3823503,78
1153.5073503,78
1153.6323503,78
1153.7573503,76
1153.8823503,76
1154.0073503,76
1154.1323503,76
1154.2573503,76
1154.3823503,76
1154.5073503,76
1154.6323503,76
1154.7573503,76
1154.8823503,76
1155.0073503,76
1155.1323503,76
1155.2573503,78
1155.3823503,78
1155.5073503,78
1155.6323503,78
1155.7573503,78
1155.8823503,78
1156.0073503,80
1156.1323503,80
1156.2573503,80
1156.3823503,80
1156.5073503,80
1156.6323503,80
1156.7573503,80
1156.8823503,80
1157.0073503,80
1157.1323503,80
1157.2573503,80
1157.3823503,80
1157.5073503,80
1157.6323503,80
1157.7573503,80
1157.8823503,80
1158.0073503,80
1158.1323503,80
1158.2573503,80
1158.3823503,80
1158.5073503,80
1158.6323503,80
1158.7573503,80
1158.8823503,80
1159.0073503,81
1159.1323503,81
1159.2573503,81
1159.3823503,81
1159.5073503,81
1159.6323503,81
1159.7573503,80
1159.8823503,80
1160.0073503,80
1160.1323503,80
1160.2573503,80
1160.3823503,80
1160.5073503,80
1160.6323503,80
1160.7573503,80
1160.8823503,80
1161.0073503,80
1161.1323503,80
1161.2573503,80
1161.3823503,78
1161.5073503,78
1161.6323503,78
1161.7573503,78
1161.8823503,78
1162.0073503,78
1162.1323503,78
1162.2573503,78
1162.3823503,78
1162.5073503,78
1162.6323503,78
1162.7573503,78
1162.8823503,76
1163.0073503,76
1163.1323503,76
1163.2573503,76
1163.3823503,76
1163.5073503,76
1163.6323503,76
1163.7573503,75
1163.8823503,75
1164.0073503,75
1164.1323503,75
1164.2573503,75
1164.3823503,75
1164.5073503,75
1164.6323503,75
1164.7573503,75
1164.8823503,75
1165.0073503,75
1165.1323503,75
1165.2573503,75
1165.3823503,75
1165.5073503,75
1165.6323503,75
1165.7573503,75
1165.8823503,75
1166.0073503,75
1166.1323503,75
1166.2573503,75
1166.3823503,75
1166.5073503,75
1166.6323503,75
1166.7573503,75
1166.8823503,75
1167.0073503,75
1167.1323503,75
1167.2573503,75
1167.3823503,75
1167.5073503,75
1167.6323503,76
1167.7573503,76
1167.8823503,76
1168.0073503,76
1168.1323503,76
1168.2573503,76
1168.3823503,78
1168.5073503,78
1168.6323503,78
1168.7573503,78
1168.8823503,78
1169.0073503,78
1169.1323503,78
1169.2573503,78
1169.3823503,78
1169.5073503,78
1169.6323503,78
1169.7573503,78
1169.8823503,78
1170.0073503,78
1170.1323503,78
1170.2573503,78
1170.3823503,78
1170.5073503,78
1170.6323503,78
1170.7573503,76
1170.8823503,76
1171.0073503,76
1171.1323503,76
1171.2573503,76
1171.3823503,76
1171.5073503,78
1171.6323503,78
1171.7573503,78
1171.8823503,78
1172.0073503,78
1172.1323503,78
1172.2573503,75
1172.3823503,75
1172.5073503,75
1172.6323503,75
1172.7573503,75
1172.8823503,75
1173.0073503,75
1173.1323503,75
1173.2573503,75
1173.3823503,75
1173.5073503,75
1173.6323503,75
1173.7573503,76
1173.8823503,76
