Time(s),Value(μS)
845.0030072,4.10099983215332
845.0186322,4.10099983215332
845.0342572,4.10099983215332
845.0498822,4.10099983215332
845.0655072,4.10099983215332
845.0811322,4.10200023651123
845.0967572,4.10200023651123
845.1123822,4.10200023651123
845.1280072,4.10300016403198
845.1436322,4.10200023651123
845.1592572,4.10200023651123
845.1748822,4.10200023651123
845.1905072,4.10200023651123
845.2061322,4.10200023651123
845.2217572,4.10200023651123
845.2373822,4.10200023651123
845.2530072,4.10200023651123
845.2686322,4.10200023651123
845.2842572,4.10200023651123
845.2998822,4.10200023651123
845.3155072,4.10099983215332
845.3311322,4.10099983215332
845.3467572,4.10099983215332
845.3623822,4.10099983215332
845.3780072,4.10099983215332
845.3936322,4.10099983215332
845.4092572,4.10099983215332
845.4248822,4.10099983215332
845.4405072,4.10099983215332
845.4561322,4.10099983215332
845.4717572,4.10099983215332
845.4873822,4.09999990463257
845.5030072,4.09999990463257
845.5186322,4.09899997711182
845.5342572,4.09999990463257
845.5498822,4.09999990463257
845.5655072,4.09999990463257
845.5811322,4.09999990463257
845.5967572,4.09999990463257
845.6123822,4.09999990463257
845.6280072,4.09999990463257
845.6436322,4.09999990463257
845.6592572,4.09899997711182
845.6748822,4.09899997711182
845.6905072,4.09800004959106
845.7061322,4.09899997711182
845.7217572,4.09899997711182
845.7373822,4.09899997711182
845.7530072,4.09899997711182
845.7686322,4.09899997711182
845.7842572,4.09899997711182
845.7998822,4.09800004959106
845.8155072,4.09800004959106
845.8311322,4.09800004959106
845.8467572,4.09800004959106
845.8623822,4.09800004959106
845.8780072,4.09899997711182
845.8936322,4.09899997711182
845.9092572,4.09899997711182
845.9248822,4.09899997711182
845.9405072,4.09899997711182
845.9561322,4.09800004959106
845.9717572,4.09800004959106
845.9873822,4.09800004959106
846.0030072,4.09700012207031
846.0186322,4.09800004959106
846.0342572,4.09700012207031
846.0498822,4.09800004959106
846.0655072,4.09800004959106
846.0811322,4.09800004959106
846.0967572,4.09800004959106
846.1123822,4.09800004959106
846.1280072,4.09800004959106
846.1436322,4.09700012207031
846.1592572,4.09700012207031
846.1748822,4.09700012207031
846.1905072,4.09700012207031
846.2061322,4.09700012207031
846.2217572,4.09800004959106
846.2373822,4.09800004959106
846.2530072,4.09800004959106
846.2686322,4.09700012207031
