Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.129633;-0.0541108;-20.9047;-1.75;29.9985;-0.000300132;-1.53436e-006;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0100049;0.767979;-0.0435251;-20.844;-1.75;30.0127;-0.0015038;-7.04838e-005;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0200098;0.989673;-0.0358841;-20.7599;-1.75001;30.0464;-0.00280576;-0.000284218;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0300147;0.984419;-0.0312972;-20.6763;-1.75002;30.082;-0.00383294;-0.000605689;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0400197;0.98429;-0.0273415;-20.593;-1.75003;30.1172;-0.00466761;-0.00100516;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0500246;0.994495;-0.0236778;-20.5088;-1.75005;30.153;-0.00534147;-0.00147321;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0600295;1.00794;-0.0203375;-20.4251;-1.75007;30.189;-0.00584248;-0.00199828;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0700344;1.02009;-0.0172997;-20.3407;-1.75009;30.2256;-0.0062019;-0.00257536;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0800393;1.02929;-0.0145907;-20.2564;-1.75011;30.2626;-0.00643724;-0.00319182;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0900442;1.03537;-0.0121418;-20.1716;-1.75013;30.3;-0.00656264;-0.00384845;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.100049;1.03845;-0.00993391;-20.0876;-1.75016;30.337;-0.00657481;-0.00453345;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.110054;1.03982;-0.00789505;-20.0048;-1.75018;30.3737;-0.0064956;-0.00523878;37.4803;-1.75;-42.5197;1.75;52.4803;-5.25;
0.120059;1.04043;-0.00603675;-19.9222;-1.75021;30.4101;-0.00633449;-0.00596773;37.4805;-1.75;-42.5196;1.75;52.4805;-5.25;
0.130064;1.04081;-0.00464587;-19.8372;-1.75024;30.4476;-0.0060967;-0.00674421;37.4807;-1.75;-42.5194;1.75;52.4806;-5.25;
0.140069;1.04313;-0.00389722;-19.7525;-1.75026;30.4849;-0.0058052;-0.00754413;37.4809;-1.75;-42.5192;1.75;52.4808;-5.25;
0.150074;1.08403;-0.00372373;-19.6677;-1.75029;30.523;-0.00548719;-0.00836523;37.481;-1.75;-42.5191;1.75;52.481;-5.25;
0.160079;1.12977;-0.00403521;-19.5824;-1.75032;30.5632;-0.00516511;-0.00920652;37.5121;-1.74999;-42.4571;1.75002;52.512;-5.24999;
0.170084;1.13446;-0.00419474;-19.4974;-1.75035;30.6038;-0.00484633;-0.0100567;37.5954;-1.74996;-42.2905;1.75008;52.5953;-5.24996;
0.180088;1.53232;-0.00684665;-19.4121;-1.75038;30.6515;-0.00456738;-0.010919;37.6787;-1.74994;-42.1238;1.75015;52.6787;-5.24994;
0.190093;1.68413;-0.00958909;-19.3264;-1.75041;30.7106;-0.00439539;-0.0117911;37.7621;-1.74991;-41.9571;1.75021;52.762;-5.24991;
0.200098;1.70209;-0.0105659;-19.2408;-1.75044;30.7716;-0.00428229;-0.0126695;37.8454;-1.74988;-41.7905;1.75027;52.8453;-5.24988;
0.210103;1.70458;-0.0106003;-19.1548;-1.75047;30.8331;-0.00417811;-0.0135608;37.9288;-1.74985;-41.6236;1.75033;52.9288;-5.24985;
0.220108;2.17611;-0.026896;-19.0691;-1.7505;30.9031;-0.0043459;-0.0144643;38.0124;-1.74982;-41.4564;1.75038;53.0124;-5.24982;
0.230113;2.30004;-0.0204274;-18.9822;-1.75054;30.9853;-0.00463126;-0.0154308;38.096;-1.74979;-41.2892;1.75043;53.096;-5.24979;
0.240118;2.32103;-0.0182667;-18.896;-1.75058;31.0685;-0.0047633;-0.0164306;38.1796;-1.74976;-41.122;1.75049;53.1796;-5.24976;
0.250123;2.32479;-0.0173724;-18.8097;-1.75062;31.1519;-0.00482899;-0.0174639;38.2632;-1.74973;-40.9548;1.75054;53.2632;-5.24973;
0.260128;2.3256;-0.0167576;-18.7221;-1.75066;31.2365;-0.00484927;-0.0185421;38.3467;-1.7497;-40.7879;1.75059;53.3466;-5.2497;
0.270133;2.24485;-0.0158681;-18.635;-1.7507;31.3198;-0.00482886;-0.0196404;38.4297;-1.74966;-40.6218;1.75066;53.4297;-5.24966;
0.280138;1.95666;-0.013318;-18.5477;-1.75075;31.396;-0.00473511;-0.0207618;38.5128;-1.74962;-40.4556;1.75072;53.5128;-5.24962;
0.290143;1.82008;-0.0108444;-18.4604;-1.7508;31.4631;-0.00453355;-0.0218988;38.5959;-1.74958;-40.2895;1.75079;53.5959;-5.24958;
0.300147;1.80333;-0.009917;-18.3725;-1.75084;31.5285;-0.00426487;-0.0230508;38.679;-1.74955;-40.1233;1.75085;53.6789;-5.24955;
0.310152;1.80125;-0.0099048;-18.2867;-1.75089;31.5919;-0.00398794;-0.0241762;38.7622;-1.7495;-39.9569;1.75092;53.7621;-5.2495;
0.320157;1.8009;-0.0102959;-18.201;-1.75094;31.6551;-0.0037214;-0.0252964;38.8456;-1.74946;-39.7901;1.751;53.8455;-5.24946;
0.330162;1.8008;-0.0108675;-18.1126;-1.75099;31.7201;-0.00346678;-0.0264456;38.929;-1.74941;-39.6233;1.75107;53.9289;-5.24941;
0.340167;1.73162;-0.0111466;-18.0241;-1.75104;31.7843;-0.00323582;-0.0275873;39.0124;-1.74936;-39.4564;1.75115;54.0124;-5.24936;
0.350172;1.66873;-0.0110913;-17.9354;-1.75109;31.8452;-0.00300901;-0.0287205;39.0958;-1.74931;-39.2896;1.75123;54.0958;-5.24931;
0.360177;1.65844;-0.0115007;-17.8466;-1.75115;31.9051;-0.0027954;-0.0298425;39.1792;-1.74926;-39.1228;1.75131;54.1792;-5.24926;
0.370182;1.65658;-0.012244;-17.7575;-1.7512;31.965;-0.00260841;-0.0309543;39.2626;-1.74921;-38.9561;1.75139;54.2625;-5.24921;
0.380187;1.65602;-0.0131966;-17.6682;-1.75126;32.0248;-0.00246197;-0.0320537;39.3459;-1.74915;-38.7894;1.75148;54.3459;-5.24915;
0.390192;1.65562;-0.0142227;-17.5791;-1.75132;32.0844;-0.00235901;-0.0331356;39.4293;-1.74909;-38.6227;1.75157;54.4292;-5.24909;
0.400197;1.98576;-0.0222418;-17.4895;-1.75138;32.1493;-0.0023942;-0.0342098;39.5127;-1.74904;-38.4559;1.75165;54.5126;-5.24904;
0.410202;2.27416;-0.0249483;-17.3991;-1.75144;32.2275;-0.002657;-0.0352945;39.5961;-1.74898;-38.2891;1.75174;54.596;-5.24898;
0.420206;2.3232;-0.0252087;-17.3094;-1.75151;32.3104;-0.00294908;-0.0363813;39.6795;-1.74891;-38.1222;1.75184;54.6795;-5.24891;
0.430211;2.38003;-0.0257874;-17.2194;-1.75157;32.3951;-0.00324837;-0.0374798;39.763;-1.74885;-37.9553;1.75194;54.7629;-5.24885;
0.440216;2.41385;-0.0260699;-17.129;-1.75164;32.4819;-0.0035554;-0.0385931;39.8465;-1.74878;-37.7883;1.75204;54.8464;-5.24878;
0.450221;2.41981;-0.0259144;-17.0387;-1.75172;32.5689;-0.00385177;-0.0397165;39.9299;-1.74872;-37.6214;1.75213;54.9299;-5.24872;
0.460226;2.4208;-0.0254427;-16.9475;-1.75179;32.6566;-0.00412241;-0.0408674;40.0134;-1.74865;-37.4545;1.75224;55.0133;-5.24865;
0.470231;2.42116;-0.0248449;-16.8565;-1.75187;32.7438;-0.00435849;-0.04203;40.0967;-1.74857;-37.2878;1.75234;55.0967;-5.24857;
0.480236;2.42144;-0.0241793;-16.7651;-1.75195;32.8313;-0.00456007;-0.0432146;40.1801;-1.7485;-37.1211;1.75245;55.18;-5.2485;
0.490241;2.12812;-0.0220336;-16.6733;-1.75204;32.916;-0.00471289;-0.0444199;40.2634;-1.74843;-36.9544;1.75256;55.2634;-5.24843;
0.500246;1.93709;-0.0189724;-16.5817;-1.75212;32.9879;-0.00473328;-0.0456374;40.3468;-1.74835;-36.7877;1.75266;55.3467;-5.24835;
0.510251;1.90245;-0.0171944;-16.4918;-1.75221;33.0555;-0.00466715;-0.0468403;40.4302;-1.74827;-36.621;1.75277;55.4301;-5.24827;
0.520256;1.89635;-0.0163054;-16.402;-1.7523;33.1222;-0.0045544;-0.0480447;40.5136;-1.74819;-36.4541;1.75289;55.5135;-5.24819;
0.530261;1.89526;-0.0158827;-16.3098;-1.75239;33.1905;-0.00441588;-0.0492805;40.597;-1.74811;-36.2873;1.753;55.5969;-5.24811;
0.540265;1.89513;-0.0157157;-16.2167;-1.75248;33.2594;-0.00426477;-0.0505268;40.6804;-1.74803;-36.1204;1.75312;55.6804;-5.24803;
0.55027;1.89507;-0.015657;-16.124;-1.75258;33.3277;-0.00411165;-0.0517626;40.7639;-1.74795;-35.9535;1.75323;55.7638;-5.24795;
0.560275;1.895;-0.0156896;-16.0313;-1.75267;33.3959;-0.00395956;-0.0529924;40.8473;-1.74786;-35.7868;1.75335;55.8472;-5.24786;
0.57028;1.89487;-0.015834;-15.938;-1.75277;33.4645;-0.00381111;-0.0542253;40.9306;-1.74777;-35.6201;1.75347;55.9305;-5.24777;
0.580285;1.97717;-0.0165833;-15.8448;-1.75287;33.534;-0.00367834;-0.0554505;41.0139;-1.74768;-35.4535;1.7536;56.0138;-5.24768;
0.59029;2.60912;-0.021307;-15.7504;-1.75298;33.6201;-0.00365211;-0.0566853;41.0972;-1.74759;-35.2868;1.75372;56.0972;-5.24759;
0.600295;2.76747;-0.0244142;-15.6565;-1.75308;33.7182;-0.00376585;-0.057913;41.1805;-1.7475;-35.1202;1.75384;56.1805;-5.2475;
0.6103;2.79886;-0.0256794;-15.5633;-1.75319;33.8179;-0.0039397;-0.0591408;41.2639;-1.74741;-34.9535;1.75397;56.2638;-5.24741;
0.620305;2.80516;-0.0258171;-15.4682;-1.7533;33.92;-0.00412469;-0.0604111;41.3473;-1.74731;-34.7866;1.7541;56.3473;-5.24731;
0.63031;2.80686;-0.0255009;-15.3741;-1.75341;34.0206;-0.00428484;-0.061685;41.4308;-1.74721;-34.6198;1.75423;56.4307;-5.24721;
0.640315;2.80755;-0.0250496;-15.2796;-1.75353;34.1215;-0.00441472;-0.0629849;41.5142;-1.74711;-34.4529;1.75436;56.5141;-5.24711;
0.650319;2.8078;-0.0246811;-15.1846;-1.75365;34.2227;-0.00451325;-0.0643121;41.5976;-1.74702;-34.286;1.75449;56.5976;-5.24702;
0.660324;2.92852;-0.0249916;-15.0892;-1.75377;34.3255;-0.004589;-0.0656663;41.681;-1.74692;-34.1194;1.75462;56.6809;-5.24692;
0.670329;3.0669;-0.0258186;-14.9933;-1.75389;34.4346;-0.00467721;-0.0670465;41.7641;-1.74681;-33.953;1.75475;56.7641;-5.24681;
0.680334;3.21235;-0.0265374;-14.8969;-1.75402;34.5484;-0.00477451;-0.0684521;41.8473;-1.74671;-33.7867;1.75489;56.8472;-5.24671;
0.690339;3.31158;-0.0268623;-14.8043;-1.75415;34.662;-0.00487003;-0.0698209;41.9305;-1.7466;-33.6204;1.75502;56.9304;-5.2466;
0.700344;3.33237;-0.0263133;-14.7038;-1.75429;34.7868;-0.00494372;-0.0713344;42.0136;-1.7465;-33.454;1.75516;57.0136;-5.2465;
0.710349;3.33767;-0.0254084;-14.6071;-1.75442;34.9067;-0.00496399;-0.0728158;42.0969;-1.74639;-33.2875;1.75529;57.0968;-5.24639;
0.720354;3.33981;-0.0244837;-14.5124;-1.75456;35.024;-0.0049327;-0.0742922;42.1803;-1.74628;-33.1206;1.75543;57.1803;-5.24628;
0.730359;3.34102;-0.0236463;-14.4137;-1.7547;35.1458;-0.00484825;-0.075855;42.2638;-1.74617;-32.9537;1.75557;57.2637;-5.24617;
0.740364;4.16195;-0.0264134;-14.3154;-1.75485;35.2779;-0.00475789;-0.0774376;42.3472;-1.74606;-32.7868;1.75571;57.3472;-5.24606;
0.750369;4.99149;-0.0299911;-14.2163;-1.755;35.4491;-0.00480045;-0.0790544;42.4307;-1.74595;-32.6199;1.75586;57.4306;-5.24595;
0.760374;5.2413;-0.0303183;-14.1176;-1.75515;35.6343;-0.00485357;-0.0807192;42.5141;-1.74583;-32.4531;1.756;57.514;-5.24583;
0.770378;5.37883;-0.0288731;-14.0183;-1.75531;35.825;-0.00482147;-0.0824762;42.5975;-1.74571;-32.2863;1.75614;57.5974;-5.24571;
0.780383;5.91446;-0.0271049;-13.9229;-1.75546;36.0222;-0.00466255;-0.0842728;42.6809;-1.7456;-32.1195;1.75629;57.6808;-5.2456;
0.790388;6.15654;-0.0229381;-13.822;-1.75562;36.2417;-0.00427816;-0.0862928;42.7643;-1.74548;-31.9527;1.75643;57.7642;-5.24548;
0.800393;6.27228;-0.0196537;-13.7205;-1.75579;36.4669;-0.00365031;-0.0884831;42.8477;-1.74536;-31.7859;1.75658;57.8476;-5.24536;
0.810398;6.3291;-0.0178933;-13.6276;-1.75594;36.6745;-0.00288335;-0.0906488;42.9311;-1.74524;-31.619;1.75672;57.9311;-5.24524;
0.820403;6.3684;-0.0178622;-13.5161;-1.75613;36.9241;-0.00176796;-0.0934796;43.0146;-1.74511;-31.4521;1.75687;58.0145;-5.24511;
0.830408;6.3631;-0.0241626;-13.4128;-1.75631;37.1546;-0.000783975;-0.0963082;43.0981;-1.74499;-31.2852;1.75702;58.098;-5.24499;
0.840413;5.74232;-0.0344994;-13.3092;-1.75649;37.3745;6.7181e-005;-0.0993635;43.1815;-1.74487;-31.1182;1.75717;58.1815;-5.24487;
0.850418;4.97567;-0.0421065;-13.2042;-1.75667;37.568;0.000804744;-0.102678;43.265;-1.74474;-30.9513;1.75732;58.2649;-5.24474;
0.860423;4.56396;-0.0450934;-13.0993;-1.75686;37.739;0.00141412;-0.10607;43.3484;-1.74462;-30.7845;1.75747;58.3483;-5.24462;
0.870428;4.39348;-0.0461717;-12.9942;-1.75705;37.8996;0.00193059;-0.10941;43.4316;-1.74449;-30.618;1.75762;58.4316;-5.24449;
0.880433;4.24001;-0.0456435;-12.888;-1.75725;38.0561;0.00237621;-0.112657;43.5149;-1.74436;-30.4515;1.75777;58.5148;-5.24436;
0.890437;4.1046;-0.0431963;-12.7814;-1.75746;38.2071;0.00279105;-0.115766;43.5981;-1.74423;-30.285;1.75793;58.5981;-5.24423;
0.900442;4.0595;-0.0394495;-12.6756;-1.75767;38.3532;0.00322292;-0.118668;43.6813;-1.7441;-30.1186;1.75808;58.6813;-5.2441;
0.910447;4.04441;-0.0356711;-12.5685;-1.75788;38.4993;0.00370492;-0.121434;43.7646;-1.74397;-29.952;1.75823;58.7646;-5.24397;
0.920452;4.02112;-0.0329683;-12.4612;-1.7581;38.6451;0.00422154;-0.124065;43.8481;-1.74383;-29.7852;1.75839;58.848;-5.24383;
0.930457;3.76925;-0.0311969;-12.3533;-1.75833;38.7858;0.00474908;-0.126582;43.9315;-1.7437;-29.6183;1.75854;58.9314;-5.2437;
0.940462;3.64681;-0.031589;-12.245;-1.75856;38.9192;0.00523449;-0.128988;44.0149;-1.74356;-29.4515;1.7587;59.0148;-5.24356;
0.950467;3.61346;-0.0341577;-12.1354;-1.75879;39.0513;0.00560268;-0.131307;44.0983;-1.74343;-29.2847;1.75885;59.0982;-5.24343;
0.960472;3.60272;-0.0380377;-12.0268;-1.75902;39.1811;0.00579348;-0.133502;44.1817;-1.74329;-29.1179;1.75901;59.1816;-5.24329;
0.970477;3.59814;-0.0424339;-11.9174;-1.75927;39.3111;0.00578308;-0.135615;44.265;-1.74315;-28.9512;1.75917;59.265;-5.24315;
0.980482;3.52459;-0.0476171;-11.8135;-1.7595;39.4336;0.00555304;-0.137521;44.3484;-1.74301;-28.7846;1.75932;59.3483;-5.24301;
