Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.170655;-0.330239;-20.9047;-1.75;29.9984;-0.00183335;-9.38499e-006;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0100038;0.512108;-0.221046;-20.8429;-1.75001;30.0073;-0.00860371;-0.000434131;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0200077;0.650466;-0.142513;-20.7594;-1.75005;30.0295;-0.0142034;-0.00169816;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0300115;0.642876;-0.105662;-20.6751;-1.7501;30.053;-0.0175855;-0.00355519;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0400154;0.629513;-0.0875752;-20.5906;-1.75016;30.0763;-0.0198729;-0.00580633;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0500192;0.615066;-0.0781566;-20.5108;-1.75022;30.0976;-0.0214701;-0.00819583;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0600231;0.626995;-0.0712334;-20.4271;-1.7503;30.1199;-0.022718;-0.0109218;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0700269;0.639958;-0.0654976;-20.3433;-1.75038;30.1427;-0.02365;-0.0138005;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0800308;0.649603;-0.0608458;-20.2591;-1.75047;30.166;-0.0243494;-0.0167968;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0900346;0.655622;-0.0574581;-20.1753;-1.75057;30.1894;-0.0248632;-0.0198541;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.100038;0.658579;-0.0552288;-20.0912;-1.75067;30.213;-0.0252402;-0.0229789;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.110042;0.659564;-0.0537398;-20.0069;-1.75078;30.2366;-0.0255192;-0.0261554;37.4803;-1.75;-42.5197;1.75;52.4803;-5.25;
0.120046;0.659788;-0.0524811;-19.923;-1.75089;30.2601;-0.0257286;-0.029352;37.4805;-1.75;-42.5195;1.75;52.4805;-5.25;
0.13005;0.659626;-0.061507;-19.839;-1.75101;30.2836;-0.0261374;-0.032592;37.4807;-1.75;-42.5194;1.75;52.4807;-5.25;
0.140054;0.659127;-0.0550023;-19.7537;-1.75113;30.3075;-0.0264834;-0.0359454;37.4809;-1.75;-42.5192;1.75;52.4808;-5.25;
0.150058;0.658426;-0.0529963;-19.6693;-1.75126;30.331;-0.0266509;-0.0393217;37.4811;-1.75;-42.519;1.75;52.481;-5.25;
0.160062;0.63493;-0.0525439;-19.5854;-1.75139;30.354;-0.0268107;-0.0427213;37.5224;-1.74999;-42.4366;1.75003;52.5223;-5.24999;
0.170065;0.612238;-0.0577903;-19.501;-1.75154;30.3761;-0.0271157;-0.0461981;37.6055;-1.74996;-42.2702;1.75009;52.6055;-5.24996;
0.180069;0.608862;-0.0528107;-19.4164;-1.75168;30.3979;-0.0272454;-0.0497513;37.6887;-1.74993;-42.1038;1.75015;52.6887;-5.24993;
0.190073;0.607867;-0.0591213;-19.3311;-1.75184;30.4198;-0.0274275;-0.0533871;37.7719;-1.74991;-41.9374;1.75021;52.7719;-5.24991;
0.200077;0.607085;-0.0599218;-19.2468;-1.75199;30.4414;-0.0276359;-0.0570393;37.8551;-1.74988;-41.771;1.75027;52.8551;-5.24988;
0.210081;0.6064;-0.0615766;-19.161;-1.75216;30.4633;-0.0279929;-0.0608261;37.9387;-1.74985;-41.6039;1.75033;52.9386;-5.24985;
