Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.418381;1.12476;-20.9047;-1.75;29.9979;0.00624826;3.20516e-005;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.010002;-0.940849;0.843341;-20.8601;-1.74997;29.9801;0.0226564;0.00107647;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0200041;-1.37684;0.495383;-20.7768;-1.74987;29.9362;0.0443166;0.00467301;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0300061;-1.41778;0.344569;-20.6936;-1.74971;29.8854;0.0558813;0.0105397;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0400081;-1.3942;0.270594;-20.6105;-1.74952;29.8347;0.0628454;0.0178328;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0500102;-1.36271;0.235748;-20.5274;-1.74931;29.7848;0.0675333;0.0260614;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0600122;-1.33431;0.223183;-20.4447;-1.74907;29.7361;0.071246;0.0348957;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0700143;-1.31301;0.210446;-20.3619;-1.74881;29.6883;0.0742178;0.0442347;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0800163;-1.29981;0.195057;-20.2808;-1.74853;29.6419;0.0763649;0.0536842;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0900183;-1.29278;0.193976;-20.198;-1.74823;29.5948;0.0783628;0.0635391;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.10002;-1.29;0.189485;-20.1156;-1.74791;29.5479;0.0801618;0.0735216;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.110022;-1.28977;0.183088;-20.0333;-1.74757;29.501;0.081685;0.0836342;37.4803;-1.75;-42.5197;1.75;52.4803;-5.25;
0.120024;-1.29069;0.174952;-19.9512;-1.74722;29.4541;0.0828736;0.0938347;37.4805;-1.75;-42.5196;1.75;52.4805;-5.25;
0.130026;-1.29192;0.166997;-19.8718;-1.74686;29.4086;0.0837203;0.103792;37.4807;-1.75;-42.5194;1.75;52.4806;-5.25;
0.140029;-1.29314;0.159169;-19.7877;-1.74646;29.3603;0.0842966;0.114407;37.4809;-1.75;-42.5192;1.75;52.4808;-5.25;
0.150031;-1.29405;0.152483;-19.7057;-1.74605;29.3131;0.0845647;0.124846;37.481;-1.75;-42.5191;1.75;52.481;-5.25;
0.160033;-1.29464;0.146953;-19.6254;-1.74563;29.2668;0.0845853;0.135126;37.5149;-1.74999;-42.4514;1.75003;52.5149;-5.24999;
0.170035;-1.295;0.142331;-19.5452;-1.74521;29.2204;0.0844175;0.145451;37.5984;-1.74996;-42.2845;1.75009;52.5983;-5.24996;
0.180037;-1.29528;0.138564;-19.4637;-1.74476;29.1731;0.0841035;0.155987;37.6818;-1.74993;-42.1177;1.75015;52.6817;-5.24993;
0.190039;-1.29559;0.138907;-19.3823;-1.74429;29.1259;0.0837017;0.166543;37.7652;-1.74991;-41.9508;1.75021;52.7652;-5.24991;
0.200041;-1.29606;0.143412;-19.3018;-1.74382;29.0791;0.0834453;0.177027;37.8487;-1.74988;-41.7839;1.75027;52.8486;-5.24988;
0.210043;-1.29657;0.134798;-19.2205;-1.74333;29.0318;0.0830369;0.187668;37.9321;-1.74985;-41.617;1.75033;52.9321;-5.24985;
0.220045;-1.29732;0.131369;-19.1404;-1.74283;28.985;0.0824472;0.198185;38.0156;-1.74982;-41.45;1.75038;53.0156;-5.24982;
0.230047;-1.29823;0.13031;-19.0596;-1.74231;28.9378;0.0817844;0.208807;38.0991;-1.74979;-41.283;1.75043;53.0991;-5.24979;
0.240049;-1.29916;0.130203;-18.9794;-1.74179;28.8908;0.0811246;0.219358;38.1826;-1.74976;-41.116;1.75049;53.1826;-5.24976;
0.250051;-1.30005;0.130709;-18.8984;-1.74124;28.8433;0.0804866;0.230019;38.2661;-1.74973;-40.949;1.75054;53.2661;-5.24973;
0.260053;-1.3008;0.131539;-18.8202;-1.7407;28.7972;0.0799096;0.240314;38.3494;-1.7497;-40.7824;1.7506;53.3494;-5.2497;
0.270055;-1.30139;0.132672;-18.7401;-1.74014;28.75;0.0793842;0.250844;38.4325;-1.74966;-40.6164;1.75066;53.4324;-5.24966;
0.280057;-1.30181;0.133936;-18.6596;-1.73955;28.7025;0.0789226;0.261437;38.5155;-1.74962;-40.4503;1.75072;53.5154;-5.24962;
0.290059;-1.30206;0.135174;-18.5824;-1.73898;28.6568;0.0785418;0.271573;38.5985;-1.74958;-40.2843;1.75079;53.5984;-5.24958;
0.300061;-1.30214;0.136435;-18.501;-1.73837;28.6086;0.0782091;0.282247;38.6815;-1.74954;-40.1182;1.75085;53.6815;-5.24954;
0.310063;-1.30203;0.137534;-18.4222;-1.73776;28.5618;0.0779592;0.29258;38.7648;-1.7495;-39.9516;1.75092;53.7648;-5.2495;
0.320065;-1.30179;0.138486;-18.3428;-1.73713;28.5147;0.0777662;0.302971;38.8486;-1.74945;-39.7841;1.751;53.8485;-5.24945;
0.330067;-1.30143;0.139271;-18.2627;-1.73648;28.467;0.0776235;0.313447;38.9323;-1.74941;-39.6167;1.75108;53.9322;-5.24941;
0.340069;-1.30099;0.139868;-18.183;-1.73582;28.4195;0.0775264;0.323868;39.0161;-1.74936;-39.4492;1.75115;54.016;-5.24936;
0.350071;-1.30029;0.123569;-18.1039;-1.73514;28.3724;0.0772799;0.334188;39.0998;-1.74931;-39.2817;1.75123;54.0997;-5.24931;
0.360073;-1.29991;0.134815;-18.0255;-1.73447;28.3256;0.0769332;0.344372;39.1832;-1.74926;-39.1148;1.75131;54.1832;-5.24926;
0.370075;-1.29939;0.138424;-17.9463;-1.73377;28.2783;0.0768374;0.354639;39.2662;-1.7492;-38.9488;1.7514;54.2662;-5.2492;
0.380077;-1.2988;0.139078;-17.8676;-1.73306;28.2312;0.0768307;0.364823;39.3492;-1.74915;-38.7829;1.75148;54.3491;-5.24915;
0.390079;-1.29818;0.138898;-17.7895;-1.73234;28.1845;0.0768472;0.374929;39.4322;-1.74909;-38.6169;1.75157;54.4321;-5.24909;
0.400081;-1.29755;0.138389;-17.7111;-1.73161;28.1375;0.0768666;0.38507;39.5152;-1.74903;-38.4509;1.75166;54.5151;-5.24903;
0.410083;-1.29694;0.137824;-17.6336;-1.73087;28.091;0.0768821;0.395096;39.5984;-1.74897;-38.2844;1.75175;54.5984;-5.24897;
0.420086;-1.29629;0.131045;-17.5553;-1.73011;28.044;0.0767325;0.405213;39.6821;-1.74891;-38.117;1.75185;54.6821;-5.24891;
0.430088;-1.2958;0.134404;-17.4784;-1.72934;27.9977;0.0766209;0.415144;39.7658;-1.74884;-37.9497;1.75194;54.7657;-5.24884;
0.44009;-1.29531;0.135016;-17.3996;-1.72855;27.9502;0.0765815;0.42531;39.8495;-1.74878;-37.7823;1.75204;54.8494;-5.24878;
0.450092;-1.29488;0.137663;-17.3217;-1.72775;27.9033;0.0767019;0.435367;39.9331;-1.74871;-37.615;1.75214;54.9331;-5.24871;
0.460094;-1.29445;0.135825;-17.2448;-1.72695;27.8569;0.076808;0.445309;40.0166;-1.74864;-37.4481;1.75224;55.0165;-5.24864;
