Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;
0;-0.408254;0.0636138;-20.9047;-1.75;29.998;0.000353887;1.81307e-006;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0100023;-1.17337;0.0453522;-20.8396;-1.75;29.9722;0.0017883;8.83047e-005;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0200047;-1.39351;0.03417;-20.7567;-1.74999;29.9246;0.00303145;0.000342619;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.030007;-1.41025;0.0280766;-20.673;-1.74998;29.8734;0.0039452;0.00071206;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0400094;-1.38438;0.0240538;-20.5897;-1.74997;29.8228;0.00464565;0.0011645;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0500117;-1.35347;0.0209248;-20.5077;-1.74995;29.7738;0.00518162;0.00167404;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0600141;-1.3272;0.0181539;-20.4245;-1.74993;29.7252;0.00557828;0.00224976;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0700164;-1.30825;0.0156315;-20.3418;-1.74991;29.6776;0.00585836;0.00286338;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0800188;-1.29648;0.0133458;-20.2604;-1.74989;29.6311;0.00603437;0.00350097;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.0900211;-1.29024;0.0111755;-20.1769;-1.74987;29.5836;0.00612163;0.004184;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.100023;-1.28845;0.00919663;-20.0943;-1.74984;29.5367;0.00610921;0.00488882;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.110026;-1.28853;0.00751801;-20.0121;-1.74982;29.4898;0.00602231;0.0056112;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.120028;-1.28942;0.00633191;-19.9331;-1.7498;29.4448;0.0058836;0.00632258;37.4802;-1.75;-42.5198;1.75;52.4802;-5.25;
0.130031;-1.29061;0.00546604;-19.8522;-1.74977;29.3984;0.00569817;0.00706815;37.4891;-1.75;-42.5019;1.75;52.4891;-5.25;
0.140033;-1.2917;0.00495109;-19.7674;-1.74974;29.3497;0.0054696;0.00786454;37.5725;-1.74998;-42.3352;1.75004;52.5725;-5.24998;
0.150035;-1.29245;0.00474715;-19.6868;-1.74972;29.3033;0.00523732;0.00863101;37.6559;-1.74996;-42.1685;1.75008;52.6559;-5.24996;
0.160038;-1.29298;0.00474828;-19.6033;-1.74969;29.2552;0.00499214;0.00943184;37.7392;-1.74994;-42.0018;1.75013;52.7392;-5.24994;
0.17004;-1.29331;0.00490016;-19.5259;-1.74966;29.2105;0.00476775;0.010178;37.8226;-1.74993;-41.8351;1.75017;52.8226;-5.24993;
0.180042;-1.2936;0.00499606;-19.4446;-1.74963;29.1634;0.00453943;0.0109624;37.9059;-1.74991;-41.6684;1.75021;52.9059;-5.24991;
0.190045;-1.29395;0.00524383;-19.3617;-1.7496;29.1153;0.00431485;0.0117624;37.9893;-1.74989;-41.5017;1.75024;52.9893;-5.24989;
0.200047;-1.29444;0.00568163;-19.2812;-1.74957;29.0686;0.00411101;0.0125385;38.0726;-1.74986;-41.3349;1.75028;53.0726;-5.24986;
0.210049;-1.29513;0.00628278;-19.2014;-1.74954;29.0221;0.00393014;0.0133064;38.156;-1.74984;-41.1682;1.75032;53.156;-5.24984;
0.220052;-1.29604;0.00700559;-19.1207;-1.74951;28.9751;0.00377726;0.0140804;38.2393;-1.74982;-41.0015;1.75036;53.2393;-5.24982;
0.230054;-1.29703;0.0077653;-19.0402;-1.74948;28.928;0.00365428;0.0148506;38.3227;-1.7498;-40.8348;1.7504;53.3227;-5.2498;
0.240056;-1.29802;0.00850983;-18.9598;-1.74945;28.8809;0.00356131;0.0156147;38.406;-1.74977;-40.6681;1.75045;53.406;-5.24977;
0.250059;-1.29892;0.00919497;-18.8804;-1.74942;28.8343;0.00349749;0.0163667;38.4894;-1.74974;-40.5014;1.7505;53.4894;-5.24974;
0.260061;-1.29968;0.00981048;-18.7986;-1.74938;28.7862;0.00346215;0.0171367;38.5727;-1.74971;-40.3348;1.75055;53.5727;-5.24971;
0.270063;-1.30026;0.0103192;-18.7185;-1.74935;28.739;0.0034506;0.0178862;38.6561;-1.74967;-40.1681;1.7506;53.6561;-5.24967;
0.280066;-1.30065;0.0107302;-18.6385;-1.74931;28.6918;0.003458;0.0186319;38.7393;-1.74964;-40.0017;1.75065;53.7393;-5.24964;
0.290068;-1.30086;0.0110406;-18.559;-1.74928;28.6448;0.00348057;0.0193688;38.8209;-1.74961;-39.8384;1.75071;53.8209;-5.24961;
0.30007;-1.30088;0.0112259;-18.489;-1.74924;28.6034;0.00351123;0.0200152;38.9026;-1.74957;-39.6751;1.75078;53.9026;-5.24957;
0.310073;-1.30072;0.0113606;-18.4016;-1.7492;28.5515;0.00355825;0.0208199;38.9842;-1.74953;-39.5118;1.75084;53.9842;-5.24953;
0.320075;-1.30043;0.0114079;-18.3226;-1.74916;28.5046;0.00360541;0.0215461;39.0659;-1.74949;-39.3485;1.7509;54.0659;-5.24949;
0.330077;-1.30004;0.0113949;-18.2432;-1.74912;28.4574;0.00365479;0.0222755;39.1478;-1.74945;-39.1847;1.75096;54.1478;-5.24945;
0.34008;-1.29955;0.0113281;-18.1629;-1.74908;28.4096;0.00370422;0.0230119;39.2329;-1.7494;-39.0145;1.75104;54.2329;-5.2494;
0.350082;-1.29903;0.01124;-18.0845;-1.74904;28.3629;0.0037506;0.0237309;39.318;-1.74935;-38.8443;1.75111;54.318;-5.24935;
0.360085;-1.29849;0.0111189;-18.0068;-1.74899;28.3166;0.00379374;0.0244444;39.4031;-1.74931;-38.6741;1.75119;54.4031;-5.24931;
0.370087;-1.29789;0.0109515;-17.9277;-1.74895;28.2694;0.00383334;0.0251714;39.4882;-1.74926;-38.5039;1.75126;54.4882;-5.24926;
0.380089;-1.29727;0.010747;-17.8493;-1.7489;28.2225;0.00386578;0.0258926;39.5729;-1.74921;-38.3343;1.75134;54.5729;-5.24921;
0.390092;-1.29664;0.010526;-17.7713;-1.74885;28.1758;0.00389111;0.0266121;39.6563;-1.74915;-38.1677;1.75143;54.6563;-5.24915;
0.400094;-1.296;0.0103009;-17.6928;-1.74881;28.1288;0.00390925;0.0273366;39.7396;-1.74909;-38.001;1.75151;54.7396;-5.24909;
0.410096;-1.29539;0.0100854;-17.6148;-1.74876;28.082;0.00392006;0.0280572;39.8229;-1.74904;-37.8344;1.7516;54.8229;-5.24904;
0.420099;-1.29481;0.0098848;-17.5356;-1.74871;28.0345;0.00392321;0.0287919;39.9062;-1.74898;-37.6677;1.75168;54.9062;-5.24898;
0.430101;-1.29434;0.00972988;-17.4675;-1.74866;27.9935;0.00392074;0.0294242;39.9893;-1.74892;-37.5016;1.75177;54.9893;-5.24892;
0.440103;-1.29381;0.00956265;-17.3839;-1.74861;27.9433;0.00391219;0.0302014;40.071;-1.74886;-37.3382;1.75187;55.071;-5.24886;
0.450106;-1.29335;0.00942607;-17.3041;-1.74855;27.8952;0.00389928;0.0309452;40.1527;-1.7488;-37.1747;1.75196;55.1527;-5.2488;
0.460108;-1.29294;0.00931636;-17.2256;-1.7485;27.8479;0.00388238;0.0316783;40.2345;-1.74873;-37.0113;1.75205;55.2345;-5.24873;
0.47011;-1.29256;0.00922873;-17.1489;-1.74844;27.8016;0.00386318;0.0323961;40.3162;-1.74867;-36.8478;1.75215;55.3162;-5.24867;
0.480113;-1.2922;0.0091578;-17.0708;-1.74839;27.7543;0.00384166;0.033128;40.398;-1.7486;-36.6841;1.75224;55.398;-5.2486;
0.490115;-1.29187;0.00910547;-16.9951;-1.74833;27.7085;0.00381955;0.0338379;40.4813;-1.74853;-36.5177;1.75235;55.4813;-5.24853;
0.500117;-1.29154;0.00906881;-16.9168;-1.74828;27.6611;0.00379597;0.034573;40.5645;-1.74846;-36.3512;1.75245;55.5645;-5.24846;
0.51012;-1.29123;0.00904632;-16.8397;-1.74822;27.6143;0.00377276;0.0352966;40.6477;-1.74838;-36.1848;1.75256;55.6477;-5.24838;
0.520122;-1.29092;0.00903549;-16.7647;-1.74816;27.5687;0.00375059;0.0360021;40.731;-1.74831;-36.0183;1.75266;55.731;-5.24831;
0.530124;-1.29062;0.00903286;-16.6925;-1.7481;27.5248;0.00373003;0.0366813;40.8142;-1.74824;-35.8518;1.75277;55.8142;-5.24824;
0.540127;-1.29029;0.0090387;-16.6163;-1.74804;27.4784;0.00370948;0.0373976;40.8977;-1.74815;-35.6848;1.75288;55.8977;-5.24815;
0.550129;-1.28996;0.00905555;-16.5383;-1.74798;27.4308;0.00369011;0.0381316;40.9812;-1.74807;-35.5179;1.753;55.9812;-5.24807;
0.560131;-1.28961;0.00908051;-16.4589;-1.74792;27.3823;0.00367233;0.0388792;41.0647;-1.74799;-35.3509;1.75311;56.0647;-5.24799;
0.570134;-1.28926;0.00910828;-16.383;-1.74785;27.3359;0.00365736;0.0395939;41.1481;-1.74791;-35.1839;1.75323;56.1481;-5.24791;
0.580136;-1.28894;0.00913418;-16.313;-1.7478;27.293;0.00364565;0.0402532;41.2316;-1.74783;-35.0169;1.75334;56.2316;-5.24783;
0.590139;-1.28852;0.00916245;-16.2276;-1.74772;27.2405;0.00363381;0.0410584;41.3152;-1.74774;-34.8499;1.75346;56.3152;-5.24774;
0.600141;-1.28815;0.00918205;-16.1547;-1.74766;27.1958;0.00362561;0.041745;41.3987;-1.74765;-34.6829;1.75358;56.3987;-5.24765;
0.610143;-1.28776;0.0091965;-16.0808;-1.7476;27.1503;0.00361897;0.0424413;41.4822;-1.74756;-34.5158;1.75371;56.4822;-5.24756;
0.620146;-1.28734;0.00920447;-16.0043;-1.74753;27.1032;0.0036138;0.043162;41.5657;-1.74747;-34.3488;1.75383;56.5657;-5.24747;
0.630148;-1.28691;0.00920606;-15.9297;-1.74746;27.0572;0.00361003;0.0438646;41.6494;-1.74738;-34.1815;1.75395;56.6494;-5.24738;
0.64015;-1.28647;0.00920173;-15.8545;-1.74739;27.0108;0.00360726;0.0445732;41.7342;-1.74728;-34.0119;1.75408;56.7342;-5.24728;
0.650153;-1.28601;0.00919171;-15.7793;-1.74732;26.9643;0.0036053;0.0452811;41.819;-1.74718;-33.8422;1.75421;56.819;-5.24718;
0.660155;-1.28554;0.00917559;-15.7044;-1.74725;26.9179;0.00360403;0.0459869;41.9038;-1.74708;-33.6726;1.75434;56.9038;-5.24708;
0.670157;-1.28505;0.00915406;-15.6283;-1.74718;26.8707;0.00360314;0.0467047;41.9886;-1.74698;-33.5029;1.75447;56.9886;-5.24698;
0.68016;-1.28456;0.00912875;-15.5541;-1.74711;26.8247;0.00360247;0.0474043;42.0733;-1.74688;-33.3337;1.7546;57.0733;-5.24688;
0.690162;-1.28406;0.00909954;-15.4802;-1.74704;26.7788;0.00360188;0.0481008;42.157;-1.74678;-33.1662;1.75474;57.157;-5.24678;
0.700164;-1.28356;0.00906692;-15.4072;-1.74697;26.7334;0.00360121;0.0487887;42.2408;-1.74668;-32.9987;1.75487;57.2408;-5.24668;
0.710167;-1.28306;0.00903245;-15.336;-1.7469;26.689;0.00360037;0.0494602;42.3245;-1.74657;-32.8311;1.75501;57.3245;-5.24657;
0.720169;-1.28253;0.00899433;-15.2618;-1.74682;26.6427;0.00359922;0.0501602;42.4083;-1.74647;-32.6636;1.75514;57.4083;-5.24647;
0.730171;-1.28196;0.00895256;-15.184;-1.74674;26.5941;0.00359764;0.0508944;42.4919;-1.74636;-32.4963;1.75528;57.4919;-5.24636;
0.740174;-1.28141;0.0089113;-15.1095;-1.74666;26.5475;0.00359566;0.0515974;42.5751;-1.74625;-32.33;1.75542;57.5751;-5.24625;
0.750176;-1.28085;0.00886975;-15.0355;-1.74659;26.5011;0.00359326;0.0522967;42.6583;-1.74614;-32.1637;1.75556;57.6583;-5.24614;
0.760178;-1.28029;0.00882833;-14.9617;-1.74651;26.4549;0.00359046;0.0529926;42.7414;-1.74603;-31.9973;1.7557;57.7414;-5.24603;
0.770181;-1.27972;0.00878727;-14.8881;-1.74643;26.4087;0.00358724;0.053688;42.8246;-1.74592;-31.831;1.75584;57.8246;-5.24592;
0.780183;-1.27913;0.00874633;-14.8133;-1.74635;26.3617;0.00358352;0.0543944;42.9078;-1.74581;-31.6647;1.75598;57.9078;-5.24581;
0.790185;-1.2786;0.00871052;-14.7464;-1.74627;26.3195;0.00357988;0.0550269;42.991;-1.74569;-31.4982;1.75612;57.991;-5.24569;
0.800188;-1.27801;0.00867193;-14.6723;-1.74619;26.2728;0.00357556;0.0557271;43.0742;-1.74557;-31.3318;1.75627;58.0742;-5.24557;
0.81019;-1.27739;0.00863322;-14.5954;-1.74611;26.2244;0.0035708;0.056453;43.1574;-1.74545;-31.1653;1.75641;58.1574;-5.24545;
0.820193;-1.2768;0.0085983;-14.5232;-1.74602;26.1787;0.00356609;0.0571354;43.2407;-1.74534;-30.9989;1.75656;58.2407;-5.24534;
0.830195;-1.2762;0.00856464;-14.451;-1.74594;26.1331;0.00356124;0.0578176;43.3237;-1.74522;-30.8328;1.7567;58.3237;-5.24522;
0.840197;-1.27559;0.00853154;-14.3774;-1.74586;26.0864;0.00355619;0.0585134;43.4054;-1.7451;-30.6694;1.75685;58.4054;-5.2451;
0.8502;-1.27503;0.00850222;-14.3098;-1.74578;26.0436;0.00355152;0.0591523;43.4871;-1.74498;-30.506;1.75699;58.4871;-5.24498;
0.860202;-1.27444;0.00847293;-14.24;-1.74569;25.9992;0.00354668;0.0598121;43.5688;-1.74486;-30.3426;1.75714;58.5688;-5.24486;
0.870204;-1.27377;0.00844117;-14.1617;-1.7456;25.9495;0.0035413;0.0605514;43.6505;-1.74474;-30.1793;1.75728;58.6505;-5.24474;
0.880207;-1.27315;0.00841264;-14.0896;-1.74551;25.9036;0.0035364;0.0612331;43.7325;-1.74462;-30.0153;1.75743;58.7325;-5.24462;
0.890209;-1.27259;0.00838726;-14.0241;-1.74544;25.8618;0.00353204;0.0618519;43.8176;-1.74448;-29.8451;1.75758;58.8176;-5.24448;
0.900211;-1.27197;0.00835976;-13.952;-1.74535;25.8158;0.00352735;0.0625331;43.9027;-1.74435;-29.6749;1.75774;58.9027;-5.24435;
0.910214;-1.27128;0.00832992;-13.8729;-1.74525;25.7653;0.00352237;0.0632808;43.9878;-1.74422;-29.5047;1.75789;58.9878;-5.24422;
0.920216;-1.27064;0.00830223;-13.7991;-1.74516;25.7181;0.00351787;0.0639776;44.0729;-1.74409;-29.3344;1.75805;59.0729;-5.24409;
0.930218;-1.27007;0.00827801;-13.7346;-1.74507;25.6767;0.00351405;0.064587;44.1576;-1.74396;-29.1649;1.7582;59.1576;-5.24396;
0.940221;-1.26945;0.00825124;-13.6636;-1.74498;25.6312;0.00350999;0.0652577;44.241;-1.74382;-28.9983;1.75836;59.241;-5.24382;
0.950223;-1.26879;0.00822293;-13.5892;-1.74489;25.5834;0.00350588;0.0659605;44.3243;-1.74369;-28.8316;1.75851;59.3243;-5.24369;
0.960225;-1.26816;0.00819557;-13.518;-1.7448;25.5376;0.00350207;0.0666325;44.4076;-1.74356;-28.665;1.75866;59.4076;-5.24356;
0.970228;-1.26753;0.00816797;-13.4472;-1.7447;25.492;0.00349838;0.0673017;44.491;-1.74342;-28.4983;1.75882;59.491;-5.24342;
