Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;0.949229;0.0623038;-110.068;-1.75;30.0017;0.000229574;7.97788e-007;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0100032;3.7419;0.0428153;-110.004;-1.75;30.0912;0.00156844;0.000103948;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0200064;4.08353;0.0324743;-109.92;-1.74999;30.2352;0.00269913;0.000445544;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0300095;4.15914;0.0269588;-109.835;-1.74998;30.3845;0.00347727;0.000969152;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0400127;3.44106;0.0256079;-109.75;-1.74997;30.5306;0.0040354;0.00165101;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0500159;0.806073;0.0247984;-109.665;-1.74995;30.6103;0.0045208;0.00244758;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0600191;-0.358606;0.0268382;-109.58;-1.74994;30.6131;0.00495514;0.00334461;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0700223;-0.601844;0.0256748;-109.495;-1.74992;30.594;0.00535283;0.00433908;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0800255;-0.670505;0.0258813;-109.409;-1.74989;30.5703;0.00569962;0.00541227;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.0900286;-0.683402;0.0267711;-109.324;-1.74987;30.5454;0.00603443;0.00654637;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5198;14.696;7.75;
0.100032;-0.681387;0.0278993;-109.239;-1.74984;30.5206;0.00638032;0.0077347;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5211;14.696;7.75;
0.110035;-0.683271;0.0288904;-109.155;-1.74981;30.496;0.00674071;0.00895598;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5336;14.696;7.75;
0.120038;-0.691619;0.0295089;-109.072;-1.74977;30.4715;0.00710766;0.0101982;23.5065;5.24998;1.74996;-151.952;1.74997;-106.227;7.75;13.5461;14.696;7.75;
0.130041;-0.704966;0.0299143;-108.987;-1.74974;30.4462;0.00748405;0.0114972;23.4638;5.24997;1.74995;-151.887;1.74996;-106.163;7.75;13.5586;14.696;7.75;
0.140045;-0.718752;0.030055;-108.898;-1.7497;30.4192;0.00787656;0.0128874;23.408;5.24996;1.74994;-151.803;1.74994;-106.079;7.75;13.5711;14.696;7.75;
0.150048;-0.725925;0.0297644;-108.816;-1.74965;30.3938;0.00822695;0.0141969;23.3523;5.24995;1.74992;-151.719;1.74993;-105.995;7.74999;13.5836;14.696;7.75;
0.160051;-0.729248;0.0291277;-108.732;-1.74961;30.3675;0.00856361;0.0155591;23.2966;5.24994;1.74991;-151.636;1.74991;-105.911;7.74992;13.596;14.696;7.75;
0.170054;-0.730984;0.028197;-108.649;-1.74956;30.3417;0.00886031;0.0169088;23.2408;5.24993;1.74989;-151.552;1.7499;-105.827;7.74985;13.6085;14.696;7.75;
0.180057;-0.734067;0.0269802;-108.56;-1.74951;30.3138;0.00912803;0.0183755;23.1852;5.24991;1.74987;-151.468;1.74988;-105.744;7.74977;13.621;14.653;7.74978;
0.19006;-0.737502;0.0258583;-108.478;-1.74945;30.288;0.00933177;0.0197377;23.1295;5.2499;1.74985;-151.384;1.74986;-105.66;7.7497;13.6334;14.5974;7.74948;
0.200064;-0.740701;0.024801;-108.393;-1.7494;30.2611;0.0095018;0.0211573;23.0739;5.24988;1.74982;-151.3;1.74984;-105.576;7.74918;13.6457;14.5418;7.74919;
0.210067;-0.742394;0.0239048;-108.308;-1.74934;30.2338;0.00963865;0.0225945;23.0183;5.24987;1.7498;-151.216;1.74981;-105.492;7.74224;13.6561;14.4863;7.7489;
0.22007;-0.742001;0.0232219;-108.225;-1.74928;30.2073;0.00973914;0.0239883;22.9627;5.24985;1.74977;-151.132;1.74979;-105.408;7.73529;13.6665;14.4307;7.74861;
0.230073;-0.739398;0.0226905;-108.143;-1.74921;30.1814;0.00981761;0.0253618;22.9071;5.24983;1.74974;-151.048;1.74976;-105.324;7.72834;13.6769;14.3752;7.74834;
0.240076;-0.734515;0.0222422;-108.059;-1.74915;30.1546;0.00988215;0.0267869;22.8515;5.24981;1.74971;-150.965;1.74973;-105.24;7.72139;13.6873;14.3197;7.74807;
0.25008;-0.728345;0.0218468;-107.973;-1.74908;30.1277;0.00993322;0.0282325;22.796;5.24979;1.74968;-150.881;1.7497;-105.156;7.71419;13.6974;14.2642;7.7478;
0.260083;-0.726859;0.0215267;-107.9;-1.74902;30.1047;0.00996545;0.0294761;22.7404;5.24976;1.74964;-150.797;1.74967;-105.072;7.70301;13.7031;14.2088;7.74753;
0.270086;-0.728555;0.0211633;-107.808;-1.74894;30.076;0.00999229;0.0310262;22.6848;5.24974;1.74961;-150.713;1.74964;-104.989;7.69183;13.7088;14.1533;7.74726;
0.280089;-0.731131;0.0208667;-107.724;-1.74886;30.0495;0.0100061;0.0324605;22.6299;5.24972;1.74957;-150.63;1.74961;-104.906;7.68065;13.7145;14.0987;7.74698;
0.290092;-0.729674;0.0205856;-107.639;-1.74879;30.0228;0.0100106;0.0339005;22.5753;5.24969;1.74953;-150.547;1.74957;-104.823;7.66947;13.7202;14.0443;7.7467;
0.300095;-0.733744;0.0203608;-107.559;-1.74871;29.9975;0.0100055;0.0352587;22.5206;5.24966;1.74949;-150.465;1.74953;-104.74;7.6582;13.7257;13.9898;7.74642;
0.310099;-0.738916;0.020173;-107.475;-1.74863;29.9707;0.00999286;0.0366957;22.4659;5.24963;1.74945;-150.382;1.74949;-104.658;7.646;13.7282;13.9354;7.74614;
0.320102;-0.743337;0.0200334;-107.39;-1.74855;29.9436;0.00997506;0.0381415;22.4112;5.24961;1.74941;-150.3;1.74946;-104.575;7.63379;13.7307;13.881;7.74586;
0.330105;-0.746036;0.0198849;-107.306;-1.74846;29.9167;0.0099531;0.0395662;22.3546;5.24957;1.74936;-150.214;1.74941;-104.49;7.62159;13.7332;13.8249;7.74557;
0.340108;-0.747363;0.0197996;-107.226;-1.74838;29.8908;0.00992731;0.04094;22.2975;5.24954;1.7493;-150.128;1.74936;-104.403;7.60938;13.7357;13.7683;7.74527;
0.350111;-0.748821;0.0197623;-107.14;-1.74829;29.8627;0.00989757;0.0424217;22.2403;5.2495;1.74925;-150.042;1.74931;-104.317;7.59716;13.7381;13.7116;7.74498;
0.360115;-0.750023;0.0197672;-107.059;-1.7482;29.8366;0.00986974;0.0438032;22.1832;5.24947;1.7492;-149.955;1.74926;-104.231;7.58469;13.739;13.655;7.74468;
0.370118;-0.751149;0.0197983;-106.973;-1.7481;29.8087;0.00984139;0.0452736;22.126;5.24944;1.74915;-149.869;1.74922;-104.144;7.57222;13.74;13.5983;7.74439;
0.380121;-0.752115;0.0198407;-106.891;-1.74801;29.7816;0.00981634;0.046695;22.0696;5.2494;1.74909;-149.784;1.74916;-104.059;7.55976;13.741;13.5427;7.7441;
0.390124;-0.753064;0.0198826;-106.81;-1.74792;29.7552;0.00979423;0.0480829;22.0135;5.24936;1.74902;-149.699;1.74911;-103.974;7.54729;13.742;13.4873;7.74382;
0.400127;-0.75398;0.0199233;-106.727;-1.74782;29.7281;0.0097739;0.049507;21.9573;5.24931;1.74896;-149.614;1.74905;-103.889;7.53482;13.7429;13.432;7.74353;
0.41013;-0.754827;0.0199595;-106.643;-1.74772;29.7004;0.00975575;0.0509558;21.9012;5.24927;1.7489;-149.529;1.74899;-103.804;7.52229;13.7432;13.3766;7.74325;
0.420134;-0.755741;0.0199865;-106.561;-1.74762;29.6734;0.0097407;0.052366;21.845;5.24923;1.74884;-149.445;1.74894;-103.72;7.50976;13.7435;13.3212;7.74296;
0.430137;-0.756703;0.0200048;-106.483;-1.74752;29.6477;0.00972833;0.0537029;21.7884;5.24919;1.74877;-149.359;1.74887;-103.634;7.49723;13.7439;13.2658;7.74269;
0.44014;-0.757821;0.0200164;-106.401;-1.74741;29.6204;0.00971704;0.0551196;21.7317;5.24914;1.7487;-149.274;1.74881;-103.549;7.4847;13.7442;13.2102;7.74242;
0.450143;-0.759055;0.0200208;-106.317;-1.7473;29.5925;0.00970723;0.0565686;21.6751;5.24909;1.74863;-149.188;1.74874;-103.463;7.47218;13.7445;13.1547;7.74214;
0.460146;-0.760387;0.0200179;-106.231;-1.74719;29.5641;0.00969897;0.058036;21.6184;5.24904;1.74856;-149.103;1.74868;-103.378;7.45972;13.7445;13.0992;7.74187;
0.47015;-0.761672;0.0200096;-106.153;-1.74708;29.5379;0.00969258;0.0593857;21.5617;5.249;1.74849;-149.017;1.74861;-103.292;7.44725;13.7446;13.0437;7.7416;
0.480153;-0.763057;0.0199939;-106.071;-1.74697;29.5107;0.00968696;0.0607825;21.5047;5.24894;1.74841;-148.932;1.74854;-103.206;7.43479;13.7446;12.9882;7.74134;
0.490156;-0.764591;0.0199712;-105.985;-1.74685;29.4817;0.00968185;0.06227;21.4476;5.24889;1.74833;-148.846;1.74847;-103.12;7.42232;13.7447;12.9327;7.74108;
0.500159;-0.766004;0.0199489;-105.908;-1.74674;29.4558;0.00967803;0.0635916;21.3905;5.24884;1.74825;-148.76;1.74839;-103.034;7.40985;13.7447;12.8772;7.74082;
0.510162;-0.767596;0.0199223;-105.824;-1.74662;29.4273;0.00967451;0.0650379;21.3334;5.24878;1.74817;-148.674;1.74832;-102.948;7.39729;13.7447;12.8217;7.74056;
0.520165;-0.769212;0.0198939;-105.74;-1.74649;29.399;0.00967154;0.0664759;21.2763;5.24873;1.74809;-148.588;1.74824;-102.862;7.38473;13.7446;12.7662;7.7403;
0.530169;-0.770775;0.0198647;-105.661;-1.74637;29.3722;0.0096692;0.0678308;21.2188;5.24867;1.74801;-148.501;1.74816;-102.776;7.37217;13.7446;12.7107;7.74006;
0.540172;-0.772442;0.0198305;-105.577;-1.74625;29.3435;0.00966711;0.0692746;21.1612;5.24861;1.74792;-148.415;1.74808;-102.689;7.35961;13.7445;12.6552;7.73982;
0.550175;-0.774006;0.019796;-105.497;-1.74612;29.3164;0.00966538;0.0706355;21.1036;5.24854;1.74783;-148.328;1.748;-102.603;7.34706;13.7445;12.5997;7.73958;
0.560178;-0.77564;0.0197578;-105.414;-1.74599;29.288;0.00966372;0.0720603;21.046;5.24848;1.74774;-148.242;1.74791;-102.516;7.3346;13.7444;12.5442;7.73934;
0.570181;-0.77724;0.0197183;-105.333;-1.74586;29.2599;0.00966217;0.0734631;20.9884;5.24842;1.74765;-148.155;1.74783;-102.429;7.32215;13.7443;12.4887;7.73911;
0.580185;-0.7788;0.0196778;-105.252;-1.74573;29.2321;0.00966065;0.0748427;20.9304;5.24835;1.74755;-148.068;1.74774;-102.342;7.30969;13.7442;12.4333;7.73888;
0.590188;-0.780327;0.0196368;-105.173;-1.7456;29.2047;0.0096591;0.0762038;20.8722;5.24829;1.74746;-147.981;1.74765;-102.255;7.29723;13.7441;12.3778;7.73866;
0.600191;-0.781896;0.0195934;-105.09;-1.74546;29.1762;0.00965742;0.0776141;20.8141;5.24822;1.74736;-147.894;1.74756;-102.168;7.28477;13.744;12.3224;7.73844;
0.610194;-0.783471;0.0195489;-105.007;-1.74532;29.1473;0.0096556;0.0790393;20.756;5.24815;1.74726;-147.807;1.74747;-102.081;7.27226;13.7439;12.2669;7.73823;
0.620197;-0.784994;0.0195053;-104.926;-1.74518;29.119;0.00965368;0.0804268;20.6978;5.24808;1.74716;-147.72;1.74738;-101.994;7.25975;13.7437;12.2114;7.73801;
0.6302;-0.786468;0.0194627;-104.848;-1.74504;29.0916;0.00965169;0.0817727;20.64;5.24801;1.74706;-147.634;1.74728;-101.907;7.24725;13.7436;12.1568;7.73781;
0.640204;-0.787972;0.0194189;-104.767;-1.7449;29.0634;0.00964951;0.0831482;20.5823;5.24793;1.74696;-147.547;1.74718;-101.821;7.23474;13.7435;12.1023;7.73761;
0.650207;-0.789356;0.0193786;-104.694;-1.74477;29.0374;0.00964738;0.0844124;20.5246;5.24786;1.74685;-147.461;1.74709;-101.735;7.22223;13.7434;12.0479;7.73742;
0.66021;-0.790867;0.0193353;-104.613;-1.74462;29.0091;0.00964493;0.0857882;20.4669;5.24778;1.74675;-147.375;1.74699;-101.649;7.20973;13.7433;11.9934;7.73722;
0.670213;-0.792481;0.01929;-104.528;-1.74446;28.9789;0.0096422;0.0872501;20.4092;5.24771;1.74664;-147.289;1.74689;-101.562;7.19723;13.7432;11.939;7.73703;
0.680216;-0.794029;0.0192472;-104.447;-1.74431;28.95;0.00963952;0.088643;20.3494;5.24763;1.74653;-147.2;1.74679;-101.473;7.18473;13.7431;11.883;7.73684;
0.69022;-0.795632;0.019203;-104.363;-1.74415;28.9203;0.00963668;0.0900758;20.2884;5.24754;1.74642;-147.109;1.74668;-101.383;7.17223;13.7429;11.8262;7.73666;
0.700223;-0.797129;0.019162;-104.286;-1.744;28.8926;0.00963397;0.091403;20.2275;5.24746;1.7463;-147.019;1.74657;-101.292;7.15972;13.7428;11.7695;7.73648;
0.710226;-0.798714;0.0191189;-104.204;-1.74385;28.8634;0.00963104;0.0927989;20.1666;5.24737;1.74618;-146.928;1.74646;-101.202;7.14718;13.7427;11.7127;7.7363;
0.720229;-0.800304;0.0190759;-104.123;-1.74369;28.8342;0.00962805;0.0941885;20.1057;5.24729;1.74607;-146.838;1.74635;-101.111;7.13463;13.7426;11.6559;7.73612;
0.730232;-0.801814;0.0190354;-104.046;-1.74353;28.8067;0.00962516;0.0955;20.0451;5.2472;1.74595;-146.748;1.74623;-101.021;7.12209;13.7424;11.6;7.73596;
0.740235;-0.803491;0.0189906;-103.962;-1.74336;28.7761;0.0096219;0.0969474;19.9846;5.24711;1.74582;-146.659;1.74612;-100.932;7.10954;13.7423;11.5444;7.7358;
0.750239;-0.805021;0.0163737;-103.884;-1.7432;28.7479;0.00960933;0.0982809;19.9241;5.24702;1.7457;-146.57;1.746;-100.843;7.09701;13.7422;11.4888;7.73564;
0.760242;-0.806643;0.0148395;-103.803;-1.74304;28.7185;0.00950064;0.0996548;19.8635;5.24693;1.74558;-146.481;1.74589;-100.753;7.08451;13.7421;11.4332;7.73548;
0.770245;-0.808289;0.0161558;-103.722;-1.74287;28.6889;0.00938524;0.101022;19.803;5.24684;1.74546;-146.391;1.74577;-100.664;7.07201;13.7419;11.3776;7.73532;
0.780248;-0.809846;0.0167673;-103.644;-1.74271;28.6606;0.00932244;0.102303;19.7419;5.24674;1.74533;-146.302;1.74565;-100.574;7.05951;13.7418;11.322;7.73518;
0.790251;-0.811285;0.0170341;-103.573;-1.74256;28.6345;0.00928288;0.103476;19.6807;5.24664;1.7452;-146.212;1.74553;-100.484;7.04701;13.7417;11.2665;7.73504;
0.800255;-0.812967;0.0171125;-103.49;-1.74238;28.6039;0.0092485;0.104835;19.6194;5.24655;1.74507;-146.122;1.74541;-100.394;7.03452;13.7416;11.211;7.73491;
0.810258;-0.814704;0.0170471;-103.404;-1.74219;28.5722;0.00921814;0.106227;19.5582;5.24645;1.74495;-146.032;1.74529;-100.304;7.02207;13.7415;11.1554;7.73477;
0.820261;-0.816305;0.0169271;-103.325;-1.74202;28.543;0.0091905;0.107503;19.497;5.24635;1.74482;-145.942;1.74516;-100.215;7.00962;13.7413;11.0999;7.73463;
0.830264;-0.817907;0.0168045;-103.246;-1.74184;28.5138;0.00916153;0.108775;19.4361;5.24625;1.74469;-145.854;1.74504;-100.126;6.99718;13.7412;11.0453;7.73451;
0.840267;-0.819396;0.0167067;-103.173;-1.74168;28.4865;0.0091335;0.109952;19.3753;5.24615;1.74455;-145.765;1.74491;-100.037;6.98473;13.7411;10.9909;7.73439;
0.850271;-0.820941;0.0166344;-103.097;-1.74151;28.4583;0.0091037;0.11117;19.3145;5.24604;1.74442;-145.677;1.74479;-99.9484;6.97227;13.741;10.9365;7.73427;
0.860274;-0.822598;0.0165919;-103.016;-1.74133;28.4279;0.009072;0.11247;19.2537;5.24594;1.74429;-145.588;1.74466;-99.8598;6.95972;13.7408;10.8821;7.73415;
0.870277;-0.824225;0.0165828;-102.937;-1.74114;28.398;0.00904223;0.113743;19.1929;5.24584;1.74416;-145.499;1.74453;-99.7712;6.94716;13.7407;10.8277;7.73403;
0.88028;-0.825978;0.0165981;-102.851;-1.74095;28.3658;0.00901256;0.11511;19.1298;5.24573;1.74402;-145.408;1.7444;-99.6797;6.93461;13.7406;10.7718;7.73392;
0.890283;-0.827541;0.0166258;-102.775;-1.74077;28.3371;0.00898865;0.116324;19.0659;5.24561;1.74388;-145.315;1.74426;-99.587;6.92205;13.7405;10.7153;7.73382;
0.900286;-0.829231;0.0166637;-102.693;-1.74057;28.3061;0.00896641;0.117633;19.0019;5.2455;1.74373;-145.223;1.74413;-99.4943;6.9095;13.7403;10.6588;7.73371;
0.91029;-0.830865;0.0167002;-102.614;-1.74039;28.276;0.00894805;0.118893;18.9379;5.24539;1.74359;-145.13;1.74399;-99.4016;6.89701;13.7402;10.6023;7.73361;
0.920293;-0.832493;0.0167324;-102.536;-1.7402;28.2461;0.00893262;0.120146;18.8739;5.24527;1.74345;-145.038;1.74385;-99.3089;6.88452;13.7401;10.5458;7.7335;
0.930296;-0.834131;0.016758;-102.457;-1.74001;28.2159;0.00891977;0.121402;18.8101;5.24516;1.7433;-144.946;1.74371;-99.2171;6.87203;13.74;10.4901;7.73341;
0.940299;-0.835722;0.0167727;-102.381;-1.73982;28.1866;0.00890984;0.122617;18.7465;5.24504;1.74316;-144.854;1.74357;-99.1254;6.85954;13.7398;10.4346;7.73332;
0.950302;-0.837282;0.0167777;-102.306;-1.73964;28.1579;0.00890183;0.123806;18.6828;5.24492;1.74301;-144.763;1.74343;-99.0338;6.84705;13.7397;10.3791;7.73323;
0.960306;-0.839009;0.0148536;-102.223;-1.73943;28.1259;0.00888394;0.125126;18.6191;5.2448;1.74286;-144.671;1.74329;-98.9421;6.83452;13.7396;10.3236;7.73314;
0.970309;-0.840663;0.0149486;-102.145;-1.73923;28.0955;0.00881559;0.126369;18.5554;5.24468;1.74272;-144.58;1.74315;-98.8505;6.82199;13.7395;10.2681;7.73305;
0.980312;-0.84231;0.0154805;-102.067;-1.73903;28.0651;0.00876523;0.127599;18.491;5.24456;1.74257;-144.488;1.743;-98.7583;6.80946;13.7393;10.2126;7.73297;
0.990315;-0.843891;0.0131293;-101.99;-1.73884;28.0354;0.00872384;0.128789;18.4264;5.24443;1.74242;-144.395;1.74286;-98.6659;6.79693;13.7392;10.157;7.7329;
1.00032;-0.845571;0.0118552;-101.911;-1.73864;28.0045;0.0085954;0.130013;18.3618;5.24431;1.74227;-144.303;1.74271;-98.5735;6.78441;13.7391;10.1014;7.73282;
1.01032;-0.847259;0.0132129;-101.832;-1.73843;27.9735;0.00846843;0.131216;18.2972;5.24418;1.74212;-144.211;1.74257;-98.4811;6.77189;13.739;10.0458;7.73275;
1.02032;-0.848894;0.0133058;-101.755;-1.73823;27.9431;0.00837788;0.132367;18.2326;5.24406;1.74197;-144.119;1.74242;-98.3888;6.75938;13.7388;9.99024;7.73267;
1.03033;-0.850543;0.0123508;-101.677;-1.73803;27.9124;0.00825678;0.133507;18.1675;5.24393;1.74181;-144.026;1.74227;-98.296;6.74687;13.7387;9.93473;7.7326;
1.04033;-0.85212;0.0128876;-101.603;-1.73783;27.8831;0.00817163;0.134577;18.1021;5.24379;1.74166;-143.933;1.74212;-98.2032;6.73436;13.7386;9.87923;7.73254;
1.05033;-0.853741;0.00830923;-101.526;-1.73763;27.8525;0.00804796;0.135673;18.0368;5.24366;1.7415;-143.841;1.74197;-98.1104;6.72185;13.7385;9.82373;7.73248;
1.06034;-0.855379;0.00989802;-101.449;-1.73742;27.8222;0.00786438;0.136729;17.9715;5.24353;1.74135;-143.748;1.74182;-98.0176;6.70936;13.7383;9.76824;7.73241;
1.07034;-0.857115;0.0107347;-101.368;-1.73721;27.7897;0.00772663;0.137829;17.9061;5.2434;1.74119;-143.655;1.74167;-97.9247;6.69687;13.7382;9.71274;7.73235;
1.08034;-0.858745;0.00218227;-101.29;-1.737;27.7586;0.00749828;0.138857;17.8402;5.24326;1.74103;-143.562;1.74151;-97.8315;6.68438;13.7381;9.65725;7.73229;
1.09035;-0.860327;0.00283114;-101.218;-1.7368;27.7295;0.00712819;0.139775;17.774;5.24313;1.74088;-143.469;1.74136;-97.7381;6.67188;13.738;9.60176;7.73224;
1.10035;-0.806514;-0.00696538;-101.14;-1.73659;27.6984;0.00661826;0.140698;17.7079;5.24299;1.74072;-143.376;1.7412;-97.6447;6.65939;13.7378;9.54626;7.73219;
1.11035;-0.442562;-0.0123277;-101.062;-1.73638;27.6766;0.00590396;0.141502;17.6417;5.24285;1.74056;-143.283;1.74105;-97.5513;6.64689;13.7377;9.49077;7.73213;
1.12036;-0.325998;-0.0266676;-100.985;-1.73618;27.6636;0.00502284;0.142196;17.5756;5.24271;1.7404;-143.19;1.74089;-97.4579;6.6344;13.7376;9.43528;7.73208;
1.13036;-0.31641;-0.0408568;-100.906;-1.73597;27.6517;0.00376345;0.142732;17.5099;5.24257;1.74024;-143.097;1.74074;-97.3657;6.6219;13.7375;9.38074;7.73204;
1.14036;-0.312264;-0.0385378;-100.829;-1.73577;27.6403;0.00229806;0.142993;17.4443;5.24243;1.74008;-143.006;1.74058;-97.2737;6.6094;13.7373;9.32641;7.73199;
1.15037;-0.309153;-0.0562237;-100.754;-1.73558;27.6294;0.000703504;0.143002;17.3787;5.24229;1.73992;-142.914;1.74043;-97.1817;6.59691;13.7372;9.27207;7.73195;
1.16037;-0.307731;-0.0727714;-100.676;-1.73538;27.6182;-0.00121782;0.142706;17.3132;5.24215;1.73977;-142.822;1.74027;-97.0898;6.5844;13.7371;9.21773;7.73191;
1.17037;-0.130284;-0.0837235;-100.608;-1.73522;27.6094;-0.00314237;0.142153;17.2476;5.24201;1.73961;-142.73;1.74011;-96.9978;6.5719;13.737;9.1634;7.73186;
1.18038;0.0685854;-0.0828092;-100.525;-1.73503;27.6093;-0.00567939;0.141032;17.1796;5.24187;1.73944;-142.636;1.73995;-96.9029;6.5594;13.7368;9.10756;7.73183;
1.19038;0.0846358;-0.10019;-100.451;-1.73487;27.6121;-0.00815862;0.13962;17.1105;5.24173;1.73927;-142.54;1.73979;-96.8066;6.54689;13.7367;9.05101;7.73179;
1.20038;0.210686;-0.12333;-100.369;-1.7347;27.6163;-0.0113699;0.137554;17.0415;5.24158;1.73911;-142.444;1.73962;-96.7103;6.53439;13.7366;8.99447;7.73175;
1.21039;0.308185;-0.117265;-100.292;-1.73455;27.626;-0.0145855;0.135067;16.9724;5.24144;1.73894;-142.348;1.73946;-96.6141;6.52191;13.7365;8.93792;7.73172;
1.22039;0.241526;-0.138659;-100.223;-1.73443;27.6348;-0.0175253;0.132348;16.9033;5.2413;1.73877;-142.252;1.73929;-96.5178;6.50942;13.7363;8.88138;7.73168;
1.23039;0.143995;-0.147673;-100.14;-1.7343;27.6421;-0.02105;0.128463;16.8344;5.24119;1.7386;-142.156;1.73912;-96.4223;6.49694;13.7362;8.82553;7.73165;
1.24039;0.0200689;-0.164522;-100.064;-1.73419;27.6453;-0.0243786;0.12433;16.7655;5.24109;1.73843;-142.061;1.73896;-96.3269;6.48446;13.7361;8.76984;7.73162;
1.2504;-0.0860803;-0.160341;-99.9852;-1.7341;27.6438;-0.0278309;0.119588;16.6967;5.24099;1.73827;-141.966;1.73879;-96.2316;6.47197;13.736;8.71416;7.73159;
1.2604;-0.0886577;-0.168083;-99.9086;-1.73403;27.6406;-0.0313556;0.114338;16.6278;5.24088;1.7381;-141.871;1.73863;-96.1362;6.45945;13.7358;8.65847;7.73156;
1.2704;-0.0896732;-0.173587;-99.8314;-1.73397;27.6374;-0.0348992;0.108524;16.5589;5.24078;1.73793;-141.776;1.73846;-96.0409;6.44692;13.7357;8.60278;7.73153;
1.28041;-0.0905169;-0.195579;-99.7543;-1.73393;27.6341;-0.0384518;0.102212;16.4896;5.24075;1.73776;-141.681;1.73829;-95.9454;6.4344;13.7356;8.54725;7.73151;
1.29041;-0.0908729;-0.194043;-99.6775;-1.73391;27.6308;-0.0421212;0.0954222;16.4201;5.24073;1.73759;-141.586;1.73812;-95.8498;6.42187;13.7355;8.49174;7.73148;
1.30041;-0.0913001;-0.200933;-99.6037;-1.73391;27.6277;-0.0455918;0.0883829;16.3507;5.24072;1.73742;-141.49;1.73796;-95.7543;6.40935;13.7353;8.43624;7.73146;
1.31042;-0.0918596;-0.21134;-99.5263;-1.73393;27.6244;-0.0493645;0.0804943;16.2812;5.2407;1.73725;-141.395;1.73779;-95.6588;6.39686;13.7352;8.38074;7.73144;
1.32042;-0.092469;-0.223744;-99.4489;-1.73398;27.621;-0.0530373;0.0721505;16.2118;5.24069;1.73708;-141.3;1.73762;-95.5632;6.38436;13.7351;8.32524;7.73141;
1.33042;-0.0926015;-0.218556;-99.379;-1.73403;27.618;-0.0564361;0.0642093;16.1426;5.24078;1.73692;-141.206;1.73745;-95.4687;6.37186;13.735;8.27055;7.73139;
1.34043;-0.0927419;-0.214744;-99.3021;-1.73412;27.6147;-0.0598733;0.0550281;16.0736;5.24091;1.73675;-141.112;1.73728;-95.3744;6.35937;13.7348;8.21605;7.73138;
1.35043;-0.0931458;-0.227093;-99.2189;-1.73423;27.611;-0.0636924;0.0446023;16.0046;5.24103;1.73658;-141.018;1.73712;-95.2801;6.34687;13.7347;8.16155;7.73136;
