Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;0.943152;0.262479;-110.068;-1.75;30.0017;0.000968296;3.35044e-006;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0100017;3.43611;0.189716;-110.011;-1.74999;30.0814;0.00600098;0.000390173;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0200034;4.074;0.139621;-109.928;-1.74997;30.2209;0.0110577;0.00167961;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0300051;4.15406;0.115512;-109.843;-1.74992;30.3706;0.0144237;0.00385599;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0400068;3.68579;0.107473;-109.758;-1.74987;30.5183;0.0168236;0.00666314;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0500085;1.00602;0.105754;-109.673;-1.74981;30.6074;0.0189158;0.0099914;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0600102;-0.312459;0.0965776;-109.588;-1.74974;30.6141;0.0205226;0.0137461;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0700119;-0.589348;0.0959554;-109.503;-1.74965;30.5959;0.021748;0.017838;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0800136;-0.667529;0.0993165;-109.418;-1.74956;30.5726;0.0228933;0.0221556;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.0900153;-0.683754;0.104447;-109.333;-1.74946;30.5479;0.0240886;0.0267065;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.100017;-0.681871;0.109846;-109.248;-1.74934;30.523;0.0253954;0.0314688;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.110019;-0.683101;0.11426;-109.163;-1.74922;30.4982;0.0268107;0.0363862;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5198;14.696;7.75;
0.12002;-0.691225;0.116927;-109.078;-1.74908;30.4732;0.0282874;0.0414266;23.507;5.24998;1.74996;-151.952;1.74997;-106.228;7.75;13.5285;14.696;7.75;
0.130022;-0.704187;0.118298;-108.995;-1.74894;30.4483;0.0297529;0.0464885;23.5033;5.24998;1.74996;-151.947;1.74997;-106.223;7.75;13.541;14.696;7.75;
0.140024;-0.717692;0.11873;-108.91;-1.74878;30.4226;0.0312318;0.0517231;23.4476;5.24997;1.74995;-151.863;1.74995;-106.139;7.75;13.5535;14.696;7.75;
0.150025;-0.725716;0.117368;-108.826;-1.74861;30.3966;0.03265;0.0570267;23.392;5.24995;1.74993;-151.779;1.74994;-106.055;7.75;13.566;14.696;7.75;
0.160027;-0.729337;0.114608;-108.741;-1.74843;30.3702;0.0339768;0.0624327;23.3364;5.24994;1.74992;-151.696;1.74992;-105.971;7.75;13.5785;14.696;7.75;
0.170029;-0.731278;0.110519;-108.654;-1.74823;30.3429;0.0351926;0.0680543;23.2808;5.24993;1.7499;-151.612;1.74991;-105.888;7.74995;13.591;14.696;7.75;
0.180031;-0.733909;0.106063;-108.573;-1.74803;30.3176;0.0361492;0.0733054;23.2252;5.24992;1.74989;-151.528;1.7499;-105.804;7.74987;13.6035;14.6917;7.74998;
0.190032;-0.737406;0.101408;-108.489;-1.74781;30.2909;0.0369603;0.0788363;23.1697;5.24991;1.74986;-151.444;1.74987;-105.72;7.7498;13.616;14.6362;7.74969;
0.200034;-0.74067;0.0971829;-108.404;-1.74759;30.2642;0.0376083;0.084373;23.1142;5.24989;1.74984;-151.361;1.74985;-105.637;7.74973;13.6285;14.5807;7.7494;
0.210036;-0.742568;0.0935081;-108.317;-1.74735;30.2364;0.038134;0.090148;23.0587;5.24988;1.74982;-151.277;1.74983;-105.553;7.74965;13.641;14.5252;7.74911;
0.220037;-0.742548;0.0907801;-108.236;-1.74711;30.2106;0.0385058;0.0954944;23.0032;5.24986;1.74979;-151.193;1.74981;-105.469;7.74484;13.6521;14.4698;7.74882;
0.230039;-0.740142;0.0886024;-108.152;-1.74686;30.184;0.0387978;0.101042;22.9477;5.24984;1.74977;-151.11;1.74979;-105.385;7.73789;13.6624;14.4143;7.74853;
0.240041;-0.735473;0.0868255;-108.068;-1.7466;30.1573;0.0390248;0.106626;22.8919;5.24982;1.74973;-151.026;1.74976;-105.301;7.73093;13.6728;14.3587;7.74826;
0.250042;-0.729289;0.0852326;-107.982;-1.74632;30.1301;0.0391998;0.11237;22.8362;5.2498;1.7497;-150.941;1.74973;-105.217;7.72398;13.6832;14.3031;7.74799;
0.260044;-0.727211;0.0838762;-107.902;-1.74605;30.105;0.0393131;0.117706;22.7805;5.24978;1.74967;-150.857;1.7497;-105.133;7.71702;13.6936;14.2475;7.74772;
0.270046;-0.728632;0.0826035;-107.818;-1.74577;30.0787;0.0393837;0.123287;22.7248;5.24976;1.74964;-150.773;1.74967;-105.049;7.70724;13.7008;14.1918;7.74744;
0.280047;-0.731094;0.0814921;-107.734;-1.74547;30.0525;0.0394153;0.12886;22.669;5.24974;1.7496;-150.689;1.74963;-104.965;7.69612;13.7064;14.1362;7.74717;
0.290049;-0.730153;0.0804687;-107.65;-1.74517;30.026;0.0394122;0.134462;22.6133;5.24971;1.74956;-150.605;1.7496;-104.88;7.68501;13.7121;14.0808;7.74689;
0.300051;-0.733562;0.0795944;-107.567;-1.74486;29.9996;0.0393752;0.140064;22.5576;5.24968;1.74952;-150.521;1.74956;-104.796;7.6739;13.7178;14.0253;7.7466;
0.310053;-0.738699;0.0789293;-107.484;-1.74454;29.9733;0.0393113;0.145615;22.5018;5.24965;1.74948;-150.437;1.74952;-104.712;7.66278;13.7235;13.9699;7.74632;
0.320054;-0.743119;0.0784559;-107.4;-1.74421;29.9466;0.0392287;0.151204;22.4461;5.24962;1.74943;-150.352;1.74948;-104.628;7.65088;13.727;13.9144;7.74603;
0.330056;-0.745904;0.0780096;-107.317;-1.74388;29.9197;0.0391319;0.156803;22.3904;5.2496;1.74939;-150.268;1.74944;-104.544;7.63862;13.7295;13.859;7.74574;
0.340058;-0.74769;0.0776349;-107.232;-1.74353;29.8921;0.0390174;0.162548;22.3344;5.24956;1.74934;-150.184;1.74939;-104.459;7.62636;13.732;13.8035;7.74546;
0.350059;-0.748909;0.077536;-107.152;-1.7432;29.8663;0.0389037;0.167905;22.2784;5.24953;1.74929;-150.099;1.74935;-104.374;7.6141;13.7346;13.748;7.74517;
0.360061;-0.750151;0.0775827;-107.069;-1.74284;29.8393;0.0387857;0.173509;22.2225;5.24949;1.74923;-150.015;1.7493;-104.29;7.60184;13.7371;13.6926;7.74488;
0.370063;-0.751289;0.0799821;-106.986;-1.74247;29.8122;0.0386855;0.179125;22.1665;5.24946;1.74918;-149.93;1.74925;-104.205;7.58943;13.7385;13.6371;7.74459;
0.380064;-0.752255;0.0797341;-106.903;-1.7421;29.7852;0.0386499;0.184731;22.1105;5.24943;1.74913;-149.845;1.7492;-104.121;7.57697;13.7395;13.5816;7.7443;
0.390066;-0.753223;0.0793954;-106.82;-1.74172;29.758;0.0386035;0.190355;22.0542;5.24938;1.74907;-149.76;1.74915;-104.036;7.5645;13.7405;13.5261;7.74401;
0.400068;-0.754144;0.0792848;-106.738;-1.74134;29.7313;0.0385512;0.195879;21.9979;5.24934;1.74901;-149.675;1.74909;-103.951;7.55203;13.7414;13.4706;7.74373;
0.41007;-0.754975;0.0793075;-106.656;-1.74095;29.7041;0.0384983;0.201499;21.9416;5.2493;1.74895;-149.59;1.74903;-103.866;7.53957;13.7424;13.4151;7.74345;
0.420071;-0.755885;0.0793993;-106.572;-1.74054;29.6767;0.0384503;0.207158;21.8852;5.24926;1.74889;-149.505;1.74898;-103.78;7.52707;13.7429;13.3596;7.74316;
0.430073;-0.756891;0.0795048;-106.491;-1.74014;29.6497;0.0384106;0.21273;21.8289;5.24922;1.74882;-149.42;1.74892;-103.695;7.51456;13.7433;13.3041;7.74288;
0.440075;-0.758017;0.0795972;-106.407;-1.73971;29.6221;0.0383778;0.218398;21.7722;5.24917;1.74875;-149.335;1.74885;-103.61;7.50205;13.7436;13.2486;7.74261;
0.450076;-0.759221;0.0796599;-106.325;-1.73929;29.5947;0.0383526;0.224023;21.7156;5.24913;1.74868;-149.249;1.74879;-103.524;7.48953;13.7439;13.1931;7.74233;
0.460078;-0.760458;0.0775586;-106.244;-1.73886;29.5679;0.0382821;0.229512;21.659;5.24908;1.74861;-149.164;1.74872;-103.439;7.47702;13.7442;13.1376;7.74206;
0.47008;-0.761795;0.0782022;-106.162;-1.73842;29.5406;0.0382143;0.235066;21.6023;5.24903;1.74854;-149.079;1.74866;-103.353;7.46452;13.7443;13.0821;7.74179;
0.480081;-0.763205;0.078527;-106.08;-1.73797;29.5129;0.0381711;0.240683;21.5456;5.24898;1.74847;-148.993;1.74859;-103.268;7.45203;13.7444;13.0266;7.74151;
