Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;-0.00454318;-0.258275;-38.7735;-1.75;19.9999;-0.00140218;-9.69335e-006;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0100056;0.0880741;-0.18531;-38.7369;-1.75001;20.0016;-0.00617476;-0.00041345;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0200113;0.145474;-0.113947;-38.6811;-1.75004;20.006;-0.0110024;-0.00172197;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0300169;0.171605;-0.0815741;-38.6254;-1.75007;20.0118;-0.0136406;-0.00379378;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0400225;0.193945;-0.067408;-38.5696;-1.75012;20.0185;-0.0153637;-0.00634389;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0500281;0.194157;-0.0637894;-38.5165;-1.75017;20.0252;-0.0166262;-0.00909624;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0600338;0.1768;-0.0654247;-38.4584;-1.75023;20.0321;-0.0178912;-0.0123532;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0700394;0.169876;-0.0680614;-38.405;-1.75029;20.038;-0.0190818;-0.0155282;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.080045;0.162469;-0.0703474;-38.3492;-1.75037;20.0438;-0.0203698;-0.018961;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.0900507;0.160672;-0.072997;-38.2934;-1.75045;20.0495;-0.0217332;-0.0224819;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.100056;0.158565;-0.0734151;-38.2374;-1.75053;20.0552;-0.0231226;-0.0260857;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
0.110062;0.163289;-0.0730222;-38.1815;-1.75063;20.0608;-0.0244761;-0.0297387;23.5651;5.24998;5.24996;-66.9031;1.74997;-47.9434;9.655;14.0694;15.6297;7.75;
