Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;1.64655;0.43473;-110.064;-1.75;30.0046;0.0023781;1.6664e-005;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0100018;3.67884;0.299127;-110.003;-1.74998;30.093;0.0108796;0.000758342;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0200037;4.08323;0.22563;-109.919;-1.74994;30.2358;0.0188053;0.00307673;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0300055;4.15674;0.189271;-109.835;-1.74987;30.3848;0.0241953;0.00674016;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0400074;3.49725;0.179835;-109.75;-1.74978;30.5316;0.0281387;0.0114718;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0500092;0.748621;0.17468;-109.665;-1.74968;30.6113;0.0315921;0.0170011;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0600111;-0.350305;0.159836;-109.58;-1.74955;30.6125;0.0341685;0.0232658;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0700129;-0.601613;0.159344;-109.496;-1.74941;30.5938;0.0361691;0.0299862;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0800148;-0.671359;0.165295;-109.41;-1.74926;30.5701;0.0380933;0.0372413;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0900166;-0.684775;0.173987;-109.325;-1.74909;30.5453;0.0400983;0.0448357;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.100018;-0.682305;0.182892;-109.24;-1.7489;30.5201;0.0423013;0.0528151;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.11002;-0.684132;0.189866;-109.155;-1.74869;30.4954;0.0446488;0.0609456;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.120022;-0.693082;0.194074;-109.07;-1.74846;30.4704;0.0470934;0.0692943;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5272;14.696;7.75;
0.130024;-0.706606;0.196247;-108.986;-1.74822;30.4453;0.0495457;0.0777712;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5397;14.696;7.75;
0.140026;-0.719026;0.196663;-108.905;-1.74797;30.4205;0.0518973;0.0861271;23.4697;5.24997;1.74995;-151.896;1.74996;-106.172;7.75;13.5522;14.696;7.75;
0.150028;-0.726795;0.194208;-108.818;-1.74767;30.3937;0.0543002;0.0951727;23.4141;5.24996;1.74994;-151.812;1.74994;-106.088;7.75;13.5647;14.696;7.75;
0.16003;-0.730174;0.189349;-108.731;-1.74736;30.3666;0.0565347;0.104367;23.3585;5.24995;1.74992;-151.729;1.74993;-106.005;7.75;13.5772;14.696;7.75;
0.170031;-0.732122;0.182694;-108.647;-1.74704;30.3403;0.0584521;0.113341;23.3029;5.24994;1.74991;-151.645;1.74992;-105.921;7.74996;13.5897;14.696;7.75;
0.180033;-0.735036;0.174876;-108.562;-1.7467;30.3136;0.0600885;0.122529;23.2473;5.24993;1.74989;-151.561;1.7499;-105.837;7.74988;13.6022;14.696;7.75;
0.190035;-0.738536;0.167264;-108.478;-1.74634;30.287;0.0613992;0.131693;23.1918;5.24991;1.74987;-151.478;1.74988;-105.754;7.74981;13.6147;14.6566;7.74979;
0.200037;-0.741572;0.160575;-108.396;-1.74597;30.261;0.0624211;0.14061;23.1362;5.2499;1.74985;-151.394;1.74986;-105.67;7.74973;13.6272;14.6011;7.7495;
0.210039;-0.743248;0.154915;-108.314;-1.74559;30.2347;0.0632323;0.149634;23.0806;5.24988;1.74982;-151.31;1.74984;-105.586;7.74966;13.6397;14.5456;7.74921;
0.220041;-0.743067;0.150279;-108.229;-1.74518;30.2077;0.0638668;0.158924;23.0251;5.24987;1.7498;-151.226;1.74982;-105.502;7.74534;13.6509;14.49;7.74892;
0.230042;-0.740336;0.146654;-108.143;-1.74475;30.1803;0.0643587;0.168379;22.9695;5.24985;1.74978;-151.143;1.7498;-105.418;7.73841;13.6613;14.4345;7.74863;
0.240044;-0.735585;0.143858;-108.062;-1.74433;30.1546;0.0647162;0.17731;22.914;5.24983;1.74975;-151.059;1.74977;-105.335;7.73147;13.6717;14.379;7.74836;
0.250046;-0.729545;0.141241;-107.977;-1.74388;30.1279;0.0649994;0.186644;22.8584;5.24981;1.74971;-150.975;1.74974;-105.251;7.72454;13.6821;14.3236;7.74809;
0.260048;-0.727908;0.138921;-107.894;-1.74342;30.1019;0.0651876;0.195807;22.8029;5.24979;1.74968;-150.891;1.74971;-105.167;7.71761;13.6925;14.2682;7.74782;
0.27005;-0.729519;0.136786;-107.808;-1.74293;30.075;0.0653021;0.20529;22.7473;5.24977;1.74965;-150.807;1.74968;-105.083;7.70803;13.6999;14.2127;7.74755;
0.280052;-0.731982;0.134989;-107.726;-1.74245;30.0491;0.0653508;0.214399;22.6918;5.24975;1.74962;-150.723;1.74965;-104.999;7.69693;13.7056;14.1573;7.74728;
0.290054;-0.730747;0.133326;-107.643;-1.74196;30.0231;0.0653422;0.223532;22.636;5.24972;1.74958;-150.639;1.74961;-104.915;7.68583;13.7113;14.1018;7.74699;
0.300055;-0.734558;0.131908;-107.56;-1.74144;29.9968;0.0652777;0.232769;22.5802;5.24969;1.74953;-150.555;1.74957;-104.83;7.67472;13.717;14.0462;7.74671;
0.310057;-0.739685;0.130817;-107.476;-1.74091;29.9702;0.0651696;0.242042;22.5244;5.24966;1.74949;-150.471;1.74953;-104.746;7.66362;13.7227;13.9907;7.74642;
0.320059;-0.743831;0.129994;-107.393;-1.74037;29.9434;0.0650311;0.251322;22.4686;5.24964;1.74945;-150.386;1.7495;-104.662;7.65178;13.7264;13.9352;7.74614;
0.330061;-0.746583;0.129283;-107.309;-1.73981;29.9165;0.0648679;0.260627;22.4128;5.24961;1.74941;-150.302;1.74946;-104.577;7.6395;13.7289;13.8796;7.74585;
0.340063;-0.748418;0.128766;-107.226;-1.73924;29.8894;0.0646818;0.269966;22.3569;5.24958;1.74936;-150.218;1.74941;-104.493;7.62723;13.7314;13.8242;7.74556;
0.350065;-0.749627;0.128583;-107.143;-1.73867;29.8626;0.064487;0.279214;22.301;5.24954;1.74931;-150.133;1.74936;-104.409;7.61495;13.734;13.7688;7.74527;
0.360066;-0.750794;0.128663;-107.06;-1.73808;29.8356;0.0642933;0.288484;22.2451;5.24951;1.74926;-150.049;1.74932;-104.324;7.60267;13.7365;13.7133;7.74499;
0.370068;-0.751883;0.1289;-106.977;-1.73747;29.8085;0.0641085;0.297784;22.1891;5.24947;1.7492;-149.964;1.74927;-104.24;7.59028;13.738;13.6579;7.7447;
0.38007;-0.752843;0.129209;-106.895;-1.73686;29.7818;0.0639423;0.306949;22.1332;5.24944;1.74915;-149.88;1.74922;-104.155;7.57784;13.739;13.6025;7.74441;
0.390072;-0.75382;0.129522;-106.812;-1.73623;29.7547;0.0637918;0.316219;22.0771;5.2494;1.74909;-149.795;1.74917;-104.07;7.56539;13.7399;13.5471;7.74412;
0.400074;-0.75473;0.129812;-106.73;-1.7356;29.7278;0.0636594;0.325404;22.021;5.24936;1.74903;-149.71;1.74911;-103.985;7.55295;13.7409;13.4918;7.74384;
0.410076;-0.755574;0.13007;-106.647;-1.73494;29.7004;0.0635416;0.33474;21.9648;5.24932;1.74897;-149.626;1.74906;-103.901;7.5405;13.7419;13.4364;7.74356;
0.420078;-0.756498;0.13027;-106.564;-1.73427;29.6731;0.063442;0.344026;21.9086;5.24928;1.74891;-149.541;1.749;-103.816;7.52801;13.7425;13.381;7.74327;
0.430079;-0.757527;0.130409;-106.482;-1.73359;29.6459;0.0633578;0.35326;21.8525;5.24924;1.74885;-149.456;1.74894;-103.731;7.51549;13.7428;13.3257;7.74299;
0.440081;-0.758639;0.130494;-106.401;-1.73291;29.6189;0.063287;0.362377;21.7958;5.24919;1.74878;-149.37;1.74888;-103.645;7.50296;13.7431;13.2701;7.74271;
0.450083;-0.759863;0.130526;-106.317;-1.7322;29.5913;0.0632256;0.371697;21.7389;5.24915;1.74871;-149.285;1.74882;-103.56;7.49044;13.7434;13.2143;7.74244;
0.460085;-0.761132;0.130518;-106.235;-1.73148;29.5639;0.0631755;0.380937;21.682;5.2491;1.74864;-149.199;1.74875;-103.474;7.47791;13.7437;13.1586;7.74216;
0.470087;-0.762442;0.130504;-106.154;-1.73075;29.5367;0.0631355;0.390045;21.6251;5.24905;1.74857;-149.113;1.74869;-103.388;7.46544;13.7439;13.1029;7.74189;
0.480089;-0.763845;0.130462;-106.072;-1.73002;29.5095;0.0631039;0.399148;21.5682;5.249;1.7485;-149.027;1.74862;-103.302;7.453;13.7439;13.0472;7.74161;
0.49009;-0.765327;0.130377;-105.99;-1.72926;29.4818;0.0630793;0.408404;21.5112;5.24895;1.74842;-148.941;1.74855;-103.216;7.44056;13.744;12.9916;7.74135;
0.500092;-0.76684;0.13024;-105.908;-1.7285;29.4543;0.0630616;0.417542;21.4541;5.2489;1.74834;-148.855;1.74847;-103.13;7.42811;13.744;12.9361;7.74109;
0.510094;-0.768384;0.130057;-105.827;-1.72772;29.4269;0.0630481;0.426614;21.397;5.24884;1.74826;-148.769;1.7484;-103.044;7.41567;13.7441;12.8806;7.74084;
0.520096;-0.769959;0.129837;-105.746;-1.72694;29.3994;0.063037;0.435695;21.3398;5.24879;1.74818;-148.683;1.74833;-102.958;7.40316;13.7441;12.8251;7.74058;
0.530098;-0.771655;0.129573;-105.66;-1.7261;29.3705;0.0630267;0.445231;21.2827;5.24873;1.7481;-148.597;1.74825;-102.872;7.3906;13.744;12.7696;7.74032;
0.5401;-0.773193;0.129313;-105.583;-1.72532;29.344;0.0630176;0.453924;21.2253;5.24867;1.74802;-148.511;1.74817;-102.785;7.37805;13.744;12.7141;7.74008;
0.550102;-0.774805;0.129027;-105.501;-1.72449;29.316;0.0630075;0.463072;21.1676;5.24861;1.74793;-148.425;1.74809;-102.699;7.36549;13.7439;12.6586;7.73984;
0.560103;-0.776409;0.128734;-105.419;-1.72364;29.288;0.0629966;0.472211;21.11;5.24855;1.74784;-148.338;1.74801;-102.612;7.35293;13.7439;12.603;7.7396;
0.570105;-0.778003;0.128439;-105.337;-1.72279;29.2599;0.0629846;0.481348;21.0524;5.24849;1.74775;-148.251;1.74792;-102.526;7.34041;13.7438;12.5475;7.73936;
0.580107;-0.779563;0.128149;-105.257;-1.72193;29.232;0.0629716;0.49037;20.9948;5.24843;1.74766;-148.165;1.74784;-102.439;7.32791;13.7437;12.492;7.73912;
0.590109;-0.781133;0.127858;-105.175;-1.72104;29.2036;0.0629573;0.499539;20.9368;5.24836;1.74757;-148.078;1.74775;-102.352;7.31541;13.7436;12.4366;7.7389;
0.600111;-0.782667;0.127577;-105.094;-1.72015;29.1756;0.0629423;0.508565;20.8788;5.24829;1.74747;-147.991;1.74766;-102.265;7.30291;13.7435;12.3812;7.73868;
0.610113;-0.784212;0.127296;-105.012;-1.71924;29.1471;0.0629264;0.517715;20.8207;5.24823;1.74737;-147.904;1.74757;-102.178;7.29041;13.7434;12.3259;7.73846;
0.620114;-0.785717;0.127025;-104.932;-1.71834;29.1191;0.0629102;0.526673;20.7627;5.24816;1.74727;-147.817;1.74748;-102.091;7.27791;13.7433;12.2705;7.73824;
