Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;1.65016;0.0185087;-110.064;-1.75;30.0046;0.000101147;7.07794e-007;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0100036;3.69414;0.0127666;-110.003;-1.75;30.0937;0.000467702;3.26114e-005;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0200073;4.08612;0.0101431;-109.919;-1.75;30.2373;0.000817631;0.000133288;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0300109;4.15888;0.0110441;-109.835;-1.74999;30.3857;0.00113454;0.000296233;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0400146;3.49828;0.0101494;-109.75;-1.74999;30.5322;0.00138469;0.00051942;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0500182;0.737905;0.00964814;-109.665;-1.74998;30.6119;0.0015984;0.000791104;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0600219;-0.352591;0.00895604;-109.579;-1.74998;30.6128;0.00176041;0.00110779;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0700255;-0.601349;0.0101795;-109.494;-1.74997;30.5938;0.00192945;0.00146059;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0800292;-0.670882;0.00995542;-109.409;-1.74996;30.5701;0.00208138;0.00184758;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0900328;-0.683679;0.0145248;-109.324;-1.74995;30.5453;0.0022423;0.00226227;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.100036;-0.681473;0.0138592;-109.239;-1.74994;30.5205;0.00250421;0.00271196;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5205;14.696;7.75;
0.11004;-0.683379;0.0133985;-109.154;-1.74993;30.4956;0.00273069;0.00320224;23.5076;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.533;14.696;7.75;
0.120044;-0.691828;0.0131798;-109.07;-1.74992;30.4709;0.0029279;0.00371495;23.4874;5.24997;1.74996;-151.923;1.74996;-106.199;7.75;13.5455;14.696;7.75;
