Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;1.64803;0.354779;-110.064;-1.75;30.0046;0.00194022;1.35905e-005;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0100024;3.70332;0.240288;-110.002;-1.74999;30.094;0.00892896;0.000625625;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0200047;4.08561;0.181695;-109.919;-1.74995;30.2372;0.0152867;0.00252768;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0300071;4.15858;0.153205;-109.834;-1.74989;30.3862;0.0196314;0.0055033;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0400095;4.16845;0.138119;-109.75;-1.74982;30.5362;0.0227927;0.00932691;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0500118;2.18125;0.145746;-109.665;-1.74974;30.6604;0.0254213;0.0138441;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0600142;0.511272;0.13761;-109.579;-1.74964;30.701;0.0277617;0.0189754;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0700165;0.13819;0.135132;-109.493;-1.74952;30.71;0.0296191;0.0245557;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0800189;0.053558;0.138262;-109.408;-1.7494;30.7126;0.0312952;0.0304686;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.0900213;0.0390492;0.143828;-109.323;-1.74925;30.7137;0.0329655;0.0366957;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.100024;0.0467079;0.150202;-109.237;-1.7491;30.7149;0.0347247;0.043192;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.110026;0.0509671;0.155816;-109.156;-1.74894;30.7163;0.0365248;0.0496325;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.120028;0.0474755;0.160351;-109.07;-1.74875;30.7178;0.038504;0.0565466;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.75;13.5198;14.696;7.75;
0.130031;0.0388991;0.162798;-108.985;-1.74855;30.7191;0.0405236;0.0635801;23.5081;5.24998;1.74996;-151.954;1.74997;-106.23;7.74545;13.5267;14.696;7.75;
0.140033;0.0297195;0.16323;-108.899;-1.74833;30.7201;0.0425346;0.0708079;23.5046;5.24998;1.74996;-151.949;1.74997;-106.224;7.73857;13.5372;14.6925;7.74998;
0.150035;0.0215502;0.162755;-108.813;-1.74809;30.7208;0.0444806;0.0781158;23.449;5.24997;1.74995;-151.865;1.74995;-106.141;7.73168;13.5477;14.637;7.74969;
0.160038;0.0158713;0.160664;-108.727;-1.74784;30.7213;0.0463455;0.0855411;23.3934;5.24996;1.74993;-151.782;1.74994;-106.057;7.7248;13.5581;14.5815;7.7494;
0.17004;0.0119665;0.156935;-108.638;-1.74756;30.7217;0.048149;0.0933921;23.3378;5.24995;1.74992;-151.698;1.74992;-105.974;7.71791;13.5686;14.526;7.74911;
0.180043;0.00945439;0.152451;-108.553;-1.74728;30.7219;0.0496452;0.10083;23.2822;5.24993;1.7499;-151.615;1.74991;-105.89;7.70819;13.5759;14.4705;7.74882;
0.190045;0.00771697;0.147675;-108.471;-1.747;30.7221;0.0509164;0.108113;23.2267;5.24992;1.74989;-151.531;1.7499;-105.807;7.69712;13.5816;14.415;7.74853;
0.200047;0.0066065;0.142466;-108.386;-1.74668;30.7222;0.0520515;0.115746;23.1709;5.24991;1.74986;-151.447;1.74987;-105.723;7.68604;13.5874;14.3595;7.74826;
0.21005;0.00664598;0.136962;-108.296;-1.74634;30.7224;0.0530264;0.123769;23.1151;5.24989;1.74984;-151.363;1.74985;-105.639;7.67497;13.5931;14.3039;7.74799;
0.220052;0.00605696;0.132218;-108.213;-1.74601;30.7225;0.0537286;0.131318;23.0593;5.24988;1.74982;-151.28;1.74983;-105.555;7.66389;13.5988;14.2483;7.74772;
0.230054;0.00456736;0.128005;-108.128;-1.74566;30.7226;0.0542725;0.138987;23.0035;5.24986;1.74979;-151.196;1.74981;-105.471;7.65208;13.6025;14.1927;7.74745;
0.240057;0.00324917;0.124479;-108.043;-1.74529;30.7227;0.0546734;0.146617;22.9477;5.24985;1.74977;-151.112;1.74979;-105.388;7.63985;13.6051;14.1371;7.74718;
0.250059;0.0052834;0.121548;-107.957;-1.74491;30.7228;0.0549635;0.154395;22.8919;5.24982;1.74974;-151.028;1.74976;-105.304;7.62763;13.6077;14.0817;7.74689;
0.260061;0.0125676;0.119061;-107.872;-1.74452;30.7231;0.0551425;0.162151;22.8361;5.2498;1.7497;-150.944;1.74973;-105.22;7.6154;13.6102;14.0263;7.7466;
0.270064;0.0199347;0.117871;-107.786;-1.74412;30.7238;0.0552454;0.169896;22.7803;5.24978;1.74967;-150.86;1.7497;-105.136;7.60318;13.6128;13.9709;7.74632;
