Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;-0.0943823;-0.043717;-38.7735;-1.75;19.9998;-0.000237934;-1.64642e-006;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0100019;-0.653153;-0.0281741;-38.7299;-1.75;19.9869;-0.00118657;-8.25745e-005;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0200037;-0.824137;-0.0178404;-38.6742;-1.75001;19.959;-0.0018831;-0.000327442;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0300056;-0.8594;-0.0129969;-38.6188;-1.75001;19.9285;-0.00229438;-0.000678015;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0400075;-0.864156;-0.0109303;-38.5638;-1.75002;19.8976;-0.00256811;-0.00110037;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0500094;-0.869087;-0.0102694;-38.5085;-1.75003;19.8664;-0.00277829;-0.00158159;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0600112;-0.887577;-0.0104673;-38.4536;-1.75004;19.8348;-0.0029674;-0.0021007;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0700131;-0.906847;-0.0109681;-38.3981;-1.75005;19.8022;-0.00316377;-0.00265066;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.080015;-0.918538;-0.0115846;-38.3429;-1.75006;19.7691;-0.00337406;-0.00321729;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.0900169;-0.924911;-0.0120164;-38.2881;-1.75008;19.7359;-0.00359824;-0.00379511;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.100019;-0.929262;-0.0121712;-38.2331;-1.75009;19.7024;-0.00383197;-0.00438609;23.5665;5.24998;5.24996;-66.9053;1.74997;-47.9456;9.655;14.0694;15.6297;7.75;
0.110021;-0.933243;-0.0120728;-38.1782;-1.75011;19.6686;-0.00406493;-0.00498276;23.5251;5.24997;5.24995;-66.8431;1.74996;-47.8835;9.655;14.0712;15.6297;7.75;
0.120022;-0.937193;-0.0117562;-38.1234;-1.75012;19.6348;-0.00428986;-0.00558315;23.4695;5.24996;5.24994;-66.7593;1.74994;-47.7999;9.655;14.0837;15.6297;7.75;
0.130024;-0.940803;-0.0112786;-38.0691;-1.75014;19.601;-0.00449831;-0.00618094;23.4138;5.24995;5.24992;-66.6754;1.74993;-47.7163;9.655;14.0963;15.6297;7.75;
0.140026;-0.943341;-0.0107122;-38.0169;-1.75016;19.5684;-0.00467928;-0.00675753;23.3581;5.24994;5.24991;-66.5916;1.74992;-47.6327;9.655;14.1088;15.6297;7.75;
0.150028;-0.944446;-0.010044;-37.9603;-1.75018;19.5329;-0.00485404;-0.00738544;23.3024;5.24993;5.24989;-66.5078;1.7499;-47.5491;9.655;14.1213;15.6297;7.75;
0.16003;-0.944394;-0.00937616;-37.906;-1.7502;19.4987;-0.00499892;-0.00798915;23.247;5.24991;5.24987;-66.4244;1.74988;-47.466;9.65499;14.1338;15.5964;7.74984;
0.170032;-0.944807;-0.00868769;-37.8517;-1.75022;19.4645;-0.00512055;-0.0085932;23.1917;5.2499;5.24985;-66.341;1.74986;-47.3831;9.65493;14.1461;15.555;7.74963;
0.180034;-0.945411;-0.00803002;-37.7976;-1.75025;19.4304;-0.00521549;-0.00919641;23.1365;5.24988;5.24982;-66.2576;1.74984;-47.3002;9.65486;14.1583;15.5135;7.74943;
0.190036;-0.946032;-0.00741873;-37.7434;-1.75027;19.3961;-0.00528928;-0.00980158;23.0812;5.24987;5.2498;-66.1743;1.74982;-47.2172;9.6548;14.1706;15.4721;7.74922;
0.200037;-0.946939;-0.00686559;-37.6906;-1.75029;19.3625;-0.00534192;-0.0103925;23.0259;5.24985;5.24978;-66.0909;1.7498;-47.1343;9.65473;14.1828;15.4306;7.74902;
0.210039;-0.948503;-0.00636011;-37.6372;-1.75032;19.3286;-0.00537727;-0.0109899;22.9703;5.24983;5.24975;-66.007;1.74977;-47.051;9.65413;14.1949;15.389;7.7488;
