Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;1.65019;0.122722;-110.064;-1.75;30.0046;0.000670512;4.65282e-006;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0100021;3.35843;0.0908832;-110.013;-1.75;30.079;0.00270097;0.000180886;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0200042;4.07576;0.0648735;-109.929;-1.74998;30.2198;0.00514629;0.000767614;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0300063;4.15549;0.0537792;-109.844;-1.74996;30.3684;0.0066968;0.00177337;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0400083;4.17097;0.0476969;-109.76;-1.74994;30.5176;0.00779103;0.00307285;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0500104;2.44665;0.0488341;-109.675;-1.74991;30.6419;0.00869379;0.00461532;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0600125;0.519485;0.0471966;-109.59;-1.74988;30.6919;0.00950488;0.00634647;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0700146;0.103187;0.0462223;-109.504;-1.74984;30.7003;0.0101418;0.00825529;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0800167;0.0135549;0.0473011;-109.419;-1.7498;30.7014;0.0107164;0.0102968;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.0900188;0.0010561;0.0492332;-109.333;-1.74975;30.7011;0.0112894;0.0124458;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5198;14.696;7.75;
0.100021;0.00928636;0.0514573;-109.248;-1.7497;30.7009;0.0118877;0.0146732;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.522;14.696;7.75;
0.110023;0.0145471;0.0544862;-109.162;-1.74964;30.7011;0.0125543;0.0169925;23.5077;5.24998;1.74996;-151.953;1.74997;-106.229;7.75;13.5345;14.696;7.75;
0.120025;0.0112139;0.0588823;-109.077;-1.74957;30.7013;0.0133537;0.0193838;23.4754;5.24997;1.74996;-151.905;1.74996;-106.181;7.75;13.547;14.696;7.75;
0.130027;0.00271023;0.0587097;-108.991;-1.7495;30.7013;0.0141495;0.0218347;23.4199;5.24996;1.74994;-151.821;1.74995;-106.097;7.75;13.5595;14.696;7.75;
0.140029;-0.00666651;0.0582624;-108.906;-1.74943;30.701;0.0149015;0.0243424;23.3644;5.24995;1.74993;-151.738;1.74993;-106.013;7.75;13.572;14.696;7.75;
0.150031;-0.0145874;0.0605066;-108.824;-1.74935;30.7004;0.015607;0.0267974;23.3089;5.24994;1.74991;-151.654;1.74992;-105.93;7.74999;13.5845;14.696;7.75;
0.160033;-0.0205511;0.0589181;-108.738;-1.74926;30.6995;0.016355;0.0294339;23.2534;5.24993;1.7499;-151.571;1.7499;-105.846;7.74991;13.597;14.696;7.75;
0.170035;-0.0242242;0.0614281;-108.653;-1.74917;30.6986;0.0170403;0.0320911;23.1979;5.24992;1.74987;-151.487;1.74988;-105.763;7.74984;13.6096;14.6627;7.74982;
0.180038;-0.0267693;0.0595022;-108.568;-1.74907;30.6975;0.0177609;0.034783;23.1424;5.2499;1.74985;-151.403;1.74986;-105.679;7.74976;13.6221;14.6072;7.74953;
0.19004;-0.0286199;0.0592034;-108.483;-1.74896;30.6964;0.0183921;0.0375416;23.0869;5.24988;1.74983;-151.32;1.74984;-105.595;7.74968;13.6346;14.5517;7.74924;
0.200042;-0.0297419;0.0587342;-108.398;-1.74885;30.6952;0.0189662;0.0403343;23.0314;5.24987;1.7498;-151.236;1.74982;-105.512;7.74889;13.6469;14.4962;7.74895;
0.210044;-0.0298068;0.0578067;-108.311;-1.74874;30.694;0.019528;0.0432141;22.9759;5.24985;1.74978;-151.152;1.7498;-105.428;7.74196;13.6573;14.4408;7.74866;
0.220046;-0.0302237;0.0599577;-108.225;-1.74861;30.6929;0.0200312;0.0461384;22.9203;5.24983;1.74975;-151.068;1.74977;-105.344;7.73502;13.6677;14.3853;7.74838;
0.230048;-0.0315543;0.055875;-108.14;-1.74849;30.6917;0.0205143;0.049095;22.8647;5.24981;1.74972;-150.984;1.74974;-105.26;7.72809;13.6781;14.3298;7.74811;
0.24005;-0.0327489;0.0544187;-108.055;-1.74835;30.6905;0.0208849;0.0520945;22.8091;5.24979;1.74968;-150.9;1.74971;-105.176;7.72115;13.6884;14.2743;7.74784;
0.250052;-0.0309355;0.053338;-107.97;-1.74821;30.6893;0.0211986;0.0551151;22.7535;5.24977;1.74965;-150.817;1.74968;-105.092;7.71377;13.6983;14.2188;7.74756;
