Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;
0;1.65019;-0.122598;-110.064;-1.75;30.0046;-0.000669758;-4.69008e-006;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0100032;3.32537;-0.0901269;-110.009;-1.75;30.0865;-0.00281126;-0.00021135;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0200064;4.07998;-0.0643163;-109.925;-1.75002;30.2268;-0.00521899;-0.000814228;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0300096;4.15933;-0.0533304;-109.84;-1.75004;30.3754;-0.0067601;-0.00182457;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0400128;4.12964;-0.0476905;-109.756;-1.75006;30.5257;-0.00784286;-0.00314821;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.050016;2.26015;-0.0488705;-109.671;-1.75009;30.6453;-0.00874231;-0.00470598;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0600192;0.398328;-0.0468941;-109.585;-1.75012;30.6893;-0.00954598;-0.00645175;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0700223;0.0302799;-0.0461259;-109.5;-1.75016;30.6943;-0.0101697;-0.00836231;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0800255;-0.0516513;-0.0472985;-109.414;-1.75021;30.693;-0.0107406;-0.0104099;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.0900287;-0.062272;-0.0492832;-109.329;-1.75025;30.6905;-0.0113117;-0.0125568;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.100032;-0.0541356;-0.047818;-109.243;-1.75031;30.688;-0.0118029;-0.0147884;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
0.110035;-0.0497335;-0.0506325;-109.162;-1.75036;30.6859;-0.0123223;-0.0169749;23.5109;5.24998;1.74997;-151.958;1.74997;-106.234;7.75;13.5198;14.696;7.75;
