Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;0.583213;-0.0135231;-1.1542;-5.25;50.0006;-4.8445e-005;-1.81034e-007;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0100014;2.18036;-0.0159563;-1.07468;-5.25;50.0485;-0.000336447;-2.32376e-005;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0200028;2.91443;-0.0227211;-0.934703;-5.25;50.1485;-0.000948874;-0.000114895;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0300043;2.93134;-0.0268024;-0.796634;-5.25001;50.2528;-0.00169587;-0.000285946;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0400057;2.94258;-0.0291962;-0.656001;-5.25001;50.3592;-0.00251795;-0.000516423;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0500071;2.94901;-0.0297167;-0.515607;-5.25002;50.4655;-0.00335069;-0.000791037;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0600085;2.95121;-0.0286387;-0.375468;-5.25004;50.5715;-0.00413986;-0.0011015;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.07001;2.67255;-0.0291199;-0.23404;-5.25005;50.6768;-0.00487475;-0.00144889;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0800114;0.823729;-0.0239347;-0.0922673;-5.25007;50.7443;-0.00552325;-0.00183675;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.0900128;-0.657569;-0.0134494;0.0487629;-5.25009;50.7402;-0.00585228;-0.00226425;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.100014;-1.0036;-0.00277438;0.19004;-5.25011;50.7088;-0.00576614;-0.00271294;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.110016;-1.08278;0.00595083;0.331247;-5.25014;50.6703;-0.00528074;-0.00317011;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.120017;-1.10407;0.0107658;0.472006;-5.25016;50.6305;-0.00454456;-0.00362901;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.130019;-1.12959;0.0139273;0.609487;-5.25018;50.5913;-0.00369316;-0.00408309;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
0.14002;-1.17796;0.0165505;0.748633;-5.2502;50.5498;-0.00270279;-0.00455493;48.5915;-5.25;26.7579;-1.75;1.21225;-1.75;51.0532;-1.75;79.1894;-1.75;108.878;-1.75;149.51;-1.75;188.035;-1.75;
