Time(s),Value(%)
258.0034025,70.0
258.0190275,68.1900024414063
258.0346525,66.0800018310547
258.0502775,63.6500015258789
258.0659025,60.6500015258789
258.0815275,56.7799987792969
258.0971525,51.9799995422363
258.1127775,46.439998626709
258.1284025,40.3400001525879
258.1440275,33.8899993896484
258.1596525,27.2700004577637
258.1752775,20.7700004577637
258.1909025,14.7200002670288
258.2065275,9.22000026702881
258.2221525,4.01999998092651
258.2377775,-1.21000003814697
258.2534025,-6.53999996185303
258.2690275,-11.6899995803833
258.2846525,-16.3099994659424
258.3002775,-20.2399997711182
258.3159025,-23.5699996948242
258.3315275,-26.5400009155273
258.3471525,-29.5
258.3627775,-32.6800003051758
258.3784025,-36.1500015258789
258.3940275,-39.9000015258789
258.4096525,-43.9900016784668
258.4252775,-48.4900016784668
258.4409025,-53.2999992370605
258.4565275,-57.9599990844727
258.4721525,-61.7400016784668
258.4877775,-64.120002746582
258.5034025,-65.2399978637695
258.5190275,-65.6900024414063
258.5346525,-65.8899993896484
258.5502775,-65.9199981689453
258.5659025,-65.620002746582
258.5815275,-64.9100036621094
258.5971525,-63.6599998474121
258.6127775,-61.2200012207031
258.6284025,-56.2000007629395
258.6440275,-47.2900009155273
258.6596525,-34.2999992370605
258.6752775,-18.1599998474121
258.6909025,-0.0799999982118607
258.7065275,18.9400005340576
258.7221525,38.0099983215332
258.7377775,55.8400001525879
258.7534025,70.7799987792969
258.7690275,81.6500015258789
258.7846525,88.6600036621094
258.8002775,93.0
258.8159025,95.6600036621094
258.8315275,97.0199966430664
258.8471525,97.1500015258789
258.8627775,96.1699981689453
258.8784025,94.4000015258789
258.8940275,92.0
258.9096525,88.8000030517578
258.9252775,84.5
258.9409025,79.0299987792969
258.9565275,72.629997253418
258.9721525,65.6399993896484
258.9877775,58.3899993896484
259.0034025,51.1199989318848
259.0190275,44.0400009155273
259.0346525,37.2299995422363
259.0502775,30.5799999237061
259.0659025,23.8099994659424
259.0815275,16.6800003051758
259.0971525,9.30000019073486
259.1127775,2.07999992370605
259.1284025,-4.55999994277954
259.1440275,-10.4499998092651
259.1596525,-15.6599998474121
259.1752775,-20.4500007629395
259.1909025,-25.1900005340576
259.2065275,-30.1599998474121
259.2221525,-35.4199981689453
259.2377775,-40.9799995422363
259.2534025,-46.9199981689453
259.2690275,-53.3600006103516
259.2846525,-60.1800003051758
259.3002775,-66.8600006103516
259.3159025,-72.5800018310547
259.3315275,-76.7600021362305
259.3471525,-79.5
259.3627775,-81.3499984741211
259.3784025,-82.7099990844727
259.3940275,-83.5999984741211
259.4096525,-83.9199981689453
259.4252775,-83.6399993896484
259.4409025,-82.7399978637695
259.4565275,-80.7699966430664
259.4721525,-76.6399993896484
259.4877775,-69.2600021362305
259.5034025,-58.4900016784668
259.5190275,-45.1399993896484
259.5346525,-30.3299999237061
259.5502775,-14.9899997711182
259.5659025,0.100000001490116
259.5815275,14.0299997329712
259.5971525,25.5799999237061
259.6127775,33.9000015258789
259.6284025,39.0999984741211
259.6440275,42.0499992370605
259.6596525,43.5800018310547
259.6752775,44.1300010681152
259.6909025,43.7999992370605
259.7065275,42.689998626709
259.7221525,41.0
259.7377775,38.8800010681152
259.7534025,36.3300018310547
259.7690275,33.1399993896484
259.7846525,29.1100006103516
259.8002775,24.2399997711182
259.8159025,18.8500003814697
259.8315275,13.4200000762939
259.8471525,8.36999988555908
259.8627775,3.88000011444092
259.8784025,-0.0599999986588955
259.8940275,-3.75999999046326
259.9096525,-7.63000011444092
259.9252775,-12.0
259.9409025,-16.9500007629395
259.9565275,-22.3799991607666
259.9721525,-28.2399997711182
259.9877775,-34.5200004577637
260.0034025,-41.0499992370605
260.0190275,-47.3400001525879
260.0346525,-52.6300010681152
260.0502775,-56.4099998474121
260.0659025,-58.8400001525879
260.0815275,-60.4500007629395
260.0971525,-61.6699981689453
260.1127775,-62.5400009155273
260.1284025,-62.9300003051758
260.1440275,-62.7900009155273
260.1596525,-62.2000007629395
260.1752775,-61.3800010681152
260.1909025,-60.5900001525879
260.2065275,-60.0
260.2221525,-59.560001373291
260.2377775,-58.7700004577637
260.2534025,-56.7599983215332
260.2690275,-52.7000007629395
260.2846525,-46.4599990844727
260.3002775,-38.4900016784668
260.3159025,-29.3400001525879
260.3315275,-19.25
260.3471525,-8.21000003814697
260.3627775,3.53999996185303
260.3784025,15.0200004577637
260.3940275,24.9300003051758
260.4096525,32.4799995422363
260.4252775,37.7799987792969
260.4409025,41.5299987792969
260.4565275,44.4500007629395
260.4721525,46.7700004577637
260.4877775,48.3499984741211
260.5034025,49.0499992370605
260.5190275,48.9000015258789
260.5346525,48.1300010681152
260.5502775,47.0299987792969
260.5659025,45.810001373291
260.5815275,44.5299987792969
260.5971525,43.0900001525879
260.6127775,41.25
260.6284025,38.810001373291
260.6440275,35.7599983215332
260.6596525,32.3199996948242
260.6752775,28.8600006103516
260.6909025,25.6700000762939
260.7065275,22.8799991607666
260.7221525,20.4200000762939
260.7377775,18.0400009155273
260.7534025,15.3599996566772
260.7690275,12.0699996948242
260.7846525,8.11999988555908
260.8002775,3.61999988555908
260.8159025,-1.35000002384186
260.8315275,-6.75
260.8471525,-12.4099998474121
260.8627775,-17.8600006103516
260.8784025,-22.4400005340576
260.8940275,-25.7299995422363
260.9096525,-27.8299999237061
260.9252775,-29.2099990844727
260.9409025,-30.2399997711182
260.9565275,-30.9400005340576
260.9721525,-31.2399997711182
260.9877775,-31.1000003814697
261.0034025,-30.5699996948242
261.0190275,-29.6399993896484
261.0346525,-28.1000003814697
