Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;
0;-0.315273;0.000115179;-203.218;-111.467;-0.000988018;1.28846e-006;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0100018;0.453682;-0.000352957;-203.218;-111.467;0.0043974;-7.14236e-007;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0200035;1.3101;-0.000720432;-203.218;-111.467;0.0382701;-2.27322e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0300053;1.37064;-0.000483245;-203.218;-111.467;0.0862377;-4.24235e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.040007;1.42285;-0.000235634;-203.218;-111.467;0.136991;-5.7241e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0500088;1.43801;-0.000128035;-203.217;-111.467;0.188589;-6.51197e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0600105;1.33326;-0.000202684;-203.217;-111.466;0.237655;-7.13845e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0700123;1.34824;-0.00022956;-203.216;-111.466;0.28632;-7.91868e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.080014;1.32107;-0.000246431;-203.215;-111.465;0.333496;-8.79241e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.0900158;1.29199;-0.000230741;-203.215;-111.465;0.37921;-9.62589e-005;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.100018;1.26145;-0.00021979;-203.214;-111.464;0.425166;-0.000104299;30.3881;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
0.110019;1.2401;-6.59075e-005;-203.213;-111.464;0.466177;-0.000106201;30.388;-103.637;-5.4;-151.439;-5.4;-205.808;-5.4;-261.409;-5.4;-341.409;-5.4;-434.789;-5.4;-541.409;-5.4;-661.409;-5.4;-794.738;-5.4;-941.158;-5.4;-1101.23;-5.4;-1274.56;-5.4;-1461.23;-5.4;-1661.32;-5.4;-1874.65;-5.4;
