Time(s),Value(bpm)
840.0249198,104.0
840.1499198,104.0
840.2749198,104.0
840.3999198,104.0
840.5249198,104.0
840.6499198,104.0
840.7749198,104.0
840.8999198,104.0
841.0249198,104.0
841.1499198,104.0
841.2749198,104.0
841.3999198,104.0
841.5249198,104.0
841.6499198,104.0
841.7749198,104.0
841.8999198,104.0
842.0249198,104.0
842.1499198,104.0
842.2749198,104.0
842.3999198,104.0
842.5249198,104.0
842.6499198,104.0
842.7749198,104.0
842.8999198,104.0
843.0249198,104.0
843.1499198,104.0
843.2749198,103.0
843.3999198,103.0
843.5249198,103.0
843.6499198,103.0
843.7749198,103.0
843.8999198,103.0
844.0249198,103.0
844.1499198,103.0
844.2749198,101.0
844.3999198,101.0
844.5249198,101.0
844.6499198,101.0
844.7749198,101.0
844.8999198,101.0
845.0249198,101.0
845.1499198,101.0
845.2749198,101.0
845.3999198,101.0
845.5249198,101.0
845.6499198,101.0
845.7749198,101.0
845.8999198,101.0
846.0249198,101.0
846.1499198,101.0
846.2749198,101.0
846.3999198,101.0
846.5249198,101.0
846.6499198,101.0
846.7749198,101.0
846.8999198,101.0
847.0249198,101.0
847.1499198,101.0
847.2749198,99.0
847.3999198,99.0
847.5249198,99.0
847.6499198,99.0
847.7749198,99.0
847.8999198,99.0
848.0249198,99.0
848.1499198,99.0
848.2749198,98.0
848.3999198,98.0
848.5249198,98.0
848.6499198,98.0
848.7749198,98.0
848.8999198,98.0
849.0249198,98.0
849.1499198,98.0
849.2749198,96.0
849.3999198,96.0
849.5249198,96.0
849.6499198,96.0
849.7749198,96.0
849.8999198,96.0
850.0249198,96.0
850.1499198,96.0
850.2749198,96.0
850.3999198,96.0
850.5249198,96.0
850.6499198,96.0
850.7749198,96.0
850.8999198,96.0
851.0249198,96.0
851.1499198,96.0
851.2749198,95.0
851.3999198,95.0
851.5249198,95.0
851.6499198,95.0
851.7749198,95.0
851.8999198,95.0
852.0249198,95.0
852.1499198,95.0
852.2749198,95.0
852.3999198,95.0
852.5249198,95.0
852.6499198,95.0
852.7749198,95.0
852.8999198,95.0
853.0249198,95.0
853.1499198,95.0
853.2749198,95.0
853.3999198,95.0
853.5249198,95.0
853.6499198,95.0
853.7749198,95.0
853.8999198,95.0
854.0249198,95.0
854.1499198,95.0
854.2749198,95.0
854.3999198,97.0
854.5249198,97.0
854.6499198,97.0
854.7749198,97.0
854.8999198,97.0
855.0249198,97.0
855.1499198,97.0
855.2749198,97.0
855.3999198,97.0
855.5249198,97.0
855.6499198,97.0
855.7749198,97.0
855.8999198,97.0
856.0249198,97.0
856.1499198,97.0
856.2749198,97.0
856.3999198,99.0
856.5249198,99.0
856.6499198,99.0
856.7749198,99.0
856.8999198,99.0
857.0249198,99.0
857.1499198,99.0
857.2749198,99.0
857.3999198,100.0
857.5249198,100.0
857.6499198,100.0
857.7749198,100.0
857.8999198,100.0
858.0249198,100.0
858.1499198,100.0
858.2749198,100.0
858.3999198,100.0
858.5249198,100.0
858.6499198,100.0
858.7749198,100.0
858.8999198,100.0
859.0249198,100.0
859.1499198,100.0
859.2749198,100.0
859.3999198,101.0
859.5249198,101.0
859.6499198,101.0
859.7749198,101.0
859.8999198,101.0
860.0249198,101.0
860.1499198,101.0
860.2749198,101.0
860.3999198,101.0
860.5249198,101.0
860.6499198,101.0
860.7749198,101.0
860.8999198,101.0
861.0249198,0.0
861.1499198,0.0
861.2749198,0.0
861.3999198,0.0
861.5249198,0.0
861.6499198,0.0
861.7749198,0.0
861.8999198,101.0
