Time(s),Value(%)
515.0041916,97.0
515.0198166,97.0
515.0354416,97.0
515.0510666,97.0
515.0666916,97.0
515.0823166,97.0
515.0979416,97.0
515.1135666,97.0
515.1291916,97.0
515.1448166,97.0
515.1604416,97.0
515.1760666,97.0
515.1916916,97.0
515.2073166,97.0
515.2229416,97.0
515.2385666,97.0
515.2541916,97.0
515.2698166,97.0
515.2854416,97.0
515.3010666,97.0
515.3166916,97.0
515.3323166,97.0
515.3479416,97.0
515.3635666,97.0
515.3791916,97.0
515.3948166,97.0
515.4104416,97.0
515.4260666,97.0
515.4416916,97.0
515.4573166,97.0
515.4729416,97.0
515.4885666,97.0
515.5041916,97.0
515.5198166,97.0
515.5354416,97.0
515.5510666,97.0
515.5666916,97.0
515.5823166,97.0
515.5979416,97.0
515.6135666,97.0
515.6291916,97.0
515.6448166,97.0
515.6604416,97.0
515.6760666,97.0
515.6916916,97.0
515.7073166,97.0
515.7229416,97.0
515.7385666,97.0
515.7541916,97.0
515.7698166,97.0100021362305
515.7854416,97.0199966430664
515.8010666,97.0299987792969
515.8166916,97.0500030517578
515.8323166,97.0599975585938
515.8479416,97.0699996948242
515.8635666,97.0800018310547
515.8791916,97.0999984741211
515.8948166,97.0999984741211
515.9104416,97.0999984741211
515.9260666,97.0999984741211
515.9416916,97.0999984741211
515.9573166,97.0999984741211
515.9729416,97.0999984741211
515.9885666,97.0999984741211
516.0041916,97.0999984741211
516.0198166,97.0999984741211
516.0354416,97.0999984741211
516.0510666,97.0999984741211
516.0666916,97.0999984741211
516.0823166,97.0999984741211
516.0979416,97.0999984741211
516.1135666,97.0999984741211
516.1291916,97.0999984741211
516.1448166,97.0999984741211
516.1604416,97.0999984741211
516.1760666,97.0999984741211
516.1916916,97.0999984741211
516.2073166,97.0999984741211
516.2229416,97.0999984741211
516.2385666,97.0999984741211
516.2541916,97.0999984741211
516.2698166,97.0999984741211
516.2854416,97.0999984741211
516.3010666,97.0999984741211
516.3166916,97.0999984741211
516.3323166,97.0999984741211
516.3479416,97.0999984741211
516.3635666,97.0999984741211
516.3791916,97.0999984741211
516.3948166,97.0999984741211
516.4104416,97.0999984741211
516.4260666,97.0999984741211
516.4416916,97.0999984741211
516.4573166,97.0999984741211
516.4729416,97.0999984741211
516.4885666,97.0999984741211
516.5041916,97.0999984741211
516.5198166,97.0999984741211
516.5354416,97.0999984741211
516.5510666,97.0999984741211
516.5666916,97.0999984741211
516.5823166,97.0999984741211
516.5979416,97.0999984741211
516.6135666,97.0999984741211
516.6291916,97.0999984741211
516.6448166,97.0999984741211
516.6604416,97.0999984741211
516.6760666,97.0999984741211
516.6916916,97.0999984741211
516.7073166,97.0999984741211
516.7229416,97.0999984741211
516.7385666,97.0999984741211
516.7541916,97.0999984741211
516.7698166,97.0999984741211
516.7854416,97.0999984741211
516.8010666,97.0999984741211
516.8166916,97.0999984741211
516.8323166,97.0999984741211
516.8479416,97.0999984741211
516.8635666,97.0999984741211
516.8791916,97.0999984741211
516.8948166,97.0999984741211
516.9104416,97.0999984741211
516.9260666,97.0999984741211
516.9416916,97.0999984741211
516.9573166,97.0999984741211
516.9729416,97.0999984741211
