Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.0952044;0.209323;-92.2673;-5.25;19.9998;0.00113864;7.87854e-006;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0100021;-0.536065;0.150611;-92.2329;-5.24999;19.9896;0.00472503;0.000313722;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0200042;-0.815894;0.090472;-92.1777;-5.24997;19.9643;0.00862784;0.00129909;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0300063;-0.857588;0.0647097;-92.122;-5.24994;19.9337;0.0107276;0.00292559;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0400084;-0.864398;0.0526219;-92.0665;-5.24991;19.9025;0.0120801;0.00492765;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0500105;-0.868328;0.0483358;-92.0111;-5.24987;19.8712;0.0130705;0.007195;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0600126;-0.884676;0.0490806;-91.9557;-5.24982;19.8396;0.0139626;0.0096468;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0700147;-0.904353;0.0514188;-91.9013;-5.24977;19.8077;0.014862;0.0121956;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0800168;-0.916659;0.0543222;-91.8481;-5.24971;19.7759;0.0158096;0.0147749;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
0.0900189;-0.92388;0.0566192;-91.7932;-5.24965;19.7427;0.0168611;0.0175063;-5.24998;96.1351;-5.24997;127.827;-9.655;-13.9023;-24.1942;-7.75;
