Time;CoG Acceleration/X;CoG Acceleration/Y;CoG position/X;CoG position/Y;Speed/X;Speed/Y;CoG position/Yaw;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;CoG position/X;CoG position/Y;
s;m/s²;m/s²;m;m;km/h;km/h;°;m;m;m;m;m;m;m;m;
0;-0.0950224;0.184034;-92.2673;-5.25;19.9998;0.00100116;6.9271e-006;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0100049;-0.628948;0.121515;-92.2257;-5.24999;19.9874;0.00481934;0.000332555;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0200098;-0.822525;0.0761108;-92.1702;-5.24997;19.9602;0.00785194;0.00132574;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0300147;-0.859066;0.0552437;-92.1149;-5.24995;19.9297;0.00960602;0.0027873;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0400196;-0.864336;0.0462984;-92.0594;-5.24991;19.8985;0.0107767;0.00457538;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0500246;-0.869089;0.0433042;-92.0036;-5.24988;19.867;0.0116798;0.00661213;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0600295;-0.887321;0.0440454;-91.9487;-5.24984;19.8355;0.0124779;0.00879333;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0700344;-0.906464;0.0461087;-91.8935;-5.24979;19.803;0.0133003;0.0110953;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0800393;-0.918285;0.0486916;-91.8383;-5.24974;19.77;0.0141849;0.0134801;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.0900442;-0.924901;0.0505717;-91.7831;-5.24968;19.7366;0.0151324;0.0159258;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.100049;-0.929304;0.0512571;-91.7284;-5.24962;19.7032;0.0161119;0.0184025;-5.24998;96.1412;-5.24998;127.833;-9.655;-13.9023;-24.1942;-7.75;
0.110054;-0.933192;0.0508818;-91.6748;-5.24956;19.6702;0.0170701;0.020854;-5.24997;96.0927;-5.24997;127.785;-9.655;-13.9023;-24.1941;-7.75;
0.120059;-0.937015;0.0496162;-91.6215;-5.24949;19.6373;0.0179921;0.0233101;-5.24996;96.0368;-5.24996;127.729;-9.655;-13.9023;-24.1939;-7.75;
0.130064;-0.9407;0.0476382;-91.5666;-5.24942;19.6032;0.0188862;0.0258529;-5.24995;95.9808;-5.24995;127.673;-9.655;-13.9023;-24.1937;-7.75;
0.140069;-0.943365;0.0451717;-91.5121;-5.24933;19.5691;0.0196875;0.0283936;-5.24994;95.9248;-5.24994;127.617;-9.65172;-13.9073;-24.1935;-7.75;
0.150074;-0.944503;0.0424885;-91.4577;-5.24925;19.535;0.020397;0.030932;-5.24993;95.8689;-5.24993;127.561;-9.64485;-13.9178;-24.1933;-7.75;
0.160079;-0.944554;0.0396465;-91.4032;-5.24916;19.5007;0.0210151;0.0334836;-5.24991;95.813;-5.24991;127.506;-9.63798;-13.9282;-24.1565;-7.74981;
0.170083;-0.944866;0.0367478;-91.3489;-5.24907;19.4665;0.0215335;0.0360273;-5.2499;95.7571;-5.24989;127.45;-9.63111;-13.9387;-24.115;-7.74961;
0.180088;-0.945432;0.0339619;-91.2946;-5.24897;19.4322;0.0219404;0.0385764;-5.24988;95.7012;-5.24988;127.394;-9.62424;-13.9492;-24.0734;-7.7494;
0.190093;-0.946046;0.031379;-91.2405;-5.24887;19.398;0.0222553;0.0411187;-5.24986;95.6453;-5.24986;127.339;-9.61524;-13.9573;-24.0318;-7.7492;
0.200098;-0.946981;0.0289964;-91.1865;-5.24877;19.3637;0.0224834;0.0436609;-5.24985;95.5894;-5.24985;127.283;-9.60412;-13.963;-23.9902;-7.74899;
0.210103;-0.948544;0.0268462;-91.1328;-5.24867;19.3296;0.0226359;0.0461935;-5.24983;95.533;-5.24982;127.227;-9.59301;-13.9688;-23.9485;-7.74878;
0.220108;-0.951227;0.0249749;-91.0789;-5.24856;19.2952;0.022714;0.0487362;-5.2498;95.4767;-5.2498;127.171;-9.58189;-13.9745;-23.9068;-7.74856;
0.230113;-0.955103;0.0234442;-91.0261;-5.24845;19.2613;0.0227301;0.0512328;-5.24978;95.4203;-5.24978;127.114;-9.57077;-13.9803;-23.8651;-7.74835;
0.240118;-0.960105;0.0221912;-90.9726;-5.24834;19.2267;0.0227013;0.0537694;-5.24976;95.3639;-5.24976;127.058;-9.55915;-13.9846;-23.8234;-7.74813;
0.250123;-0.965899;0.0212184;-90.9175;-5.24822;19.1909;0.0226338;0.0563786;-5.24974;95.3075;-5.24974;127.002;-9.54693;-13.9871;-23.7816;-7.74792;
