Time(s),Value(mm)
194.78,4.22609959150615
194.8,4.24276832530373
194.82,4.25943705910131
194.84,4.27610579289888
194.86,4.29277452669646
194.88,4.30944326049403
194.9,4.32611199429161
194.92,4.34278072808918
194.94,4.35944946188676
194.96,4.37611819568433
194.98,4.39278692948191
195,4.40945566327948
195.02,4.42612439707706
195.04,4.44279313087463
195.06,4.45946186467221
195.08,4.47613059846978
195.1,4.49279933226736
195.12,4.50946806606493
195.14,4.52613679986251
195.16,4.54280553366009
195.18,4.55947426745766
195.2,4.57614300125524
195.22,4.59281173505281
195.24,4.60948046885039
195.26,4.62614920264796
195.28,4.64281793644554
195.3,4.65948667024311
195.32,4.67615540404069
195.34,4.69282413783826
195.36,4.70949287163584
195.38,4.72616160543341
195.4,4.74283033923099
195.42,4.75949907302856
195.44,4.92939901351929
195.46,5.09236474080129
195.48,5.09236474080129
195.5,5.08543052759256
195.52,5.07849631438384
195.54,5.07156210117512
195.56,5.0646278879664
195.58,5.05769367475767
195.6,5.05075946154895
195.62,5.04382524834023
195.64,5.03689103513151
195.66,5.02995682192278
195.68,5.02302260871406
195.7,5.01608839550534
195.72,5.00915418229662
195.74,5.00221996908789
195.76,4.99528575587917
195.78,4.98835154267045
195.8,4.98141732946172
195.82,4.974483116253
195.84,4.96754890304428
195.86,4.96061468983556
195.88,4.95368047662683
195.9,4.94674626341811
195.92,4.93981205020939
195.94,4.93287783700067
195.96,4.92594362379194
195.98,4.91900941058322
196,4.9120751973745
196.02,4.90514098416578
196.04,4.89820677095705
196.06,4.89127255774833
196.08,4.88433834453961
196.1,4.87740413133089
196.12,4.87046991812216
196.14,4.86353570491344
196.16,4.85660149170472
196.18,4.84966727849599
196.2,4.84273306528727
196.22,4.83579885207855
196.24,4.82886463886983
196.26,4.8219304256611
196.28,4.81499621245238
196.3,4.80806199924366
196.32,4.80112778603494
196.34,4.79419357282621
196.36,4.78725935961749
196.38,4.78032514640877
196.4,4.77339093320005
196.42,4.76645671999132
196.44,4.7595225067826
196.46,4.75258829357388
196.48,4.74565408036516
196.5,4.73871986715643
196.52,4.73178565394771
196.54,4.72485144073899
196.56,4.71791722753026
196.58,4.71098301432154
196.6,4.70404880111282
196.62,4.6971145879041
196.64,4.69018037469537
196.66,4.68324616148665
196.68,4.67631194827793
196.7,4.66937773506921
196.72,4.66244352186048
196.74,4.65550930865176
196.76,4.64857509544304
196.78,4.64164088223432
196.8,4.63470666902559
196.82,4.62777245581687
196.84,4.62083824260815
196.86,4.61390402939942
196.88,4.6069698161907
196.9,4.60003560298198
196.92,4.59310138977326
196.94,4.58616717656453
196.96,4.57923296335581
196.98,4.57229875014709
197,4.56536453693837
197.02,4.55843032372964
197.04,4.55149611052092
197.06,4.5445618973122
197.08,4.53762768410348
197.1,4.53069347089475
197.12,4.52375925768603
197.14,4.51682504447731
197.16,4.50989083126859
197.18,4.50295661805986
197.2,4.49602240485114
197.22,4.48908819164242
197.24,4.4821539784337
197.26,4.47521976522497
197.28,4.46828555201625
197.3,4.46135133880753
197.32,4.4544171255988
197.34,4.44748291239008
197.36,4.44054869918136
197.38,4.43361448597264
197.4,4.42668027276391
197.42,4.41974605955519
197.44,4.41281184634647
197.46,4.40587763313775
197.48,4.39894341992902
197.5,4.3920092067203
197.52,4.38507499351158
197.54,4.37814078030286
197.56,4.37120656709413
197.58,4.36427235388541
197.6,4.35733814067669
197.62,4.35040392746796
197.64,4.34346971425924
197.66,4.33653550105052
197.68,4.3296012878418
197.7,4.32948904192966
197.72,4.32937679601752
197.74,4.32926455010539
197.76,4.32915230419325
197.78,4.32904005828111
197.8,4.32892781236897
197.82,4.32881556645684
197.84,4.3287033205447
197.86,4.32859107463256
197.88,4.32847882872042
197.9,4.32836658280829
197.92,4.32825433689615
197.94,4.32814209098401
197.96,4.32802984507188
197.98,4.32791759915974
198,4.3278053532476
198.02,4.32769310733546
198.04,4.32758086142333
198.06,4.32746861551119
198.08,4.32735636959905
198.1,4.32724412368692
198.12,4.32713187777478
198.14,4.32701963186264
198.16,4.3269073859505
198.18,4.32679514003837
198.2,4.32668289412623
198.22,4.32657064821409
198.24,4.32645840230195
198.26,4.32634615638982
198.28,4.32623391047768
198.3,4.32612166456554
198.32,4.32600941865341
198.34,4.32589717274127
198.36,4.32578492682913
198.38,4.32567268091699
198.4,4.32556043500486
198.42,4.32544818909272
198.44,4.32533594318058
198.46,4.32522369726844
198.48,4.32511145135631
198.5,4.32499920544417
198.52,4.32488695953203
198.54,4.3247747136199
198.56,4.32466246770776
198.58,4.32455022179562
198.6,4.32443797588348
198.62,4.32432572997135
198.64,4.32421348405921
198.66,4.32410123814707
198.68,4.32398899223494
198.7,4.3238767463228
198.72,4.32376450041066
198.74,4.32365225449852
198.76,4.32354000858639
198.78,4.32342776267425
198.8,4.32331551676211
198.82,4.32320327084997
198.84,4.32309102493784
198.86,4.3229787790257
198.88,4.32286653311356
198.9,4.32275428720143
198.92,4.32264204128929
198.94,4.32252979537715
198.96,4.32241754946501
198.98,4.32230530355288
199,4.32219305764074
199.02,4.3220808117286
199.04,4.32196856581646
199.06,4.32185631990433
199.08,4.32174407399219
199.1,4.32163182808005
199.12,4.32151958216792
199.14,4.32140733625578
199.16,4.32129509034364
199.18,4.3211828444315
199.2,4.32107059851937
199.22,4.32095835260723
199.24,4.32084610669509
199.26,4.32073386078295
199.28,4.32062161487082
199.3,4.32050936895868
199.32,4.32039712304654
199.34,4.32028487713441
199.36,4.32017263122227
199.38,4.32006038531013
199.4,4.31994813939799
199.42,4.31983589348586
199.44,4.31972364757372
199.46,4.31961140166158
199.48,4.31949915574945
199.5,4.31938690983731
199.52,4.31927466392517
199.54,4.31916241801303
199.56,4.3190501721009
199.58,4.31893792618876
199.6,4.31882568027662
199.62,4.31871343436448
199.64,4.31860118845235
199.66,4.31848894254021
199.68,4.31837669662807
199.7,4.31826445071594
199.72,4.3181522048038
199.74,4.31803995889166
199.76,4.31792771297952
199.78,4.31781546706739
199.8,4.31770322115525
199.82,4.31759097524311
199.84,4.31747872933097
199.86,4.31736648341884
199.88,4.3172542375067
199.9,4.31714199159456
199.92,4.31702974568243
199.94,4.31691749977029
199.96,4.31680525385815
199.98,4.31669300794601
200,4.31658076203388
200.02,4.31646851612174
200.04,4.3163562702096
200.06,4.31624402429747
200.08,4.31613177838533
200.1,4.31601953247319
200.12,4.31590728656105
200.14,4.31579504064892
200.16,4.31568279473678
200.18,4.31557054882464
200.2,4.3154583029125
200.22,4.31534605700037
200.24,4.31523381108823
200.26,4.31512156517609
200.28,4.31500931926396
200.3,4.31489707335182
200.32,4.31478482743968
200.34,4.31467258152754
200.36,4.31456033561541
200.38,4.31444808970327
200.4,4.31433584379113
200.42,4.314223597879
200.44,4.31411135196686
200.46,4.31399910605472
200.48,4.31388686014258
200.5,4.31377461423045
200.52,4.31366236831831
200.54,4.31355012240617
200.56,4.31343787649403
200.58,4.3133256305819
200.6,4.31321338466976
200.62,4.31310113875762
200.64,4.31298889284549
200.66,4.31287664693335
200.68,4.31276440102121
200.7,4.31265215510907
200.72,4.31253990919694
200.74,4.3124276632848
200.76,4.31231541737266
200.78,4.31220317146053
200.8,4.31209092554839
200.82,4.31197867963625
200.84,4.31186643372411
200.86,4.31175418781198
200.88,4.31164194189984
200.9,4.3115296959877
200.92,4.31141745007556
200.94,4.31130520416343
200.96,4.31119295825129
200.98,4.31108071233915
201,4.31096846642702
201.02,4.31085622051488
201.04,4.31074397460274
201.06,4.3106317286906
201.08,4.31051948277847
201.1,4.31040723686633
201.12,4.31029499095419
201.14,4.31018274504205
201.16,4.31007049912992
201.18,4.30995825321778
201.2,4.30984600730564
201.22,4.30973376139351
201.24,4.30962151548137
201.26,4.30950926956923
201.28,4.30939702365709
201.3,4.30928477774496
201.32,4.30917253183282
201.34,4.30906028592068
201.36,4.30906028592068
201.38,4.32168873301092
201.4,4.3344294260133
201.42,4.34717011901568
201.44,4.35991081201805
201.46,4.37265150502043
201.48,4.38539219802281
201.5,4.39813289102518
201.52,4.41087358402756
201.54,4.42361427702994
201.56,4.43635497003231
201.58,4.44909566303469
201.6,4.46183635603707
201.62,4.47457704903944
201.64,4.48731774204182
201.66,4.5000584350442
201.68,4.51279912804658
201.7,4.52553982104895
201.72,4.53828051405133
201.74,4.55102120705371
201.76,4.56376190005608
201.78,4.57650259305846
201.8,4.58924328606084
201.82,4.60198397906321
201.84,4.61472467206559
201.86,4.62746536506797
201.88,4.64020605807035
201.9,4.65294675107272
201.92,4.6656874440751
201.94,4.67842813707748
201.96,4.69116883007985
201.98,4.70390952308223
202,4.71665021608461
202.02,4.72939090908698
202.04,4.74213160208936
202.06,4.75487229509174
202.08,4.76761298809411
202.1,4.78035368109649
202.12,4.79309437409887
202.14,4.80583506710124
202.16,4.81857576010362
202.18,4.831316453106
202.2,4.84405714610838
202.22,4.85679783911075
202.24,4.86953853211313
202.26,4.88227922511551
202.28,4.89501991811788
202.3,4.90776061112026
202.32,4.92050130412264
202.34,4.93324199712501
202.36,4.94598269012739
202.38,4.95872338312977
202.4,4.97146407613214
202.42,4.97146407613214
202.44,4.81472826004028
202.46,4.81472826004028
202.48,4.81891860812902
202.5,4.82310895621777
202.52,4.82729930430651
202.54,4.83148965239525
202.56,4.83568000048399
202.58,4.83987034857273
202.6,4.84406069666147
202.62,4.84825104475021
202.64,4.85244139283895
202.66,4.8566317409277
202.68,4.86082208901644
202.7,4.86501243710518
202.72,4.86920278519392
202.74,4.87339313328266
202.76,4.8775834813714
202.78,4.88177382946014
202.8,4.88596417754889
202.82,4.89015452563763
202.84,4.89434487372637
202.86,4.89853522181511
202.88,4.90272556990385
202.9,4.90691591799259
202.92,4.91110626608133
202.94,4.91529661417007
202.96,4.91948696225882
202.98,4.92367731034756
203,4.9278676584363
203.02,4.93205800652504
203.04,4.93624835461378
203.06,4.94043870270252
203.08,4.94462905079126
203.1,4.94881939888
203.12,4.95300974696875
203.14,4.95720009505749
203.16,4.96139044314623
203.18,4.96558079123497
203.2,4.96977113932371
203.22,4.97396148741245
203.24,4.97815183550119
203.26,4.98234218358994
203.28,4.98653253167868
203.3,4.99072287976742
203.32,4.99491322785616
203.34,4.9991035759449
203.36,5.00329392403364
203.38,5.00748427212238
203.4,5.01167462021112
203.42,5.01586496829987
203.44,5.02005531638861
203.46,5.02424566447735
203.48,5.02843601256609
203.5,5.03262636065483
203.52,5.03681670874357
203.54,5.04100705683231
203.56,5.04519740492105
203.58,5.0493877530098
203.6,5.05357810109854
203.62,5.05776844918728
203.64,5.06195879727602
203.66,5.06614914536476
203.68,5.0703394934535
203.7,5.07452984154224
203.72,5.07872018963099
203.74,5.07872018963099
203.76,4.87467241287231
203.78,4.77779293060303
203.8,4.71869844305301
203.82,4.71869844305301
203.84,4.71939933514167
203.86,4.72010022723032
203.88,4.72080111931898
203.9,4.72150201140763
203.92,4.72220290349629
203.94,4.72290379558495
203.96,4.7236046876736
203.98,4.72430557976226
204,4.72500647185092
204.02,4.72570736393957
204.04,4.72640825602823
204.06,4.72710914811688
204.08,4.72781004020554
204.1,4.72851093229419
204.12,4.72921182438285
204.14,4.72991271647151
204.16,4.73061360856016
204.18,4.73131450064882
204.2,4.73201539273747
204.22,4.73271628482613
204.24,4.73341717691479
204.26,4.73411806900344
204.28,4.7348189610921
204.3,4.73551985318075
204.32,4.73622074526941
204.34,4.73692163735807
204.36,4.73762252944672
204.38,4.73832342153538
204.4,4.73902431362403
204.42,4.73972520571269
204.44,4.74042609780135
204.46,4.74112698989
204.48,4.74182788197866
204.5,4.74252877406731
204.52,4.74322966615597
204.54,4.74393055824463
204.56,4.74463145033328
204.58,4.74533234242194
204.6,4.74603323451059
204.62,4.74673412659925
204.64,4.7474350186879
204.66,4.74813591077656
204.68,4.74883680286522
204.7,4.74953769495387
204.72,4.75023858704253
204.74,4.75093947913118
204.76,4.75164037121984
204.78,4.7523412633085
204.8,4.75304215539715
204.82,4.75374304748581
204.84,4.75444393957446
204.86,4.75514483166312
204.88,4.75584572375178
204.9,4.75654661584043
204.92,4.75724750792909
204.94,4.75794840001774
204.96,4.7586492921064
204.98,4.75935018419506
205,4.76005107628371
205.02,4.76075196837237
205.04,4.76145286046102
205.06,4.76215375254968
205.08,4.76285464463834
205.1,4.76355553672699
205.12,4.76425642881565
205.14,4.7649573209043
205.16,4.76565821299296
205.18,4.76635910508161
205.2,4.76705999717027
205.22,4.76776088925893
205.24,4.76846178134758
205.26,4.76916267343624
205.28,4.7698635655249
205.3,4.77056445761355
205.32,4.77126534970221
205.34,4.77196624179086
205.36,4.77266713387952
205.38,4.77336802596817
205.4,4.77406891805683
205.42,4.77476981014549
205.44,4.77547070223414
205.46,4.7761715943228
205.48,4.77687248641145
205.5,4.77757337850011
205.52,4.77827427058877
205.54,4.77897516267742
205.56,4.77967605476608
205.58,4.78037694685473
205.6,4.78107783894339
205.62,4.78177873103205
205.64,4.7824796231207
205.66,4.78318051520936
205.68,4.78388140729801
205.7,4.78458229938667
205.72,4.78528319147533
205.74,4.78598408356398
205.76,4.78668497565264
205.78,4.78738586774129
205.8,4.78808675982995
205.82,4.78878765191861
205.84,4.78948854400726
205.86,4.79018943609592
205.88,4.79089032818457
205.9,4.79159122027323
205.92,4.79229211236188
205.94,4.79299300445054
205.96,4.7936938965392
205.98,4.79439478862785
206,4.79509568071651
206.02,4.79579657280517
206.04,4.79649746489382
206.06,4.79719835698248
206.08,4.79789924907113
206.1,4.79860014115979
206.12,4.79930103324844
206.14,4.8000019253371
206.16,4.80070281742576
206.18,4.80140370951441
206.2,4.80210460160307
206.22,4.80280549369172
206.24,4.80350638578038
206.26,4.80420727786904
206.28,4.80490816995769
206.3,4.80560906204635
206.32,4.806309954135
206.34,4.80701084622366
206.36,4.80771173831232
206.38,4.80841263040097
206.4,4.80911352248963
206.42,4.80981441457828
206.44,4.81051530666694
206.46,4.8112161987556
206.48,4.81191709084425
206.5,4.81261798293291
206.52,4.81331887502156
206.54,4.81401976711022
206.56,4.81472065919888
206.58,4.81542155128753
206.6,4.81612244337619
206.62,4.81682333546484
206.64,4.8175242275535
206.66,4.81822511964215
206.68,4.81892601173081
206.7,4.81962690381947
206.72,4.82032779590812
206.74,4.82102868799678
206.76,4.82172958008543
206.78,4.82243047217409
206.8,4.82313136426275
206.82,4.8238322563514
206.84,4.82453314844006
206.86,4.82523404052871
206.88,4.82593493261737
206.9,4.82663582470603
206.92,4.82733671679468
206.94,4.82803760888334
206.96,4.82873850097199
206.98,4.82943939306065
207,4.83014028514931
207.02,4.83084117723796
207.04,4.83154206932662
207.06,4.83224296141527
207.08,4.83294385350393
207.1,4.83364474559259
207.12,4.83434563768124
207.14,4.8350465297699
207.16,4.83574742185855
207.18,4.83644831394721
207.2,4.83714920603586
207.22,4.83785009812452
207.24,4.83855099021318
207.26,4.83925188230183
207.28,4.83995277439049
207.3,4.84065366647915
207.32,4.8413545585678
207.34,4.84205545065646
207.36,4.84275634274511
207.38,4.84345723483377
207.4,4.84415812692242
207.42,4.84485901901108
207.44,4.84555991109974
207.46,4.84626080318839
207.48,4.84696169527705
207.5,4.8476625873657
207.52,4.84836347945436
207.54,4.84906437154302
207.56,4.84976526363167
207.58,4.85046615572033
207.6,4.85116704780898
207.62,4.85186793989764
207.64,4.8525688319863
207.66,4.85326972407495
207.68,4.85397061616361
207.7,4.85467150825226
207.72,4.85537240034092
207.74,4.85607329242958
207.76,4.85677418451823
207.78,4.85747507660689
207.8,4.85817596869554
207.82,4.8588768607842
207.84,4.85957775287286
207.86,4.86027864496151
207.88,4.86097953705017
207.9,4.86168042913882
207.92,4.86238132122748
207.94,4.86308221331613
207.96,4.86378310540479
207.98,4.86448399749345
208,4.8651848895821
208.02,4.86588578167076
208.04,4.86658667375941
208.06,4.86728756584807
208.08,4.86798845793673
208.1,4.86868935002538
208.12,4.86939024211404
208.14,4.87009113420269
208.16,4.87079202629135
208.18,4.87149291838001
208.2,4.87219381046866
208.22,4.87289470255732
208.24,4.87359559464597
208.26,4.87429648673463
208.28,4.87499737882329
208.3,4.87569827091194
208.32,4.8763991630006
208.34,4.87710005508925
208.36,4.87780094717791
208.38,4.87850183926657
208.4,4.87920273135522
208.42,4.87990362344388
208.44,4.88060451553253
208.46,4.88130540762119
208.48,4.88200629970985
208.5,4.8827071917985
208.52,4.88340808388716
208.54,4.88410897597581
208.56,4.88480986806447
208.58,4.88551076015313
208.6,4.88621165224178
208.62,4.88691254433044
208.64,4.88761343641909
208.66,4.88831432850775
208.68,4.8890152205964
208.7,4.88971611268506
208.72,4.89041700477372
208.74,4.89111789686237
208.76,4.89181878895103
208.78,4.89251968103968
208.8,4.89322057312834
208.82,4.893921465217
208.84,4.89462235730565
208.86,4.89532324939431
208.88,4.89602414148296
208.9,4.89672503357162
208.92,4.89742592566028
208.94,4.89812681774893
208.96,4.89882770983759
208.98,4.89952860192624
209,4.9002294940149
209.02,4.90093038610356
209.04,4.90163127819221
209.06,4.90233217028087
209.08,4.90303306236952
209.1,4.90373395445818
209.12,4.90443484654684
209.14,4.90513573863549
209.16,4.90583663072415
209.18,4.9065375228128
209.2,4.90723841490146
209.22,4.90793930699011
209.24,4.90864019907877
209.26,4.90934109116743
209.28,4.91004198325608
209.3,4.91074287534474
209.32,4.9114437674334
209.34,4.91214465952205
209.36,4.91284555161071
209.38,4.91354644369936
209.4,4.91424733578802
209.42,4.91494822787667
209.44,4.91564911996533
209.46,4.91635001205399
209.48,4.91705090414264
209.5,4.9177517962313
209.52,4.91845268831995
209.54,4.91915358040861
209.56,4.91985447249727
209.58,4.92055536458592
209.6,4.92125625667458
209.62,4.92195714876323
209.64,4.92265804085189
209.66,4.92335893294055
209.68,4.9240598250292
209.7,4.92476071711786
209.72,4.92546160920651
209.74,4.92616250129517
209.76,4.92686339338383
209.78,4.92756428547248
209.8,4.92826517756114
209.82,4.92896606964979
209.84,4.92966696173845
209.86,4.93036785382711
209.88,4.93106874591576
209.9,4.93176963800442
209.92,4.93247053009307
209.94,4.93317142218173
209.96,4.93387231427038
209.98,4.93457320635904
210,4.9352740984477
210.02,4.93597499053635
210.04,4.93667588262501
210.06,4.93737677471366
210.08,4.93807766680232
210.1,4.93877855889098
210.12,4.93947945097963
210.14,4.94018034306829
210.16,4.94088123515694
210.18,4.9415821272456
210.2,4.94228301933426
210.22,4.94298391142291
210.24,4.94368480351157
210.26,4.94438569560022
210.28,4.94508658768888
210.3,4.94578747977754
210.32,4.94648837186619
210.34,4.94718926395485
210.36,4.9478901560435
210.38,4.94859104813216
210.4,4.94929194022082
210.42,4.94999283230947
210.44,4.95069372439813
210.46,4.95139461648678
210.48,4.95202377824222
210.5,4.95202377824222
210.52,4.95195204790901
210.54,4.95188031757579
210.56,4.95180858724258
210.58,4.95173685690936
210.6,4.95166512657614
210.62,4.95159339624293
210.64,4.95152166590971
210.66,4.95144993557649
210.68,4.95137820524328
210.7,4.95130647491006
210.72,4.95123474457685
210.74,4.95116301424363
210.76,4.95109128391042
210.78,4.9510195535772
210.8,4.95094782324398
210.82,4.95087609291077
210.84,4.95080436257755
210.86,4.95073263224433
210.88,4.95066090191112
210.9,4.9505891715779
210.92,4.95051744124469
210.94,4.95044571091147
210.96,4.95037398057825
210.98,4.95030225024504
211,4.95023051991182
211.02,4.95015878957861
211.04,4.95008705924539
211.06,4.95001532891217
211.08,4.94994359857896
211.1,4.94987186824574
211.12,4.94980013791253
211.14,4.94972840757931
211.16,4.94965667724609
211.18,4.94958494691288
211.2,4.94951321657966
211.22,4.94944148624645
211.24,4.94936975591323
211.26,4.94929802558001
211.28,4.9492262952468
211.3,4.94915456491358
211.32,4.94908283458037
211.34,4.94901110424715
211.36,4.94893937391393
211.38,4.94886764358072
211.4,4.9487959132475
211.42,4.94872418291428
211.44,4.94865245258107
211.46,4.94858072224785
211.48,4.94850899191464
211.5,4.94843726158142
211.52,4.9483655312482
211.54,4.94829380091499
211.56,4.94822207058177
211.58,4.94815034024856
211.6,4.94807860991534
211.62,4.94800687958212
211.64,4.94793514924891
211.66,4.94786341891569
211.68,4.94779168858248
211.7,4.94771995824926
211.72,4.94764822791604
211.74,4.94757649758283
211.76,4.94750476724961
211.78,4.9474330369164
211.8,4.94736130658318
211.82,4.94728957624996
211.84,4.94721784591675
211.86,4.94714611558353
211.88,4.94707438525032
211.9,4.9470026549171
211.92,4.94693092458388
211.94,4.94685919425067
211.96,4.94678746391745
211.98,4.94671573358424
212,4.94664400325102
212.02,4.9465722729178
212.04,4.94650054258459
212.06,4.94642881225137
212.08,4.94635708191816
212.1,4.94628535158494
212.12,4.94621362125172
212.14,4.94614189091851
212.16,4.94607016058529
212.18,4.94599843025208
212.2,4.94592669991886
212.22,4.94585496958564
212.24,4.94578323925243
212.26,4.94571150891921
212.28,4.94563977858599
212.3,4.94556804825278
212.32,4.94549631791956
212.34,4.94542458758635
212.36,4.94535285725313
212.38,4.94528112691992
212.4,4.9452093965867
212.42,4.94513766625348
212.44,4.94506593592027
212.46,4.94499420558705
212.48,4.94492247525383
212.5,4.94485074492062
212.52,4.9447790145874
212.54,4.94470728425419
212.56,4.94463555392097
212.58,4.94456382358775
212.6,4.94449209325454
212.62,4.94442036292132
212.64,4.94434863258811
212.66,4.94427690225489
212.68,4.94420517192167
212.7,4.94413344158846
212.72,4.94406171125524
212.74,4.94398998092203
212.76,4.94391825058881
212.78,4.94384652025559
212.8,4.94377478992238
212.82,4.94370305958916
212.84,4.94363132925595
212.86,4.94355959892273
212.88,4.94348786858951
212.9,4.9434161382563
212.92,4.94334440792308
212.94,4.94327267758987
212.96,4.94320094725665
212.98,4.94312921692343
213,4.94305748659022
213.02,4.942985756257
213.04,4.94291402592378
213.06,4.94284229559057
213.08,4.94277056525735
213.1,4.94269883492414
213.12,4.94262710459092
213.14,4.9425553742577
213.16,4.94248364392449
213.18,4.94241191359127
213.2,4.94234018325806
213.22,4.94226845292484
213.24,4.94219672259162
213.26,4.94212499225841
213.28,4.94205326192519
213.3,4.94198153159198
213.32,4.94190980125876
213.34,4.94183807092554
213.36,4.94176634059233
213.38,4.94169461025911
213.4,4.9416228799259
213.42,4.94155114959268
213.44,4.94147941925946
213.46,4.94140768892625
213.48,4.94133595859303
213.5,4.94126422825982
213.52,4.9411924979266
213.54,4.94112076759338
213.56,4.94104903726017
213.58,4.94097730692695
213.6,4.94090557659374
213.62,4.94083384626052
213.64,4.9407621159273
213.66,4.94069038559409
213.68,4.94061865526087
213.7,4.94054692492766
213.72,4.94047519459444
213.74,4.94040346426122
213.76,4.94033173392801
213.78,4.94026000359479
213.8,4.94018827326158
213.82,4.94011654292836
213.84,4.94004481259514
213.86,4.93997308226193
213.88,4.93990135192871
213.9,4.90999007225037
213.92,4.88007879257202
213.94,4.86645865440369
213.96,4.85283851623535
213.98,4.8060439359851
214,4.8060439359851
214.02,4.80605521434691
214.04,4.80606649270872
214.06,4.80607777107053
214.08,4.80608904943234
214.1,4.80610032779414
214.12,4.80611160615595
214.14,4.80612288451776
214.16,4.80613416287957
214.18,4.80614544124138
214.2,4.80615671960319
214.22,4.806167997965
214.24,4.80617927632681
214.26,4.80619055468862
214.28,4.80620183305043
214.3,4.80621311141223
214.32,4.80622438977404
214.34,4.80623566813585
214.36,4.80624694649766
214.38,4.80625822485947
214.4,4.80626950322128
214.42,4.80628078158309
214.44,4.8062920599449
214.46,4.80630333830671
214.48,4.80631461666851
214.5,4.80632589503032
214.52,4.80633717339213
214.54,4.80634845175394
214.56,4.80635973011575
214.58,4.80637100847756
214.6,4.80638228683937
214.62,4.80639356520118
214.64,4.80640484356299
214.66,4.8064161219248
214.68,4.8064274002866
214.7,4.80643867864841
214.72,4.80644995701022
214.74,4.80646123537203
214.76,4.80647251373384
214.78,4.80648379209565
214.8,4.80649507045746
214.82,4.80650634881927
214.84,4.80651762718108
214.86,4.80652890554289
214.88,4.80654018390469
214.9,4.8065514622665
214.92,4.80656274062831
214.94,4.80657401899012
214.96,4.80658529735193
214.98,4.80659657571374
215,4.80660785407555
215.02,4.80661913243736
215.04,4.80663041079917
215.06,4.80664168916098
215.08,4.80665296752278
215.1,4.80666424588459
215.12,4.8066755242464
215.14,4.80668680260821
215.16,4.80669808097002
215.18,4.80670935933183
215.2,4.80672063769364
215.22,4.80673191605545
215.24,4.80674319441726
215.26,4.80675447277906
215.28,4.80676575114087
215.3,4.80677702950268
215.32,4.80678830786449
215.34,4.8067995862263
215.36,4.80681086458811
215.38,4.80682214294992
215.4,4.80683342131173
215.42,4.80684469967354
215.44,4.80685597803535
215.46,4.80686725639715
215.48,4.80687853475896
215.5,4.80688981312077
215.52,4.80690109148258
215.54,4.80691236984439
215.56,4.8069236482062
215.58,4.80693492656801
215.6,4.80694620492982
215.62,4.80695748329163
215.64,4.80696876165343
215.66,4.80698004001524
215.68,4.80699131837705
215.7,4.80700259673886
215.72,4.80701387510067
215.74,4.80702515346248
215.76,4.80703643182429
215.78,4.8070477101861
215.8,4.80705898854791
215.82,4.80707026690972
215.84,4.80708154527152
215.86,4.80709282363333
215.88,4.80710410199514
215.9,4.80711538035695
215.92,4.80712665871876
215.94,4.80713793708057
215.96,4.80714921544238
215.98,4.80716049380419
216,4.807171772166
216.02,4.80718305052781
216.04,4.80719432888961
216.06,4.80720560725142
216.08,4.80721688561323
216.1,4.80722816397504
216.12,4.80723944233685
216.14,4.80725072069866
216.16,4.80726199906047
216.18,4.80727327742228
216.2,4.80728455578409
216.22,4.80729583414589
216.24,4.8073071125077
216.26,4.80731839086951
216.28,4.80732966923132
216.3,4.80734094759313
216.32,4.80735222595494
216.34,4.80736350431675
216.36,4.80737478267856
216.38,4.80738606104037
216.4,4.80739733940218
216.42,4.80740861776398
216.44,4.80741989612579
216.46,4.8074311744876
216.48,4.80744245284941
216.5,4.80745373121122
216.52,4.80746500957303
216.54,4.80747628793484
216.56,4.80748756629665
216.58,4.80749884465846
216.6,4.80751012302026
216.62,4.80752140138207
216.64,4.80753267974388
216.66,4.80754395810569
216.68,4.8075552364675
216.7,4.80756651482931
216.72,4.80757779319112
216.74,4.80758907155293
216.76,4.80760034991474
216.78,4.80761162827655
216.8,4.80762290663835
216.82,4.80763418500016
216.84,4.80764546336197
216.86,4.80765674172378
216.88,4.80766802008559
216.9,4.8076792984474
216.92,4.80769057680921
216.94,4.80770185517102
216.96,4.80771313353283
216.98,4.80772441189464
217,4.80773569025644
217.02,4.80774696861825
217.04,4.80775824698006
217.06,4.80776952534187
217.08,4.80778080370368
217.1,4.80779208206549
217.12,4.8078033604273
217.14,4.80781463878911
217.16,4.80782591715092
217.18,4.80783719551273
217.2,4.80784847387453
217.22,4.80785975223634
217.24,4.80787103059815
217.26,4.80788230895996
217.28,4.80788230895996
217.3,4.75969886779785
217.32,4.73662567138672
217.34,4.73643732070923
217.36,4.73643732070923
217.38,4.73624897003174
217.4,4.73606061935425
217.42,4.73027515411377
217.44,4.70829916000366
217.46,4.61325263977051
217.48,4.59826850891113
217.5,4.59826850891113
217.52,4.64241504669189
217.54,4.64241504669189
217.56,4.376624584198
217.58,4.376624584198
217.6,4.376624584198
217.62,4.36375951766968
217.64,4.32309722900391
217.66,4.22750806808472
217.68,4.20090675354004
217.7,4.09965562820435
217.72,3.88549470901489
217.74,3.88549470901489
217.76,4.14829468727112
217.78,4.14829468727112
217.8,4.0832637605213
217.82,4.0832637605213
217.84,4.0855777377174
217.86,4.0878917149135
217.88,4.09020569210961
217.9,4.09251966930571
217.92,4.09483364650181
217.94,4.09714762369792
217.96,4.09946160089402
217.98,4.10177557809012
218,4.10408955528623
218.02,4.10640353248233
218.04,4.10871750967843
218.06,4.11103148687454
218.08,4.11334546407064
218.1,4.11565944126674
218.12,4.11797341846284
218.14,4.12028739565895
218.16,4.12260137285505
